Geneid,Kiley_A_DZM0422_Aerobic_A,Kiley_A_DZM0422_Aerobic_B,Kiley_A_DZM0422_Aerobic_C,Kiley_A_DZM0422_Anaerobic_A,Kiley_A_DZM0422_Anaerobic_B,Kiley_A_DZM0422_Anaerobic_C,Kiley_A_WT_Aerobic_A,Kiley_A_WT_Aerobic_B,Kiley_A_WT_Aerobic_C,Kiley_A_WT_Anaerobic_A,Kiley_A_WT_Anaerobic_C,Kiley_B_Dfur_-O2_A,Kiley_B_Dfur_-O2_B,Kiley_B_Dfur_-O2_C,Kiley_B_DrsuR_-O2_A,Kiley_B_DrsuR_-O2_B,Kiley_B_DrsuR_-O2_C,Kiley_B_WT_+O2_Ctrl_A,Kiley_B_WT_+O2_Ctrl_B,Kiley_B_WT_+O2_Ctrl_C,Kiley_B_WT_+O2_Paraquat_A,Kiley_B_WT_+O2_Paraquat_B,Kiley_B_WT_+O2_Paraquat_C,Kiley_B_WT_-O2_Ctrl_A,Kiley_B_WT_-O2_Ctrl_B,Kiley_B_WT_-O2_Ctrl_C,Kiley_B_WT_-O2_NoFe_A,Kiley_B_WT_-O2_NoFe_B,Kiley_B_WT_-O2_NoFe_C,Kiley_B_WT_-O2_NoFe_DIP_A,Kiley_B_WT_-O2_NoFe_DIP_B,Kiley_B_WT_-O2_NoFe_DIP_C,Kiley_B_WT_-O2_Peroxide_A,Kiley_B_WT_-O2_Peroxide_C
ZCP4_0022,5.995937616639172,6.080781564943811,6.023868455788237,5.895686656326838,5.933139097985344,5.965235237129213,6.2836135384192575,6.142167300505369,6.051997404745238,5.917894391982445,5.816161739049265,6.451912059473193,6.429694995923987,6.267266360214182,6.4637810910974,6.3695305349981375,6.405839932048883,6.517672286011199,6.870754301591082,6.7514543048466376,6.320292713196541,6.32628353150669,6.391959688673397,6.52641373127475,6.671752127665927,6.393857942701564,6.444877009235066,6.653003924922312,6.544487253571243,6.5173099469698155,6.446290731941278,6.449249857435411,4.901082716088142,6.313254085866166
ZCP4_0023,7.137721737326685,6.973242779488137,7.093340833440049,6.766838356178333,6.9488960396578685,6.870284276625859,7.221330458103836,7.229022555837109,7.0509856139008305,6.789484488672437,6.861913087462644,6.508081983829472,6.353153909930705,6.283139173708311,6.497105444362505,6.532863973472321,6.662019792423168,6.797608101003724,6.993065046086188,6.641574724694452,6.475281631121184,6.268551268427749,6.308693503788344,6.553222338693677,6.611475951611569,6.642394827459729,6.448321421634909,6.608689865387253,6.687118870307201,6.439689580733927,6.65853547784332,6.561545945406655,6.044896628612047,6.826501668886252
ZCP4_0024,7.43909744200901,7.2891247699626955,7.413121520018989,7.042282013439257,7.162218333862285,7.25731259113164,7.3086523147173965,7.384065937045303,7.276461465778762,6.972576677086823,7.065374850573122,7.546674674337784,7.53523313695856,7.40082801972247,7.757754687680291,7.722981179659436,7.811228194409738,7.881209190583178,8.198808784888742,7.7739447900076994,7.76625001263318,7.4481231807228125,7.654962656277395,7.6957895796834475,7.810858610313742,7.635520074592015,7.625995023827516,7.706712799658521,8.028725139138306,7.489896786115268,7.860556808140272,7.755703711059294,8.120791763534129,8.369042115430288
ZCP4_0025,8.21810510759704,8.132199402586677,8.326547797287553,7.96531651476772,7.994898743776696,8.068626797643194,8.188807033385364,8.258581165791592,8.165972326138048,7.723852228879792,7.915261679783636,8.237101054259568,8.222872469299352,7.945662731253544,8.219788008746775,8.20609663673411,8.340454784888458,8.432996328522684,8.573481844377671,8.416785176197818,8.195516737452456,8.150459477899034,7.9830909375942,8.25472323920748,8.252077789531686,8.218454682680763,8.17709025546017,8.416855112734115,8.356035282858565,8.302276320182127,8.339339368362685,8.202518604543297,8.818101876191315,8.730313188725411
ZCP4_0026,7.231697028385194,7.1937404751871945,7.232635841158924,6.713330667976246,6.714258344171121,6.719328763654846,7.037948272048923,6.966194731572701,6.950914469682841,6.6164078254348,6.5844745680071695,6.591498171364799,6.5661003120923835,6.455033186590319,6.697694449187743,6.447343145250184,6.5188692290874535,6.663228668073394,6.815122812326945,6.765020989258917,6.654441416876708,6.402953422346347,6.7295465411445035,6.56411724414858,6.472981582220571,6.573950802187205,6.26523454274061,6.43933247249266,6.546773977361596,6.440045845871834,6.566374248518969,6.391858302945771,8.925626560506629,8.260376286335402
ZCP4_0027,4.721287805946882,4.536554092348419,4.886418331597784,4.695958634347375,4.916320912564084,4.575970688743762,5.157864046226365,5.001136115198175,5.048607663771991,4.565804315266559,4.8296150870767205,5.23938650723625,4.816398419801064,4.904983225424813,5.002020995664256,5.055287114663403,5.020781703833884,5.263897574706194,5.293921336651313,5.0555729894525205,5.169154915464919,5.133404745225779,5.455087606016741,5.184446072070989,5.115737245930186,4.786901188105906,5.023335429893685,4.864792405680873,5.030898564034456,4.976984706832949,4.903169102971585,4.666002456452986,3.0444940475610696,3.0521382689636147
ZCP4_0028,7.726499710186441,7.716870273157193,7.791173666590355,7.7703679111866135,7.786301924726335,7.820475589221488,8.03415555408652,7.9917001448067255,7.974027849256361,7.801925801032014,7.8008461380095,7.69523053706693,7.651249899956521,7.619343505871542,7.814707392636669,7.804525909164532,7.69237158817294,7.961871761808108,8.072398368066644,7.98966813248699,7.88723242469252,7.869093208848439,7.948242324283332,7.894200246933738,7.904560978414154,7.793708249097897,7.8051168714355965,7.814801827625997,7.808074114575194,7.756839013245692,7.683720641872117,7.654043513551845,5.72373167455284,6.669390804290016
ZCP4_0029,7.380974991309541,7.285870213042162,7.39860173322334,7.407166643448856,7.417438278902661,7.462878124462135,7.647829746056508,7.659348045275914,7.531661234882473,7.407020670609914,7.378553004045693,7.029973275977685,7.147845052725254,6.957283342209834,7.069015656630494,7.213376789362855,7.218565720588689,7.257995474330456,7.292222950277924,7.294024266381552,7.20937121353692,7.102538499737123,7.4909785380883385,7.3529578496821175,7.143627451266711,7.262822725450631,7.049085071336167,7.340621246206698,7.203824333410358,7.226882053029552,7.16762922302101,7.2381371493655315,5.262382867485632,6.326006485587976
ZCP4_0030,10.029627083939825,9.940728790987583,9.991776465021047,10.552263818364738,10.574385795077617,10.58501758214457,10.156328358332306,10.158517044144974,10.140288664800364,10.66609820505689,10.620006400352125,9.912985557780637,9.910613648115467,9.813260188473992,10.09026703528046,10.09977741348302,10.145375373588092,9.754029154574816,9.7664079241649,9.7487718088356,9.247258929776326,9.615189845978964,9.19327202510626,10.199761133495606,10.171682736246314,10.159001741843785,10.147545970849364,10.12929222366009,10.18067974605054,10.195483806864505,10.082393551168916,10.171530622794542,9.559383021651506,9.124657706999457
ZCP4_0031,5.776455382239653,5.682032760024399,5.6722099368715595,6.059980785678845,6.276069758326457,6.152684556213219,6.0803719297108385,6.0291362440067635,5.979779214372071,6.34013491781649,6.065200702954527,6.376685780550014,6.2974553597313445,6.319545959295339,6.405384806399891,6.32681880441428,6.380596888106802,6.504710272114674,6.536776060917657,6.500281601385749,5.8383388873385655,6.079831475271001,5.962638654345333,6.496082159107671,6.4606566571133435,6.461194927348812,6.4383708955298555,6.341721529072043,6.399117415865298,6.399869473788941,6.491529804451041,6.487712940110019,4.098531955379102,4.777808301369584
ZCP4_0032,7.19229034387345,7.323976067142626,7.426170668302132,7.353960678092678,7.232934524182375,7.350706003412104,7.426004976929113,7.412789172911086,7.5548928928824175,7.062163556464139,7.3633645270338715,8.268169463190134,8.12903987433661,8.166393995098188,8.161157616985612,8.092600986320486,8.077783781889451,8.337538064577986,8.468065542795504,8.423414646335535,8.02562116227516,8.053038233687651,7.8180107242150765,8.115820224681416,8.088360810778667,8.040824435512016,7.875569055921743,8.071104814088251,8.112664867420712,8.034017433107389,8.184733242144416,8.104066460470094,7.780401929806942,7.313879512499466
ZCP4_0033,7.1339652096819535,7.126481365248536,7.201851781865585,7.008956842191702,7.074374866695333,7.039373207114965,7.340891232512341,7.359898733434264,7.305438242545494,7.121706008427787,7.250058804467724,8.093331646120626,8.123798157043176,8.208433689186025,7.935677997745768,7.940278797282523,8.049423157530972,8.38120631614161,8.359503682378016,8.249351676744922,8.229915550848798,8.251215232941679,8.29612668813782,8.180552001703035,8.003181344467862,7.933416844800513,8.042184220339138,8.031760880762036,8.140632760575668,8.052653374955547,8.159254584212828,7.9259334633165786,6.561137542918987,7.38698432114705
ZCP4_0034,7.026667168880725,6.973964706185212,7.204978122971839,7.040857974315381,6.965349606560672,7.028143152776131,7.3039720000042925,7.360209409375051,7.3252983748505605,6.788058699241049,7.004544730546539,7.444651196892517,7.322901326108664,7.396432876195803,7.236338646514809,7.060847885318089,7.193675632364681,7.5604488011804625,7.608216344362229,7.401503867457965,7.3763482816564245,7.350959436421705,7.425719601248831,7.235432045757718,7.122620527183936,7.17399439194644,7.2389016846110295,7.159718488816557,7.134581645708067,6.961116616576325,7.190875700512882,7.248461733768269,4.565984720063843,5.974793782822556
ZCP4_0035,3.9026134333969504,3.857155837682419,4.095875089452293,3.9837273179399335,4.046025765955814,4.172079022480142,4.383602996175773,4.459108786576025,4.10422194333959,4.00862366424827,3.94224111511985,4.085827938861156,3.8692034863211955,4.088273008919485,4.108774703521651,3.7511648485814053,4.303831903065361,4.63189334584623,4.688084895022049,4.396043370723443,4.381372005345245,4.573874596164297,4.338883631777122,4.403206134536702,4.1365688800962825,4.261729023871194,4.1360573204789715,4.219436210115816,4.259934163671148,4.240834937462508,4.49198730659431,4.209602357897692,1.84234461990619,2.760180946614135
ZCP4_0036,7.482308695917912,7.474811183123929,7.489261137399242,7.531903903247242,7.486075460759679,7.525271141289259,7.575227594772655,7.623491470834461,7.638542318012314,7.393651804782219,7.621247655878366,7.765961114018521,7.740936721069546,7.628425260956109,7.672178804884452,7.6362543860905285,7.598626297247302,7.732224513670337,7.720181215909579,7.7900436862275715,7.436022723751979,7.438247807654635,7.507808735489752,7.531537880432022,7.606766189260728,7.607270225275232,7.434093110808842,7.585469943441169,7.571141922818816,7.5921950749024285,7.654676075217331,7.652704362498287,6.492120664079931,7.168432125465711
ZCP4_0037,5.745876008819616,5.538082862012018,5.744144366134757,5.753133565323794,5.915878422280148,5.814701789545483,5.977082668121318,5.852572356211196,5.971270916427405,5.723429324467679,6.098085778683155,5.961222010818201,5.840421715763291,5.925022955488576,5.9790951528616345,5.819771796889717,5.913831919898941,6.24589612480053,6.059063092143336,6.065034703585417,5.652977261094704,5.763473406849092,6.047665262533062,5.831166797768289,5.995795269405413,5.95862333110802,5.541491018508261,5.9792609049047325,5.781260780554556,5.457465438947509,5.810114633904825,5.645017832420107,4.248711082774517,5.450178365248298
ZCP4_0038,7.408858089993759,7.343338611653442,7.490647649897774,7.408211552972596,7.483404619758474,7.4846081937069275,7.691663180713043,7.697832485128719,7.556177268423725,7.236288046512874,7.335917477385016,7.528673301956874,7.522541821340115,7.361423978902379,7.38469623345895,7.2804717944761865,7.437209028744587,7.608021591450855,7.725008191330742,7.58485499105993,7.379701909982076,7.276110035206808,7.416854026039365,7.40736358962794,7.49276960340425,7.354403219485028,7.2349398868786094,7.469343408983188,7.315750422609435,7.23667376599884,7.395196401992425,7.239223900858443,6.46859883531378,7.449548957270458
ZCP4_0039,7.943191131867047,7.823434927228006,8.071901809135305,7.7901715511404,7.821523921656295,7.839350082634894,8.152169296111117,8.151041019072714,8.06215824374129,7.581497739091954,7.64248380090532,8.473875092616316,8.392628186823014,8.325053484732788,8.535966812423998,8.31469365494433,8.514623515207726,8.625555818900509,8.734193376362963,8.612582918526002,8.353491814872566,8.334255587390055,8.42287442013785,8.423256722558571,8.486085293319476,8.424884455338955,8.193053430161786,8.473749996546447,8.475227668412488,8.334044261458107,8.484222128605383,8.362397813424494,8.261948979802602,8.918750954245914
ZCP4_0040,6.533172509185579,6.621731972399233,6.565913219232663,6.252469085220745,6.355837232611514,6.35328102646685,6.582395224168211,6.594090362871146,6.604388591207646,6.383159959338719,6.552913132081938,6.741319801287399,6.7075596017415124,6.83923940810239,6.799502270856586,6.566328930843967,6.724344273696327,7.0802728478086046,7.082510072880372,7.12081466236916,6.855426892569799,6.861040830008836,6.877887096418107,6.673955333557389,6.709912189611281,6.729472810400811,6.726528054751708,6.773631170485192,6.924920588356676,6.725268080104736,6.856937770834401,6.5794800170911465,3.6757680271132047,5.362236268824474
ZCP4_0041,7.810310255937626,7.752183153505031,7.79512467514597,7.311071045308147,7.4821689040182955,7.459796051839952,7.757665272359037,7.697942839672158,7.486402584436441,7.418799396866271,7.207996416846753,7.866725253086593,7.564475856864656,7.37341534654268,7.666434886402368,7.417141282445567,7.536707742855236,7.849922225633466,7.793043237958462,7.801579930533295,7.75878665895146,7.543738867335436,7.82133837304287,7.588803759975857,7.617274406982121,7.563715020131863,7.484867614273504,7.608200639048804,7.530741503347282,7.420434263246825,7.554768969788035,7.386039569797696,7.819893581561789,8.095679913833377
ZCP4_0042,6.525925611334666,6.641611092236562,6.6543510952215446,6.215486312614396,6.174290302664094,6.120263347200414,6.577625295662495,6.470039880385531,6.555971092871913,6.237124416920841,6.279064071542247,5.933402103293621,5.559941523743387,6.081936773125837,5.954088518115101,5.86148722276493,5.743132318004097,6.461025072291089,6.297005218058323,5.913518227285637,6.1392382335207385,6.149025490602259,6.028930506365514,5.699486951072451,5.977817325087816,5.9768287974503815,5.443922468016811,5.948333396430825,5.916729833030873,5.5912612167274,5.775818366808843,5.645059541806514,5.398817226265099,6.485644131948011
