Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>50	>500	>10k+	>1k	>10	>5k	>100
SRX3316735										9.828003753764927	9.70779344482293	2.6985766823772703	14.241747394360383	19.48482499978193	2.7596635170662513	23.679844340951007
SRX3316736										9.921545513893788	10.24230504760464	3.7912658642490085	15.893593446369186	18.045053229370435	3.5701571180080367	24.07160079807861
SRX3316737										10.061389866382038	9.8812325633187	3.1596951215469185	15.223645344797532	19.122347205313147	3.4945732688046904	24.316196271879623
SRX3316738										10.851156404439244	9.669581091060788	1.6129042864739886	12.197599383932083	21.337362425215485	2.074140089854773	25.83419964807042
SRX3316739										10.612531897003999	9.026530842684636	1.5340829072288427	12.05766207631042	20.425063640020095	2.0143302752870675	24.96417368606547
SRX3316740										8.978235778234671	7.427365550317829	2.79358605323542	10.369606047773228	19.73481042902757	2.0669841180341004	20.834329027125012
SRX3316741										9.213864523100966	10.271369595350869	4.676357552538256	18.05818832462715	16.94639092778948	4.606168985787009	23.537238551573594
SRX3316742										9.811337480604019	9.894785119869592	3.7720816591888466	14.936597949178894	19.007704730508667	3.356898459214414	24.013977600122573
SRX3316743										10.006982917892648	9.741554705400954	3.432947735828272	15.176733137845403	19.447666280956323	3.1372345724137065	23.855671234594176
SRX3316744										8.898215272806299	4.186724853537145	3.389912030583998	4.523148506471131	23.076813758248598	1.3130787608202044	16.357575118238493
SRX3316745										9.120045913749303	7.055219430768714	5.042406539096168	9.983204570184068	21.018689175584957	1.7661295329005553	19.941037865908136
SRX3316746										8.769290936719559	7.539468929152701	3.673009032759717	9.815519624817512	19.223975350043975	1.5717646888585295	20.84380813636643
SRX3316747										9.839525221607742	8.353614725575426	2.580774456284714	11.542241255111394	19.81052513097878	2.2130791084163692	22.837018547305437
SRX3316748										10.702252059576455	9.016210286765837	1.8894398312673335	11.659450079806017	21.337050508279955	2.122400296842609	25.38834307336939
SRX3316749										10.211202944828958	8.141242144593233	1.578694994216405	9.907407297097148	20.328659092985603	1.7230853055005304	23.402597983153118
SRX3316750										9.899355826513018	9.874734726915554	3.5746375416874283	14.939086379886573	19.364494166336115	3.1543841879332053	24.013279687555368
SRX3316751										10.637308062052169	9.305525416224523	1.8947016592300068	12.891571326167158	21.27000687304787	1.8751687944769013	24.46054598832082
SRX3316752										10.772296280015798	8.788720046103062	1.7286411284934473	11.605565703462844	22.363103532969035	1.4338215568202484	24.57358736787124
SRX3316753										10.529501010227634	9.789216655742852	1.8544833334675115	13.580512552869333	20.937367627766044	1.9940559434330367	24.39317739406012
SRX3316754										10.857935903923863	9.15574752772748	1.617675373942705	12.354444797484824	21.948097170672416	1.595219359697441	24.697822990296768
SRX3316755										10.350608376315597	9.716637898616632	2.1139857537281213	13.971059818367621	20.39532028607184	2.5123306888625	24.659462587328328
SRX3316756										10.770672095387086	8.70491926191773	1.460756116344228	11.356775364264998	22.70214046337853	1.4449949077790174	24.304250460919754
SRX3316757										10.67977263238316	9.23683666346357	1.7941237907893335	12.599565390442807	21.916563600992077	1.6430578752922496	24.493016801794827
SRX3316758										11.008707966510984	9.218051367996246	1.1277043335561112	11.813748558059665	21.886820335390293	1.9450110834005065	26.0750948284097
SRX3411505										4.352890064289269	7.161150067475809	19.831735662938794	15.668393543173828	7.571934323447577	6.333010411716692	13.770378392189592
SRX3411506										5.105217335092292	6.852317886999044	14.437617207909941	13.574547874185457	9.117485960890427	5.35967084931025	15.212312264210869
SRX3411507										4.887535583566018	6.9003066650180855	15.47936290600884	13.784143360365258	8.722508014286214	5.611476412212166	14.992054038138011
SRX3411508										4.356687482568367	9.253506538352168	17.005604005342583	22.16651302092814	7.507882999430803	9.213980004897065	15.139406147702822
SRX3411509										4.189800605037326	8.497154257113221	17.414512876772513	21.917501458391826	7.401050655091879	9.053968876070599	14.345701258083329
SRX3411510										5.403708211980062	6.703111441655989	9.080646961526087	12.627784667697448	9.497965982288209	2.9313192458773387	15.99050613957584
SRX3411511										4.834177818881463	6.13720240612469	14.045674184059553	13.532916603189578	8.895700953462603	5.004989424023154	14.102525645065183
SRX3411512										5.218525543719589	6.846760370127257	12.870079305741534	12.379338569830635	9.071240640926817	4.4341999404071135	15.372825288853564
SRX3411513										4.947817083799789	7.121124311426281	12.052823363537803	12.26658791876312	8.903151595686829	4.828804210686224	15.501308525293481
SRX3411514										5.903896366134681	3.65499559662378	5.046620523015241	7.171745829589811	15.01733034265475	2.1736632875556294	11.513552687204735
SRX3411515										5.310629591838714	5.137930903450451	6.511520909678027	8.784274412042901	12.241522148975175	2.9058745590807873	11.843505162596573
SRX3411516										5.140362482483415	6.515126297783053	4.7151752604902	13.105779116734123	11.17242743697129	4.550352974704337	14.212737883897617
SRX3411517										5.903797261786255	6.0533152737162155	3.9391694984259185	8.41402962732391	11.569337979305079	2.0326252120919834	15.635748666135282
SRX3411518										5.573487861755696	5.354393665257611	7.026306191469593	13.205400112184652	14.573759360272312	5.046527554714923	11.962561886500573
SRX3411519										4.959927483948669	7.43719962634328	7.073080159043592	19.72956247991777	10.851890599491899	5.733451902408961	13.976295603526372
SRX3411520										5.183128735156092	9.088733158590697	9.19186014171862	19.673446309481317	9.845330329990764	5.936537301276045	16.90417325072358
SRX3411521										6.324832545990386	9.17990429035057	3.50723704770852	19.3156916150988	12.885079442432598	6.4415296833532105	18.42384657051084
SRX3411522										4.930933319874017	6.381989965921362	11.588946164166677	17.09204234082349	11.310336018217235	5.805997456561498	12.45353776539666
SRX3411523										4.492833229795078	7.523970044078969	10.064378261077039	20.42796685571241	9.984779381644323	7.503160302835249	13.295982811158671
SRX3411524										3.9240154684253326	8.81210301052542	14.277998098031302	23.8580760311729	7.617568637069782	10.066939141707499	13.931135261951235
SRX3411525										4.051457324366561	8.120979858809026	15.29793551033604	21.611101730738046	8.443743399192078	8.769422941712012	12.944335844892718
SRX3541437										4.368389962934572	6.895726680288328	22.47461002525963	22.7843142171673	9.576741028075752	12.26075616857449	12.050709491144227
SRX3541438										9.848991583153811	11.38248342516779	1.8411912174822396	14.763775134890613	18.420419144909705	1.983031765221517	26.990486701814227
SRX3541439										7.301795613916186	10.672145037132456	5.101248439601857	21.898121565465967	14.567330792731148	5.474693625364913	20.47251656133264
SRX3541440										9.204129249296921	11.152180685229062	2.439312039748817	18.581323008884254	17.30712508803264	2.9859912207770902	25.079955744760202
SRX3541441										2.9866889960450904	5.3575394173284705	28.896196945609056	23.777436429012596	7.337694046363312	14.025120442038386	8.077616003903762
SRX3541442										8.682105878322966	10.184858943056403	5.4242516594902614	17.68507208492651	16.697962904278736	3.74530967715878	23.518373609783247
SRX3541443										2.5451748604245563	5.307944582405917	28.68037688258297	25.24073344570306	6.508472263746995	14.897796908751204	7.023558868439646
SRX3541444										2.7541090933118726	5.394809277479631	28.731943767406566	24.814780397948308	6.922821554386363	13.968672537977895	7.526030773506872
SRX3541445										5.152272571512631	7.396369915141405	16.491405770083194	22.956192915312474	11.183322644864615	10.438968946301758	13.943178092802397
SRX3541446										4.149266979927563	5.781642206337356	23.939573824302382	22.227611186697384	10.162838201728428	11.480840073605107	10.306473115139745
SRX3541447										2.0402355764712046	4.635954401479141	32.677876614702605	24.362860504119137	5.770964594194327	15.641273410792348	5.817320456561482
SRX3541448										6.248912110887141	9.007935776014175	7.789636510100248	22.35679971915673	14.086235370141683	6.402200367201403	16.49843153612294
SRX3541449										1.6614174516698812	4.404038854428336	31.852347677579	23.24296398677706	5.9955177443475645	15.990891737310395	4.742932201369989
SRX3541450										2.6917257524699783	5.787608353336787	24.54029459300738	25.331645105742908	7.760690431266654	13.913238645622345	7.48476549599756
SRX3541451										7.87084404935393	8.144813337494933	5.489811868831436	17.37608606556805	18.968171297002286	5.183716038055968	18.0226405381452
SRX3541452										1.664724147133708	5.845079231349481	28.154406305343343	27.806767661143482	4.941542584989101	15.16045663877385	6.050374849820708
SRX3541453										1.1350540780381815	5.386467156834669	32.35712858731474	28.479286411493216	3.5621092675743578	16.705513610931668	4.67054899112207
SRX5252024										7.279104380560902	2.6863737878205436	1.9091368218060856	4.38572672060047	28.58170148037942	1.4533072409171577	10.866373928388096
SRX5252025										6.279120276786479	1.5661228087883943	1.0849683564417638	2.8487796814182382	31.630428329541548	0.8123092111217192	7.252118098122005
SRX5252026										4.293634154613265	0.5941947099859853	0.561896205462252	1.3874246487432673	30.468848597287177	0.4029480094813338	3.481451724699372
SRX5252027										6.896363358335352	2.655191218498454	3.5250122775373436	4.6612407683902495	26.712625277787588	1.5806447278169404	10.156892030708178
SRX5252028										8.224780751031629	3.057498638805091	0.5648072820681673	4.052445603594003	30.632319472493148	1.2230649808862637	12.08518911250254
