Sample	Unassigned_Unmapped	Unassigned_MultiMapping	percent_assigned	Unassigned_MappingQuality	Unassigned_NonSplit	Assigned	Total	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_rRNA	Unassigned_Ambiguity	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_Secondary	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_NoFeatures	not_aligned_percentage	not_aligned	reads_aligned	reads_aligned_percentage	reads_processed	per_tile_sequence_quality	sequence_length_distribution	Total Sequences	File type	per_sequence_gc_content	%GC	overrepresented_sequences	adapter_content	per_base_sequence_content	per_base_sequence_quality	basic_statistics	per_base_n_content	per_sequence_quality_scores	Sequence length	median_sequence_length	total_deduplicated_percentage	Encoding	avg_sequence_length	sequence_duplication_levels	Sequences flagged as poor quality	Total Bases	Filename	quality_trimmed	r_processed	cutadapt_version	r_written	percent_trimmed	bp_written	r_with_adapters	bp_processed	pe_sense	se_antisense	pe_antisense	failed	se_sense
SRX22720566	2442432	0	82.43169504343784	0	0	29862667	36227166	0	0	383423	22877	0	0	0	0	1528685	1987082	6.74	1221216.0	16892367.0	93.26	18113583.0		warn	18113583.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	18-100	100	22.55909565461601	Sanger / Illumina 1.9	99.15635266639406	fail	0.0	1.8 Gbp	SRX22720566_val_2.fq.gz	1190582	18117383	4.4	18117383	0.5700767047867785	1801410002	6260817	1811738300	0.0153		0.5588	0.4259	
SRX22720567	1805610	0	85.05633729828868	0	0	30660098	36046812	0	0	352211	21276	0	0	0	0	1601064	1606553	5.01	902805.0	17120601.0	94.99	18023406.0		warn	18023406.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	22.410830830405423	Sanger / Illumina 1.9	99.2619486017238	fail	0.0	1.7 Gbp	SRX22720567_val_2.fq.gz	714314	18023669	4.4	18023669	0.4854567624383248	1793617188	5995343	1802366900	0.0117		0.5766	0.4117	
SRX22720568	1999978	0	84.08157879417072	0	0	30330832	36073100	0	0	365155	20606	0	0	0	0	1595706	1760823	5.54	999989.0	17036561.0	94.46	18036550.0		warn	18036550.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	21.67032604420819	Sanger / Illumina 1.9	99.22603979142352	fail	0.0	1.7 Gbp	SRX22720568_val_1.fq.gz	715771	18036853	4.4	18036853	0.4902105705468686	1794843444	6035949	1803685300	0.0124		0.5708	0.4168	
SRX22720569	1871568	0	83.3013633587772	0	0	30137382	36178738	0	0	683673	22872	0	0	0	0	1536168	1927075	5.17	935784.0	17153585.0	94.83	18089369.0		warn	18089369.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	21.65173935928488	Sanger / Illumina 1.9	99.2402774248234	fail	0.0	1.8 Gbp	SRX22720569_val_1.fq.gz	1143838	18089662	4.4	18089662	0.4626921166354573	1800596256	5439121	1808966200	0.0153		0.5786	0.4061	
SRX22720570	2070598	0	83.53192090158488	0	0	30268266	36235568	0	0	343079	22264	0	0	0	0	1513661	2017700	5.71	1035299.0	17082485.0	94.29	18117784.0		warn	18117784.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	22.18861874743908	Sanger / Illumina 1.9	99.27252825179944	fail	0.0	1.8 Gbp	SRX22720570_val_2.fq.gz	665397	18118096	4.4	18118096	0.4796946102945916	1803118447	6034058	1811809600	0.014		0.5808	0.4051	
SRX22720571	1917162	0	83.49624911807373	0	0	30281755	36267204	0	0	153964	21430	0	0	0	0	1660225	2232668	5.29	958581.0	17175021.0	94.71	18133602.0		warn	18133602.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	20.944095939679823	Sanger / Illumina 1.9	99.27418137885678	fail	0.0	1.8 Gbp	SRX22720571_val_2.fq.gz	1135426	18133871	4.4	18133871	0.4612933995174003	1805022065	5420635	1813387100	0.0177		0.5682	0.4141	
SRX22720572	1440508	0	83.88153369742494	0	0	30306175	36129734	0	0	112133	20807	0	0	0	0	1875042	2375069	3.99	720254.0	17344613.0	96.01	18064867.0		warn	18064867.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	18.69356260312196	Sanger / Illumina 1.9	99.25589609931808	fail	0.0	1.7 Gbp	SRX22720572_val_2.fq.gz	1123239	18065206	4.4	18065206	0.4706915603398046	1798017460	5564511	1806520600	0.0159		0.5404	0.4437	
SRX22720574	2098450	0	83.08916996659514	0	0	30047038	36162400	0	0	291442	25577	0	0	0	0	1539652	2160241	5.8	1049225.0	17031975.0	94.2	18081200.0		warn	18081200.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	22.004213696504674	Sanger / Illumina 1.9	99.2664541070283	fail	0.0	1.7 Gbp	SRX22720574_val_2.fq.gz	526013	18081492	4.4	18081492	0.4868693910878593	1799345875	6139761	1808149200	0.02		0.5577	0.4223	
SRX22720575	2014826	0	83.33030502427839	0	0	30021164	36026706	0	0	338852	24895	0	0	0	0	1528454	2098515	5.59	1007413.0	17005940.0	94.41	18013353.0		warn	18013353.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	22.15933417325733	Sanger / Illumina 1.9	99.26579887708856	fail	0.0	1.7 Gbp	SRX22720575_val_2.fq.gz	1325507	18013629	4.4	18013629	0.4671270847201305	1792948246	5330998	1801362900	0.0204		0.5599	0.4197	
SRX22720576	1811432	0	84.0383200489817	0	0	30328233	36088576	0	0	261377	22501	0	0	0	0	1607889	2057144	5.02	905716.0	17138572.0	94.98	18044288.0		warn	18044288.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	22.53170080573148	Sanger / Illumina 1.9	99.26964976395854	fail	0.0	1.7 Gbp	SRX22720576_val_2.fq.gz	1207960	18044592	4.4	18044592	0.4646584417092944	1796074628	5382076	1804459200	0.0163		0.5777	0.406	
SRX22720577	1964584	0	83.26386866637904	0	0	30114100	36167068	0	0	592674	24098	0	0	0	0	1506266	1965346	5.43	982292.0	17101242.0	94.57	18083534.0		warn	18083534.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	21.088426052966376	Sanger / Illumina 1.9	99.26997245118127	fail	0.0	1.7 Gbp	SRX22720577_val_2.fq.gz	696806	18083790	4.4	18083790	0.4898740805992549	1799520220	6073088	1808379000	0.0171		0.5827	0.4002	
SRX22720578	1840182	0	84.26476598829576	0	0	30393177	36068666	0	0	312805	24944	0	0	0	0	1554580	1942978	5.1	920091.0	17114242.0	94.9	18034333.0		warn	18034333.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	20.79437737175985	Sanger / Illumina 1.9	99.22988213647824	fail	0.0	1.7 Gbp	SRX22720578_val_1.fq.gz	541078	18034574	4.4	18034574	0.4836607174641331	1794734785	6143324	1803457400	0.017		0.5842	0.3988	
SRX22720579	2012926	0	83.65193113163288	0	0	30272441	36188574	0	0	222103	23496	0	0	0	0	1589034	2068574	5.56	1006463.0	17087824.0	94.44	18094287.0		warn	18094287.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	22.197777932657683	Sanger / Illumina 1.9	99.22937444288354	fail	0.0	1.8 Gbp	SRX22720579_val_1.fq.gz	1316040	18094523	4.4	18094523	0.4640975614554747	1801054676	5327346	1809452300	0.0179		0.5773	0.4048	
SRX3316529	2435716	0	78.2823622572322	0	0	53525811	68375314	0	0	96058	40059	0	0	0	0	3299907	8977763	3.56	1217858.0	32969799.0	96.44	34187657.0		warn	34187657.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.117572133863929	Sanger / Illumina 1.9	98.97489968382448	fail	0.0	3.3 Gbp	SRX3316529_val_1.fq.gz	29689711	34350728	4.4	34350728	1.3816342698763182	3387612657	10796512	3435072800	0.0489		0.5219	0.4292	
SRX3316530	1888748	0	85.67107378392119	0	0	46720045	54534212	0	0	107067	36261	0	0	0	0	2537500	3244591	3.46	944374.0	26322732.0	96.54	27267106.0		warn	27267106.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.335588173902371	Sanger / Illumina 1.9	98.60987014903598	fail	0.0	2.6 Gbp	SRX3316530_val_2.fq.gz	7714932	27446977	4.4	27446977	0.9055928818681924	2719841913	9208893	2744697700	0.017		0.6089	0.374	
SRX3316531	1893632	0	84.23345307810374	0	0	46134514	54769824	0	0	86994	34753	0	0	0	0	2650440	3969491	3.46	946816.0	26438096.0	96.54	27384912.0		warn	27384912.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.351460897016915	Sanger / Illumina 1.9	98.7057940518487	fail	0.0	2.7 Gbp	SRX3316531_val_2.fq.gz	25931415	27522653	4.4	27522653	1.4776954096685373	2711595202	8325981	2752265300	0.0221		0.589	0.3889	
SRX3316532	3638466	0	82.75638474583104	0	0	51766795	62553234	0	0	83614	31578	0	0	0	0	2779609	4253172	5.82	1819233.0	29457384.0	94.18	31276617.0		warn	31276617.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.355486839428648	Sanger / Illumina 1.9	98.78018335550804	fail	0.0	3 Gbp	SRX3316532_val_2.fq.gz	28118622	31424301	4.4	31424301	1.3851787824970234	3098901825	9494438	3142430100	0.0188		0.616	0.3652	
SRX3316533	2607264	0	83.25783222299886	0	0	51633800	62016748	0	0	62273	36455	0	0	0	0	2842815	4834141	4.2	1303632.0	29704742.0	95.8	31008374.0		warn	31008374.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.828693381040228	Sanger / Illumina 1.9	98.66884519646209	fail	0.0	3 Gbp	SRX3316533_val_2.fq.gz	7307707	31157488	4.4	31157488	0.8482948625383407	3089318063	10421427	3115748800	0.02		0.5197	0.4603	
SRX3316534	3079790	0	82.24554091396735	0	0	43952652	53440772	0	0	58741	28927	0	0	0	0	2398370	3922292	5.76	1539895.0	25180491.0	94.24	26720386.0		warn	26720386.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.512410415081517	Sanger / Illumina 1.9	98.7304645973303	fail	0.0	2.6 Gbp	SRX3316534_val_2.fq.gz	6498760	26824861	4.4	26824861	0.8223657151476013	2660426254	9023463	2682486100	0.0191		0.5462	0.4347	
SRX3316535	2959702	0	83.19321107825404	0	0	46749217	56193548	0	0	52116	30490	0	0	0	0	2694249	3707774	5.27	1479851.0	26616923.0	94.73	28096774.0		warn	28096774.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.920584585751138	Sanger / Illumina 1.9	98.4154532474084	fail	0.0	2.7 Gbp	SRX3316535_val_2.fq.gz	79820231	29408731	4.4	29408731	5.578398911534129	2776819467	9714431	2940873100	0.0186		0.5826	0.3987	
SRX3316536	3103068	0	70.4460903895023	0	0	38165422	54176778	0	0	698922	33045	0	0	0	0	2198230	9978091	5.73	1551534.0	25536855.0	94.27	27088389.0		warn	27088389.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	11.777627276988907	Sanger / Illumina 1.9	98.75076875188113	fail	0.0	2.6 Gbp	SRX3316536_val_2.fq.gz	24014524	27231625	4.4	27231625	1.460234084451442	2683397953	8726354	2723162500	0.07		0.4468	0.4832	
SRX3316537	2214860	0	80.0653109348741	0	0	44221016	55231180	0	0	38293	27168	0	0	0	0	2624246	6105597	4.01	1107430.0	26508160.0	95.99	27615590.0		warn	27615590.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.507576342398696	Sanger / Illumina 1.9	98.71907245146672	fail	0.0	2.7 Gbp	SRX3316537_val_2.fq.gz	6426197	27744989	4.4	27744989	0.7695298419473152	2753148303	9332323	2774498900	0.0419		0.5416	0.4165	
SRX3316538	2785810	0	83.60412375453784	0	0	44853079	53649362	0	0	81677	30694	0	0	0	0	2518814	3379288	5.19	1392905.0	25431776.0	94.81	26824681.0		warn	26824681.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.643166095693362	Sanger / Illumina 1.9	98.94331753656267	fail	0.0	2.6 Gbp	SRX3316538_val_1.fq.gz	5711593	26962821	4.4	26962821	0.8881680444342229	2672334584	9174673	2696282100	0.0177		0.5906	0.3916	
SRX3316539	1831508	0	84.81037519625812	0	0	41847059	49341910	0	0	63647	25684	0	0	0	0	2340886	3233126	3.71	915754.0	23755201.0	96.29	24670955.0		warn	24670955.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.944525778378734	Sanger / Illumina 1.9	98.97409565215452	fail	0.0	2.4 Gbp	SRX3316539_val_1.fq.gz	24000445	24798412	4.4	24798412	1.4643759850429132	2443527001	7477220	2479841200	0.0159		0.5936	0.3905	
SRX3316540	3427808	0	82.56188835673906	0	0	48671252	58951234	0	0	64386	29820	0	0	0	0	2646123	4111845	5.81	1713904.0	27761713.0	94.19	29475617.0		warn	29475617.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.738942807655288	Sanger / Illumina 1.9	98.70789371431988	fail	0.0	2.9 Gbp	SRX3316540_val_2.fq.gz	26053499	29590763	4.4	29590763	1.370922338163433	2918509662	8937174	2959076300	0.0196		0.6095	0.3709	
SRX3316541	2115026	0	82.6308765978419	0	0	49895655	60383790	0	0	88381	31609	0	0	0	0	3277952	4975167	3.5	1057513.0	29134382.0	96.5	30191895.0		warn	30191895.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.535861180855822	Sanger / Illumina 1.9	98.81673740585016	fail	0.0	2.9 Gbp	SRX3316541_val_2.fq.gz	6122853	30359962	4.4	30359962	0.7403697343231194	3013518603	10144912	3035996200	0.0268		0.5671	0.406	
SRX3316542	2218198	0	83.87788549178522	0	0	45265845	53966364	0	0	72892	26615	0	0	0	0	2721502	3661312	4.11	1109099.0	25874083.0	95.89	26983182.0		warn	26983182.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.023269273471632	Sanger / Illumina 1.9	98.76679414607216	fail	0.0	2.6 Gbp	SRX3316542_val_2.fq.gz	6176534	27131502	4.4	27131502	0.8170470252623685	2690982487	9162725	2713150200	0.0215		0.5793	0.3992	
SRX3316543	2327116	0	84.80414408567654	0	0	51102772	60259758	0	0	95619	38715	0	0	0	0	2953912	3741624	3.86	1163558.0	28966321.0	96.14	30129879.0		warn	30129879.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.655952829967264	Sanger / Illumina 1.9	98.7159301237154	fail	0.0	2.9 Gbp	SRX3316543_val_2.fq.gz	38328929	30379232	4.4	30379232	1.7804571228133743	2983834280	9257129	3037923200	0.0194		0.6167	0.3639	
SRX3316544	2120948	0	83.56116392981922	0	0	39861538	47703426	0	0	68377	28342	0	0	0	0	2343359	3280862	4.45	1060474.0	22791239.0	95.55	23851713.0		warn	23851713.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.083736878310862	Sanger / Illumina 1.9	98.56514003836958	fail	0.0	2.3 Gbp	SRX3316544_val_2.fq.gz	49113297	24399331	4.4	24399331	3.2959284826292983	2359514650	7609071	2439933100	0.0195		0.5863	0.3942	
SRX3316545	2036088	0	84.42999735765301	0	0	39078095	46284610	0	0	173448	28035	0	0	0	0	2091582	2877362	4.4	1018044.0	22124261.0	95.6	23142305.0		warn	23142305.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	9.320683515796228	Sanger / Illumina 1.9	98.72500003780956	fail	0.0	2.2 Gbp	SRX3316545_val_2.fq.gz	5133803	23288784	4.4	23288784	0.8196230425770621	2309790376	7834366	2328878400	0.0194		0.5902	0.3904	
SRX3316546	2184346	0	85.0734465248928	0	0	46891992	55119422	0	0	148529	36601	0	0	0	0	2458693	3399261	3.96	1092173.0	26467538.0	96.04	27559711.0		warn	27559711.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	8.55237479388874	Sanger / Illumina 1.9	98.75984062387302	fail	0.0	2.7 Gbp	SRX3316546_val_2.fq.gz	6208387	27696764	4.4	27696764	0.8141243143061767	2747127791	9264574	2769676400	0.0197		0.605	0.3754	
SRX3316547	1585424	0	85.41730903672787	0	0	37038276	43361558	0	0	205403	24113	0	0	0	0	1871791	2636551	3.66	792712.0	20888067.0	96.34	21680779.0		warn	21680779.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	9.330987716531478	Sanger / Illumina 1.9	98.82216049524789	fail	0.0	2.1 Gbp	SRX3316547_val_2.fq.gz	15866425	21767768	4.4	21767768	1.275355516468202	2149015157	6733198	2176776800	0.0177		0.5849	0.3974	
SRX3316548	1629528	0	85.80126971292127	0	0	40458161	47153336	0	0	140900	22484	0	0	0	0	2178822	2723441	3.46	814764.0	22761904.0	96.54	23576668.0		warn	23576668.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.388752347917329	Sanger / Illumina 1.9	98.97716564528966	fail	0.0	2.3 Gbp	SRX3316548_val_1.fq.gz	24284870	23732584	4.4	23732584	1.5764153199668438	2335845991	7284590	2373258400	0.0149		0.5777	0.4074	
SRX3316549	1431566	0	85.822346630311	0	0	39273358	45761226	0	0	79538	24524	0	0	0	0	2179005	2773235	3.13	715783.0	22164830.0	96.87	22880613.0		warn	22880613.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.684030138305317	Sanger / Illumina 1.9	98.95760144188444	fail	0.0	2.2 Gbp	SRX3316549_val_1.fq.gz	4558939	23030882	4.4	23030882	0.8066523896045319	2284510284	7846186	2303088200	0.0156		0.5907	0.3938	
SRX3316550	2032662	0	85.62262654006835	0	0	47213640	55141546	0	0	93304	30359	0	0	0	0	2640905	3130676	3.69	1016331.0	26554442.0	96.31	27570773.0		warn	27570773.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.624948317150691	Sanger / Illumina 1.9	98.794966321764	fail	0.0	2.7 Gbp	SRX3316550_val_2.fq.gz	22136698	27684101	4.4	27684101	1.3072046659561023	2732221314	8484681	2768410100	0.0144		0.5923	0.3933	
SRX3316551	1973286	0	83.89961888502093	0	0	49122606	58549260	0	0	459374	33770	0	0	0	0	2095172	4865052	3.37	986643.0	28287987.0	96.63	29274630.0		warn	29274630.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.976307045763946	Sanger / Illumina 1.9	98.76782080593333	fail	0.0	2.8 Gbp	SRX3316551_val_2.fq.gz	7385602	29426269	4.4	29426269	0.8562885087470655	2917429524	9693924	2942626900	0.0217		0.4945	0.4837	
SRX3316552	1900624	0	83.83247164675002	0	0	44760965	53393350	0	0	76394	22960	0	0	0	0	2737565	3894842	3.56	950312.0	25746363.0	96.44	26696675.0		warn	26696675.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.333706305073106	Sanger / Illumina 1.9	98.8193880324048	fail	0.0	2.6 Gbp	SRX3316552_val_2.fq.gz	5075249	26822793	4.4	26822793	0.7486427308297089	2662198611	8934663	2682279300	0.0203		0.5572	0.4225	
SRX3316553	2208940	0	83.90693635797675	0	0	41778393	49791346	0	0	83991	25425	0	0	0	0	2492236	3202361	4.44	1104470.0	23791203.0	95.56	24895673.0		warn	24895673.0	Conventional base calls	warn	47.0	pass	pass	fail	pass	pass	pass	pass	20-100	100	9.417297516315546	Sanger / Illumina 1.9	98.6919745451348	fail	0.0	2.4 Gbp	SRX3316553_val_2.fq.gz	28116297	25068043	4.4	25068043	1.6709829722248362	2464916027	7779518	2506804300	0.0181		0.5822	0.3997	
SRX3316554	2010190	0	82.30150892063602	0	0	42202441	51277846	0	0	58909	23556	0	0	0	0	2560279	4422471	3.92	1005095.0	24633828.0	96.08	25638923.0		warn	25638923.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.72461463987725	Sanger / Illumina 1.9	98.81313470148493	fail	0.0	2.5 Gbp	SRX3316554_val_2.fq.gz	22507142	25779186	4.4	25779186	1.4211196195256126	2541283293	8117051	2577918600	0.0247		0.5486	0.4267	
SRX3316555	1941006	0	82.0025389741451	0	0	36957393	45068596	0	0	80287	25439	0	0	0	0	2046498	4017973	4.31	970503.0	21563795.0	95.69	22534298.0		warn	22534298.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.616333557583618	Sanger / Illumina 1.9	98.77505409753611	fail	0.0	2.2 Gbp	SRX3316555_val_2.fq.gz	5088157	22672033	4.4	22672033	0.8079422343818924	2248885607	7479229	2267203300	0.024		0.5478	0.4282	
SRX3316556	1630916	0	82.38991747720041	0	0	39385078	47803274	0	0	34785	24577	0	0	0	0	2611335	4116583	3.41	815458.0	23086179.0	96.59	23901637.0		warn	23901637.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.48978234053104	Sanger / Illumina 1.9	98.79875985063282	fail	0.0	2.3 Gbp	SRX3316556_val_2.fq.gz	5777390	24069769	4.4	24069769	0.94204614094967	2384302067	8128672	2406976900	0.0273		0.5564	0.4163	
SRX3316557	2067946	0	84.40463922289415	0	0	44478944	52697274	0	0	89982	30847	0	0	0	0	2514275	3515280	3.92	1033973.0	25314664.0	96.08	26348637.0		warn	26348637.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.32845709247164	Sanger / Illumina 1.9	98.73428208070118	fail	0.0	2.6 Gbp	SRX3316557_val_2.fq.gz	23999232	26477402	4.4	26477402	1.4436996499883183	2609514784	8087519	2647740200	0.0193		0.5947	0.386	
SRX3316558	1936518	0	84.6069332226125	0	0	37901664	44797350	0	0	240378	26224	0	0	0	0	2122118	2570448	4.32	968259.0	21430416.0	95.68	22398675.0		warn	22398675.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.414282306830511	Sanger / Illumina 1.9	98.88488403889964	fail	0.0	2.2 Gbp	SRX3316558_val_1.fq.gz	43664705	22897394	4.4	22897394	3.2362569731734534	2215637549	7207866	2289739400	0.015		0.5869	0.398	
SRX3316559	2508250	0	82.42510093432986	0	0	42557799	51632086	0	0	476312	27362	0	0	0	0	2594559	3467804	4.86	1254125.0	24561918.0	95.14	25816043.0		warn	25816043.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.52338058361978	Sanger / Illumina 1.9	99.19072555000004	fail	0.0	2.5 Gbp	SRX3316559_val_1.fq.gz	0	25825490	4.4	25825490	0.5712935940421654	2567795063	8734924	2582549000	0.0218		0.5869	0.3914	
SRX3316560	2043746	0	83.16151471902604	0	0	43426291	52219216	0	0	866742	24737	0	0	0	0	2038646	3819054	3.91	1021873.0	25087735.0	96.09	26109608.0		warn	26109608.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.212409427277917	Sanger / Illumina 1.9	98.97425162415308	fail	0.0	2.5 Gbp	SRX3316560_val_1.fq.gz	22702092	26255596	4.4	26255596	1.4490946234852182	2587512757	8212260	2625559600	0.0196		0.5549	0.4255	
SRX3316561	2837996	0	81.55083539949203	0	0	43793040	53700296	0	0	176131	31172	0	0	0	0	2348683	4513274	5.28	1418998.0	25431150.0	94.72	26850148.0		warn	26850148.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.964302687204327	Sanger / Illumina 1.9	98.99695971880676	fail	0.0	2.6 Gbp	SRX3316561_val_1.fq.gz	5983684	26984266	4.4	26984266	0.7500644634914286	2678186661	8836649	2698426600	0.0253		0.5578	0.417	
SRX3316625	2205604	0	84.41019502047905	0	0	42186036	49977418	0	0	39728	21217	0	0	0	0	2472906	3051927	4.41	1102802.0	23885907.0	95.59	24988709.0		warn	24988709.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.9798955462224095	Sanger / Illumina 1.9	98.9920642959186	fail	0.0	2.4 Gbp	SRX3316625_val_1.fq.gz	21387414	25106945	4.4	25106945	1.436766241372656	2474621689	7848243	2510694500	0.016		0.5943	0.3897	
SRX3316626	2848120	0	82.4981280474201	0	0	40238688	48775274	0	0	52193	25562	0	0	0	0	2251677	3359034	5.84	1424060.0	22963577.0	94.16	24387637.0		warn	24387637.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.088616404305933	Sanger / Illumina 1.9	98.96943414402962	fail	0.0	2.4 Gbp	SRX3316626_val_1.fq.gz	17425334	24472712	4.4	24472712	1.265623115247709	2416297970	7594787	2447271200	0.0192		0.6053	0.3756	
SRX3316627	2057214	0	84.27494492987883	0	0	42711250	50680840	0	0	27519	21763	0	0	0	0	2494200	3368894	4.06	1028607.0	24311813.0	95.94	25340420.0		warn	25340420.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.219537505920659	Sanger / Illumina 1.9	99.00271708203732	fail	0.0	2.5 Gbp	SRX3316627_val_1.fq.gz	5154172	25442165	4.4	25442165	0.7662066887782545	2524722543	8475539	2544216500	0.0205		0.5835	0.396	
