Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
ZMO1_ZMO0001,-0.010338686787974692,-0.011724897317286235,-0.011350230920267799,0.0025384207485792338,-0.039695515347167705,0.12347306158851633,-0.01800145152699254,-0.07314156434393897,-0.014543012302273936,0.13706184179333228,0.026941251898318884,0.0025515045504448095,0.017953004153196683,0.005688782586577754,0.003000528829778892,0.014582081308920013,-0.01616287210261741,0.008516443057672166,0.00900070523514048,0.02822128235355901,-0.029717284485413276,-0.00041690732988163714,-0.014691022082477741,-0.0033589643759087,0.013534555194444315,0.011625526610971975,-0.01079467488467838,-0.004615309397189976,-0.04218864934185566,0.09373642027117653,-0.030593340376234655,0.0016123512339223543
ZMO1_ZMO0002,-0.026358162892116375,0.031811251268776874,0.0038280694548651615,0.013139442502653267,-0.01990111123495889,0.04553622088737276,-0.016861096438566304,-0.006461723728794822,-0.022453477525275132,0.03020089651382298,0.0429558188771001,-0.013711082048431992,-0.016699682880052635,0.02405235352037513,0.008695147864662384,0.009356584756163725,-0.05902767412962377,-0.0013640494364199854,0.0028625862214681297,0.04281963983987102,-0.011966018683099058,-0.013413796873579704,-0.0015484574798469738,-0.012084342741972714,-0.012854487680957063,-0.015539239759830167,0.010968999120211431,-0.013026642553813883,0.011222861725722727,0.05320761073515586,0.004348479712166087,0.03755897227191369
ZMO1_ZMO0003,-0.005007931219859614,-0.004161946600643925,0.04942560905740868,0.017103578294190486,0.018694312450754154,-0.03115169507450428,-0.022304231212973886,-0.0016839499787640276,0.012818323283251932,0.15945938969252801,-0.023872066651252466,-0.016286299665192683,-0.004459426153507774,0.019618880921549356,0.020843814171499258,-0.03081598224835586,0.06371012584219234,-0.00848885846645552,0.00015821551649118672,0.051369756607751574,-0.004500533922097622,-0.0029606746041855926,-0.004792134731129581,-0.03011572802932668,-0.011309752170538184,-0.0006756463922788702,-0.016520869309238427,0.014555443150188224,0.03107198380174454,-0.02504364324908833,-0.0016091174715368688,-0.00020701714228513882
ZMO1_ZMO0004,-0.018290471770561503,-0.005994129563880996,0.009857182919234287,0.0084916570437286,0.002234684585972595,-0.041824684573086975,-0.018774090756770646,0.0011910761496594234,0.01744438459273965,0.21007932143880162,0.000730165664640024,-0.014007217325022822,-0.016052897447257967,0.0016256889037842954,-0.0013053573999439432,-0.02290453435205873,0.06152927037568212,0.0011732531519675518,-0.006640535455946618,0.04069542965417911,0.005601587608190804,-0.0006653199374689265,-0.004242254859434626,-0.00434136605949669,0.0004170710742245704,0.005601851530905906,-0.011066988881870585,0.006480279259676623,0.018952284350006243,-0.0628994096559257,0.003324980224982954,-0.00577401982452885
ZMO1_ZMO0005,-0.011381343296593913,0.00690153976047855,-0.008679668174520826,-0.007192180222999745,-0.020458615960397532,-0.053163447583348,-0.013648580861146457,-0.001757850158530182,0.01674841083690467,0.24431634828096876,0.0009812678419905028,-0.01530960749528585,-0.005883004913684396,-0.006255404545948589,-0.0174736791742111,-0.012352973652706323,0.04520830255611338,0.008123491072912896,-0.006179161462310648,0.036215896382782074,0.009920185630223705,-0.007722496915532377,-0.008115393862762511,0.00300239546357228,0.006920207563833476,0.0069151512518663485,-0.02144622776291981,-0.009632507620296207,0.0053116197191487285,-0.04398727480721729,0.003960129544355811,-0.01966782882096156
ZMO1_ZMO0006,0.010258537920795424,0.001514498980088914,0.0059049602568763985,-0.01420108639188,-0.02431937000858043,-0.024776920021355484,0.0003875158044933471,-0.010457228315763406,0.008531717212040971,0.2504672862348307,-0.017196606662876444,-0.021537969270519257,-0.011434427043242806,0.0004109708592118225,-0.005061222595093295,-0.0025649109922609927,0.011274409601873358,-0.001326770989829073,-0.00011632127016481909,0.020265151930777547,-0.010306567311494994,0.0027737708306738587,-0.009540997622211675,-0.007929155360701792,0.0011623250427006645,0.010736431309130781,0.02324553253089972,0.005093982516610511,0.0058207656099027215,0.013925016314162727,0.015466443145342724,-0.036530154347255366
ZMO1_ZMO0007,-0.02834414196975298,0.002488464425303439,-0.0006134259061698082,0.012991813394582798,0.024707967631562997,-0.018598362788976572,-0.030550272588139735,-0.004016083816423008,0.021771970559107547,0.11459295861341348,0.021344163208601885,-0.0022933650703971793,-0.004004377618278995,0.0024206994674301013,-0.001390331239934715,-0.01929266603120667,0.01946610866888131,0.02093644204446688,-0.009067778340808543,0.036311483197667214,0.011865629052234117,0.007366854009393649,0.002708075646788051,0.00046350938384629814,-0.011025390038624558,0.013519002662736406,-0.017215596969431785,0.005996836576463445,-0.010166645282990596,0.006719638864431059,0.009038049697371054,0.016235653121564553
ZMO1_ZMO0008,-0.019089036234764423,0.0033987962864975314,0.013127472207875704,0.014108407502617064,0.014608977679494444,-0.013885961517560554,-0.028550756601619546,-0.011044729077508463,0.030369464379467193,0.13610687184980358,0.010254546615907257,-0.0054456384919874855,0.014918526989667438,-0.0007496405217328907,0.005544895498658679,-0.018564580283141785,0.03776303185882089,0.021711724587853348,-0.004683185042233097,0.025375456492032482,0.012573748340667316,0.00105206573660743,0.0017024285453619294,-0.001977675351934873,-0.00602943880066866,0.008726114738398795,-0.021793315171078135,-0.00535422817423667,-0.005604219243165086,0.010895403158140964,-0.010579684103741771,-0.009332281114573081
ZMO1_ZMO0009,-0.01114807041494316,0.014493472794790933,0.001359390680864483,0.005050281154120494,-0.013507046402126154,-0.013726193840588131,-0.020710641958143663,-0.0008284119402090451,0.009187854238408164,0.16621032705869804,0.0054603850353028,-0.0028736221971807003,0.0018712864146339778,-0.005078520504263105,0.008360443112225497,-0.007468745736854517,0.029997240605381562,0.04057615241502916,0.0016242307246506012,0.009951208957134302,0.002740415907997315,-0.01722708184394382,-0.005553552199428037,-0.012255400123904693,0.0020460147536942555,0.02150095922607032,-0.0010281676987739501,-0.024000115948414967,-0.023630342049574257,0.028481769910692577,-0.004437504839828831,-0.007411948911140288
ZMO1_ZMO0010,-0.0235001251857931,0.0036874784667260754,-0.007606232588770499,-0.01376847583258473,0.025526805551348602,0.02474394997295576,-0.0034444089922637026,0.009183942196105929,-0.009079631884291992,0.017286776105275663,-0.010143964839190646,0.01229057214447565,-0.011549053420649248,0.014624218635174898,-0.03685673273115366,0.0034866515813023638,0.012427781620418084,-0.02186001924664731,0.050142387849604377,0.019380273976118575,0.013223778439862072,-0.004459868714882186,-0.01006019393818435,0.010070308140589353,0.0008414317660301904,0.0073253369505704505,-0.005862555873797455,0.006245179332723294,0.029340677278796835,0.009441287044913574,-0.01687190087527599,0.03216235321954246
