,0
Zur_Yersinia_pestis,"['ZCP4_1614', 'ZCP4_1615', 'ZCP4_1616']"
NnrR_Rhodobacter_sphaeroides,['ZCP4_1744']
DegU_Bacillus_subtilis,['ZCP4_0447']
CymR_Bacillus_subtilis,"['ZCP4_0263', 'ZCP4_0264', 'ZCP4_0265', 'ZCP4_0463', 'ZCP4_0464']"
NikR_Helicobacter_pylori,"['ZCP4_0005', 'ZCP4_0007', 'ZCP4_0009', 'ZCP4_0011', 'ZCP4_0012', 'ZCP4_0014', 'ZCP4_0015', 'ZCP4_0017', 'ZCP4_0018', 'ZCP4_0020', 'ZCP4_0028', 'ZCP4_0029', 'ZCP4_0030', 'ZCP4_0033', 'ZCP4_0043', 'ZCP4_0044', 'ZCP4_0049', 'ZCP4_0050', 'ZCP4_0052', 'ZCP4_0053', 'ZCP4_0054', 'ZCP4_0055', 'ZCP4_0056', 'ZCP4_0057', 'ZCP4_0058', 'ZCP4_0060', 'ZCP4_0061', 'ZCP4_0062', 'ZCP4_0072', 'ZCP4_0074', 'ZCP4_0075', 'ZCP4_0076', 'ZCP4_0077', 'ZCP4_0078', 'ZCP4_0079', 'ZCP4_0089', 'ZCP4_0090', 'ZCP4_0091', 'ZCP4_0094', 'ZCP4_0098', 'ZCP4_0099', 'ZCP4_0100', 'ZCP4_0101', 'ZCP4_0103', 'ZCP4_0117', 'ZCP4_0125', 'ZCP4_0129', 'ZCP4_0130', 'ZCP4_0133', 'ZCP4_0134', 'ZCP4_0145', 'ZCP4_0148', 'ZCP4_0149', 'ZCP4_0150', 'ZCP4_0152', 'ZCP4_0153', 'ZCP4_0154', 'ZCP4_0156', 'ZCP4_0157', 'ZCP4_0163', 'ZCP4_0164', 'ZCP4_0170', 'ZCP4_0171', 'ZCP4_0172', 'ZCP4_0173', 'ZCP4_0175', 'ZCP4_0188', 'ZCP4_0192', 'ZCP4_0193', 'ZCP4_0194', 'ZCP4_0195', 'ZCP4_0206', 'ZCP4_0209', 'ZCP4_0210', 'ZCP4_0213', 'ZCP4_0219', 'ZCP4_0220', 'ZCP4_0229', 'ZCP4_0230', 'ZCP4_0231', 'ZCP4_0240', 'ZCP4_0243', 'ZCP4_0244', 'ZCP4_0245', 'ZCP4_0246', 'ZCP4_0263', 'ZCP4_0264', 'ZCP4_0265', 'ZCP4_0266', 'ZCP4_0267', 'ZCP4_0268', 'ZCP4_0269', 'ZCP4_0270', 'ZCP4_0272', 'ZCP4_0276', 'ZCP4_0277', 'ZCP4_0278', 'ZCP4_0279', 'ZCP4_0280', 'ZCP4_0283', 'ZCP4_0284', 'ZCP4_0296', 'ZCP4_0298', 'ZCP4_0309', 'ZCP4_0310', 'ZCP4_0311', 'ZCP4_0323', 'ZCP4_0324', 'ZCP4_0325', 'ZCP4_0326', 'ZCP4_0327', 'ZCP4_0328', 'ZCP4_0329', 'ZCP4_0330', 'ZCP4_0336', 'ZCP4_0339', 'ZCP4_0347', 'ZCP4_0352', 'ZCP4_0354', 'ZCP4_0362', 'ZCP4_0363', 'ZCP4_0364', 'ZCP4_0368', 'ZCP4_0372', 'ZCP4_0375', 'ZCP4_0376', 'ZCP4_0377', 'ZCP4_0378', 'ZCP4_0379', 'ZCP4_0380', 'ZCP4_0381', 'ZCP4_0382', 'ZCP4_0388', 'ZCP4_0395', 'ZCP4_0397', 'ZCP4_0398', 'ZCP4_0404', 'ZCP4_0406', 'ZCP4_0410', 'ZCP4_0411', 'ZCP4_0413', 'ZCP4_0417', 'ZCP4_0419', 'ZCP4_0420', 'ZCP4_0421', 'ZCP4_0424', 'ZCP4_0425', 'ZCP4_0426', 'ZCP4_0430', 'ZCP4_0433', 'ZCP4_0438', 'ZCP4_0445', 'ZCP4_0449', 'ZCP4_0450', 'ZCP4_0453', 'ZCP4_0454', 'ZCP4_0455', 'ZCP4_0461', 'ZCP4_0462', 'ZCP4_0463', 'ZCP4_0464', 'ZCP4_0471', 'ZCP4_0485', 'ZCP4_0489', 'ZCP4_0490', 'ZCP4_0491', 'ZCP4_0493', 'ZCP4_0494', 'ZCP4_0495', 'ZCP4_0496', 'ZCP4_0503', 'ZCP4_0508', 'ZCP4_0509', 'ZCP4_0513', 'ZCP4_0514', 'ZCP4_0515', 'ZCP4_0526', 'ZCP4_0527', 'ZCP4_0528', 'ZCP4_0530', 'ZCP4_0533', 'ZCP4_0535', 'ZCP4_0537', 'ZCP4_0538', 'ZCP4_0546', 'ZCP4_0547', 'ZCP4_0549', 'ZCP4_0552', 'ZCP4_0557', 'ZCP4_0558', 'ZCP4_0559', 'ZCP4_0564', 'ZCP4_0583', 'ZCP4_0600', 'ZCP4_0601', 'ZCP4_0602', 'ZCP4_0604', 'ZCP4_0605', 'ZCP4_0606', 'ZCP4_0607', 'ZCP4_0613', 'ZCP4_0614', 'ZCP4_0615', 'ZCP4_0637', 'ZCP4_0638', 'ZCP4_0639', 'ZCP4_0643', 'ZCP4_0644', 'ZCP4_0645', 'ZCP4_0648', 'ZCP4_0649', 'ZCP4_0652', 'ZCP4_0657', 'ZCP4_0658', 'ZCP4_0659', 'ZCP4_0660', 'ZCP4_0663', 'ZCP4_0664', 'ZCP4_0665', 'ZCP4_0678', 'ZCP4_0680', 'ZCP4_0688', 'ZCP4_0689', 'ZCP4_0693', 'ZCP4_0695', 'ZCP4_0701', 'ZCP4_0702', 'ZCP4_0703', 'ZCP4_0706', 'ZCP4_0708', 'ZCP4_0710', 'ZCP4_0712', 'ZCP4_0713', 'ZCP4_0714', 'ZCP4_0718', 'ZCP4_0734', 'ZCP4_0735', 'ZCP4_0737', 'ZCP4_0741', 'ZCP4_0742', 'ZCP4_0773', 'ZCP4_0775', 'ZCP4_0776', 'ZCP4_0789', 'ZCP4_0790', 'ZCP4_0795', 'ZCP4_0798', 'ZCP4_0800', 'ZCP4_0801', 'ZCP4_0802', 'ZCP4_0808', 'ZCP4_0809', 'ZCP4_0819', 'ZCP4_0822', 'ZCP4_0824', 'ZCP4_0827', 'ZCP4_0829', 'ZCP4_0833', 'ZCP4_0834', 'ZCP4_0838', 'ZCP4_0839', 'ZCP4_0841', 'ZCP4_0842', 'ZCP4_0844', 'ZCP4_0852', 'ZCP4_0853', 'ZCP4_0854', 'ZCP4_0862', 'ZCP4_0869', 'ZCP4_0871', 'ZCP4_0873', 'ZCP4_0876', 'ZCP4_0877', 'ZCP4_0878', 'ZCP4_0892', 'ZCP4_0893', 'ZCP4_0895', 'ZCP4_0897', 'ZCP4_0898', 'ZCP4_0899', 'ZCP4_0900', 'ZCP4_0901', 'ZCP4_0902', 'ZCP4_0909', 'ZCP4_0910', 'ZCP4_0917', 'ZCP4_0919', 'ZCP4_0920', 'ZCP4_0922', 'ZCP4_0923', 'ZCP4_0924', 'ZCP4_0925', 'ZCP4_0932', 'ZCP4_0933', 'ZCP4_0934', 'ZCP4_0943', 'ZCP4_0945', 'ZCP4_0946', 'ZCP4_0947', 'ZCP4_0948', 'ZCP4_0952', 'ZCP4_0953', 'ZCP4_0962', 'ZCP4_0963', 'ZCP4_0964', 'ZCP4_0965', 'ZCP4_0966', 'ZCP4_0968', 'ZCP4_0969', 'ZCP4_0970', 'ZCP4_0972', 'ZCP4_0981', 'ZCP4_0982', 'ZCP4_0983', 'ZCP4_0984', 'ZCP4_0987', 'ZCP4_0990', 'ZCP4_0993', 'ZCP4_0994', 'ZCP4_0995', 'ZCP4_0999', 'ZCP4_1001', 'ZCP4_1004', 'ZCP4_1005', 'ZCP4_1006', 'ZCP4_1010', 'ZCP4_1011', 'ZCP4_1012', 'ZCP4_1013', 'ZCP4_1016', 'ZCP4_1017', 'ZCP4_1025', 'ZCP4_1026', 'ZCP4_1027', 'ZCP4_1034', 'ZCP4_1036', 'ZCP4_1037', 'ZCP4_1038', 'ZCP4_1042', 'ZCP4_1043', 'ZCP4_1044', 'ZCP4_1045', 'ZCP4_1048', 'ZCP4_1049', 'ZCP4_1050', 'ZCP4_1051', 'ZCP4_1053', 'ZCP4_1054', 'ZCP4_1056', 'ZCP4_1057', 'ZCP4_1058', 'ZCP4_1061', 'ZCP4_1062', 'ZCP4_1063', 'ZCP4_1064', 'ZCP4_1065', 'ZCP4_1066', 'ZCP4_1076', 'ZCP4_1077', 'ZCP4_1081', 'ZCP4_1082', 'ZCP4_1085', 'ZCP4_1100', 'ZCP4_1101', 'ZCP4_1103', 'ZCP4_1104', 'ZCP4_1107', 'ZCP4_1110', 'ZCP4_1120', 'ZCP4_1122', 'ZCP4_1123', 'ZCP4_1126', 'ZCP4_1128', 'ZCP4_1129', 'ZCP4_1130', 'ZCP4_1131', 'ZCP4_1132', 'ZCP4_1140', 'ZCP4_1141', 'ZCP4_1143', 'ZCP4_1144', 'ZCP4_1145', 'ZCP4_1146', 'ZCP4_1147', 'ZCP4_1148', 'ZCP4_1149', 'ZCP4_1160', 'ZCP4_1161', 'ZCP4_1162', 'ZCP4_1163', 'ZCP4_1176', 'ZCP4_1178', 'ZCP4_1179', 'ZCP4_1185', 'ZCP4_1186', 'ZCP4_1187', 'ZCP4_1189', 'ZCP4_1193', 'ZCP4_1195', 'ZCP4_1196', 'ZCP4_1197', 'ZCP4_1206', 'ZCP4_1215', 'ZCP4_1216', 'ZCP4_1217', 'ZCP4_1224', 'ZCP4_1226', 'ZCP4_1227', 'ZCP4_1228', 'ZCP4_1232', 'ZCP4_1233', 'ZCP4_1240', 'ZCP4_1242', 'ZCP4_1243', 'ZCP4_1246', 'ZCP4_1248', 'ZCP4_1250', 'ZCP4_1252', 'ZCP4_1256', 'ZCP4_1258', 'ZCP4_1259', 'ZCP4_1260', 'ZCP4_1261', 'ZCP4_1262', 'ZCP4_1264', 'ZCP4_1268', 'ZCP4_1269', 'ZCP4_1270', 'ZCP4_1277', 'ZCP4_1279', 'ZCP4_1281', 'ZCP4_1286', 'ZCP4_1287', 'ZCP4_1293', 'ZCP4_1295', 'ZCP4_1297', 'ZCP4_1300', 'ZCP4_1306', 'ZCP4_1307', 'ZCP4_1308', 'ZCP4_1309', 'ZCP4_1310', 'ZCP4_1313', 'ZCP4_1324', 'ZCP4_1326', 'ZCP4_1327', 'ZCP4_1329', 'ZCP4_1330', 'ZCP4_1331', 'ZCP4_1332', 'ZCP4_1337', 'ZCP4_1339', 'ZCP4_1340', 'ZCP4_1343', 'ZCP4_1355', 'ZCP4_1356', 'ZCP4_1362', 'ZCP4_1363', 'ZCP4_1371', 'ZCP4_1372', 'ZCP4_1373', 'ZCP4_1374', 'ZCP4_1375', 'ZCP4_1376', 'ZCP4_1379', 'ZCP4_1380', 'ZCP4_1382', 'ZCP4_1383', 'ZCP4_1387', 'ZCP4_1392', 'ZCP4_1394', 'ZCP4_1395', 'ZCP4_1397', 'ZCP4_1400', 'ZCP4_1405', 'ZCP4_1412', 'ZCP4_1413', 'ZCP4_1414', 'ZCP4_1415', 'ZCP4_1416', 'ZCP4_1417', 'ZCP4_1418', 'ZCP4_1419', 'ZCP4_1420', 'ZCP4_1430', 'ZCP4_1431', 'ZCP4_1433', 'ZCP4_1435', 'ZCP4_1436', 'ZCP4_1437', 'ZCP4_1438', 'ZCP4_1444', 'ZCP4_1445', 'ZCP4_1446', 'ZCP4_1447', 'ZCP4_1448', 'ZCP4_1449', 'ZCP4_1450', 'ZCP4_1459', 'ZCP4_1460', 'ZCP4_1462', 'ZCP4_1463', 'ZCP4_1465', 'ZCP4_1466', 'ZCP4_1472', 'ZCP4_1476', 'ZCP4_1478', 'ZCP4_1481', 'ZCP4_1482', 'ZCP4_1483', 'ZCP4_1494', 'ZCP4_1495', 'ZCP4_1496', 'ZCP4_1504', 'ZCP4_1507', 'ZCP4_1510', 'ZCP4_1511', 'ZCP4_1512', 'ZCP4_1513', 'ZCP4_1519', 'ZCP4_1527', 'ZCP4_1528', 'ZCP4_1529', 'ZCP4_1534', 'ZCP4_1535', 'ZCP4_1536', 'ZCP4_1537', 'ZCP4_1539', 'ZCP4_1540', 'ZCP4_1543', 'ZCP4_1554', 'ZCP4_1561', 'ZCP4_1562', 'ZCP4_1567', 'ZCP4_1573', 'ZCP4_1589', 'ZCP4_1590', 'ZCP4_1598', 'ZCP4_1599', 'ZCP4_1600', 'ZCP4_1601', 'ZCP4_1602', 'ZCP4_1606', 'ZCP4_1607', 'ZCP4_1608', 'ZCP4_1609', 'ZCP4_1611', 'ZCP4_1618', 'ZCP4_1621', 'ZCP4_1622', 'ZCP4_1626', 'ZCP4_1627', 'ZCP4_1628', 'ZCP4_1629', 'ZCP4_1630', 'ZCP4_1640', 'ZCP4_1641', 'ZCP4_1649', 'ZCP4_1650', 'ZCP4_1651', 'ZCP4_1652', 'ZCP4_1653', 'ZCP4_1656', 'ZCP4_1657', 'ZCP4_1658', 'ZCP4_1661', 'ZCP4_1662', 'ZCP4_1663', 'ZCP4_1664', 'ZCP4_1668', 'ZCP4_1669', 'ZCP4_1670', 'ZCP4_1671', 'ZCP4_1673', 'ZCP4_1674', 'ZCP4_1675', 'ZCP4_1676', 'ZCP4_1677', 'ZCP4_1678', 'ZCP4_1681', 'ZCP4_1682', 'ZCP4_1683', 'ZCP4_1684', 'ZCP4_1689', 'ZCP4_1690', 'ZCP4_1691', 'ZCP4_1692', 'ZCP4_1693', 'ZCP4_1700', 'ZCP4_1704', 'ZCP4_1706', 'ZCP4_1707', 'ZCP4_1708', 'ZCP4_1709', 'ZCP4_1714', 'ZCP4_1715', 'ZCP4_1716', 'ZCP4_1720', 'ZCP4_1721', 'ZCP4_1722', 'ZCP4_1723', 'ZCP4_1725', 'ZCP4_1726', 'ZCP4_1737', 'ZCP4_1739', 'ZCP4_1749', 'ZCP4_1750', 'ZCP4_1759', 'ZCP4_1760', 'ZCP4_1761', 'ZCP4_1763', 'ZCP4_1764', 'ZCP4_1765', 'ZCP4_1766', 'ZCP4_1771', 'ZCP4_1772', 'ZCP4_1773', 'ZCP4_1774', 'ZCP4_1775', 'ZCP4_1776', 'ZCP4_1777', 'ZCP4_1778', 'ZCP4_1779', 'ZCP4_1780', 'ZCP4_1781', 'ZCP4_1782', 'ZCP4_1783', 'ZCP4_1786', 'ZCP4_1788', 'ZCP4_1789', 'ZCP4_1790', 'ZCP4_1791', 'ZCP4_1792', 'ZCP4_1793', 'ZCP4_1796', 'ZCP4_1799', 'ZCP4_1800', 'ZCP4_1803', 'ZCP4_1804', 'ZCP4_1805', 'ZCP4_1810', 'ZCP4_1812', 'ZCP4_1813', 'ZCP4_1814', 'ZCP4_1816', 'ZCP4_1817', 'ZCP4_1822', 'ZCP4_1823', 'ZCP4_1824', 'ZCP4_1825', 'ZCP4_1826', 'ZCP4_1829', 'ZCP4_1830', 'ZCP4_1831', 'ZCP4_1833', 'ZCP4_1834', 'ZCP4_1835', 'ZCP4_1836', 'ZCP4_1837', 'ZCP4_1838', 'ZCP4_1839', 'ZCP4_1840', 'ZCP4_1841', 'ZCP4_1842', 'ZCP4_1843', 'ZCP4_1845', 'ZCP4_1853', 'ZCP4_1854', 'ZCP4_1855', 'ZCP4_1856', 'ZCP4_1857', 'ZCP4_1858', 'ZCP4_1860', 'ZCP4_1861', 'ZCP4_1863', 'ZCP4_1864', 'ZCP4_1865', 'ZCP4_1866', 'ZCP4_1867', 'ZCP4_1868', 'ZCP4_1869', 'ZCP4_1877', 'ZCP4_1878', 'ZCP4_1879', 'ZCP4_1880', 'ZCP4_1886', 'ZCP4_1887', 'ZCP4_1888', 'ZCP4_1889', 'ZCP4_1890', 'ZCP4_1891', 'ZCP4_1892', 'ZCP4_1894', 'ZCP4_1896', 'ZCP4_1897', 'ZCP4_1898', 'ZCP4_1899', 'ZCP4_1900', 'ZCP4_1901', 'ZCP4_1902', 'ZCP4_1915', 'ZCP4_1916', 'ZCP4_1918', 'ZCP4_1923', 'ZCP4_1924', 'ZCP4_1928', 'ZCP4_1929', 'ZCP4_1930', 'ZCP4_1931', 'ZCP4_1936', 'ZCP4_1937', 'ZCP4_1938']"
XylR_Thermotoga_maritima,"['ZCP4_0152', 'ZCP4_0323', 'ZCP4_0324', 'ZCP4_0925', 'ZCP4_1056', 'ZCP4_1600', 'ZCP4_1608', 'ZCP4_1609', 'ZCP4_1610', 'ZCP4_1611', 'ZCP4_1810', 'ZCP4_1864', 'ZCP4_1866']"
AmpR_Pseudomonas_aeruginosa,"['ZCP4_1394', 'ZCP4_1395', 'ZCP4_1789', 'ZCP4_1790']"
Fur_Vibrio_cholerae,"['ZCP4_0283', 'ZCP4_0284', 'ZCP4_0513', 'ZCP4_1043', 'ZCP4_1044', 'ZCP4_1045', 'ZCP4_1100', 'ZCP4_1144', 'ZCP4_1145', 'ZCP4_1216', 'ZCP4_1217', 'ZCP4_1362', 'ZCP4_1363', 'ZCP4_1651', 'ZCP4_1652', 'ZCP4_1653', 'ZCP4_1704', 'ZCP4_1706', 'ZCP4_1861', 'ZCP4_1863']"
HilD_Salmonella_enterica,"['ZCP4_0283', 'ZCP4_0284', 'ZCP4_0827', 'ZCP4_0829', 'ZCP4_0898', 'ZCP4_0899', 'ZCP4_0900', 'ZCP4_1340', 'ZCP4_1412', 'ZCP4_1413', 'ZCP4_1627', 'ZCP4_1628', 'ZCP4_1629', 'ZCP4_1785', 'ZCP4_1838', 'ZCP4_1839', 'ZCP4_1840', 'ZCP4_1841', 'ZCP4_1842', 'ZCP4_1923']"
Zur_Mycobacterium_tuberculosis,"['ZCP4_0962', 'ZCP4_0964', 'ZCP4_0972', 'ZCP4_0973', 'ZCP4_1002', 'ZCP4_1250', 'ZCP4_1670', 'ZCP4_1671']"
Fur_Klebsiella_pneumoniae,"['ZCP4_0942', 'ZCP4_0945', 'ZCP4_0986', 'ZCP4_1162', 'ZCP4_1163', 'ZCP4_1193', 'ZCP4_1195', 'ZCP4_1196', 'ZCP4_1355', 'ZCP4_1356']"
Fur_Escherichia_coli,"['ZCP4_0946', 'ZCP4_0947', 'ZCP4_0948', 'ZCP4_1355', 'ZCP4_1356']"
CsrR_Streptococcus_pyogenes,"['ZCP4_0018', 'ZCP4_0049', 'ZCP4_0050', 'ZCP4_0137', 'ZCP4_0138', 'ZCP4_0139', 'ZCP4_0142', 'ZCP4_0148', 'ZCP4_0150', 'ZCP4_0196', 'ZCP4_0375', 'ZCP4_0424', 'ZCP4_0453', 'ZCP4_0454', 'ZCP4_0610', 'ZCP4_0611', 'ZCP4_0613', 'ZCP4_0614', 'ZCP4_0615', 'ZCP4_0638', 'ZCP4_0710', 'ZCP4_0713', 'ZCP4_0719', 'ZCP4_0862', 'ZCP4_0910', 'ZCP4_0930', 'ZCP4_1043', 'ZCP4_1044', 'ZCP4_1045', 'ZCP4_1050', 'ZCP4_1052', 'ZCP4_1053', 'ZCP4_1055', 'ZCP4_1061', 'ZCP4_1062', 'ZCP4_1063', 'ZCP4_1100', 'ZCP4_1185', 'ZCP4_1187', 'ZCP4_1230', 'ZCP4_1253', 'ZCP4_1254', 'ZCP4_1255', 'ZCP4_1295', 'ZCP4_1331', 'ZCP4_1332', 'ZCP4_1362', 'ZCP4_1363', 'ZCP4_1379', 'ZCP4_1387', 'ZCP4_1412', 'ZCP4_1413', 'ZCP4_1414', 'ZCP4_1436', 'ZCP4_1437', 'ZCP4_1438', 'ZCP4_1445', 'ZCP4_1446', 'ZCP4_1447', 'ZCP4_1448', 'ZCP4_1462', 'ZCP4_1463', 'ZCP4_1542', 'ZCP4_1567', 'ZCP4_1626', 'ZCP4_1642', 'ZCP4_1644', 'ZCP4_1649', 'ZCP4_1650', 'ZCP4_1700', 'ZCP4_1776', 'ZCP4_1777', 'ZCP4_1778', 'ZCP4_1779', 'ZCP4_1780', 'ZCP4_1781', 'ZCP4_1830', 'ZCP4_1831', 'ZCP4_1895', 'ZCP4_1923']"
