Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
ZMO1_ZMO0001,-0.01860301316817323,-0.006864902716257536,0.02409084284979243,0.013831592049541179,0.03614993452778524,0.016057168932716474,0.02031194758254805,-0.026768778793123765,-0.03466500724976074,0.0021689794552712405,-0.021465947735940048,0.040274883453688196,-0.037802988890558366,0.1251533211365582,0.005236559892201011,0.01078485244925864,-0.02010596085802979,0.07432415694919398,0.012972201832156287,0.003095123822585706,0.048120496778969526,-0.008603971243473622,0.09863796740698517,0.009128790551060296,-0.06050751204998065,0.023846479507578264,0.00930711866042345,0.01471267685123024,-0.03620494124668118,0.023838046108338062,0.020917464531452,0.0008248893099183182,0.039506289694799974,0.021166869930968876,0.014811768160325794,0.015920549339981417,0.009484832566595887,-0.008006591341578998,-0.029342551458280557,0.013688905345695222,0.004361703827745678,-0.010806999260551415,0.03585925584378156,0.022660674367417623,0.15504172008361672,-0.017294578488456287,-0.0014172096975169212,0.002545885847531356,-0.0151535526232897,-0.016923768451008573,0.04050413595004424,0.02639433258865257,-0.15877986290519758,-0.00401707315035568,-0.030640595603088527,0.01332363539975016,-0.02751869792788468,0.005468311206593447,-0.03842829648839728,0.001664940812090474,-0.002234704745247398,-0.008187512089145326,0.030444082471440374
ZMO1_ZMO0002,-0.006045742903952001,0.02262127660501956,0.017302282843544178,0.014984041366533076,-0.0005675315059299,-0.05671531991090434,-0.0028809563607471046,-0.021639794597166636,-0.012238757357804352,0.0014671587801279346,-0.006960095839243711,0.03656245803591476,-0.0037395371878053644,0.01331054630700909,-0.0026011290523972248,-0.013196854441335018,-0.03265374713528459,0.005546694723805709,-0.0005155567396226299,0.009381562481056798,-0.003677039101067842,-0.026903204141396363,0.03500622053861638,-0.006077721927623815,-0.007041756680009243,0.03526854531038994,-0.008841787629037402,0.013215724206481436,0.003860698978686404,-7.271726937287984e-05,0.024182782804878785,0.022527653885859825,0.01877249173803821,0.03237640613556851,-0.0023678852483909486,0.015207960296367704,0.016912915633688512,-0.05250352372268355,-0.010562613680684289,0.03398677747263031,0.016617835653303263,-0.06316190867888274,0.0064914288265349755,0.0487019867225489,0.08586916849393775,-0.013919599899681065,6.895281069062794e-05,0.045894914333468165,-0.007479028871313727,0.039111035442820324,0.02511845266439071,0.017919355572462752,-0.02637192659769006,-0.002324090369901729,-0.011734988814650111,0.026032613113125467,0.010784857907100182,-0.04296900672557107,-0.030193655482464037,0.0120254532836165,-0.045415236275447614,0.02392805299871941,0.033774022238600675
ZMO1_ZMO0003,0.01178430321134997,-0.005407567129513295,0.0006836839469323315,-0.007480410117330214,0.00036787321069792325,0.014826070765060768,-0.014578964499333286,0.011444232014747915,0.01275670126184888,0.005347119076950575,-0.008539643170406317,-0.02354305229871851,-0.00012873459977745083,0.07398784862732138,0.006055991000692662,-0.017038400662796504,0.00131437485708728,0.007023239097528043,-0.0059494471531041085,0.002376850719346542,0.007376564112258209,-0.029889806844251455,-0.040656194784857366,0.0014014147182078553,0.0058059347404306825,-0.004396726410885501,0.027421838191792246,0.023299933243985122,-0.0016624337368432562,-5.762870684511087e-05,-0.007432232027588307,0.011961488827103328,0.012335215262321645,-0.005654525939076492,0.017880242868097626,0.00712783648051917,-0.0066344589324613045,-0.012151319790472284,0.01794078605715174,-0.0019815622674559706,0.021626668491377704,-0.02985772565116141,-0.007804042564687369,0.36009630362350936,0.005374411098524999,-0.00912977326624267,0.0029015264431727214,0.0093076991665035,0.007527298974176411,-0.0004173492804120718,-0.0058497116162084025,0.007203861245427353,0.045420584212584665,-0.044676422305035005,0.00851955682021632,0.0372466655105645,0.010553824100256308,0.0023150972646509963,0.0015345339900259198,0.016362291309772334,-0.0028418345105914182,0.011472495571904825,0.01428707794884405
ZMO1_ZMO0004,0.0023381907846864395,-0.009869061845918634,0.005302833374338505,0.017782923287629593,-0.021997499786756754,-0.011839907044645971,0.0024036284654485158,-0.001304177140150993,-0.0032573534832685525,-0.00541092411371734,0.0006725296051371581,0.005606384528803522,0.008248395230293961,0.15001729618052728,0.001294677602988304,-0.011387337622910143,-0.013060403124406365,-0.016395293774178758,0.00584354412507249,-0.009100934665559285,0.018874452686990614,-0.005745443468989,-0.024525837585580353,-0.023120291617599046,0.007516970451259889,0.0013819059695447304,0.0247446191546571,0.004831544665803531,-0.003165121512446203,-0.009182958510338998,-0.024625728605674916,-0.00073680581286479,0.011196493765372134,-0.0031319451433273094,0.017513758119741672,0.003427105356507386,6.838866539880033e-05,0.01352739360184306,0.0017784177960010338,0.0019942043292723193,-0.00807383984721876,0.0031572539741874434,-0.006285019811137167,0.31296034615503565,-0.022875106347222892,-0.014686131169089327,-0.003452902246038858,-0.013712643688888722,-0.00012612465317071847,-0.0019395483124967482,-0.0037612787774335622,-0.00670808874119448,-0.02258252342774131,-0.00892452947978512,-0.003281167067813288,0.005549350848971574,0.0058388509997409415,-0.00861660454856514,-0.0030978812403493314,-0.0067864190478257305,0.008322148800771303,0.010561030446984287,0.0020462184243377705
ZMO1_ZMO0005,0.0012571010308632803,-0.00744188608657889,0.0053627625305817115,0.020620036978979746,-0.03368770267962555,-0.012867758091648897,0.01207818226614459,-0.010735907089186897,-0.009365399802038297,-0.0011905047313701457,-0.003259279537958142,0.010169573016359347,0.04506572151153366,0.21943057405746963,-0.011381120759340859,-0.003335402367569112,-0.022190933755569513,-0.02134604492881068,0.0007305426953340797,-0.030737118514640883,-0.009534542743796068,0.00687971617228023,-0.016319773758843827,0.0001132864401526296,0.003741343133614172,0.009620886234886656,-0.00018137508022731037,-0.00806257852339573,-0.0117306799797874,-0.004144440596048764,-0.014111709748130113,-0.004986256173088628,0.004208542036563266,0.01567167231677554,-0.0033329439660513666,-0.0016486041134908121,-0.0094237575245387,0.03266611261568009,0.007819966896597664,0.0017945842489428018,-0.014034360024376673,0.013240964562636985,-0.00257502559030965,0.22754327443761913,-0.05443695132170841,-0.0007244430549814963,-0.004042197169702417,0.004269071745904017,-0.0011929336255656871,-0.005167705073162285,-0.001530068209973209,-0.0018562093530346579,-0.08456747337688428,0.012801892981435175,-0.003296183963187057,-0.024205365598865134,0.011633536156914887,0.006080571919575344,-0.0026050069950771066,-0.001555996260884858,0.01571260227950377,-0.0012728809471153823,-0.020886630797885407
ZMO1_ZMO0006,0.004324372297255691,-0.007972105761326544,-0.0063626558607428165,0.025800241232581445,-0.019557252702070888,-0.0029521142730144796,-0.011364633282162692,0.018663486525038478,-0.009023122854468442,-0.008149151922802104,0.020671159261777167,-0.01393742332250902,0.01327816607833174,0.2793041957435652,-0.02083877499380754,0.01163778291068682,0.00158054182970629,-0.020484741701974427,-0.014549629046954893,-0.0512278682810919,-0.019859349405412417,-0.0058376502967606905,-0.01943302834563397,0.013358465881506259,-0.010627505679688051,0.009571302312074648,0.011624356112081508,-0.00471809062314306,-0.0166314338617123,0.029818607481805367,-0.009113576853945503,-0.011228365050817276,-0.002613914994135646,0.0013963785469042426,0.005687373428565643,0.0014903387842182632,-0.0066399066534326995,0.027579577445675036,-0.008683882521289791,-0.002770283931577461,0.0015980818012243038,-0.0064873129728530805,-0.009960332420170576,0.01578933245545462,-0.06249185138323624,0.014020438571918625,-0.006224737618131467,0.030089200383975105,-0.00713155639899027,0.01065288318685047,-0.024997392492833392,-0.0069099934472371385,-0.11444340477930222,-0.0006532788365672793,-0.005371883832911941,-0.02475191103157818,-0.003039215585961302,0.001312966350891504,-0.0105021984605152,-0.02371813032481279,0.024412573184873283,0.012405138035055633,-0.028863046631845222
ZMO1_ZMO0007,-0.004365228357020334,-0.008795626145093677,-0.0003423942740151737,0.03604434680925871,0.004973918738964416,0.01766664194002501,-0.014043525199438557,-0.017258640038678785,0.019968641789357682,-0.008299678093730802,0.006188366698500172,0.014130012737133891,-0.008528179156252437,0.05377125522604376,-0.003122025547878769,-0.021160151753067485,0.022101789952519595,-0.00995881139555004,0.008879391771242136,0.02568783226331455,-0.0020438838422712465,0.005997563721687552,-0.011253115915578165,-0.03247355405155948,-0.010111965323283928,0.005734586637074566,-0.0032712280735239514,-0.00411652122857518,0.012351094172925008,-0.0023464281996486078,0.01642467059610428,-0.0011951959546939103,-0.0042546198954882515,-0.007629377134244495,0.014818669713921347,-0.02034281216482204,0.01930214280333508,0.0064366196121820205,-0.010819540415534356,0.008154757959939269,0.014017083957243943,0.004585760660547082,0.01761355049406797,0.27554019792213175,0.03528845214216905,-0.02482000619974291,0.009006551781111552,-0.009862838634073326,-0.00963444074593911,0.0013004456350331295,-5.841653183472377e-06,0.0018947572222537316,0.010688263499047923,0.016134030987858792,0.005116804577622228,-0.03992540171286444,0.001255001947565349,-0.016140652456807177,0.011905396687646333,-0.0073674230848699935,0.006266558067360419,-0.025477523368656718,0.021044019953902843
ZMO1_ZMO0008,-0.013128520604110024,-0.0018513427300827566,0.000505244606925221,0.03188153793852631,0.0019492180483375015,0.023587108391419562,-0.00015344316241830189,0.004802954626188629,0.0074071578062892725,-0.013447363906544585,-0.0073326224306589265,-0.0007913892796341638,-0.008030547354228833,0.09172251443754546,-0.004856295569974532,-0.020170215416128727,0.01855883120654778,-0.004990798036152447,0.0012448449387607436,0.017255758973800935,0.005793670899789262,0.011855595755064254,0.0041932088024456155,-0.01965771628281853,-0.017221591201086354,-0.0008154335583834214,-0.0007798528569402899,0.006513929887773926,0.011651689747659436,-0.014521927255265259,0.0010208777792247495,0.006212264142686126,-0.017215924727465057,-0.0011219057211274502,0.01382413603515581,-0.016595620950204885,0.01768770888396061,0.0030443181682478556,-0.023692422741417425,0.008060082535696397,0.0014868724180293652,0.023412752749793906,-0.002846718310710016,0.24171361955924298,0.03476409609417736,4.3011459456001e-05,0.027085069520030407,-0.006491166907870913,-0.004303232910916874,-0.02022845423940717,-0.018232148965150945,-0.011958703395049121,-0.004274733427849442,0.0051056407140859334,0.010734755173639131,-0.05700169989827697,0.009341318241982966,0.0029929714350486547,0.014793914004067809,-0.0008186604796607823,0.000851334223797778,-0.021514817874513006,0.034208485139184334
ZMO1_ZMO0009,-0.0075068391781955195,0.01949328536539736,-0.0016055045832191737,0.02979208599632924,0.008742013892665889,0.029073037407991862,0.0010969122500097738,-0.004309904524147357,-0.004672499828010683,-0.005311957783389324,-0.0008813738515267733,-0.003924167858643806,0.009870309516716533,0.16549132572566144,-0.027447806131937726,-0.010563653901343235,0.009041529895438506,-0.019989343619738864,9.69554755457257e-05,0.012771494227923511,-0.0061510065667797495,0.02039160144181726,0.008055547216886557,0.0029771314052666727,-0.01989186522987563,0.00824984266910293,-0.025377316100559322,-0.013472831344814303,0.0033240106402812977,-0.01573173309768729,0.024662721807515574,0.017427332264188175,-0.025850696077272143,0.014614565335606526,0.00904846066431711,-0.005684306914835466,0.027601422258683075,-0.006194455321232937,-0.004711825024022277,0.0192121132080721,-0.012762038510716863,0.017316798435621696,-0.011408804467156817,0.11298516451596045,0.015038280480519648,0.00840983546413579,0.0070663715139237596,-0.02835370309863306,-0.012920578098171251,-0.005957819619812198,-0.012951850428938882,0.003966655676561345,-0.042718043040515616,0.01360234808841428,0.03418527931376869,-0.07934103771088487,0.010975560803371986,-0.00032613101663807456,0.010399690752107987,-0.017598547326339833,0.001938317301735507,-0.02561839856128894,0.0036245592581949345
ZMO1_ZMO0010,0.001425609236357682,-0.022092864147499884,-0.018736033458861934,0.03603866255088611,0.007939263531424606,-0.003277041137052078,0.008308768768471354,0.0022127181040258385,-0.019725375366448028,-0.00878279397500371,0.0033432748797903953,-0.006265129216757679,-0.0071757925601021256,-0.018621683578912966,-0.026966334452496712,0.01396851935716025,-0.03185184768800985,0.04014976004701427,0.018066354919961433,-0.01445251590773565,-0.023660562907697635,0.005450942892148049,-0.030593347899596217,-0.008440351559462557,0.0084494850562608,0.02715892063437356,0.04844663929459531,0.011477329350342505,-0.020747987900515415,0.0008710162500969756,-0.014718138946754195,0.04768374714270812,-0.015417231599998481,-0.004415403521180087,-0.007872520734352979,0.020573846403704354,-0.0015616771040446963,-0.014875315846514026,-0.011997211144282816,0.014077742236583795,-0.0050533267496554995,0.008239624863365736,0.03431417736250064,0.008976537618706482,0.01572238002897931,0.0049644670272970745,0.007216499383697908,0.017583413222704174,-0.027014389960956894,0.06621744382106598,0.0865178189223701,-0.0037690412916390656,0.02200388545712476,-0.010286404654361151,-0.02601885746339114,-0.038891905887989645,-0.03347634294844932,0.026493065174769685,0.0021928075517525505,-0.0362165973439627,0.02018919291521944,0.020677537550937927,0.024014952543623673
