,imodulon,regulator,pvalue,qvalue,precision,recall,f1score,TP,regulon_size,imodulon_size,n_regs,fisher_p_value
163,fructose_transport_maybe,ZCP4_0900,0.2725357245403318,0.4796399508126429,0.15384615384615385,0.02127659574468085,0.037383177570093455,4.0,188.0,26.0,1.0,0.33160220329280393
164,fructose_transport_maybe,ZCP4_1465,0.28214114753684877,0.4796399508126429,0.11538461538461539,0.022900763358778626,0.03821656050955414,3.0,131.0,26.0,1.0,0.4260807487261529
165,fructose_transport_maybe,ZCP4_0128,0.31406835936723365,0.4853783735675429,0.11538461538461539,0.02158273381294964,0.03636363636363636,3.0,139.0,26.0,1.0,0.4413248746062254
166,fructose_transport_maybe,ZCP4_0375,0.4023461951797617,0.5699904431713291,0.11538461538461539,0.018633540372670808,0.0320855614973262,3.0,161.0,26.0,1.0,0.49275977183311664
167,fructose_transport_maybe,ZCP4_1046,0.5153553244866134,0.6739261935594175,0.07692307692307693,0.016666666666666666,0.0273972602739726,2.0,120.0,26.0,1.0,0.6857012289333265
168,fructose_transport_maybe,ZCP4_0523,0.5991518832091557,0.7275415724682606,0.038461538461538464,0.015873015873015872,0.02247191011235955,1.0,63.0,26.0,1.0,0.5991518832091557
169,fructose_transport_maybe,ZCP4_1382,0.8016536501698226,0.908540803525799,0.038461538461538464,0.00909090909090909,0.014705882352941175,1.0,110.0,26.0,1.0,1.0
170,fructose_transport_maybe,ZCP4_0018,0.8803715345777606,0.9353947554888706,0.038461538461538464,0.006993006993006993,0.01183431952662722,1.0,143.0,26.0,1.0,0.7164106667461247
171,fructose_transport_maybe,ZCP4_1718,0.9480038031443562,0.9480038031443562,0.038461538461538464,0.00510204081632653,0.009009009009009009,1.0,196.0,26.0,1.0,0.5149975201509138
172,SG_10,ZCP4_1387,0.13017429193899782,0.13017429193899782,1.0,0.0041841004184100415,0.008333333333333333,1.0,239.0,1.0,1.0,0.13017429193899782
173,NaAc_response,ZCP4_0900,0.19435807020355822,0.2434649427436733,0.5,0.005319148936170213,0.010526315789473684,1.0,188.0,2.0,1.0,0.19435807020355822
174,NaAc_response,ZCP4_1387,0.2434649427436733,0.2434649427436733,0.5,0.0041841004184100415,0.008298755186721992,1.0,239.0,2.0,1.0,0.2434649427436733
175,unknown_1,ZCP4_0375,0.021612388949589445,0.1265328589853341,0.6666666666666666,0.012422360248447204,0.024390243902439022,2.0,161.0,3.0,1.0,0.021612388949589445
176,unknown_1,ZCP4_1718,0.03163321474633352,0.1265328589853341,0.6666666666666666,0.01020408163265306,0.02010050251256281,2.0,196.0,3.0,1.0,0.03163321474633352
177,unknown_1,ZCP4_0523,0.09950161648368813,0.19900323296737626,0.3333333333333333,0.015873015873015872,0.030303030303030304,1.0,63.0,3.0,1.0,0.09950161648368813
178,unknown_1,ZCP4_0210,0.0826272909896117,0.19900323296737626,0.3333333333333333,0.019230769230769232,0.03636363636363637,1.0,52.0,3.0,1.0,0.0826272909896117
179,unknown_1,ZCP4_0018,0.21604190733014708,0.21604190733014708,0.3333333333333333,0.006993006993006993,0.013698630136986302,1.0,143.0,3.0,1.0,0.21604190733014708
180,unknown_1,ZCP4_1046,0.18363542905913047,0.21604190733014708,0.3333333333333333,0.008333333333333333,0.016260162601626015,1.0,120.0,3.0,1.0,0.18363542905913047
181,unknown_1,ZCP4_0128,0.21046876502401887,0.21604190733014708,0.3333333333333333,0.007194244604316547,0.01408450704225352,1.0,139.0,3.0,1.0,0.21046876502401887
182,unknown_1,ZCP4_1382,0.16927156632702506,0.21604190733014708,0.3333333333333333,0.00909090909090909,0.017699115044247787,1.0,110.0,3.0,1.0,0.16927156632702506
183,SG_11,ZCP4_0900,0.10239651416122003,0.10239651416122003,1.0,0.005319148936170213,0.010582010582010583,1.0,188.0,1.0,1.0,0.10239651416122003
184,SG_11,ZCP4_1046,0.06535947712418301,0.10239651416122003,1.0,0.008333333333333333,0.01652892561983471,1.0,120.0,1.0,1.0,0.06535947712418301
185,tetR_family_KO_2,ZCP4_0973,0.0021786492374727667,0.008714596949891067,0.25,1.0,0.4,1.0,1.0,4.0,1.0,0.0021786492374727667
186,tetR_family_KO_2,ZCP4_0900,0.35110265392202816,0.35110265392202816,0.25,0.005319148936170213,0.010416666666666668,1.0,188.0,4.0,1.0,0.35110265392202816
187,tetR_family_KO_2,ZCP4_1046,0.2370799181550958,0.35110265392202816,0.25,0.008333333333333333,0.016129032258064516,1.0,120.0,4.0,1.0,0.2370799181550958
188,tetR_family_KO_2,ZCP4_0018,0.2772017585313413,0.35110265392202816,0.25,0.006993006993006993,0.01360544217687075,1.0,143.0,4.0,1.0,0.2772017585313413
189,iron_ABC_transport,ZCP4_0375,0.15080580649632916,0.48824132954535404,0.25,0.012422360248447204,0.023668639053254434,2.0,161.0,8.0,1.0,0.15080580649632916
190,iron_ABC_transport,ZCP4_1718,0.20699667088604878,0.48824132954535404,0.25,0.01020408163265306,0.019607843137254898,2.0,196.0,8.0,1.0,0.20699667088604878
191,iron_ABC_transport,ZCP4_0523,0.24412066477267702,0.48824132954535404,0.125,0.015873015873015872,0.02816901408450704,1.0,63.0,8.0,1.0,0.24412066477267702
192,iron_ABC_transport,ZCP4_0900,0.5793523184630515,0.6730632055135333,0.125,0.005319148936170213,0.01020408163265306,1.0,188.0,8.0,1.0,0.5793523184630515
193,iron_ABC_transport,ZCP4_0018,0.4779486499913878,0.6730632055135333,0.125,0.006993006993006993,0.01324503311258278,1.0,143.0,8.0,1.0,0.4779486499913878
194,iron_ABC_transport,ZCP4_1387,0.6730632055135333,0.6730632055135333,0.125,0.0041841004184100415,0.008097165991902832,1.0,239.0,8.0,1.0,1.0
195,membrane_cobalamin,ZCP4_0523,5.585335171853506e-06,6.981668964816882e-05,0.19230769230769232,0.15873015873015872,0.17391304347826086,10.0,63.0,52.0,1.0,5.585335171853506e-06
196,membrane_cobalamin,ZCP4_0530,4.113817855359911e-06,6.981668964816882e-05,0.19230769230769232,0.16393442622950818,0.17699115044247787,10.0,61.0,52.0,1.0,4.113817855359911e-06
197,membrane_cobalamin,ZCP4_0812,0.00020608782942911483,0.0012880489339319678,0.057692307692307696,0.6,0.10526315789473685,3.0,5.0,52.0,1.0,0.00020608782942911483
198,membrane_cobalamin,ZCP4_1718,0.00019516196267411204,0.0012880489339319678,0.28846153846153844,0.07653061224489796,0.12096774193548386,15.0,196.0,52.0,1.0,0.00019516196267411204
199,membrane_cobalamin,ZCP4_0018,0.0016192500087268255,0.006746875036361773,0.21153846153846154,0.07692307692307693,0.11282051282051284,11.0,143.0,52.0,1.0,0.0016192500087268255
200,membrane_cobalamin,ZCP4_1046,0.0014773909154285967,0.006746875036361773,0.19230769230769232,0.08333333333333333,0.11627906976744184,10.0,120.0,52.0,1.0,0.0014773909154285967
201,membrane_cobalamin,ZCP4_1382,0.002987225948098907,0.009335081087809085,0.17307692307692307,0.08181818181818182,0.1111111111111111,9.0,110.0,52.0,1.0,0.002987225948098907
202,membrane_cobalamin,ZCP4_0210,0.0028855881664139166,0.009335081087809085,0.11538461538461539,0.11538461538461539,0.11538461538461539,6.0,52.0,52.0,1.0,0.0028855881664139166
203,membrane_cobalamin,ZCP4_1637,0.010974493198999116,0.0304847033305531,0.038461538461538464,0.3333333333333333,0.06896551724137931,2.0,6.0,52.0,1.0,0.010974493198999116
204,membrane_cobalamin,ZCP4_1431,0.02832244008714597,0.07080610021786492,0.019230769230769232,1.0,0.03773584905660378,1.0,1.0,52.0,1.0,0.02832244008714597
205,membrane_cobalamin,ZCP4_0128,0.03842046616150766,0.08731924127615377,0.15384615384615385,0.05755395683453238,0.08376963350785341,8.0,139.0,52.0,1.0,0.054119533657289165
206,membrane_cobalamin,ZCP4_1171,0.05585771698930859,0.0997459231951939,0.019230769230769232,0.5,0.037037037037037035,1.0,2.0,52.0,1.0,0.05585771698930859
207,membrane_cobalamin,ZCP4_0071,0.05585771698930859,0.0997459231951939,0.019230769230769232,0.5,0.037037037037037035,1.0,2.0,52.0,1.0,0.05585771698930859
208,membrane_cobalamin,ZCP4_0207,0.05585771698930859,0.0997459231951939,0.019230769230769232,0.5,0.037037037037037035,1.0,2.0,52.0,1.0,0.05585771698930859
209,membrane_cobalamin,ZCP4_0389,0.0826272909896117,0.12910514217126828,0.019230769230769232,0.3333333333333333,0.03636363636363637,1.0,3.0,52.0,1.0,0.0826272909896117
210,membrane_cobalamin,ZCP4_0375,0.0790694006594947,0.12910514217126828,0.15384615384615385,0.049689440993788817,0.07511737089201878,8.0,161.0,52.0,1.0,0.12758467100496196
211,membrane_cobalamin,ZCP4_0095,0.10865204869203408,0.14296322196320274,0.019230769230769232,0.25,0.03571428571428572,1.0,4.0,52.0,1.0,0.10865204869203408
212,membrane_cobalamin,ZCP4_0168,0.10865204869203408,0.14296322196320274,0.019230769230769232,0.25,0.03571428571428572,1.0,4.0,52.0,1.0,0.10865204869203408
213,membrane_cobalamin,ZCP4_1042,0.1081082955892615,0.14296322196320274,0.038461538461538464,0.1,0.05555555555555555,2.0,20.0,52.0,1.0,0.1081082955892615
214,membrane_cobalamin,ZCP4_1194,0.16623519537809667,0.20779399422262082,0.057692307692307696,0.06,0.058823529411764705,3.0,50.0,52.0,1.0,0.16623519537809667
215,membrane_cobalamin,ZCP4_0265,0.20779171289586434,0.2473710867807909,0.038461538461538464,0.06666666666666667,0.04878048780487805,2.0,30.0,52.0,1.0,0.20779171289586434
216,membrane_cobalamin,ZCP4_0900,0.27889775727781024,0.3169292696338753,0.1346153846153846,0.03723404255319149,0.058333333333333334,7.0,188.0,52.0,1.0,0.4820446253499665
217,membrane_cobalamin,ZCP4_1465,0.3114959200805534,0.33858252182668847,0.09615384615384616,0.03816793893129771,0.054644808743169404,5.0,131.0,52.0,1.0,0.41449987158764656
218,membrane_cobalamin,ZCP4_1137,0.3512090912791201,0.3633583238943706,0.019230769230769232,0.06666666666666667,0.029850746268656716,1.0,15.0,52.0,1.0,0.3512090912791201
219,membrane_cobalamin,ZCP4_1387,0.3633583238943706,0.3633583238943706,0.15384615384615385,0.03347280334728033,0.0549828178694158,8.0,239.0,52.0,1.0,0.535513755124632
220,SG_13,ZCP4_1718,0.10675381263616557,0.10675381263616557,1.0,0.00510204081632653,0.01015228426395939,1.0,196.0,1.0,1.0,0.10675381263616557
221,SG_14,ZCP4_0095,0.0021786492374727667,0.010893246187363833,1.0,0.25,0.4,1.0,4.0,1.0,1.0,0.0021786492374727667
222,SG_14,ZCP4_1042,0.010893246187363833,0.02723311546840958,1.0,0.05,0.09523809523809523,1.0,20.0,1.0,1.0,0.010893246187363833
223,SG_14,ZCP4_0128,0.07570806100217864,0.0946350762527233,1.0,0.007194244604316547,0.014285714285714287,1.0,139.0,1.0,1.0,0.07570806100217864
224,SG_14,ZCP4_1382,0.05991285403050108,0.0946350762527233,1.0,0.00909090909090909,0.018018018018018018,1.0,110.0,1.0,1.0,0.05991285403050108
225,SG_14,ZCP4_1718,0.10675381263616557,0.10675381263616557,1.0,0.00510204081632653,0.01015228426395939,1.0,196.0,1.0,1.0,0.10675381263616557
226,phage_formation,ZCP4_1327,0.020595655761547732,0.22655221337702505,0.05263157894736842,0.5,0.09523809523809525,1.0,2.0,19.0,1.0,0.020595655761547732
227,phage_formation,ZCP4_0128,0.4279016489885268,0.8842333643549843,0.10526315789473684,0.014388489208633094,0.02531645569620253,2.0,139.0,19.0,1.0,0.6502519108746989
228,phage_formation,ZCP4_1382,0.3166150677854847,0.8842333643549843,0.10526315789473684,0.01818181818181818,0.031007751937984492,2.0,110.0,19.0,1.0,0.3166150677854847
229,phage_formation,ZCP4_1046,0.3556435242521469,0.8842333643549843,0.10526315789473684,0.016666666666666666,0.028776978417266185,2.0,120.0,19.0,1.0,0.3556435242521469
230,phage_formation,ZCP4_0530,0.4754483228376965,0.8842333643549843,0.05263157894736842,0.01639344262295082,0.025,1.0,61.0,19.0,1.0,0.4754483228376965
231,phage_formation,ZCP4_0523,0.4866211894357485,0.8842333643549843,0.05263157894736842,0.015873015873015872,0.024390243902439025,1.0,63.0,19.0,1.0,0.4866211894357485
232,phage_formation,ZCP4_1718,0.8842333643549843,0.8842333643549843,0.05263157894736842,0.00510204081632653,0.009302325581395347,1.0,196.0,19.0,1.0,0.712590687635934
233,phage_formation,ZCP4_0900,0.8729546648064999,0.8842333643549843,0.05263157894736842,0.005319148936170213,0.009661835748792272,1.0,188.0,19.0,1.0,0.71271514991566
234,phage_formation,ZCP4_1387,0.729925018925496,0.8842333643549843,0.10526315789473684,0.008368200836820083,0.015503875968992248,2.0,239.0,19.0,1.0,1.0
235,phage_formation,ZCP4_0018,0.7874502045791327,0.8842333643549843,0.05263157894736842,0.006993006993006993,0.01234567901234568,1.0,143.0,19.0,1.0,1.0
236,phage_formation,ZCP4_1465,0.7567500491780872,0.8842333643549843,0.05263157894736842,0.007633587786259542,0.013333333333333334,1.0,131.0,19.0,1.0,1.0
237,iron_sulfur,ZCP4_0018,0.2772017585313413,0.40997414765699425,0.25,0.006993006993006993,0.01360544217687075,1.0,143.0,4.0,1.0,0.2772017585313413
238,iron_sulfur,ZCP4_0128,0.2703404735137414,0.40997414765699425,0.25,0.007194244604316547,0.013986013986013986,1.0,139.0,4.0,1.0,0.2703404735137414
239,iron_sulfur,ZCP4_0375,0.3074806107427457,0.40997414765699425,0.25,0.006211180124223602,0.01212121212121212,1.0,161.0,4.0,1.0,0.3074806107427457
240,iron_sulfur,ZCP4_0523,0.13045164275838955,0.40997414765699425,0.25,0.015873015873015872,0.029850746268656716,1.0,63.0,4.0,1.0,0.13045164275838955
241,iron_sulfur,ZCP4_1046,0.2370799181550958,0.40997414765699425,0.25,0.008333333333333333,0.016129032258064516,1.0,120.0,4.0,1.0,0.2370799181550958
242,iron_sulfur,ZCP4_1382,0.21912433648743274,0.40997414765699425,0.25,0.00909090909090909,0.017543859649122806,1.0,110.0,4.0,1.0,0.21912433648743274
243,iron_sulfur,ZCP4_1718,0.3636224699075664,0.41556853703721874,0.25,0.00510204081632653,0.009999999999999998,1.0,196.0,4.0,1.0,0.3636224699075664
244,iron_sulfur,ZCP4_1387,0.4278416164036756,0.4278416164036756,0.25,0.0041841004184100415,0.008230452674897118,1.0,239.0,4.0,1.0,0.4278416164036756
245,cell_cycle,ZCP4_0900,4.879934968603206e-05,0.000829588944662545,0.34210526315789475,0.06914893617021277,0.11504424778761062,13.0,188.0,38.0,1.0,4.879934968603206e-05
246,cell_cycle,ZCP4_0375,0.0011070249450849546,0.009409712033222115,0.2631578947368421,0.062111801242236024,0.10050251256281406,10.0,161.0,38.0,1.0,0.0011070249450849546
247,cell_cycle,ZCP4_1718,0.004946384422528839,0.02802951172766342,0.2631578947368421,0.05102040816326531,0.08547008547008547,10.0,196.0,38.0,1.0,0.004946384422528839
248,cell_cycle,ZCP4_0530,0.0074014853802166995,0.031456312865920974,0.13157894736842105,0.08196721311475409,0.101010101010101,5.0,61.0,38.0,1.0,0.0074014853802166995
249,cell_cycle,ZCP4_1194,0.018165582063160327,0.06176297901474511,0.10526315789473684,0.08,0.0909090909090909,4.0,50.0,38.0,1.0,0.018165582063160327
250,cell_cycle,ZCP4_0523,0.03878411467417061,0.09418999278012863,0.10526315789473684,0.06349206349206349,0.07920792079207921,4.0,63.0,38.0,1.0,0.03878411467417061
251,cell_cycle,ZCP4_1046,0.033817945397229626,0.09418999278012863,0.15789473684210525,0.05,0.07594936708860761,6.0,120.0,38.0,1.0,0.033817945397229626
252,cell_cycle,ZCP4_1042,0.06271805199643304,0.1332758604924202,0.05263157894736842,0.1,0.06896551724137931,2.0,20.0,38.0,1.0,0.06271805199643304
253,cell_cycle,ZCP4_0095,0.08031731930734894,0.1365394428224932,0.02631578947368421,0.25,0.04761904761904762,1.0,4.0,38.0,1.0,0.08031731930734894
254,cell_cycle,ZCP4_0168,0.08031731930734894,0.1365394428224932,0.02631578947368421,0.25,0.04761904761904762,1.0,4.0,38.0,1.0,0.08031731930734894
255,cell_cycle,ZCP4_0812,0.09939370678896503,0.15360845594658232,0.02631578947368421,0.2,0.046511627906976744,1.0,5.0,38.0,1.0,0.09939370678896503
256,cell_cycle,ZCP4_1387,0.11059584791483114,0.15667745121267743,0.21052631578947367,0.03347280334728033,0.057761732851985555,8.0,239.0,38.0,1.0,0.14273742153542504
257,cell_cycle,ZCP4_0018,0.1688208674417494,0.22076574973151847,0.13157894736842105,0.03496503496503497,0.055248618784530384,5.0,143.0,38.0,1.0,0.21323838985603044
258,cell_cycle,ZCP4_1382,0.18958381993481677,0.23020892420656322,0.10526315789473684,0.03636363636363636,0.05405405405405405,4.0,110.0,38.0,1.0,0.28283174475101147
259,cell_cycle,ZCP4_1465,0.2850224811571018,0.3111252376936973,0.10526315789473684,0.030534351145038167,0.047337278106508875,4.0,131.0,38.0,1.0,0.34328707283308885
260,cell_cycle,ZCP4_0210,0.2928237531234798,0.3111252376936973,0.05263157894736842,0.038461538461538464,0.044444444444444446,2.0,52.0,38.0,1.0,0.2928237531234798
261,cell_cycle,ZCP4_0128,0.32349646929634696,0.32349646929634696,0.10526315789473684,0.02877697841726619,0.04519774011299436,4.0,139.0,38.0,1.0,0.5268763073283165
262,tetR_family_KO_1,ZCP4_1465,4.0491507586560744e-05,0.0004858980910387289,0.5454545454545454,0.04580152671755725,0.08450704225352114,6.0,131.0,11.0,1.0,4.0491507586560744e-05
263,tetR_family_KO_1,ZCP4_1327,0.011949920749407846,0.07169952449644708,0.09090909090909091,0.5,0.15384615384615385,1.0,2.0,11.0,1.0,0.011949920749407846
264,tetR_family_KO_1,ZCP4_0375,0.06461918710557306,0.25847674842229224,0.2727272727272727,0.018633540372670808,0.03488372093023256,3.0,161.0,11.0,1.0,0.06461918710557306
265,tetR_family_KO_1,ZCP4_1387,0.16316616622942964,0.4181908060024012,0.2727272727272727,0.012552301255230125,0.024,3.0,239.0,11.0,1.0,0.16316616622942964
266,tetR_family_KO_1,ZCP4_0128,0.2001069982061835,0.4181908060024012,0.18181818181818182,0.014388489208633094,0.02666666666666667,2.0,139.0,11.0,1.0,0.2001069982061835
267,tetR_family_KO_1,ZCP4_0018,0.2090954030012006,0.4181908060024012,0.18181818181818182,0.013986013986013986,0.025974025974025972,2.0,143.0,11.0,1.0,0.2090954030012006
268,tetR_family_KO_1,ZCP4_0210,0.271611267564017,0.4261996361478073,0.09090909090909091,0.019230769230769232,0.03174603174603175,1.0,52.0,11.0,1.0,0.271611267564017
269,tetR_family_KO_1,ZCP4_0530,0.31113575576990654,0.4261996361478073,0.09090909090909091,0.01639344262295082,0.02777777777777778,1.0,61.0,11.0,1.0,0.31113575576990654
270,tetR_family_KO_1,ZCP4_0523,0.3196497271108555,0.4261996361478073,0.09090909090909091,0.015873015873015872,0.027027027027027025,1.0,63.0,11.0,1.0,0.3196497271108555
271,tetR_family_KO_1,ZCP4_1382,0.49415571654686685,0.5929868598562402,0.09090909090909091,0.00909090909090909,0.016528925619834708,1.0,110.0,11.0,1.0,0.49415571654686685
272,tetR_family_KO_1,ZCP4_0900,0.6963035700521563,0.712179496196694,0.09090909090909091,0.005319148936170213,0.010050251256281407,1.0,188.0,11.0,1.0,1.0
273,tetR_family_KO_1,ZCP4_1718,0.712179496196694,0.712179496196694,0.09090909090909091,0.00510204081632653,0.009661835748792268,1.0,196.0,11.0,1.0,1.0
274,ethanol_fermentation,ZCP4_1046,0.008492791267881045,0.08800616383911405,0.1891891891891892,0.058333333333333334,0.08917197452229299,7.0,120.0,37.0,1.0,0.008492791267881045
275,ethanol_fermentation,ZCP4_1465,0.013539409821402164,0.08800616383911405,0.1891891891891892,0.05343511450381679,0.08333333333333333,7.0,131.0,37.0,1.0,0.013539409821402164
276,ethanol_fermentation,ZCP4_0018,0.06252212194731195,0.27092919510501845,0.16216216216216217,0.04195804195804196,0.06666666666666667,6.0,143.0,37.0,1.0,0.06252212194731195
277,ethanol_fermentation,ZCP4_0523,0.13122456134145158,0.4264798243597176,0.08108108108108109,0.047619047619047616,0.06,3.0,63.0,37.0,1.0,0.13122456134145158
278,ethanol_fermentation,ZCP4_0375,0.219239665300739,0.4750192748182678,0.13513513513513514,0.031055900621118012,0.05050505050505051,5.0,161.0,37.0,1.0,0.3691766671929735
279,ethanol_fermentation,ZCP4_1387,0.1973677727848263,0.4750192748182678,0.1891891891891892,0.029288702928870293,0.050724637681159424,7.0,239.0,37.0,1.0,0.31800043734578337
280,ethanol_fermentation,ZCP4_0210,0.28216102233925355,0.5240133272014709,0.05405405405405406,0.038461538461538464,0.0449438202247191,2.0,52.0,37.0,1.0,0.28216102233925355
281,ethanol_fermentation,ZCP4_1718,0.5691336070081998,0.7398736891106598,0.10810810810810811,0.02040816326530612,0.03433476394849785,4.0,196.0,37.0,1.0,1.0
282,ethanol_fermentation,ZCP4_0265,0.45972466886987656,0.7398736891106598,0.02702702702702703,0.03333333333333333,0.029850746268656716,1.0,30.0,37.0,1.0,0.45972466886987656
283,ethanol_fermentation,ZCP4_0128,0.5401960687194746,0.7398736891106598,0.08108108108108109,0.02158273381294964,0.034090909090909095,3.0,139.0,37.0,1.0,0.7560943194814141
284,ethanol_fermentation,ZCP4_1194,0.6436684891876847,0.7477440317351053,0.02702702702702703,0.02,0.022988505747126433,1.0,50.0,37.0,1.0,1.0
285,ethanol_fermentation,ZCP4_0900,0.7477440317351053,0.7477440317351053,0.08108108108108109,0.015957446808510637,0.026666666666666665,3.0,188.0,37.0,1.0,1.0
286,ethanol_fermentation,ZCP4_0530,0.7171461601909958,0.7477440317351053,0.02702702702702703,0.01639344262295082,0.02040816326530612,1.0,61.0,37.0,1.0,1.0
287,SG_15,ZCP4_0265,0.016339869281045753,0.06535947712418301,1.0,0.03333333333333333,0.06451612903225806,1.0,30.0,1.0,1.0,0.016339869281045753
288,SG_15,ZCP4_0018,0.07788671023965141,0.10675381263616557,1.0,0.006993006993006993,0.013888888888888888,1.0,143.0,1.0,1.0,0.07788671023965141
289,SG_15,ZCP4_0900,0.10239651416122003,0.10675381263616557,1.0,0.005319148936170213,0.010582010582010583,1.0,188.0,1.0,1.0,0.10239651416122003
290,SG_15,ZCP4_1718,0.10675381263616557,0.10675381263616557,1.0,0.00510204081632653,0.01015228426395939,1.0,196.0,1.0,1.0,0.10675381263616557
291,methionine_transport,ZCP4_0018,0.3336210535804779,0.5024845496348552,0.2,0.006993006993006993,0.013513513513513513,1.0,143.0,5.0,1.0,0.3336210535804779
292,methionine_transport,ZCP4_0265,0.07915615897476495,0.5024845496348552,0.2,0.03333333333333333,0.05714285714285715,1.0,30.0,5.0,1.0,0.07915615897476495
293,methionine_transport,ZCP4_0375,0.3683406662396987,0.5024845496348552,0.2,0.006211180124223602,0.012048192771084336,1.0,161.0,5.0,1.0,0.3683406662396987
294,methionine_transport,ZCP4_0530,0.1556024274355941,0.5024845496348552,0.2,0.01639344262295082,0.030303030303030307,1.0,61.0,5.0,1.0,0.1556024274355941
295,methionine_transport,ZCP4_1046,0.2870528492803077,0.5024845496348552,0.2,0.008333333333333333,0.016,1.0,120.0,5.0,1.0,0.2870528492803077
296,methionine_transport,ZCP4_1387,0.5024845496348552,0.5024845496348552,0.2,0.0041841004184100415,0.008196721311475409,1.0,239.0,5.0,1.0,0.5024845496348552
297,methionine_transport,ZCP4_1718,0.4317065288039184,0.5024845496348552,0.2,0.00510204081632653,0.009950248756218904,1.0,196.0,5.0,1.0,0.4317065288039184
298,plasmid,ZCP4_0375,0.8688309218972117,0.9178172083766355,0.045454545454545456,0.006211180124223602,0.01092896174863388,1.0,161.0,22.0,1.0,0.71486153885104
299,plasmid,ZCP4_1718,0.9178172083766355,0.9178172083766355,0.045454545454545456,0.00510204081632653,0.009174311926605503,1.0,196.0,22.0,1.0,0.502631933886271
300,plasmid,ZCP4_0210,0.47047997548185755,0.9178172083766355,0.045454545454545456,0.019230769230769232,0.02702702702702703,1.0,52.0,22.0,1.0,0.47047997548185755
301,ETC_and_MEP,ZCP4_1194,0.025719829211927166,0.3600776089669803,0.125,0.06,0.08108108108108109,3.0,50.0,24.0,1.0,0.025719829211927166
302,ETC_and_MEP,ZCP4_0265,0.057031345668410435,0.3992194196788731,0.08333333333333333,0.06666666666666667,0.07407407407407407,2.0,30.0,24.0,1.0,0.057031345668410435
303,ETC_and_MEP,ZCP4_0523,0.1980059218759544,0.40244765793795795,0.08333333333333333,0.031746031746031744,0.04597701149425287,2.0,63.0,24.0,1.0,0.1980059218759544
304,ETC_and_MEP,ZCP4_0210,0.146358749788916,0.40244765793795795,0.08333333333333333,0.038461538461538464,0.05263157894736842,2.0,52.0,24.0,1.0,0.146358749788916
305,ETC_and_MEP,ZCP4_1718,0.10431764900695513,0.40244765793795795,0.20833333333333334,0.025510204081632654,0.045454545454545456,5.0,196.0,24.0,1.0,0.16969605682509517
306,ETC_and_MEP,ZCP4_1382,0.17028194498321425,0.40244765793795795,0.125,0.02727272727272727,0.04477611940298507,3.0,110.0,24.0,1.0,0.17028194498321425
307,ETC_and_MEP,ZCP4_1585,0.20122382896897897,0.40244765793795795,0.041666666666666664,0.058823529411764705,0.048780487804878044,1.0,17.0,24.0,1.0,0.20122382896897897
308,ETC_and_MEP,ZCP4_1465,0.5201104756846916,0.7810136567207696,0.08333333333333333,0.015267175572519083,0.025806451612903226,2.0,131.0,24.0,1.0,0.6873657968405865
309,ETC_and_MEP,ZCP4_0530,0.5578668976576926,0.7810136567207696,0.041666666666666664,0.01639344262295082,0.023529411764705885,1.0,61.0,24.0,1.0,0.5578668976576926
310,ETC_and_MEP,ZCP4_0128,0.5532066214752531,0.7810136567207696,0.08333333333333333,0.014388489208633094,0.024539877300613494,2.0,139.0,24.0,1.0,0.7024944689104679
311,ETC_and_MEP,ZCP4_0375,0.6363417115062164,0.8098894510079119,0.08333333333333333,0.012422360248447204,0.02162162162162162,2.0,161.0,24.0,1.0,1.0
312,ETC_and_MEP,ZCP4_1046,0.8046270771170585,0.9387315899699016,0.041666666666666664,0.008333333333333333,0.013888888888888888,1.0,120.0,24.0,1.0,1.0
313,ETC_and_MEP,ZCP4_0900,0.9264617687272713,0.9656036178010069,0.041666666666666664,0.005319148936170213,0.009433962264150943,1.0,188.0,24.0,1.0,0.5035486780423544
314,ETC_and_MEP,ZCP4_1387,0.9656036178010069,0.9656036178010069,0.041666666666666664,0.0041841004184100415,0.007604562737642585,1.0,239.0,24.0,1.0,0.35322387267763045
315,translation_1,ZCP4_0018,0.959115128144808,0.988342321228347,0.02564102564102564,0.006993006993006993,0.01098901098901099,1.0,143.0,39.0,1.0,0.3609402511981971
316,translation_1,ZCP4_0530,0.7360079681758556,0.988342321228347,0.02564102564102564,0.01639344262295082,0.02,1.0,61.0,39.0,1.0,1.0
317,translation_1,ZCP4_1046,0.9303851157211456,0.988342321228347,0.02564102564102564,0.008333333333333333,0.012578616352201259,1.0,120.0,39.0,1.0,0.5120444002560771
318,translation_1,ZCP4_1042,0.3505801349852077,0.988342321228347,0.02564102564102564,0.05,0.033898305084745756,1.0,20.0,39.0,1.0,0.3505801349852077
319,translation_1,ZCP4_1382,0.9124568981703355,0.988342321228347,0.02564102564102564,0.00909090909090909,0.013422818791946308,1.0,110.0,39.0,1.0,0.7271919195979496
320,translation_1,ZCP4_1718,0.988342321228347,0.988342321228347,0.02564102564102564,0.00510204081632653,0.00851063829787234,1.0,196.0,39.0,1.0,0.11626138095411259
321,translation_1,ZCP4_0375,0.8703114447244006,0.988342321228347,0.05128205128205128,0.012422360248447204,0.019999999999999997,2.0,161.0,39.0,1.0,0.5735127872354344
322,translation_1,ZCP4_0900,0.9215469950573271,0.988342321228347,0.05128205128205128,0.010638297872340425,0.017621145374449337,2.0,188.0,39.0,1.0,0.4233917193323262
