,imodulon,regulator,pvalue,qvalue,precision,recall,f1score,TP,regulon_size,imodulon_size,n_regs,fisher_p_value
76,oxidation_response_2,ZCP4_1194,0.5008688353472625,0.8448365370512918,0.04,0.02,0.02666666666666667,1.0,50.0,25.0,1.0,0.5008688353472625
77,oxidation_response_2,ZCP4_0128,0.29264300235875906,0.8448365370512918,0.12,0.02158273381294964,0.036585365853658534,3.0,139.0,25.0,1.0,0.430478857082332
78,oxidation_response_2,ZCP4_1046,0.8175656812814918,0.8448365370512918,0.04,0.008333333333333333,0.013793103448275862,1.0,120.0,25.0,1.0,1.0
79,oxidation_response_2,ZCP4_1465,0.8448365370512918,0.8448365370512918,0.04,0.007633587786259542,0.01282051282051282,1.0,131.0,25.0,1.0,1.0
80,oxidation_response_2,ZCP4_0018,0.5919031129034396,0.8448365370512918,0.08,0.013986013986013986,0.023809523809523808,2.0,143.0,25.0,1.0,1.0
81,oxidation_response_2,ZCP4_0900,0.7433467027766355,0.8448365370512918,0.08,0.010638297872340425,0.018779342723004695,2.0,188.0,25.0,1.0,1.0
82,oxidation_response_2,ZCP4_1718,0.27386780158306695,0.8448365370512918,0.16,0.02040816326530612,0.03619909502262443,4.0,196.0,25.0,1.0,0.3321743727939468
83,oxidation_response_2,ZCP4_1387,0.41349777359467715,0.8448365370512918,0.16,0.016736401673640166,0.0303030303030303,4.0,239.0,25.0,1.0,0.5567780676553835
84,oxidation_response_2,ZCP4_0523,0.21072549370306454,0.8448365370512918,0.08,0.031746031746031744,0.045454545454545456,2.0,63.0,25.0,1.0,0.21072549370306454
85,oxidation_response_2,ZCP4_1382,0.44762508317738253,0.8448365370512918,0.08,0.01818181818181818,0.02962962962962963,2.0,110.0,25.0,1.0,0.6587980635080417
86,toxin_secretion,ZCP4_0523,0.015903978921057056,0.15903978921057055,0.3333333333333333,0.031746031746031744,0.057971014492753624,2.0,63.0,6.0,1.0,0.015903978921057056
87,toxin_secretion,ZCP4_0018,0.07340207668809214,0.18126269383707927,0.3333333333333333,0.013986013986013986,0.026845637583892617,2.0,143.0,6.0,1.0,0.07340207668809214
88,toxin_secretion,ZCP4_0128,0.06975627807067222,0.18126269383707927,0.3333333333333333,0.014388489208633094,0.02758620689655172,2.0,139.0,6.0,1.0,0.06975627807067222
89,toxin_secretion,ZCP4_0375,0.09063134691853963,0.18126269383707927,0.3333333333333333,0.012422360248447204,0.02395209580838323,2.0,161.0,6.0,1.0,0.09063134691853963
90,toxin_secretion,ZCP4_1382,0.04553366088223036,0.18126269383707927,0.3333333333333333,0.01818181818181818,0.034482758620689655,2.0,110.0,6.0,1.0,0.04553366088223036
91,toxin_secretion,ZCP4_1194,0.1528640116452375,0.19818485377870595,0.16666666666666666,0.02,0.03571428571428571,1.0,50.0,6.0,1.0,0.1528640116452375
92,toxin_secretion,ZCP4_0210,0.15854788302296477,0.19818485377870595,0.16666666666666666,0.019230769230769232,0.034482758620689655,1.0,52.0,6.0,1.0,0.15854788302296477
93,toxin_secretion,ZCP4_1718,0.12754071680383117,0.19818485377870595,0.3333333333333333,0.01020408163265306,0.0198019801980198,2.0,196.0,6.0,1.0,0.12754071680383117
94,toxin_secretion,ZCP4_0530,0.18373364093992434,0.20414848993324924,0.16666666666666666,0.01639344262295082,0.02985074626865672,1.0,61.0,6.0,1.0,0.18373364093992434
95,toxin_secretion,ZCP4_0900,0.47748163294199336,0.47748163294199336,0.16666666666666666,0.005319148936170213,0.010309278350515464,1.0,188.0,6.0,1.0,0.47748163294199336
96,motility,ZCP4_0900,0.8237638610810906,0.893673396439136,0.0625,0.005319148936170213,0.00980392156862745,1.0,188.0,16.0,1.0,1.0
97,motility,ZCP4_1046,0.6624663432894828,0.893673396439136,0.0625,0.008333333333333333,0.014705882352941176,1.0,120.0,16.0,1.0,1.0
98,motility,ZCP4_0265,0.23255564341786927,0.893673396439136,0.0625,0.03333333333333333,0.04347826086956522,1.0,30.0,16.0,1.0,0.23255564341786927
99,motility,ZCP4_1387,0.893673396439136,0.893673396439136,0.0625,0.0041841004184100415,0.00784313725490196,1.0,239.0,16.0,1.0,0.7101918121627755
100,motility,ZCP4_1465,0.6956077767957762,0.893673396439136,0.0625,0.007633587786259542,0.013605442176870748,1.0,131.0,16.0,1.0,1.0
101,SG_5,ZCP4_1718,0.10675381263616557,0.10675381263616557,1.0,0.00510204081632653,0.01015228426395939,1.0,196.0,1.0,1.0,0.10675381263616557
102,noise_4,ZCP4_0375,0.44726639145577124,0.8317373411007902,0.11764705882352941,0.012422360248447204,0.02247191011235955,2.0,161.0,17.0,1.0,0.6558617182471442
103,noise_4,ZCP4_1042,0.17057446653702948,0.8317373411007902,0.058823529411764705,0.05,0.05405405405405405,1.0,20.0,17.0,1.0,0.17057446653702948
104,noise_4,ZCP4_1046,0.6847213096660004,0.8317373411007902,0.058823529411764705,0.008333333333333333,0.014598540145985401,1.0,120.0,17.0,1.0,1.0
105,noise_4,ZCP4_1718,0.5562014353758666,0.8317373411007902,0.11764705882352941,0.01020408163265306,0.018779342723004692,2.0,196.0,17.0,1.0,0.7016269537272775
106,noise_4,ZCP4_0900,0.5324900666480795,0.8317373411007902,0.11764705882352941,0.010638297872340425,0.019512195121951223,2.0,188.0,17.0,1.0,0.6905215934149258
107,noise_4,ZCP4_0128,0.7393220809784802,0.8317373411007902,0.058823529411764705,0.007194244604316547,0.012820512820512822,1.0,139.0,17.0,1.0,1.0
108,noise_4,ZCP4_0265,0.2452058251197724,0.8317373411007902,0.058823529411764705,0.03333333333333333,0.0425531914893617,1.0,30.0,17.0,1.0,0.2452058251197724
109,noise_4,ZCP4_1382,0.6518271088896017,0.8317373411007902,0.058823529411764705,0.00909090909090909,0.015748031496062992,1.0,110.0,17.0,1.0,1.0
110,noise_4,ZCP4_1387,0.907636065807843,0.907636065807843,0.058823529411764705,0.0041841004184100415,0.0078125,1.0,239.0,17.0,1.0,0.7143213134473425
111,transport_1,ZCP4_1382,1.9986503898631367e-06,3.597570701753646e-05,0.47058823529411764,0.07272727272727272,0.12598425196850394,8.0,110.0,17.0,1.0,1.9986503898631367e-06
112,transport_1,ZCP4_1718,0.00015248062518418668,0.0013723256266576802,0.47058823529411764,0.04081632653061224,0.07511737089201877,8.0,196.0,17.0,1.0,0.00015248062518418668
113,transport_1,ZCP4_1637,0.0011848337206932743,0.007109002324159646,0.11764705882352941,0.3333333333333333,0.1739130434782609,2.0,6.0,17.0,1.0,0.0011848337206932743
114,transport_1,ZCP4_0265,0.0022954963033823177,0.010329733365220431,0.17647058823529413,0.1,0.12765957446808512,3.0,30.0,17.0,1.0,0.0022954963033823177
115,transport_1,ZCP4_0128,0.006805711208137706,0.02450056034929574,0.29411764705882354,0.03597122302158273,0.0641025641025641,5.0,139.0,17.0,1.0,0.006805711208137706
116,transport_1,ZCP4_1585,0.010117024866203092,0.03035107459860928,0.11764705882352941,0.11764705882352941,0.11764705882352941,2.0,17.0,17.0,1.0,0.010117024866203092
117,transport_1,ZCP4_0530,0.017025099033679582,0.04178347082661576,0.17647058823529413,0.04918032786885246,0.07692307692307691,3.0,61.0,17.0,1.0,0.017025099033679582
118,transport_1,ZCP4_0523,0.01857043147849589,0.04178347082661576,0.17647058823529413,0.047619047619047616,0.075,3.0,63.0,17.0,1.0,0.01857043147849589
119,transport_1,ZCP4_0018,0.03777471835712082,0.06799449304281747,0.23529411764705882,0.027972027972027972,0.049999999999999996,4.0,143.0,17.0,1.0,0.03777471835712082
120,transport_1,ZCP4_0168,0.036555265145483226,0.06799449304281747,0.058823529411764705,0.25,0.09523809523809523,1.0,4.0,17.0,1.0,0.036555265145483226
121,transport_1,ZCP4_0812,0.045495527423063335,0.07444722669228546,0.058823529411764705,0.2,0.0909090909090909,1.0,5.0,17.0,1.0,0.045495527423063335
122,transport_1,ZCP4_0375,0.05489837625922934,0.08234756438884401,0.23529411764705882,0.024844720496894408,0.0449438202247191,4.0,161.0,17.0,1.0,0.05489837625922934
123,transport_1,ZCP4_0210,0.08161501539359756,0.11300540592959663,0.11764705882352941,0.038461538461538464,0.05797101449275363,2.0,52.0,17.0,1.0,0.08161501539359756
124,transport_1,ZCP4_1387,0.1707390350061839,0.21952161643652215,0.23529411764705882,0.016736401673640166,0.03125,4.0,239.0,17.0,1.0,0.263102969198341
125,transport_1,ZCP4_1046,0.3063868812652009,0.3676642575182411,0.11764705882352941,0.016666666666666666,0.029197080291970802,2.0,120.0,17.0,1.0,0.3063868812652009
126,transport_1,ZCP4_1194,0.37591593047195027,0.4229054217809441,0.058823529411764705,0.02,0.02985074626865672,1.0,50.0,17.0,1.0,0.37591593047195027
127,transport_1,ZCP4_1465,0.7175173269275088,0.7597242285114799,0.058823529411764705,0.007633587786259542,0.013513513513513513,1.0,131.0,17.0,1.0,1.0
128,transport_1,ZCP4_0900,0.8419684732331537,0.8419684732331537,0.058823529411764705,0.005319148936170213,0.009756097560975611,1.0,188.0,17.0,1.0,1.0
129,SG_7,ZCP4_0530,0.03322440087145969,0.06644880174291938,1.0,0.01639344262295082,0.03225806451612903,1.0,61.0,1.0,1.0,0.03322440087145969
130,SG_7,ZCP4_1718,0.10675381263616557,0.10675381263616557,1.0,0.00510204081632653,0.01015228426395939,1.0,196.0,1.0,1.0,0.10675381263616557
131,sulfur_transport,ZCP4_0128,0.11791445841371086,0.595446911451708,0.25,0.014388489208633094,0.027210884353741496,2.0,139.0,8.0,1.0,0.11791445841371086
132,sulfur_transport,ZCP4_0375,0.15080580649632916,0.595446911451708,0.25,0.012422360248447204,0.023668639053254434,2.0,161.0,8.0,1.0,0.15080580649632916
133,sulfur_transport,ZCP4_1046,0.41830895116490335,0.595446911451708,0.125,0.008333333333333333,0.015625,1.0,120.0,8.0,1.0,0.41830895116490335
134,sulfur_transport,ZCP4_0900,0.5793523184630515,0.595446911451708,0.125,0.005319148936170213,0.01020408163265306,1.0,188.0,8.0,1.0,0.5793523184630515
135,sulfur_transport,ZCP4_1465,0.4475368355954731,0.595446911451708,0.125,0.007633587786259542,0.01438848920863309,1.0,131.0,8.0,1.0,0.4475368355954731
136,sulfur_transport,ZCP4_0018,0.4779486499913878,0.595446911451708,0.125,0.006993006993006993,0.01324503311258278,1.0,143.0,8.0,1.0,0.4779486499913878
137,sulfur_transport,ZCP4_0210,0.20570140083665878,0.595446911451708,0.125,0.019230769230769232,0.03333333333333334,1.0,52.0,8.0,1.0,0.20570140083665878
138,sulfur_transport,ZCP4_0523,0.24412066477267702,0.595446911451708,0.125,0.015873015873015872,0.02816901408450704,1.0,63.0,8.0,1.0,0.24412066477267702
139,sulfur_transport,ZCP4_1382,0.39057309974661614,0.595446911451708,0.125,0.00909090909090909,0.01694915254237288,1.0,110.0,8.0,1.0,0.39057309974661614
140,sulfur_transport,ZCP4_1718,0.595446911451708,0.595446911451708,0.125,0.00510204081632653,0.009803921568627449,1.0,196.0,8.0,1.0,0.595446911451708
141,oxidation_response_1,ZCP4_0018,0.047049433044103646,0.6443027059516011,0.14516129032258066,0.06293706293706294,0.0878048780487805,9.0,143.0,62.0,1.0,0.0530465239315019
142,oxidation_response_1,ZCP4_0128,0.18408648741474318,0.6443027059516011,0.11290322580645161,0.050359712230215826,0.06965174129353234,7.0,139.0,62.0,1.0,0.2277144864562465
143,oxidation_response_1,ZCP4_0523,0.1605838811273392,0.6443027059516011,0.06451612903225806,0.06349206349206349,0.064,4.0,63.0,62.0,1.0,0.1605838811273392
144,oxidation_response_1,ZCP4_1387,0.09806676050474819,0.6443027059516011,0.1935483870967742,0.0502092050209205,0.079734219269103,12.0,239.0,62.0,1.0,0.12756860857928223
145,oxidation_response_1,ZCP4_0530,0.3398891942547116,0.8247206656882674,0.04838709677419355,0.04918032786885246,0.04878048780487805,3.0,61.0,62.0,1.0,0.45859219330628365
146,oxidation_response_1,ZCP4_0900,0.4531377697578424,0.8247206656882674,0.11290322580645161,0.03723404255319149,0.05600000000000001,7.0,188.0,62.0,1.0,0.6746152212478891
147,oxidation_response_1,ZCP4_1194,0.8247206656882674,0.8247206656882674,0.016129032258064516,0.02,0.017857142857142856,1.0,50.0,62.0,1.0,1.0
148,oxidation_response_1,ZCP4_0375,0.8087131494606457,0.8247206656882674,0.06451612903225806,0.024844720496894408,0.03587443946188341,4.0,161.0,62.0,1.0,0.6510972528702594
149,oxidation_response_1,ZCP4_1382,0.5159073061749954,0.8247206656882674,0.06451612903225806,0.03636363636363636,0.046511627906976744,4.0,110.0,62.0,1.0,0.7851273733764336
150,oxidation_response_1,ZCP4_1465,0.6579638677479711,0.8247206656882674,0.06451612903225806,0.030534351145038167,0.04145077720207253,4.0,131.0,62.0,1.0,1.0
151,oxidation_response_1,ZCP4_1718,0.6648268174780847,0.8247206656882674,0.0967741935483871,0.030612244897959183,0.04651162790697674,6.0,196.0,62.0,1.0,1.0
152,oxidation_response_1,ZCP4_1046,0.7842236715401217,0.8247206656882674,0.04838709677419355,0.025,0.03296703296703297,3.0,120.0,62.0,1.0,0.7946533806494495
153,oxidation_response_1,ZCP4_1137,0.4038694721882393,0.8247206656882674,0.016129032258064516,0.06666666666666667,0.025974025974025976,1.0,15.0,62.0,1.0,0.4038694721882393
154,oxidation_response_1,ZCP4_0210,0.5310892254314121,0.8247206656882674,0.03225806451612903,0.038461538461538464,0.03508771929824561,2.0,52.0,62.0,1.0,0.6944070472591213
155,fructose_transport_maybe,ZCP4_1042,0.031338399936522994,0.23747520099205938,0.07692307692307693,0.1,0.08695652173913043,2.0,20.0,26.0,1.0,0.031338399936522994
156,fructose_transport_maybe,ZCP4_0389,0.04190738841036342,0.23747520099205938,0.038461538461538464,0.3333333333333333,0.06896551724137931,1.0,3.0,26.0,1.0,0.04190738841036342
157,fructose_transport_maybe,ZCP4_0071,0.028129507933963776,0.23747520099205938,0.038461538461538464,0.5,0.07142857142857144,1.0,2.0,26.0,1.0,0.028129507933963776
158,fructose_transport_maybe,ZCP4_0265,0.06582469074897175,0.2792194234198059,0.07692307692307693,0.06666666666666667,0.07142857142857144,2.0,30.0,26.0,1.0,0.06582469074897175
159,fructose_transport_maybe,ZCP4_0657,0.08212335982935468,0.2792194234198059,0.038461538461538464,0.16666666666666666,0.0625,1.0,6.0,26.0,1.0,0.08212335982935468
160,fructose_transport_maybe,ZCP4_1387,0.11138571115769971,0.31559284828014916,0.23076923076923078,0.02510460251046025,0.045283018867924525,6.0,239.0,26.0,1.0,0.1373046601305738
161,fructose_transport_maybe,ZCP4_1137,0.19326705893636564,0.45930959925627673,0.038461538461538464,0.06666666666666667,0.04878048780487805,1.0,15.0,26.0,1.0,0.19326705893636564
162,fructose_transport_maybe,ZCP4_1585,0.21614569376765963,0.45930959925627673,0.038461538461538464,0.058823529411764705,0.04651162790697675,1.0,17.0,26.0,1.0,0.21614569376765963
