Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
ZMO1_ZMO0001,0.016404581634374468,0.004688602552856453,-0.039644184928719635,0.010584438284534101,-0.014520541300544467,0.013664489569424836,0.011738389579711852,-0.002236181717618248,-0.021726428676942383,0.13653914666299144,0.04586632129953196,-0.0035648668692458705,-0.02356315550615417,-0.0073336742833761525,-0.011507310231888106,0.0352410931031662,-0.008030286142027098,-0.04840392128249555,0.004638214946271281,-0.022347139156360888,-0.029458661927510232,-0.11997725150434672,0.017591051075231453,-0.0024653075245568597,0.010748072709319472,-0.020988787022205104,-0.002999273410510256,0.013873645393537658,0.01762111879540039,0.01651548385442596,0.011620106978484975,0.006079961523739591,-0.019532525426823107,-0.007491692525692364,-0.004097312364363996,0.034489784395064775,0.04027549978342205,0.013320436037449866,-0.02641040473368947,-0.02213080152629717,0.05913227766637369,-0.009428239748108693,0.029402472511632315,0.032493560702623804,-0.001007794528181704,0.03185577821319764,-0.00577934962628831,0.009353733281257732,0.0024675065747040794,0.006595783022235662,0.005518457077493798,-0.013406066512714716,0.012191963829359345,0.02251886141100675,0.012608388593831595,-0.01246445570904894,0.009768591116395676,0.016737596800369705,0.015282626255998466,0.018966670371670498,-0.009296475652153859,0.018558239177010893,0.050736343598828976,0.0036874516482676544,-0.004185347110234045,0.020360202790705738,0.007029710806113173,0.06711814230825917,-0.01005345134418598,0.05667896918338704,0.06293858697487148,0.03263740335915097,-0.010843495854650066,0.005707788593414111,-0.003189575206620843,-0.00790805408182587,-0.00677159965301276,0.0010234839531176644,-0.007889327524999991,0.007300238421479888,0.00011185988066507357,-0.035388255205111206,0.010288571709456127,0.009041376069390438,-0.04806286258977678,-0.01854357099416243,0.00562801032122232,-0.022293120955380684,0.46482258082450373,0.0015407033711207553,0.02130582267916184,-0.012071434466417038,-0.014888041591735925,-0.005426260172910115,-0.007830048655779964,-0.009030572498268729,-0.0016907200968025863
ZMO1_ZMO0002,0.018208941788441582,-0.0010154308153892597,-0.013225581244585345,0.02677440738296486,0.012034290112991708,0.012831240481030652,0.011661877408851596,0.05571562031867293,0.025600475208698757,0.015992168000983128,0.0035620623003147244,-0.006904888378861945,0.015571322124182458,-0.014852924877479799,0.0331413875252161,0.016099110606759236,-0.00023823728364617182,-0.02255894852210648,-0.021993288913194756,-0.008940060967412438,0.02845832564112346,-0.02026716940496355,0.018389131112835935,-0.007653566268881405,0.011032115670040074,-0.012844018667389047,-0.008893694904538686,-0.0038146725775271215,-0.03807870386362365,-0.01608438216161498,0.006173066379330384,-0.02571929962836621,-0.005910815282644155,-0.029048852613861833,-0.005322390356051659,-0.027453059628919887,0.0048012636791495,-0.008055091827444825,0.001480208129587782,0.036561197096726394,-0.013853819810122882,0.0025797074918612315,-0.010659281502532678,-0.03924383255811248,-0.0036478983786350024,0.006299077486389827,0.002356235031757843,0.017437743386569816,-0.01237943620647611,-0.00669839224122986,-0.007771048088698355,-0.0012088964719283943,-0.001756051741290955,0.001965422034880715,-0.018855512774622073,0.015113210093081567,-0.0335552081298638,-0.00725094002704145,2.0627370419304067e-05,0.024382205333219564,0.0012584973658477559,-0.08731766873915126,0.03816019019581429,0.017280558616555416,-0.0028182418730934057,-0.0014628760135844518,0.011426510415068305,0.008141092789887273,-0.0075824653923983526,0.003950994112246157,0.017007884194881705,0.025867089909597928,0.0016402615178146038,-0.06325284185532318,0.047390452893339624,-0.00037989862906325,-0.03536257686938727,0.056696817439834846,0.0022860598446515167,0.0005753423152671606,0.01880825250079397,0.0024500494713328874,0.006068513501392155,0.0020354153152630167,0.026115937817502086,0.019016379381109613,0.009249912145173123,0.007586583915477401,0.23762655522110468,0.025076984227856845,0.01585550319514507,-0.011626585652042215,0.0017524507795485642,-0.006432972213065978,-0.002454628793879097,-0.036927942897365694,-0.04850869901862175
ZMO1_ZMO0003,0.00019881729149083917,0.0292494034882655,-0.011974023352352354,-0.007599241157686544,-0.021821106907397168,-0.019503403634018254,0.013305215360413089,0.0033332034090113416,-0.054966531280176256,0.01682588764005823,0.009363881707978082,7.475495291081319e-05,-0.002638116273034059,0.01746270296282977,0.010567096554983018,0.008263433406669192,0.024630164476956814,-0.005427350638014603,0.018156542636627877,0.005996423181529221,-0.03379174796736129,0.03588863557803942,-0.0023057873870145802,-0.05965895194002454,0.008973945161391413,-0.01754861056410907,-0.0145446352277072,-0.0021400310556873386,-0.0301044718117803,0.013019729903591671,-0.023959308439136094,-0.008360388146027447,-0.0012491122410235693,0.0020017443434127043,-0.0030397481754105777,0.0003410663439741839,-0.004096958362156802,0.007876415796593518,-0.010192818440294817,0.014718144037738625,-0.02270737223399317,0.029261949949477905,-0.011453159232196006,0.035801323863057205,-0.029773761124299157,-0.01673961601350807,0.020832813445796204,0.010222275606931248,0.019864823431110384,0.017576756216913004,0.026027556583616492,0.001110246213878759,0.0024549617086965804,0.020570752248951673,-0.007391864860988485,-0.01365326346607216,0.004841827493102567,-0.015899562608997515,-0.013965999448929168,0.0021864711142655126,0.0018085344191327742,0.006040436176975703,0.3807752865877181,-0.009634309581556177,-0.04092630198788001,-0.014339840792748467,0.05106607445064133,0.0074438658188128,0.013057985945803756,-0.019954443275639264,-0.05158408779806547,0.006196998020585204,0.004595665610761898,-0.0321021057350286,-0.00877961587223272,-0.009203006109035228,-0.0014068144276217667,-0.008356876110202123,0.00910604745029848,-0.0021846108484248196,0.006730310817934485,0.01800350099375478,0.001611387746523356,0.013556932089787373,0.0011194938487028062,0.01753506803211464,-0.00872247225916874,-0.0167056090051814,-0.027986353894364487,-0.008619371299775714,-0.010543843675146056,-0.005215441043627183,0.0016253946335605537,-0.013069875431637467,-0.019225625398726808,-0.00391813749513279,0.010915787571555476
ZMO1_ZMO0004,-0.002958043279982932,0.017596388658454608,0.0006293234144591757,0.005173528784841772,-0.0009626304137336411,0.0042248978263719076,-0.0031483752999775317,0.0012807001485410766,0.0004544158430864337,0.1358819522050409,-0.0005289818356034261,-0.007796947601594302,0.0001251267912463451,0.0171191410493551,0.004121176761618546,0.010249156258993175,0.003090798231408128,0.0031409642920513735,-0.001648077195917105,-0.0027998796182835076,0.010602016749450716,-0.0026493390383009476,0.003657338826809901,-0.023923649483835064,-0.006897664499652838,-0.007754866100604822,-0.00534059419803487,0.002416700945611247,-0.01308494018153551,-0.006300384171036508,0.002340765204809221,-0.0024059855227970134,0.01549150437340311,0.012153905797898627,-0.009947210850897979,-0.009520473245698172,-0.002538028664500901,-0.02674675666166525,-0.012089582100797972,-0.006038803885603668,-0.012336460059733507,-0.027346905336466394,-0.006803812518010627,0.008127750862803556,-0.005177339602496304,-0.02324423853137459,0.0026744546100808606,-0.009397133335345706,-0.007941865867588117,0.021579952731849136,-0.0016783528020282374,0.004308068412985499,0.004339450709052042,0.013411074269654096,-0.010645147092528371,0.0018105042337379677,0.020279987603400707,-0.02920197661957205,-0.0061612076564365285,0.0015137990093872695,-0.0028634507924857598,0.006407764351304789,0.34611312947558875,0.004189425454523166,-0.01610250504833126,-0.019154274515260996,0.0005273056578997727,0.002090696955594739,-0.0029040249441652476,0.009290903160968237,-0.012923846310308821,0.006601403765387833,-0.0011858576560380937,0.00865333219603471,0.016325507603455483,0.006262218163348004,-0.02693421008595017,-0.02472581131576534,-0.008559378212523311,-0.009714656813361705,0.020797123406360498,0.002406944093067194,-0.0030160290612552872,-0.007455958179673077,0.008588380859215676,0.00557938695955389,0.009589396298112934,-0.013078242932131995,-0.006667351367375591,7.31469182859706e-05,-0.0020548745679283276,-0.0082916314820172,0.022410203602245785,0.023025439146441912,-0.012846355930742594,-0.010633138885057954,-0.00986556366592616
ZMO1_ZMO0005,2.6117442049341627e-05,-0.007934122301835872,0.00872933566665333,0.005132165879172982,0.013481215767041416,0.012229180503607112,0.0016899820645555636,-0.0010371182333996987,-0.0033922222972888865,0.2659531985527998,0.024115424727227247,0.001364084003644779,-0.013431719456218447,-0.01308145095876293,0.004307317776518046,0.010073117043915938,-0.010277178675216918,0.01371544444830466,-0.004011913006331393,-0.015450395025628427,0.005422232408977383,-0.017407015232188655,0.007557470317998597,0.026399483954859693,-0.002879141897941659,0.0008707506530911848,-0.0030245922833013546,-0.02512381756222022,-0.0026550386717378144,-0.0035120730150855883,0.0052514294281922076,0.007482293632470498,0.008681414210580137,0.03197078801205326,-0.00673151917590258,0.015073181214880726,-0.027791101428283387,-0.027668587754798742,-0.00429953591309639,-0.00015845887530713484,-0.015311836769192523,-0.01737787706010638,-0.0133162280428024,0.019755814488104043,0.00013985737011937985,0.0029822112124758982,-0.0012697900377611254,-0.0020787304119630323,-0.005620806254931685,0.015688670733737448,0.006618969681429203,0.004868376819374149,-0.02637069611291195,0.004389307734246331,-0.003674797887944872,-0.006333399818145244,-0.016298276634531293,-0.02455890486796398,-0.0015586463461565727,0.0034758849881137152,-0.00421118303499664,0.031192539656422987,0.20839719161573222,-0.0013842599708083093,0.015369530568065408,-0.007279975060142987,-0.014297643839203527,0.008585048784314544,-0.0012970662817773588,0.030303403535524166,-0.003984347930247789,-0.011051619142030483,0.007654014697350781,0.009075198474850823,0.02560854059494165,0.022525842849411594,-0.028082497199117006,0.010712793477692318,0.03053676980649421,-0.008896753612478872,0.015057328370821129,-0.020333006582564997,-0.010608766667462112,0.03284551681088621,0.0018261446001474493,-0.011332864402583088,0.03272147643668649,0.00941105010139741,-0.06698191171993671,0.01681500812892899,-0.0010064267992702164,-0.0028830978962661106,0.024172428053916575,-0.0013023368344962651,-0.01021376937371875,-0.02660557564262181,-0.005737344663116909
ZMO1_ZMO0006,-0.009488548307116656,0.010772500763276736,-0.004910426593708789,0.02696175181115223,0.027477594099275804,-0.003281769640412853,0.00408438157235263,-0.012722648689381643,0.004073252611856732,0.3704223258759327,-0.006575349613881779,0.005629310734039468,-0.005708928940729544,-0.003382749563368022,0.0004952988538845425,0.0015530220770981552,-0.009682576845950643,0.0006273311229583136,0.0068358121224881266,-0.021909228206761184,0.01466100676488305,-0.019228019503962048,-0.0011257315242061863,0.0070423472954945655,-0.006393816228510705,0.005968472979819517,-0.0017687976465843908,-0.04337591578801119,0.008529956399999079,-0.0012087562472504238,-0.0004126240992358156,-0.00310157220074254,-0.003929474096827443,0.03290772666891756,0.0034747918019932904,-0.005765134069309662,-0.005181482914858532,-0.017473248529695395,0.034056459973561354,0.01169340381771718,0.0026088245892277656,0.0163001764759084,-0.003717548437930534,0.03973068870062062,-0.007163714228839909,-0.005387613658182189,0.006450038848164357,0.00496126285129194,0.003766089262446099,0.013234516481256457,-0.014590591463305111,-0.008788426932503516,-0.018282587721416648,-0.008405420596780015,-0.022408336987647,0.001777827861125639,-0.00764536137156975,-0.010788993189304612,0.023951956609423834,-0.01419822383703098,0.03049190630227185,0.014785041896667593,-0.031616898485860655,0.0015880280468786175,0.005432432250993685,0.005202974200138095,-0.01756068860477768,-0.009483031927549495,-0.01141920312595967,-0.02477687875416547,-0.009700952499621537,-0.028083633490653077,0.025899873074009427,0.02969516557112493,0.00487961646995758,0.006384590833900549,0.005239781513372802,-0.003868555201597053,0.054576930003920616,0.031459021958600134,0.0061945817778854525,-0.0072052659842266175,0.011508649961227633,0.01022793834556135,-0.010753850983565084,-0.003264505230039574,0.018472531608272395,0.008340710142228218,-0.0640097807304041,-0.010897505057324565,-0.009902272574286358,0.004937276748115257,0.009926327158219606,0.0008018468387010392,-0.005152262116993672,-0.011201743880047011,-0.005186066147143627
ZMO1_ZMO0007,-0.009034413996551752,-0.003138589970833845,-0.014150080071195307,0.030512477190541586,0.019674967575552427,-0.020741685582083925,-0.005456054760852208,-0.002509324215082725,0.022957540235636408,-0.012587074362162482,-0.027860064724063868,-0.0017248906304870551,-0.003105246821087908,0.010823105781098331,-0.011834732744833777,-0.008646470658529826,0.0011412610895266578,-0.003498216691403986,-0.002800666772400839,0.023920619647284407,0.011511475415644516,-0.01711743284718732,-0.008685190779924749,0.002981381367551031,0.0027695034968941946,0.015294440282832623,-0.002587690496363456,0.013582637813958959,0.019134444000921964,-0.003918042990733771,0.033830638116259866,0.007047625509084588,-0.0168800539483229,-0.02796682274617115,-0.0017600450991841676,-0.004244536736495321,0.015700455960460408,0.0003793401022009498,-0.0055611099462765535,0.011513490590970865,0.005553520566344215,0.005252366277615569,-0.0037419329150084613,-0.021847292549518792,0.009373708307826401,0.02165978531545682,-0.016773895213252836,0.01000756160316217,0.00530483458899327,-0.01901429187566623,-0.007326252954546984,-0.0060865358732544944,0.004735819902974613,-0.034553583025861326,0.02894466250301238,-0.009053116302687911,-0.00028487342326099927,0.004777387225539895,0.010617616592153665,-0.001119693224816032,-0.0006912216714790245,-0.015148427659625645,0.37248833295644485,0.008135081575120004,0.009590259911601751,-0.002197384067110209,-0.006045989311605528,-0.02837886800819836,0.00988910960179577,0.003897041640054486,-0.005068431988001689,-0.0010397374305607706,0.010735197843394023,-0.008638930689601181,-0.0008159397551267492,-0.00829209998333615,0.01701156868959894,-0.0052718607913842894,-0.004111789055197218,0.005247836352569335,-0.015949411249636218,-0.00935506946300273,0.0013711529168335182,-0.010408402930996364,-0.01783104611333131,-0.00819456766936454,-0.02014728973794082,-0.005994116712921967,0.047359488980761075,0.00025616364213782,0.030580035233706875,-0.03159675994675356,-0.03160921699594254,-0.011990548852116749,0.011593913862576147,0.029622783584807782,0.009926821842114388
ZMO1_ZMO0008,-0.0037810359298679755,0.00559278860925772,-0.013853102986504847,0.017307776651747122,0.012476016382402358,-0.00689421878611298,-0.013365949569010818,0.005219732532383439,0.020750574455670735,0.05112439698115887,-0.0213059478333538,0.00038734300547402825,0.0026658733275414844,0.0023414826731122003,-0.01192460947845921,-0.02178081962478842,-0.009397021005499143,-0.002367434551060084,0.004377294716148518,0.0076074961620681775,-0.002979821653415578,-0.0024056817616533986,-0.003379930969219127,0.02964129107401994,0.008932616680406414,0.015337146497545988,0.022025690840408216,0.0028323637787551737,0.028311427883641615,-0.0067358579773632715,0.005445241324923494,0.0068765416102517145,0.008407141434742397,0.007773108656035934,-0.009287482471642858,-0.0011228000526934507,-0.00034654760883446256,0.006235609909107062,0.010260579803225192,-0.015034776574901773,0.006968836343319761,0.01687108328479171,-0.007044673142332597,-0.007070149732797775,-0.0036561983712945457,0.02626145676403946,0.006894333715477375,0.012871651280890696,0.005666539009656022,-0.0076229426548089455,-0.012876681575610855,-0.0052288772502085135,-0.014880729969178203,-0.03915876415702813,0.010455876384579295,0.008184564256618492,-0.008877029347442668,0.005576025360387559,0.022331491762788626,0.0037218085098311873,-0.0032196084317837183,-0.0001861541883568787,0.3071443259963286,0.006620172475176183,0.004488537219179167,-0.012983106407663588,-0.004319068342192333,-0.009608381889524346,-0.020616183682519273,0.0003717559616961281,0.005283348281993609,-0.019393106387049257,0.0156607600652453,-0.006111509975245853,-0.005226566933790054,-0.007849441660326703,0.02234296924265583,-0.001295544824733472,-0.0027546770355600728,0.01375957645696184,-0.010757419115917155,-0.006683346596731658,-0.017278633635165536,0.0061632212328760335,-0.007196427941280064,0.010526785757352077,0.0020248498912260695,-0.009576542513446815,0.05198216526300765,-0.005811581540870028,0.018900632534622753,-0.011136516284457118,-0.02351858764100988,-0.007063204556194933,0.02624553668068754,0.01754741836298316,0.015182867223718883
ZMO1_ZMO0009,-0.006298073359349863,-0.011741704877758751,0.01025985436201328,-0.0031516953757435265,7.79217488117116e-05,-0.004211353215296627,-0.0018969506418911376,0.024795813842763803,0.023612930584029676,0.181573238318198,-0.02238570128217994,0.011427686313920016,0.00045188740340813474,-0.02454813935806588,-0.0036120915127088246,-0.028025188854413765,-0.020844283503283455,0.005098523994001239,0.018825659961948692,-0.0025818806475303895,-0.010304927753302535,-0.018829726148994697,-0.006729608752501558,0.04489292519284041,0.028201072578260215,-0.0004751869005452516,0.010701270446599713,0.0027731753302813115,0.03970512535277169,0.015311727777383929,-0.013520425083225658,-0.024860424005254164,-0.0009584219670083111,0.027727116954897536,-0.008504269380787691,-0.02421200855539371,-0.004632957623678679,-0.004872421475205715,-0.006934500119282585,-0.008130436613104478,0.00458518648167852,-0.005432314365353716,0.006801292268996334,-0.013962356691848164,-0.004373027363981569,0.02995894834761233,0.010113770819476836,0.026251069220355458,0.0071659738471970625,-0.015728185224653714,0.00586617880756008,-0.008646064840613478,-0.039018261816101435,-0.0675694602621634,0.0023985546676191806,0.019512614270075525,0.009131647607308717,0.027419482504516413,0.04400816014507023,-0.008001475555822082,-0.023714484388608518,-0.0091247765863267,0.13840394173444373,-0.0029235877341175194,0.02907748299687914,-0.007705843168832604,-0.007220642234235022,0.008418002822112454,-0.008454489320337296,6.623708258880768e-05,0.004299319606666625,-0.019866122594460717,0.015612376658658727,0.03423257914210074,-0.025740200762819958,0.004735023691044851,0.02170760136310203,0.010710090340248753,0.005282824838025269,-0.0012112750080108872,-0.014849128788841273,-0.01964521741862489,-0.006519541131107348,0.00832384143443152,0.009481552106841049,-0.01329208431124036,0.017442639749408607,-0.018209376372889725,0.055516187875684825,-0.004145340252622553,0.026097394846692462,-0.0036170451794775116,-0.011206696910091093,-0.00822462450962763,0.004058691591669197,0.013462459272042208,0.004503825064621045
ZMO1_ZMO0010,-0.006370868205600211,-0.015225931177105181,0.0014979478021957895,0.010203969722274123,0.0331773375804356,-0.009770884237260488,0.017664057692485288,-0.028046859128853855,0.010606892903419846,-0.02843690614678386,-0.03610641158400804,0.006114090992641703,-0.019053800500554524,0.009850571289427006,-0.004329734125876138,-0.01604430239023505,0.0022064023122421103,-0.021980175320122638,-0.041211648427473255,-0.009259951102411203,0.00875094318101687,0.016717050980954554,-0.0193086657615179,0.004878788900276044,-0.010414243239755892,-0.014671701662165698,-0.013510343567285582,-0.003499135031340732,0.008974752569073067,-0.01637951965585437,0.00794495625573989,-0.01177332721597838,-0.014774971505899669,-0.005009356291422134,-5.66148038214675e-05,0.006861247505366735,-0.010547718161538155,0.04040260036681862,0.0228396752920277,0.043968777781937196,0.031174385486272736,-0.014972958300903833,0.01709238169112932,0.008870110225010247,0.008657505683745634,0.021104063353749678,-0.030893267228959895,-0.0200147274406652,-0.005761235239259387,0.011816199262872083,0.029297715311249712,-0.01937484937549864,-0.005753993519598608,-0.026318828525140957,0.017419577564099887,-0.008578036423650291,0.013828702830447187,-0.016601802141934855,-0.016591180211923264,-0.020532018144595317,-0.007382032856661053,0.0029040385655643573,0.013889295293620992,-0.006066302402038256,0.002063711164482622,0.008362350552973049,-0.0015654359554875576,-0.002446106438772152,0.0012559943352936677,-0.002954156072417315,-0.02048647956987978,0.05129005320194833,0.01989678338454221,0.012254760428247137,-0.00811641698990091,-0.005989831701763747,-0.05386625192979061,0.023988165045556693,-0.006028903238666266,-0.05297670694906879,0.007022403186973912,-0.0026931603218934485,0.02527294424535377,-0.027627970029988416,-0.00810692879094378,0.02062414228828299,-0.02275796310166263,-0.042201733419220365,-0.010957166869918007,-0.01680958471387366,-0.01419105060109604,0.022437240807602864,-0.001394340274951794,-0.001738230325349871,0.018594205802584453,-0.0007011821449236547,-0.00022035842137960128
