regulator,gene_id
ZCP4_0375,ZCP4_0888
ZCP4_0900,ZCP4_0888
ZCP4_0900,ZCP4_0887
ZCP4_0375,ZCP4_0846
ZCP4_0900,ZCP4_0846
ZCP4_1718,ZCP4_0846
ZCP4_0900,ZCP4_0842
ZCP4_0900,ZCP4_0842
ZCP4_0900,ZCP4_0829
ZCP4_0018,ZCP4_0815
ZCP4_0900,ZCP4_0815
ZCP4_0900,ZCP4_0805
ZCP4_1382,ZCP4_0805
ZCP4_1387,ZCP4_0805
ZCP4_0128,ZCP4_0802
ZCP4_0900,ZCP4_0802
ZCP4_1382,ZCP4_0802
ZCP4_0900,ZCP4_0775
ZCP4_0900,ZCP4_0770
ZCP4_1465,ZCP4_0770
ZCP4_0900,ZCP4_0769
ZCP4_0128,ZCP4_0767
ZCP4_0375,ZCP4_0767
ZCP4_0900,ZCP4_0767
ZCP4_1387,ZCP4_0767
ZCP4_1465,ZCP4_0767
ZCP4_0900,ZCP4_0720
ZCP4_0530,ZCP4_0701
ZCP4_0900,ZCP4_0701
ZCP4_1465,ZCP4_0701
ZCP4_1718,ZCP4_0701
ZCP4_0900,ZCP4_0664
ZCP4_0900,ZCP4_0659
ZCP4_1387,ZCP4_0659
ZCP4_0900,ZCP4_0616
ZCP4_1387,ZCP4_0616
ZCP4_0018,ZCP4_0611
ZCP4_0128,ZCP4_0611
ZCP4_0530,ZCP4_0611
ZCP4_0900,ZCP4_0611
ZCP4_1382,ZCP4_0611
ZCP4_1718,ZCP4_0611
ZCP4_0900,ZCP4_0610
ZCP4_0900,ZCP4_0610
ZCP4_0900,ZCP4_0608
ZCP4_0265,ZCP4_0595
ZCP4_0530,ZCP4_0595
ZCP4_0900,ZCP4_0595
ZCP4_0900,ZCP4_0555
ZCP4_1387,ZCP4_0555
ZCP4_0900,ZCP4_0545
ZCP4_1387,ZCP4_0545
ZCP4_0018,ZCP4_0530
ZCP4_0375,ZCP4_0530
ZCP4_0530,ZCP4_0530
ZCP4_0900,ZCP4_0530
ZCP4_0375,ZCP4_0524
ZCP4_0900,ZCP4_0524
ZCP4_0900,ZCP4_0524
ZCP4_0095,ZCP4_0509
ZCP4_0900,ZCP4_0509
ZCP4_0375,ZCP4_0507
ZCP4_0900,ZCP4_0507
ZCP4_1387,ZCP4_0507
ZCP4_1465,ZCP4_0507
ZCP4_0900,ZCP4_0505
ZCP4_1387,ZCP4_0505
ZCP4_1465,ZCP4_0505
ZCP4_0900,ZCP4_0497
ZCP4_1465,ZCP4_0497
ZCP4_0900,ZCP4_0486
ZCP4_1465,ZCP4_0486
ZCP4_0900,ZCP4_0484
ZCP4_0018,ZCP4_0453
ZCP4_0523,ZCP4_0453
ZCP4_0900,ZCP4_0453
ZCP4_1382,ZCP4_0453
ZCP4_1718,ZCP4_0453
ZCP4_0900,ZCP4_0452
ZCP4_1465,ZCP4_0452
ZCP4_0018,ZCP4_0425
ZCP4_0128,ZCP4_0425
ZCP4_0210,ZCP4_0425
ZCP4_0375,ZCP4_0425
ZCP4_0523,ZCP4_0425
ZCP4_0900,ZCP4_0425
ZCP4_1382,ZCP4_0425
ZCP4_1465,ZCP4_0425
ZCP4_1718,ZCP4_0425
ZCP4_0128,ZCP4_0420
ZCP4_0900,ZCP4_0420
ZCP4_1718,ZCP4_0420
ZCP4_0018,ZCP4_0407
ZCP4_0128,ZCP4_0407
ZCP4_0900,ZCP4_0407
ZCP4_1382,ZCP4_0407
ZCP4_1718,ZCP4_0407
ZCP4_0018,ZCP4_0395
ZCP4_0375,ZCP4_0395
ZCP4_0530,ZCP4_0395
ZCP4_0900,ZCP4_0395
ZCP4_0900,ZCP4_0395
ZCP4_1382,ZCP4_0395
ZCP4_1387,ZCP4_0395
ZCP4_1718,ZCP4_0395
ZCP4_0018,ZCP4_0389
ZCP4_0018,ZCP4_0389
ZCP4_0900,ZCP4_0389
ZCP4_1718,ZCP4_0389
ZCP4_0018,ZCP4_0379
ZCP4_0128,ZCP4_0379
ZCP4_0523,ZCP4_0379
ZCP4_0530,ZCP4_0379
ZCP4_0900,ZCP4_0379
ZCP4_1382,ZCP4_0379
ZCP4_1465,ZCP4_0379
ZCP4_1718,ZCP4_0379
ZCP4_0900,ZCP4_0374
ZCP4_0900,ZCP4_0367
ZCP4_0900,ZCP4_0367
ZCP4_0900,ZCP4_0341
ZCP4_0900,ZCP4_0329
ZCP4_0900,ZCP4_0327
ZCP4_0900,ZCP4_0290
ZCP4_1387,ZCP4_0290
ZCP4_0657,ZCP4_0268
ZCP4_0900,ZCP4_0268
ZCP4_0018,ZCP4_0221
ZCP4_0900,ZCP4_0221
ZCP4_1718,ZCP4_0221
ZCP4_0128,ZCP4_0220
ZCP4_0375,ZCP4_0220
ZCP4_0900,ZCP4_0220
ZCP4_1382,ZCP4_0220
ZCP4_1465,ZCP4_0220
ZCP4_1718,ZCP4_0220
ZCP4_0375,ZCP4_0188
ZCP4_0900,ZCP4_0188
ZCP4_0265,ZCP4_0187
ZCP4_0375,ZCP4_0187
ZCP4_0900,ZCP4_0187
ZCP4_1382,ZCP4_0187
ZCP4_1387,ZCP4_0187
ZCP4_1465,ZCP4_0187
ZCP4_0018,ZCP4_0160
ZCP4_0375,ZCP4_0160
ZCP4_0530,ZCP4_0160
ZCP4_0900,ZCP4_0160
ZCP4_0375,ZCP4_0159
ZCP4_0900,ZCP4_0159
ZCP4_1387,ZCP4_0159
ZCP4_0900,ZCP4_0073
ZCP4_0900,ZCP4_0073
ZCP4_1465,ZCP4_0073
ZCP4_0018,ZCP4_0060
ZCP4_0128,ZCP4_0060
ZCP4_0900,ZCP4_0060
ZCP4_1718,ZCP4_0060
ZCP4_0018,ZCP4_0055
ZCP4_0265,ZCP4_0055
ZCP4_0900,ZCP4_0055
ZCP4_1718,ZCP4_0055
ZCP4_0900,ZCP4_0039
ZCP4_0375,ZCP4_0033
ZCP4_0900,ZCP4_0033
ZCP4_1718,ZCP4_0033
ZCP4_0900,ZCP4_0023
ZCP4_0018,ZCP4_0020
ZCP4_0812,ZCP4_0020
ZCP4_0900,ZCP4_0020
ZCP4_0900,ZCP4_1748
ZCP4_0900,ZCP4_1744
ZCP4_1387,ZCP4_1744
ZCP4_0900,ZCP4_1740
ZCP4_1382,ZCP4_1740
ZCP4_1465,ZCP4_1740
ZCP4_0900,ZCP4_1738
ZCP4_0018,ZCP4_1733
ZCP4_0375,ZCP4_1733
ZCP4_0900,ZCP4_1733
ZCP4_0900,ZCP4_1731
ZCP4_0900,ZCP4_1728
ZCP4_1465,ZCP4_1728
ZCP4_0900,ZCP4_1726
ZCP4_0128,ZCP4_1725
ZCP4_0375,ZCP4_1725
ZCP4_0523,ZCP4_1725
ZCP4_0900,ZCP4_1725
ZCP4_1382,ZCP4_1725
ZCP4_1465,ZCP4_1725
ZCP4_1718,ZCP4_1725
ZCP4_0900,ZCP4_1714
ZCP4_0128,ZCP4_1709
ZCP4_0210,ZCP4_1709
ZCP4_0900,ZCP4_1709
ZCP4_1718,ZCP4_1709
ZCP4_0900,ZCP4_1703
ZCP4_0128,ZCP4_1701
ZCP4_0900,ZCP4_1701
ZCP4_1465,ZCP4_1701
ZCP4_0375,ZCP4_1700
ZCP4_0900,ZCP4_1700
ZCP4_1465,ZCP4_1700
ZCP4_0900,ZCP4_1698
ZCP4_1387,ZCP4_1698
ZCP4_0900,ZCP4_1677
ZCP4_0128,ZCP4_1674
ZCP4_0375,ZCP4_1674
ZCP4_0900,ZCP4_1674
ZCP4_1718,ZCP4_1674
ZCP4_0900,ZCP4_1636
ZCP4_1465,ZCP4_1636
ZCP4_0900,ZCP4_1627
ZCP4_1387,ZCP4_1627
ZCP4_1387,ZCP4_1627
ZCP4_1465,ZCP4_1627
ZCP4_0018,ZCP4_1626
ZCP4_0375,ZCP4_1626
ZCP4_0900,ZCP4_1626
ZCP4_0900,ZCP4_1626
ZCP4_0900,ZCP4_1585
ZCP4_0900,ZCP4_1574
ZCP4_1382,ZCP4_1574
ZCP4_1387,ZCP4_1574
ZCP4_0900,ZCP4_1565
ZCP4_1387,ZCP4_1565
ZCP4_1465,ZCP4_1565
ZCP4_0900,ZCP4_1556
ZCP4_0265,ZCP4_1549
ZCP4_0530,ZCP4_1549
ZCP4_0900,ZCP4_1549
ZCP4_0900,ZCP4_1548
ZCP4_0900,ZCP4_1526
ZCP4_0128,ZCP4_1525
ZCP4_0900,ZCP4_1525
ZCP4_0900,ZCP4_1521
ZCP4_0128,ZCP4_1505
ZCP4_0375,ZCP4_1505
ZCP4_0523,ZCP4_1505
ZCP4_0900,ZCP4_1505
ZCP4_1718,ZCP4_1505
ZCP4_0900,ZCP4_1489
ZCP4_0900,ZCP4_1451
ZCP4_1387,ZCP4_1451
ZCP4_0900,ZCP4_1401
ZCP4_0900,ZCP4_1398
ZCP4_0128,ZCP4_1393
ZCP4_0128,ZCP4_1393
ZCP4_0530,ZCP4_1393
ZCP4_0900,ZCP4_1393
ZCP4_1465,ZCP4_1393
ZCP4_1718,ZCP4_1393
ZCP4_0900,ZCP4_1391
ZCP4_1465,ZCP4_1391
ZCP4_0210,ZCP4_1388
ZCP4_0900,ZCP4_1388
ZCP4_1718,ZCP4_1388
ZCP4_0900,ZCP4_1382
ZCP4_1382,ZCP4_1382
ZCP4_1718,ZCP4_1382
ZCP4_0900,ZCP4_1349
ZCP4_0900,ZCP4_1339
ZCP4_1387,ZCP4_1339
ZCP4_1718,ZCP4_1339
ZCP4_0375,ZCP4_1313
ZCP4_0900,ZCP4_1313
ZCP4_1387,ZCP4_1313
ZCP4_0900,ZCP4_1305
ZCP4_1387,ZCP4_1305
ZCP4_1718,ZCP4_1305
ZCP4_0900,ZCP4_1278
ZCP4_0900,ZCP4_1270
ZCP4_0900,ZCP4_1270
ZCP4_1387,ZCP4_1270
ZCP4_0375,ZCP4_1249
ZCP4_0900,ZCP4_1249
ZCP4_1465,ZCP4_1249
ZCP4_0900,ZCP4_1245
ZCP4_0900,ZCP4_1834
ZCP4_0900,ZCP4_1814
ZCP4_0900,ZCP4_1812
ZCP4_0900,ZCP4_1806
ZCP4_0900,ZCP4_1796
ZCP4_1718,ZCP4_1796
ZCP4_0018,ZCP4_1779
ZCP4_0128,ZCP4_1779
ZCP4_0210,ZCP4_1779
ZCP4_0900,ZCP4_1779
ZCP4_1465,ZCP4_1779
ZCP4_1718,ZCP4_1779
ZCP4_0018,ZCP4_1562
ZCP4_0812,ZCP4_1562
ZCP4_1387,ZCP4_1562
ZCP4_0128,ZCP4_0900
ZCP4_0210,ZCP4_0900
ZCP4_0523,ZCP4_0900
ZCP4_0805,ZCP4_0900
ZCP4_1382,ZCP4_0900
ZCP4_1387,ZCP4_0900
ZCP4_1718,ZCP4_0900
ZCP4_0128,ZCP4_0559
ZCP4_0805,ZCP4_0559
ZCP4_1387,ZCP4_0559
ZCP4_0375,ZCP4_1017
ZCP4_0657,ZCP4_1017
ZCP4_1465,ZCP4_1017
ZCP4_0657,ZCP4_0875
ZCP4_1465,ZCP4_0875
ZCP4_0657,ZCP4_0343
ZCP4_0657,ZCP4_0120
ZCP4_1387,ZCP4_0120
ZCP4_0523,ZCP4_1107
ZCP4_0530,ZCP4_1107
ZCP4_1387,ZCP4_1107
ZCP4_1718,ZCP4_1107
ZCP4_0018,ZCP4_1056
ZCP4_0128,ZCP4_1056
ZCP4_0210,ZCP4_1056
ZCP4_0375,ZCP4_1056
ZCP4_0530,ZCP4_1056
ZCP4_1382,ZCP4_1056
ZCP4_1718,ZCP4_1056
ZCP4_0128,ZCP4_0927
ZCP4_0375,ZCP4_0927
ZCP4_0530,ZCP4_0927
ZCP4_1382,ZCP4_0927
ZCP4_1718,ZCP4_0927
ZCP4_0530,ZCP4_0772
ZCP4_1387,ZCP4_0772
ZCP4_0018,ZCP4_0702
ZCP4_0018,ZCP4_0702
ZCP4_0530,ZCP4_0702
ZCP4_1382,ZCP4_0702
ZCP4_1718,ZCP4_0702
ZCP4_0018,ZCP4_0638
ZCP4_0530,ZCP4_0638
ZCP4_1718,ZCP4_0638
ZCP4_0018,ZCP4_0613
ZCP4_0128,ZCP4_0613
ZCP4_0210,ZCP4_0613
ZCP4_0375,ZCP4_0613
ZCP4_0523,ZCP4_0613
ZCP4_0530,ZCP4_0613
ZCP4_1382,ZCP4_0613
ZCP4_1387,ZCP4_0613
ZCP4_1387,ZCP4_0613
ZCP4_1718,ZCP4_0613
ZCP4_0018,ZCP4_0514
ZCP4_0128,ZCP4_0514
ZCP4_0128,ZCP4_0514
ZCP4_0375,ZCP4_0514
ZCP4_0523,ZCP4_0514
ZCP4_0530,ZCP4_0514
ZCP4_1382,ZCP4_0514
ZCP4_1718,ZCP4_0514
ZCP4_0128,ZCP4_0462
ZCP4_0128,ZCP4_0462
ZCP4_0530,ZCP4_0462
ZCP4_1382,ZCP4_0462
ZCP4_1718,ZCP4_0462
ZCP4_0530,ZCP4_0403
ZCP4_1718,ZCP4_0403
ZCP4_0210,ZCP4_0397
ZCP4_0375,ZCP4_0397
ZCP4_0523,ZCP4_0397
ZCP4_0530,ZCP4_0397
ZCP4_0128,ZCP4_0394
ZCP4_0530,ZCP4_0394
ZCP4_1718,ZCP4_0394
ZCP4_0018,ZCP4_0318
ZCP4_0265,ZCP4_0318
ZCP4_0530,ZCP4_0318
ZCP4_1465,ZCP4_0318
ZCP4_1718,ZCP4_0318
ZCP4_0530,ZCP4_0158
ZCP4_0018,ZCP4_0054
ZCP4_0128,ZCP4_0054
ZCP4_0210,ZCP4_0054
ZCP4_0375,ZCP4_0054
ZCP4_0523,ZCP4_0054
ZCP4_0530,ZCP4_0054
ZCP4_0128,ZCP4_1656
ZCP4_0265,ZCP4_1656
ZCP4_0530,ZCP4_1656
ZCP4_1382,ZCP4_1656
ZCP4_1382,ZCP4_1656
ZCP4_1465,ZCP4_1656
ZCP4_1718,ZCP4_1656
ZCP4_0018,ZCP4_1652
ZCP4_0018,ZCP4_1652
ZCP4_0128,ZCP4_1652
ZCP4_0210,ZCP4_1652
ZCP4_0523,ZCP4_1652
ZCP4_0530,ZCP4_1652
ZCP4_1382,ZCP4_1652
ZCP4_1718,ZCP4_1652
ZCP4_0128,ZCP4_1546
ZCP4_0530,ZCP4_1546
ZCP4_1465,ZCP4_1546
ZCP4_0018,ZCP4_1430
ZCP4_0530,ZCP4_1430
ZCP4_0018,ZCP4_1386
ZCP4_0530,ZCP4_1386
ZCP4_0128,ZCP4_1897
ZCP4_0375,ZCP4_1897
ZCP4_0523,ZCP4_1897
ZCP4_0530,ZCP4_1897
ZCP4_1382,ZCP4_1897
ZCP4_1718,ZCP4_1897
ZCP4_0530,ZCP4_1837
ZCP4_1718,ZCP4_1837
ZCP4_0530,ZCP4_1808
ZCP4_0530,ZCP4_1838
ZCP4_0018,ZCP4_1054
ZCP4_0128,ZCP4_1054
ZCP4_0523,ZCP4_1054
ZCP4_1382,ZCP4_1054
ZCP4_1585,ZCP4_1054
ZCP4_0128,ZCP4_1025
ZCP4_0128,ZCP4_1025
ZCP4_0523,ZCP4_1025
ZCP4_0523,ZCP4_1025
ZCP4_1718,ZCP4_1025
ZCP4_0071,ZCP4_0878
ZCP4_0128,ZCP4_0878
ZCP4_0375,ZCP4_0878
ZCP4_0523,ZCP4_0878
ZCP4_1382,ZCP4_0878
ZCP4_1387,ZCP4_0878
ZCP4_1585,ZCP4_0878
ZCP4_1718,ZCP4_0878
ZCP4_0375,ZCP4_0853
ZCP4_0523,ZCP4_0853
ZCP4_1718,ZCP4_0853
ZCP4_0018,ZCP4_0503
ZCP4_0128,ZCP4_0503
ZCP4_0210,ZCP4_0503
ZCP4_0523,ZCP4_0503
ZCP4_1382,ZCP4_0503
ZCP4_1718,ZCP4_0503
ZCP4_0018,ZCP4_0325
ZCP4_0375,ZCP4_0325
ZCP4_0523,ZCP4_0325
ZCP4_1718,ZCP4_0325
ZCP4_0018,ZCP4_0270
ZCP4_0128,ZCP4_0270
ZCP4_0128,ZCP4_0270
ZCP4_0210,ZCP4_0270
ZCP4_0375,ZCP4_0270
ZCP4_0375,ZCP4_0270
ZCP4_0523,ZCP4_0270
ZCP4_1382,ZCP4_0270
ZCP4_1387,ZCP4_0270
ZCP4_1718,ZCP4_0270
ZCP4_0128,ZCP4_0246
ZCP4_0210,ZCP4_0246
ZCP4_0523,ZCP4_0246
ZCP4_1382,ZCP4_0246
ZCP4_1718,ZCP4_0246
ZCP4_0523,ZCP4_0245
ZCP4_1718,ZCP4_0245
ZCP4_0018,ZCP4_0219
ZCP4_0523,ZCP4_0219
ZCP4_1382,ZCP4_0219
ZCP4_0523,ZCP4_0119
ZCP4_0018,ZCP4_1708
ZCP4_0128,ZCP4_1708
ZCP4_0523,ZCP4_1708
ZCP4_1585,ZCP4_1708
ZCP4_1718,ZCP4_1708
ZCP4_0210,ZCP4_1663
ZCP4_0523,ZCP4_1663
ZCP4_1585,ZCP4_1663
ZCP4_1718,ZCP4_1663
ZCP4_0018,ZCP4_1462
ZCP4_0128,ZCP4_1462
ZCP4_0375,ZCP4_1462
ZCP4_0523,ZCP4_1462
ZCP4_1382,ZCP4_1462
ZCP4_1585,ZCP4_1462
ZCP4_1637,ZCP4_1462
ZCP4_1718,ZCP4_1462
ZCP4_0018,ZCP4_1331
ZCP4_0128,ZCP4_1331
ZCP4_0210,ZCP4_1331
ZCP4_0375,ZCP4_1331
ZCP4_0523,ZCP4_1331
ZCP4_1382,ZCP4_1331
ZCP4_1718,ZCP4_1331
ZCP4_0128,ZCP4_1307
ZCP4_0523,ZCP4_1307
ZCP4_1387,ZCP4_1307
ZCP4_1718,ZCP4_1307
ZCP4_0523,ZCP4_1232
ZCP4_0018,ZCP4_1226
ZCP4_0128,ZCP4_1226
ZCP4_0128,ZCP4_1226
ZCP4_0375,ZCP4_1226
ZCP4_0523,ZCP4_1226
ZCP4_1387,ZCP4_1226
ZCP4_1465,ZCP4_1226
ZCP4_1585,ZCP4_1226
ZCP4_1718,ZCP4_1226
ZCP4_0523,ZCP4_1890
ZCP4_0018,ZCP4_1836
ZCP4_0128,ZCP4_1836
ZCP4_0523,ZCP4_1836
ZCP4_1382,ZCP4_1836
ZCP4_1718,ZCP4_1836
ZCP4_0523,ZCP4_1800
ZCP4_1382,ZCP4_1800
ZCP4_1718,ZCP4_1800
ZCP4_0018,ZCP4_1861
ZCP4_0128,ZCP4_1861
ZCP4_0375,ZCP4_1861
ZCP4_0523,ZCP4_1861
ZCP4_1382,ZCP4_1861
ZCP4_1585,ZCP4_1861
ZCP4_1637,ZCP4_1861
ZCP4_1718,ZCP4_1861
ZCP4_0018,ZCP4_1853
ZCP4_0128,ZCP4_1853
ZCP4_0210,ZCP4_1853
ZCP4_0375,ZCP4_1853
ZCP4_0523,ZCP4_1853
ZCP4_1382,ZCP4_1853
ZCP4_1718,ZCP4_1853
ZCP4_0018,ZCP4_1918
ZCP4_0128,ZCP4_1918
ZCP4_0210,ZCP4_1918
ZCP4_0375,ZCP4_1918
ZCP4_0523,ZCP4_1918
ZCP4_1382,ZCP4_1918
ZCP4_1718,ZCP4_1918
ZCP4_0375,ZCP4_1166
ZCP4_0375,ZCP4_1115
ZCP4_1387,ZCP4_1115
ZCP4_0375,ZCP4_1105
ZCP4_0018,ZCP4_1048
ZCP4_0375,ZCP4_1048
ZCP4_0375,ZCP4_1006
ZCP4_0375,ZCP4_0978
ZCP4_1387,ZCP4_0978
ZCP4_1387,ZCP4_0978
ZCP4_1718,ZCP4_0978
ZCP4_0375,ZCP4_0968
ZCP4_0375,ZCP4_0952
ZCP4_1387,ZCP4_0952
ZCP4_1465,ZCP4_0952
ZCP4_0128,ZCP4_0910
ZCP4_0210,ZCP4_0910
ZCP4_0375,ZCP4_0910
ZCP4_0375,ZCP4_0910
ZCP4_1382,ZCP4_0910
ZCP4_1387,ZCP4_0910
ZCP4_1465,ZCP4_0910
ZCP4_1637,ZCP4_0910
ZCP4_1718,ZCP4_0910
ZCP4_0375,ZCP4_0840
ZCP4_0375,ZCP4_0776
ZCP4_1465,ZCP4_0776
ZCP4_0375,ZCP4_0732
ZCP4_0018,ZCP4_0714
ZCP4_0375,ZCP4_0714
ZCP4_1718,ZCP4_0714
ZCP4_0375,ZCP4_0692
ZCP4_1387,ZCP4_0692
ZCP4_0210,ZCP4_0639
ZCP4_0375,ZCP4_0639
ZCP4_1382,ZCP4_0639
ZCP4_1718,ZCP4_0639
ZCP4_0375,ZCP4_0633
ZCP4_1465,ZCP4_0633
ZCP4_1718,ZCP4_0633
ZCP4_0375,ZCP4_0627
ZCP4_1465,ZCP4_0627
ZCP4_1465,ZCP4_0627
ZCP4_0018,ZCP4_0518
ZCP4_0375,ZCP4_0518
ZCP4_1465,ZCP4_0518
ZCP4_1718,ZCP4_0518
ZCP4_0375,ZCP4_0517
ZCP4_1387,ZCP4_0517
ZCP4_1465,ZCP4_0517
ZCP4_0018,ZCP4_0504
ZCP4_0375,ZCP4_0504
ZCP4_1465,ZCP4_0504
ZCP4_0375,ZCP4_0500
ZCP4_1387,ZCP4_0500
ZCP4_1387,ZCP4_0500
ZCP4_0018,ZCP4_0445
ZCP4_0128,ZCP4_0445
ZCP4_0210,ZCP4_0445
ZCP4_0375,ZCP4_0445
ZCP4_1382,ZCP4_0445
ZCP4_1718,ZCP4_0445
ZCP4_0018,ZCP4_0385
ZCP4_0375,ZCP4_0385
ZCP4_0375,ZCP4_0384
ZCP4_0375,ZCP4_0376
ZCP4_0375,ZCP4_0353
ZCP4_1387,ZCP4_0353
ZCP4_1465,ZCP4_0353
ZCP4_0375,ZCP4_0349
ZCP4_1465,ZCP4_0349
ZCP4_0128,ZCP4_0310
ZCP4_0375,ZCP4_0310
ZCP4_1382,ZCP4_0310
ZCP4_1387,ZCP4_0310
ZCP4_0018,ZCP4_0279
ZCP4_0375,ZCP4_0279
ZCP4_1382,ZCP4_0279
ZCP4_1718,ZCP4_0279
ZCP4_0375,ZCP4_0225
ZCP4_0375,ZCP4_0211
ZCP4_1387,ZCP4_0211
ZCP4_1718,ZCP4_0211
ZCP4_0128,ZCP4_0170
ZCP4_0375,ZCP4_0170
ZCP4_0128,ZCP4_0162
ZCP4_0375,ZCP4_0162
ZCP4_1387,ZCP4_0162
ZCP4_0018,ZCP4_0149
ZCP4_0128,ZCP4_0149
ZCP4_0210,ZCP4_0149
ZCP4_0210,ZCP4_0149
ZCP4_0375,ZCP4_0149
ZCP4_1718,ZCP4_0149
ZCP4_1718,ZCP4_0149
ZCP4_0375,ZCP4_0137
ZCP4_1387,ZCP4_0137
ZCP4_0375,ZCP4_0121
ZCP4_1387,ZCP4_0121
ZCP4_0375,ZCP4_0064
ZCP4_0375,ZCP4_0036
ZCP4_1387,ZCP4_0036
ZCP4_1465,ZCP4_0036
ZCP4_0375,ZCP4_0035
ZCP4_0375,ZCP4_0010
ZCP4_0128,ZCP4_0005
ZCP4_0128,ZCP4_0005
ZCP4_0375,ZCP4_0005
ZCP4_1382,ZCP4_0005
ZCP4_1387,ZCP4_0005
ZCP4_1718,ZCP4_0005
ZCP4_0018,ZCP4_1754
ZCP4_0128,ZCP4_1754
ZCP4_0375,ZCP4_1754
ZCP4_1718,ZCP4_1754
ZCP4_0375,ZCP4_1749
ZCP4_1382,ZCP4_1749
ZCP4_1387,ZCP4_1749
ZCP4_1387,ZCP4_1749
ZCP4_0375,ZCP4_1745
ZCP4_0375,ZCP4_1745
ZCP4_1387,ZCP4_1745
ZCP4_1387,ZCP4_1745
ZCP4_1718,ZCP4_1745
ZCP4_0375,ZCP4_1691
ZCP4_0375,ZCP4_1689
ZCP4_0375,ZCP4_1668
ZCP4_1465,ZCP4_1668
ZCP4_1718,ZCP4_1668
ZCP4_0375,ZCP4_1602
ZCP4_1718,ZCP4_1602
ZCP4_0375,ZCP4_1569
ZCP4_0375,ZCP4_1537
ZCP4_1382,ZCP4_1537
ZCP4_1718,ZCP4_1537
ZCP4_0375,ZCP4_1504
ZCP4_1382,ZCP4_1504
ZCP4_1718,ZCP4_1504
ZCP4_0375,ZCP4_1483
ZCP4_1465,ZCP4_1483
ZCP4_0375,ZCP4_1482
ZCP4_1387,ZCP4_1482
ZCP4_0375,ZCP4_1459
ZCP4_0375,ZCP4_1459
ZCP4_1387,ZCP4_1459
ZCP4_1465,ZCP4_1459
ZCP4_0018,ZCP4_1445
ZCP4_0375,ZCP4_1445
ZCP4_1382,ZCP4_1445
ZCP4_1718,ZCP4_1445
ZCP4_0018,ZCP4_1435
ZCP4_0375,ZCP4_1435
ZCP4_0375,ZCP4_1435
ZCP4_1387,ZCP4_1435
ZCP4_1465,ZCP4_1435
ZCP4_1718,ZCP4_1435
ZCP4_0375,ZCP4_1429
ZCP4_1387,ZCP4_1429
ZCP4_1465,ZCP4_1429
ZCP4_1465,ZCP4_1429
ZCP4_0128,ZCP4_1300
ZCP4_0210,ZCP4_1300
ZCP4_0375,ZCP4_1300
ZCP4_1465,ZCP4_1300
ZCP4_1718,ZCP4_1300
ZCP4_0018,ZCP4_1297
ZCP4_0128,ZCP4_1297
ZCP4_0210,ZCP4_1297
ZCP4_0375,ZCP4_1297
ZCP4_1382,ZCP4_1297
ZCP4_1718,ZCP4_1297
ZCP4_0375,ZCP4_1282
ZCP4_0375,ZCP4_1282
ZCP4_0018,ZCP4_1898
ZCP4_0128,ZCP4_1898
ZCP4_0375,ZCP4_1898
ZCP4_1718,ZCP4_1898
ZCP4_0265,ZCP4_1839
ZCP4_0375,ZCP4_1839
ZCP4_1718,ZCP4_1839
ZCP4_0018,ZCP4_1854
ZCP4_0210,ZCP4_1854
ZCP4_0375,ZCP4_1854
ZCP4_1382,ZCP4_1854
ZCP4_1718,ZCP4_1854
ZCP4_0375,ZCP4_1773
ZCP4_1718,ZCP4_1773
ZCP4_0265,ZCP4_0913
ZCP4_1387,ZCP4_0913
ZCP4_1387,ZCP4_0913
ZCP4_0265,ZCP4_0892
ZCP4_1387,ZCP4_0892
ZCP4_1465,ZCP4_0892
ZCP4_0265,ZCP4_0812
ZCP4_0265,ZCP4_0782
ZCP4_1718,ZCP4_0782
ZCP4_0265,ZCP4_0657
ZCP4_1387,ZCP4_0657
ZCP4_1387,ZCP4_0657
ZCP4_1465,ZCP4_0657
ZCP4_0265,ZCP4_0434
ZCP4_0265,ZCP4_0222
ZCP4_0265,ZCP4_0201
ZCP4_0128,ZCP4_1472
ZCP4_0265,ZCP4_1472
ZCP4_1382,ZCP4_1472
ZCP4_1387,ZCP4_1472
ZCP4_1718,ZCP4_1472
ZCP4_0265,ZCP4_1405
ZCP4_1718,ZCP4_1405
ZCP4_0265,ZCP4_1333
ZCP4_1387,ZCP4_1333
ZCP4_1387,ZCP4_1333
ZCP4_0018,ZCP4_1332
ZCP4_0128,ZCP4_1332
ZCP4_0265,ZCP4_1332
ZCP4_1382,ZCP4_1332
ZCP4_1387,ZCP4_1332
ZCP4_1718,ZCP4_1332
ZCP4_0265,ZCP4_1218
ZCP4_0265,ZCP4_1864
ZCP4_0265,ZCP4_1865
ZCP4_1387,ZCP4_1865
ZCP4_0210,ZCP4_0833
ZCP4_1382,ZCP4_0833
ZCP4_1387,ZCP4_0833
ZCP4_0018,ZCP4_0605
ZCP4_0128,ZCP4_0605
ZCP4_0210,ZCP4_0605
ZCP4_1718,ZCP4_0605
ZCP4_0128,ZCP4_0419
ZCP4_0210,ZCP4_0419
ZCP4_1382,ZCP4_0419
ZCP4_1465,ZCP4_0419
ZCP4_1718,ZCP4_0419
ZCP4_0210,ZCP4_0342
ZCP4_0018,ZCP4_1376
ZCP4_0210,ZCP4_1376
ZCP4_0128,ZCP4_1262
ZCP4_0210,ZCP4_1262
ZCP4_1382,ZCP4_1262
ZCP4_1718,ZCP4_1262
ZCP4_0210,ZCP4_1835
