,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
SRX7101023,-0.09011999239573244,1.3318165781017122,18.091358611218322,0.06352211964110777,-1.2555264421918455,-2.790404718973803,0.09023357366470908,-0.7986530445156002,-11.973906950755204,0.12892625533677715,1.022055385068987,1.669896889608749,3.0677600499191224,1.7380915944303155,-1.0567141918508274,-1.5631627099106238,2.960207390597514,-9.597287994124581,1.2513911721477662,-0.6569395453600512,-3.0311423181576136,0.22226226941944385,1.7403036069689284,-0.48651449043625394,-14.922141484446513,0.47902279808557313,-1.9108620221783141,-1.0390458438166954,-0.7478454888037908,7.842669814146586,16.34550405643688,1.2365418036203977,1.5433036000007962,2.766153642704663,-0.4107128588208332,-0.15497316902363312,0.7058525051420859,0.3532459045770717,1.8419355559926416,1.6990193636748576,1.4393658306963673,-8.138931977536712,3.134409498275928,2.259890371324093,-0.46200475113975303,-5.212769987486737,-2.7006829749672168,0.0022044433397756524,-0.7821918787986416,0.20089295566989873,3.478580566110283,-3.9963548385996885,-1.1100600207840325,-3.6339268667596407,-2.1595948941763745,-1.756931813479497,-2.343451288454908,3.7259154086632407,3.4031814613951674,4.147517048697104,-12.576874119814576,-1.7211769909093277,0.42719327804616203,2.014966990090982,-2.802709052409359,-4.383636586769344,-2.1114919810199955,-3.537301573483889,9.87915764194479,-1.416023460299758,3.7419926653930506,9.295812038281033,2.175082037850888,1.065088970256694,15.645188219958536,-0.3617389912520438,0.10051001047281734,-0.009087968386572151,2.195107065239951,1.320756795727978,-0.9555015133118407,-0.763668800314701,2.176119094218338,0.7890908942861035,3.3757690883395552,-1.922519474802969,0.40326505090520604,1.2991077028995839,-5.679402836539133,2.9628249275731933,5.860130528187527,0.6375604344654214,-0.43450955554584114,1.249074464663446,2.063847301724066,-0.7011117098096864,3.012647445138968,1.7197202370448,0.6312833411134653,-0.2716588890042745
SRX7101024,-1.2509744981281232,1.3799972395272206,17.76625759385495,-0.5728272966261447,-1.5627370363394562,-3.1688304659038073,-0.6100220363862667,-0.6046080871916559,-12.089895703937968,0.7940091752729932,0.935040237095843,1.5283510548708634,2.2278116190869484,1.3634976702013182,-5.977774491752821,-0.9882184067515647,2.33886079837895,-9.315741986467886,1.1744932580508678,-0.3242476147104907,-2.804630087038118,0.15588885604615377,1.3723616637588392,0.04112369355831752,-14.764621329758112,0.7490577953716167,-1.8575990825789368,-0.8235457282600575,-0.6157826681088793,7.351091782632723,18.1724676102601,-0.10136759791614702,2.524410910167618,2.182387567371029,-0.06950759644453242,0.004628383729890606,0.010085860431282123,0.606422719688458,2.188994988354455,2.0404983942189006,1.486422161397666,-7.52120917810946,2.7520847481991755,2.453305067142921,0.3193105592483225,-4.856264609668756,-11.236083680622901,0.11040653239835452,-0.8400666367205187,-1.5435423857133037,3.1873014160256967,-4.013667438815052,-1.6680570032921243,-3.063575645189881,-2.4481805776177525,-1.1049701816207067,-1.936968479405902,4.891850698075087,3.616052309359403,4.160819537367022,-12.747664562731837,-1.3801128540685608,0.8811113806988484,1.659561516790116,-1.8807292194523832,-4.170421596157198,-1.7572665276821098,-2.91685983824875,9.500680649453816,-1.5356928820193212,2.919952102021127,8.587789611121515,2.2884104972922845,0.5464783494102545,17.49606382323488,-0.3447477631595546,0.2482218781343724,0.20519170139677084,2.068622286929139,1.0759276927347827,-1.0145509784905773,-0.4420281760223844,1.9514551201050545,0.8881996632653208,3.438895277496636,-1.5610182399549348,-0.03573175442672971,0.7024684126763868,-5.6524937673801965,3.0449650684296827,6.152406328984188,0.9496531270770515,0.07256502477873406,1.1099688788945496,2.1109206641991305,-0.9577270018204147,1.925821279629842,1.09987380132063,0.20390737908598194,-0.19782490286479096
SRX7101025,-1.524220993737,1.2957129696372214,17.5005669005367,-0.5911770057231589,-1.5941777128263266,-3.465660694513243,-0.6739650867408646,-0.7179841932511936,-12.460231945079515,0.6847612134651299,1.0565820820920642,1.421925377512007,2.190587711292538,1.3662139617022468,-6.429673205768465,-1.1869641210307753,2.4539983271179158,-9.441576112704418,1.1910820005089298,0.009229944284168456,-2.058288448402891,0.0768591674157153,1.5963351980707456,-0.23182871189873938,-14.538224052185507,0.5486573796458414,-2.053524668282771,-0.8685004795123387,-0.09649337745640985,7.086576002579161,18.266755642408505,0.11941106512800914,2.5233330045726006,2.3455616736834064,0.05978435600283094,0.12027543867264212,0.10909866367327381,0.7130129663483941,1.6713799618610703,2.0817681088638866,1.3405141892424792,-6.829783259221474,2.420264099365007,2.675148013356834,-0.4600519344898587,-4.626717279275435,-13.197610317020352,0.04043468290469554,-0.8206151223309364,-1.506881169195889,3.3469256183516802,-4.018417929756869,-1.858846717995942,-2.929924264687256,-2.534969807315016,-0.8698834643008546,-1.8069701553128752,5.268254869179174,3.8666195200964997,3.985264596843354,-12.85258712645213,-1.3239716373858728,0.8447139000203554,1.661650698612264,-1.7264747024605942,-4.383738157463034,-1.8284574978562038,-2.701502564935033,9.31640283722609,-1.8322107533676821,2.8113796718421735,8.697372799400586,2.2499832315287605,0.2384012561470672,17.520446387783643,-0.22176914646907245,0.2234430202509572,-0.11217554841338505,1.9871971023356854,1.3578604652840998,-0.8194777309610273,-0.3937395895032167,1.7460385404540397,1.2407411306192166,3.355067953405442,-1.7216526699170793,-0.07063895021776156,0.9180016114053069,-6.054186045837589,2.6060748652657217,5.983114956237607,0.8774718282685237,-0.10511840624629476,1.1418803248829998,2.1627816610710893,-0.06444629927558743,1.9868205650964623,1.0180725157179056,0.2900794875558484,-0.059325960204528704
SRX7101026,1.6181416994834001,-1.5938075868119055,-12.588964882444014,-2.7787140669417094,-0.6609394386063603,-6.317397031654007,-2.6812065256823243,-2.644635538908811,4.7772509253386595,-0.6096923623786885,-1.4645586689760441,-10.58076230369115,-8.066476421394906,0.6573363259133008,-3.239640620064024,-0.04961458383492387,-4.526792679854185,-1.8403146987791272,0.9591631227070002,-11.191026337698158,-14.76594933943279,4.0137891471169835,4.699770660547088,-1.2629156476068928,-5.573814579554267,-6.030317076385383,-0.8142148255569224,4.797098836253517,1.3268707477476949,-2.144142488388115,18.072493487098626,8.980473843305353,3.855201010576007,3.6631340904372816,5.778402554831309,1.6213329764253526,-5.6326214918119195,-5.678096048770355,-0.00426497292786969,-0.5837325105441743,8.23191591556202,-9.89045091160774,3.480809946235967,2.502976222561907,6.388909582025224,1.498056589036392,-10.424572715159705,-1.4788409198565677,5.45742242529705,5.005510714264387,9.972291069375919,-12.273127505778726,-6.898580129715781,9.871375277911403,-17.571199915756747,-3.9664055284522646,3.9634840058563507,4.458691209241734,9.461857069814256,2.393240405591592,-10.885536636128323,0.029709309610033367,-1.295980192597397,-8.184131732449746,-1.3658018090663688,-5.941336782324992,-7.436212529527159,1.4197774223197843,4.700274305306511,2.0445623626670324,-7.109342518741628,-8.079974418566879,5.660035991037773,-3.2378424207971848,25.459619800402336,-1.2680716535335672,2.1282393253690453,0.5713489655131927,7.979233131494282,3.992797175179419,-0.2805924357878021,-1.1581245619214995,0.2308364034763366,-0.07211934858393977,-5.071746845630163,-14.753994120041822,3.3159207351649034,-1.5208443656668253,-4.598707082655015,-1.739530220985467,-0.23920312036628744,-2.8475116875982227,19.724774094083436,-2.4716981621471223,-10.48361080282734,-4.155945377186455,6.602985413294289,-16.38652657184071,-10.226354368236393,-0.019532758258095695
SRX7101027,-0.2492822133432048,-2.139294328292101,-15.283718132898471,-3.682180838964035,-1.426885616811965,-8.172956523238287,-2.395581570393443,-2.872932531200207,5.452636250906032,0.7579367212643764,-1.242768891139272,-11.045708252658047,-9.617789984914825,0.364339047620527,-5.884745353115956,2.0392857132084483,-6.666483027331153,-1.9223321044594908,1.3976833025807438,-11.457273613799583,-13.803429138920244,4.053144083166157,4.64372620875743,-1.5330587323439528,-5.46377881830013,-6.328674036148539,-0.8166712464166651,4.9566273352050105,1.094281559386482,-1.9171772588655778,16.39674698190374,9.047209541637818,4.238806067177929,3.6479775307020916,6.244247920123399,1.795411873195886,-6.0594682633707135,-6.35463829378525,0.070511596986507,-0.3051252493290699,8.386133995887562,-8.630344733321829,2.6010155998477638,2.4649035241265476,6.803829760432706,1.9909231917433923,-15.070378060380495,-1.179116809334539,5.867462681752512,2.687278299215741,9.17611997194107,-12.893317285232353,-6.946297542786042,11.338590696796887,-17.558080064676044,-3.6796177690086016,4.317955013684561,4.974513579300613,9.693783888721063,1.9925293304393084,-10.355103969921734,0.5751000132937344,-1.4615217106775025,-9.35644591877318,-0.9852253461467415,-6.687013237722641,-7.1452702802107595,2.0274247642807386,4.597028143000851,2.079502522599992,-7.815520864638393,-9.000037671964261,5.074646644699083,-2.887490975330202,24.508344505678277,-1.5087598742277761,1.2784698607431966,0.5635601766998598,7.284525864797237,3.790381796169651,-0.5254348869129983,-1.1685640698078537,0.46345710305630194,-1.5396829024291288,-5.162379433927104,-14.631355369723295,2.3692406261466297,-2.1274145688058854,-4.380533620317058,-2.3373133628766714,-0.9015036325702519,-2.4722588923082407,19.1897576198864,-1.5317403783261634,-10.62505891103459,-4.203423382335572,5.907854517347146,-17.00408868638881,-10.872985240396725,-0.1468322657414832
SRX7101028,1.5343595624516133,-1.8325506275470882,-15.59216179251469,-3.690193588301872,-1.298110099042093,-7.664919568314469,-2.695951974735043,-2.839808407988432,5.223894119778265,0.9445266822573496,-1.4355020069567828,-11.12888743991986,-9.657868260677489,0.6104822093318891,-5.9080195062389835,1.8019913267878316,-6.505159599766347,-2.3272590511921942,1.5655238365258755,-11.5880027533995,-10.38250793385841,4.0336122228464815,5.0033119085201045,-1.529854490317026,-5.244279155320308,-6.187341214409324,-0.5221049554317071,5.215325367966616,1.2105922629977879,-2.2918155626668106,16.411466626958408,8.44367218205488,3.73402538589089,3.822692801770577,6.249777245067751,1.8405544719306728,-5.67125622216022,-6.868067678685221,0.03839528360660838,-0.5214608416665882,8.20516442846771,-8.277531283172467,2.4366598250254583,2.6827676020968476,7.132546363302893,1.996159702844243,-17.654625609794525,-1.2619042123654993,6.02381740715187,3.2170701838904088,9.024689771763196,-13.155652414147703,-7.089722343924132,11.636691119396028,-17.759691271187254,-3.901725855056385,4.593539069441045,4.872817653202938,9.849003743907192,2.412516177465877,-10.673242448476538,0.3337497901785177,-1.5017605403378154,-8.760664345272748,-0.6657700682876331,-6.7491700956207445,-6.862313357603888,2.361163764013324,4.386251241694479,2.22717325443382,-7.885577280514653,-9.196880148999169,4.077276519903911,-2.745290156610716,24.170267759924847,-1.3707836691832276,1.9786136391653193,0.3310396795828001,7.5877391698848085,4.229397160833731,-0.5021723989460627,-1.1033721121351054,1.0373341087550492,-0.54579599001081,-5.2616509015939394,-14.64450035064485,2.079399061301279,-2.5773036539891794,-4.789697223561959,-2.6061324141975093,-0.27169338041474766,-2.5833775295750825,19.355041728506688,-1.8751683989516446,-10.621859445676519,-4.827647145334557,6.159091154101948,-17.124914895207553,-11.240077775636298,-0.07471205906003713
SRX7101029,0.17773649959097887,0.21136057688542198,0.8244073891755903,0.09618344088041239,-0.10788812219628777,-0.22480347666297734,0.3299594918519307,0.0866806908075419,-0.8259391668611054,0.30399171059229735,-0.005623016736767215,0.356007487649759,0.26987086687842976,0.3419135075464574,0.056920982095712704,-0.3214862818380346,0.09187519939129457,-0.615149936133185,0.20247012314277557,0.31675077955565395,-0.1767813997368912,0.08118270418233856,-0.1245498711229313,-0.008992675453118791,-0.596162363815451,0.21453125962157202,-0.11093208102947887,0.06832086627910339,-0.1063671080133821,0.5719293151753613,0.2004000379939656,0.027582666467059855,-0.36826939457123953,0.23533758642848002,-0.3860618388749552,0.47810448079864926,0.10595171289812536,0.03850072577836043,0.419389640068479,-0.2133503458973416,0.19532980189011864,-0.1546503093716584,-0.1637712166611256,0.0443023566487807,0.14966622061410947,-0.6102250818867015,-0.25360913120629025,0.26788706859286787,-0.04664118265385925,-0.4396266009384348,-0.06551600310391832,-0.3770511056350465,0.1458170153302265,0.1592463650111254,0.21961074017569207,-0.15172472362285827,-0.4726770028516348,-0.49012271372463023,-0.3797639602012459,0.010385613925938286,-0.4339539654016578,-0.3341953222435601,-0.24221955896619962,0.3973940370388522,-0.233852141797847,0.015904461068680032,-0.021878337594892258,-0.11122500896415766,0.5074872411639654,-0.17983467110057924,0.3588963739672821,-0.03296359228108752,0.23801255322934683,0.20704608581712003,-0.3206184813831268,-0.24733077249935037,-0.13215767946709733,0.022952138621406253,0.4381475989435635,-0.049309294424109563,-0.3058003261691306,-0.5456938971692396,0.08918600453199488,-0.11665192708164396,0.4525380082976937,0.09271916213828961,-0.5299418358630008,0.12374386405664266,0.05020497400047853,0.2796646862772538,0.372898663556276,0.43377295538302685,-0.3578387814248027,-0.14873866152335538,0.5755402292944473,-0.305877235670057,-0.28604494977292705,0.41146245253518293,-0.015031769926259462,0.03634269863277451
SRX7101030,0.2619907586656415,-0.44981012983004987,-0.5686054016068994,-0.00758343529224717,0.11091054557930483,0.7053691610891224,-0.25267256980274666,-0.05628652329027943,1.4421923297853159,-0.22978880593292028,-0.35623192976063395,-0.4209720078553808,-0.6501291598769284,-0.3588436891061435,-0.12890307924503758,0.6087748766504602,-0.3775573164090301,0.5564598764976756,-0.2081027160240476,-0.49023157625348507,0.2645283853926983,-0.3851885291333556,0.32347416142884483,-0.02727724061006038,0.6420546272449451,-0.3097529966333246,0.1101112514148912,0.49188884722352066,-0.2343003463147892,-1.369136331289645,-0.13537906893080276,-0.315197077794694,0.26331130820630366,-0.6999662983966992,0.5636158201605157,-0.4623188943460876,-0.14682295588589145,-0.28715973110565135,-0.2539899167452763,0.0586754237894096,-0.40187046777594065,-0.06070057306547619,0.32269825207106634,-0.4429300318382505,-0.2070692298866175,0.6433143484991009,0.3438565059910735,-0.15221109731969745,0.0005899437194433893,0.2672820591560059,0.17145463628138818,0.7639482339820516,-0.1137219996735006,0.05837629473221527,-0.4510873060609633,-0.14262806353953425,0.2584442005337541,0.3957919520351947,0.625976028000018,0.3249692959650865,0.3226397908585301,0.3117678960836651,0.35548821817824494,-0.4397490591561547,0.2976234388546526,0.31583691099994593,0.15215109536296273,0.1551036237880099,-0.4824147521751837,0.16622250881023554,-0.779316535861113,-0.08302356457086817,-0.5791884889422518,-0.23079641969557657,0.7609330602130553,0.08372653644287363,0.30190774431445755,0.1560189653214388,-0.486578385117074,0.06153767399872381,0.13148400508839347,0.6620494484547319,0.21647594395342745,0.16466276823405623,-0.6479414128334314,0.14796451164029548,0.35485189681740015,-0.2148084959643605,-0.08554419241924595,-0.2482837741614206,-0.6872089892731748,-0.7761271831295508,0.5354349635772103,0.29903329799352385,-1.0854203850985327,0.2195362868359218,0.3799807557538929,-0.6918659390819099,0.06264599707422783,0.04871764486059183
SRX7101031,-0.4397272582566361,0.23844955294471337,-0.25580198756877126,-0.08860000558825866,-0.0030224233830516735,-0.48056568442607195,-0.07728692204898831,-0.030394167517326154,-0.6162531629239902,-0.07420290465940857,0.3618549464973653,0.0649645202055826,0.38025829299841507,0.016930181559690522,0.07198209714935346,-0.28728859481216157,0.2856821170176954,0.05869005963557612,0.005632592881260031,0.17348079669770278,-0.0877469856558606,0.3040058249509942,-0.19892429030588085,0.03626991606323195,-0.04589226342936794,0.09522173701180997,0.0008208296146588953,-0.5602097135026125,0.34066745432814605,0.797207016114174,-0.06502096906318133,0.2876144113277235,0.10495808636493745,0.4646287119682926,-0.1775539812856357,-0.015785586452490438,0.040871242987671676,0.24865900532730745,-0.16539972332329866,0.1546749221078519,0.20654066588583425,0.2153508824368954,-0.1589270354101276,0.39862767518940245,0.057403009272464285,-0.033089266612203794,-0.09024737478500744,-0.11567597127309145,0.046051238934452156,0.17234454178235056,-0.10593863317756061,-0.3868971283469007,-0.03209501565665083,-0.21762265974327136,0.23147656588527654,0.2943527871624215,0.21423280231789302,0.0943307616892918,-0.24621206779885513,-0.33535490989111,0.11131417454321701,0.022427426159853645,-0.11326865921208008,0.04235502211725724,-0.06377129705678579,-0.33174137206859194,-0.1302727577681708,-0.04387861482387864,-0.025072488988904768,0.013612162290374236,0.42042016189378534,0.11598715685200685,0.34117593571293175,0.023750333878716223,-0.4403145788299486,0.16360423605645433,-0.16975006484737756,-0.17897110394283294,0.04843078617353531,-0.012228379574645808,0.17431632108076212,-0.11635555128547456,-0.30566194848535483,-0.048010841152443126,0.1954034045356816,-0.24068367377843586,0.17508993904540762,0.0910646319077279,0.03533921841885336,-0.03138091211591815,0.31431032571670803,0.34235422774648044,-0.1775961821524022,-0.1502946364702149,0.5098801558040778,0.08634094883412825,-0.09393580598110703,0.2804034865467687,-0.04761422714798427,-0.08506034349336022
SRX7101032,0.8335465455338005,0.7606181102672888,-11.98677792797933,-9.545328167422792,1.4805170195840467,-2.1760825836226285,-3.349992880236786,-1.1851909545491393,4.292315426097172,-0.4558041754756501,-2.2727153173405052,-3.2564500933804554,-0.6366037464240185,-5.107465796604808,-2.583662498324896,1.8397585914017451,-3.2255944724593855,2.5814161154083415,-1.7106350532521881,-9.477600396195266,2.9155697211146627,2.9561944444258748,1.2680791018032296,0.24192217451070008,5.822541355898235,-2.055482365943689,0.8804246925241848,1.8521239475132505,-1.2046221683716847,-3.950051726525177,0.5476066264677742,1.6506623691991242,-4.816793974652349,1.296638435372333,-1.7055151796067882,4.487956303065921,0.8808265442962093,-6.727558300127944,-5.7638917052115906,-5.669978073647062,1.5191419135823652,-4.437308344035893,-13.417061029405874,-2.145930745856653,1.4228759619310023,4.908993531971601,-7.2907086421655505,0.08004690713535845,1.8396728100837079,2.227045011935996,4.299291020557294,-1.4468523150499908,1.53408710955043,2.725348816184727,-14.185795369085438,3.3692266499585646,18.975215377821733,-10.95041486994872,-6.283082754718853,-1.5791409583430833,-1.2423652283678122,1.0027269121403477,-3.2449767547063644,-10.409124380557904,-2.7602733224317673,-1.109217252244828,-9.38239326120528,4.801634645316609,-2.791666648750473,7.586775359578734,-1.1152791466103222,-3.449291041146918,-0.9287327304644879,6.099140491533015,3.3926587609882493,1.3638470958411597,0.26456411131220897,1.5699512348799836,0.9898425259770115,-3.098469539473279,0.045674027990241006,-4.114636376459011,1.9554899188162005,-1.2868698561269938,-7.35203536970663,-6.719792973427987,-0.43067918598895183,-2.940000222755919,-4.433202387616649,-4.679419442617084,-13.861368230508004,-11.401837436171137,4.793923504164204,0.6657618013837592,-11.7502842022466,-2.570214338520067,-1.1133706686655156,-7.769133016086486,-9.41031585256702,-5.220691041280202
