Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
ZCP4_0001,-0.006242750676338161,0.004423879996785519,0.004967412581773302,-0.01634483235131838,-0.006168847947380408,-0.007192183105019024,0.04292989186802919,0.0010204215250585874,-0.013125671250780447,0.009421656799230897,-0.004373312676098697,-0.004422517793308212,-0.023953148541882487,-0.015325828910097584,0.012326471928388646,0.007460115240299125,0.0026761969033190164,0.013656541532590181,0.00626289362787923,0.005541214013669382,0.012411663272913959,-0.029527111727217954,-0.012775811347834525,-0.011324936705836751,-0.013694098259865856,0.035752144647558715,-0.028260215032745197,-0.006854663330399494,-0.02122430614850092,0.0013666567577642237,-0.00956697916816758,0.013024625300076984,0.019520606437106885,0.03427798215604833,-0.015184597542521282,0.007181886110306228,0.011823834310289612,-0.0045326639306657885,0.002080061028322077,-0.01652659106245775,0.011232618904146254,0.0067114216223423985,-0.028609204950449562,-0.009369200318040137,0.007348829981881928,0.004020503602263081,0.01832525774942918,-0.01074834169029459,-0.008930112848679624,-0.03786620087588194,-0.023519409452295827,-0.045246174647248213,-0.01949008264571375,-0.04415690196043261,-0.00011972206567690234,-0.0006705788415535818,-0.02036041016936484,0.004731548842954934,-0.021435968837157218,0.00832618754226544,0.0002152954459984889,0.017351384116231813,0.008978066393725528,0.01894109275404317,0.00013192641435055916,0.01787898442402722,0.00791426072280237,-0.0025314079354142116,0.027896793028436125,0.002322827779891408,0.03045048403122415,0.0007698816057552064,-0.0642227439434287,0.007836790512652528,0.0006028731092281164,0.013896107889750875,-0.011329244851123244,0.006385510415099473,-0.0317008317040084,0.001625805886434184,0.004220967611897595,-0.00466363725271195,-0.0011457627783907354,0.004614834155130916,-0.030928717082327344,0.010110143478497893,-0.025235629541941577,0.004396080723207531,-0.002638429693563777,0.021936651320675054,-0.004403298608610402,0.009464959439029088,0.007815242402075704,0.028406570766811495,-0.011326906580705709,-0.004337834165507445,-0.022494776059500142,0.02086514884758844,0.0196181217913411,-0.0012312145084747454
ZCP4_0002,0.009371216779127056,0.02086205216559258,0.009035696962653949,0.009683421388929319,0.00018662998632128051,-0.018124795080568114,0.015015504716577291,0.007100370944445661,0.005188253146040744,-0.003324889851139018,-0.0071330055295723525,0.018202311863041505,0.002834926444648788,0.013897041893126995,-0.012544098144597393,-0.01222101018206695,0.005476851643793379,-0.007240711277000947,0.0013890502121093919,0.0013072621954327024,0.0013560600454762348,-0.00630786149411104,-0.011155410192952237,0.009835427583346807,-0.013344471465570319,0.023771633419811138,-0.03380379797441353,0.008896698324367564,0.007754004041065586,0.0103681187161114,-0.022209475751696926,-0.0029507515715452796,0.011347485406974672,-0.01811160649215121,-0.009084963085727725,-0.012997846558189079,0.03880701904670742,0.026145879692676503,-0.002202764767301189,0.00428578336337579,-0.0035382288691958664,0.011375259265068851,-0.03860855865442927,-0.007629328791201328,0.014614518669346667,-0.008284968296029755,0.016112114699374867,-0.010761832057448097,-0.004295303230926428,-0.021535780085449555,-0.013827277151283235,-0.011942513220374887,-0.018873205666429034,-0.02057968250933035,-0.0040058801987830645,-0.01990154029386425,-0.004123062647043612,0.007940616052272661,-0.009847586077559336,0.009933770895339346,0.0015335863024443846,0.0023155754589729415,-0.0033238164295442477,-0.0136722647904031,0.003374680027188907,-0.005009752851051477,-0.02301285755147403,-0.009212094802646974,-0.004209919934138809,0.0026094968813803066,0.006107074369841713,-1.5355144053407974e-05,-0.007946798920133955,0.010082201218599963,0.004263419407421526,-0.012209516830519655,-0.00161887965115063,-0.00029168192017059447,0.005321106168605878,0.014506505091914357,0.0013045081787070034,-0.0016393376898101333,-0.019115746123426487,0.00707261234010613,-0.001288810177042212,0.025075939765734967,-0.0041217294789578866,-0.0006261461810968,0.0053031922905953845,0.0010293368355929746,-0.004407184260775111,0.03080047574167964,-0.020152996895851823,0.015265265694656466,0.013516861122740833,0.001360636371786809,-0.013593568899788928,0.019234610041319763,0.012157559478947987,-0.009531321499032316
ZCP4_0003,0.05893366434705613,-0.01905370282734046,-0.013034283806881016,0.03411735348094366,0.006452366746306341,0.024613939771119323,-0.038022111706685964,0.0004713014395819129,-0.004498652406002519,0.04224820802983979,-0.012744952490551228,0.005335705361795336,0.049475850707482574,0.0008849958672974625,-0.0025086684493924394,-0.01784038073395664,-0.004964296955098493,0.0033879107532060852,-0.0017026183585035727,-0.0020847999290550786,0.014881780015350558,0.0030098094457500116,0.018923671560991305,-0.007733934952421775,-0.008650575475927897,0.007623665250444875,-0.013719195893058048,-0.012278574886797986,-0.011347759919120712,-0.012497649438256007,0.01649139944936207,0.0024531209383277935,-0.01390397018619634,-0.0025088441544332783,0.03597701412580136,-0.0058781011297878785,0.01648616989432341,-0.039445245400106306,0.007225124262483689,0.00936351442306905,0.02508710556609215,0.001687679454223089,-0.0004647272726348295,-0.003360149084940388,-0.030442163855271563,-0.023439882619976288,0.02320277785897168,0.011846737869377375,-0.0032960481990012246,-0.013905189638089295,-0.000662717354044301,0.0012874813503160262,-0.010677311363736501,0.0039037947178526596,0.01766839603700699,0.05183420467983774,-0.012492259194056915,0.007814741605377956,0.0191587988598463,-0.030897066507274057,0.004572176419890432,0.011880272725842496,0.006691225488704895,0.020533459597094166,-0.007339732256683974,0.006522918846009334,-0.00038243335247308864,0.006795304591964807,0.03451530134433702,0.005129491245614126,-0.017134830370562404,0.0067368499981315735,-0.00510402414261639,-0.008706565577656967,-0.005501410850382943,-0.011758162359461685,0.002865968287631398,-0.01651878543058302,0.014026910472872817,-0.013994687069367056,0.004405925973333107,-0.03530748144885544,-0.03370940744433146,-0.009414123053692061,-0.0036220275964306964,0.010022174577948115,-0.011020430348983513,0.008190879280564358,-0.032356561353334215,0.011130678085502006,-0.00518730839562985,-0.06320587282001118,0.01400560032571163,-0.01585924348074862,-0.01331314919266522,0.005308584262350955,0.04475855635947611,-0.020800707899727572,-0.06487259183453241,0.006985785074545458
ZCP4_0004,-0.000862629091123111,0.020934112986823857,0.009297001394503117,0.028509214726684898,0.0030508433730234907,-0.019017174000872973,-0.02149226473519535,-0.0060056023744626385,0.00012758956015320073,-0.01475244096085493,0.001061209927187323,-0.03369406317200176,-0.003026466160532275,-0.010147548761329037,0.025482642707633705,-0.007905432953829984,0.030479079951533226,-0.0021076064154278706,-0.011163400867306064,0.009041411446893955,-0.016255779955657718,0.016063611143279366,0.031614912332286894,-0.00739819221308692,-0.0007297277502374688,0.010097392409663342,0.0007189867296366904,-0.002236241300721361,-0.006830701343566685,-0.007729338858547,0.010191571593590092,0.016149459805548324,-0.006222223183371434,0.02155984327543125,-0.006822387846561556,-0.02335131419800232,-0.023302275053482,0.013980771158881355,-0.03336237667561884,0.017004974255850923,-0.0018633937351487488,-0.009423427571601785,0.017502907663824764,0.00992399318524207,0.03580165230674038,0.000511531347896152,-0.02297319641652358,-0.0854792481984804,0.021871537296709584,0.009019296124628064,0.013153007643085511,0.014643138781807466,-0.003758827903970271,-0.014195636329144262,-0.03224229771091806,0.015527822209829348,0.016228514411884592,-0.008863624604798531,0.025465879998041743,0.022474108135745647,0.00530317766808003,-0.015294398813211424,-0.020736421354107804,-0.004378229706519146,-0.02193850493584454,-0.007012459390173763,-0.004896161377624422,0.00026217061179871926,0.025884985130965696,-0.0005530352196103927,-0.01556406264360803,-0.0055608265809398046,0.038419305889048044,0.0016424607045026334,0.005962554093359895,0.004252084284353903,0.02874914376794144,0.0094328849021207,-0.03457030105345173,0.0164899401101266,0.017030040803364982,-0.017217262379194825,-0.01625594971446295,0.009430504029020558,-0.01078010324041334,-0.016006917067691587,0.006790956087765384,0.029078927646795663,-0.0048180810807524335,-0.030388170356581923,0.0006103454838391371,0.0013850780334984606,0.01882210618977473,-0.002743041205784974,0.02705207544765304,-0.013963345082780434,-0.014321529880986688,0.0041082227920966295,-0.020544622116508697,-0.02544521388700694
ZCP4_0005,-0.010871709112605075,-0.03828762794343345,0.00255045772912401,-0.0019041939588067998,0.0007459866358554244,-0.0038168573844794967,0.017363466339328955,-0.010775273454644184,0.08995570604402095,-0.010310350777409511,-0.0038351139653435007,0.02680877141764744,-0.013021924839903401,-0.0006348939088223621,0.003903218129144108,-0.01741033905208967,0.019131156472397687,-0.043173633609245886,0.0004140853035822997,0.0043811218445988,0.001091249223137438,-0.007623486871592346,-0.01692601456651254,0.0013460425091906952,-0.001956546715349443,0.014201446062533596,0.013672657226596215,-0.012922302015534399,0.016313716671909152,0.009659992420910207,0.005750153443815088,-0.019463762743639576,-0.005965811100475445,0.010148081271371116,0.004218408000203648,-0.0010270011238220494,-0.016699399739333997,-0.0013008846035753724,-0.02550202694081829,0.005735298550544329,-0.0188908452723406,-0.004735625075310855,-0.01418465670530604,-0.01604623788086752,-0.013475724482916316,0.036030768639477566,0.0065214532026396065,-0.0072934228045056365,0.002622520042044237,-0.024498166811658277,0.0043485526123993486,0.03893813724233998,0.01805205876866539,0.03176676967369309,-0.027223223851598283,-0.039386706304318946,-0.012486223573364055,0.02256421821081133,0.020648790345799903,-0.02814673622799047,-0.006399300731872337,0.027234297678246536,-0.00509554260927996,-0.005459480508275081,-0.023023248118832926,-0.0002341035046292128,0.007865251913584684,0.0017006750585242432,-5.462677391205456e-05,-0.0019657666425516446,-0.007390815650108774,0.010107517954859039,-0.013651805632065906,-0.007082090840079448,-0.001494103520157615,-0.005334807449820527,0.03838876148815132,-0.0014991256242884998,0.001710700822691858,0.00856024173083647,0.014885230234775434,-0.0621166288159053,0.03382448029417379,-0.026760822305969073,-0.009498582458965042,0.0025539663969752213,-0.021511762143421757,0.002791044532648815,-0.006937638028808958,-0.02806614834367028,0.010199995917135114,-0.08255250495172153,0.035784483017537574,-0.001766563409862601,-0.035137061595018726,0.0029485321841469098,-0.016400031873097156,0.03657580493053675,0.008689160049342844,0.0036829148064653067
ZCP4_0006,-0.007049132231952522,0.045256091430710126,0.01206651768442751,0.007058245035494301,0.003149173307920026,-0.0038160992896615724,-0.022521412199743025,0.008590154067659263,-0.0014265171247426194,0.027382166535805434,-0.005264038244021137,-0.01266180734590807,-0.023828105643595398,-0.006978384292169583,0.007992751929914168,0.011967324433989972,0.009623230184454813,0.02563588247901833,-0.002006191342008212,-0.0012973270048481813,0.002946684124395568,-0.013757874332909661,-0.009143865401342153,-0.01796255759728606,-0.005210218727404551,-0.020034748726898255,-0.011451199617029173,0.0005635017403445783,-0.0019772869690792283,0.018691235201368755,-0.011017531179531984,0.028633101578029778,-0.02892615886245656,0.008935447796172646,0.0005819639369528182,0.012162486919561443,-0.012996035224522718,-0.004250597447655987,0.006747450025490912,0.0235288910060087,0.006800113027144736,0.004883497282313515,0.023606574400020945,-0.006140877585363474,0.004859948834479381,0.03446807956580386,0.0021353879018453314,0.029989778251472976,-0.0015265218780802434,-0.015225482815500407,0.025399795543889638,-0.018807009133753334,0.027697021105686143,-0.001772022127073481,-0.002247764706879988,-0.0013186673542741924,0.029745526196591668,0.007578779795917841,-0.002820534649927849,0.006485161129106203,-0.003116339937262123,0.041275115519961034,-0.017194096132221597,0.025933958800955212,-0.0007941339621222558,0.040877292724460126,-0.009409366771777049,-0.0029382185024443494,0.007737607318301028,-0.007851884618783622,-0.004185359111537755,0.004224437218143867,-0.02736089628341699,-0.005676865145578414,-0.018337328602266136,-0.00304792063153631,-0.017863823384835914,0.004617388923950826,0.011687588478503947,0.015830348617594657,-0.027108927199179168,-0.004969579544641515,0.0019488890984361348,-0.021511600025563803,0.004602790428775414,0.009853467705469358,-0.0026815903378719667,0.027312719349642314,-0.012015298125147051,-0.007273517974400991,0.013027253501235538,0.001131418075157999,0.004825912705832415,0.010336832161089122,-0.02525439511361683,0.005851441106686251,-0.00797031322402859,-0.0018949887312965348,-0.03358192910999555,-0.00825514450805777
ZCP4_0007,-0.010980600730065753,0.0745904233423629,0.009280724791263385,-0.008527677001945382,0.0019413929447373596,-0.01190033130866061,-0.020922063004638607,-0.008505855322194623,-0.005402454572809757,0.019582633669784372,-0.00856214211677912,-0.02518630343582405,-0.028761094269587173,-0.00444769835378459,0.011063549058885562,0.02417144508410954,0.017628091066089858,0.03733686926626173,-0.006171027361301659,0.007369435763355376,0.0041418410667898985,0.0034902530001125268,0.0008718474270017051,-0.018655842495662014,0.004287604371225468,-0.026391260218202692,-0.011514731637444264,0.002944072956296267,-0.006256430028146848,0.017410938532342345,0.0005655586746780294,0.0360264014155775,-0.028501224106833648,0.029027803809849415,0.004796937843521615,-0.002700879029927975,0.004532892566303476,-0.004561053689952774,0.011669499174858145,0.006552862087252042,0.012634787431932871,-0.0053306196263230455,0.010896835496895468,-0.00977836476667682,0.040537765667703646,0.00862818848824486,0.00969687661078018,0.01959353088668052,-0.008985895237802428,-0.003591502920150815,0.013694039598896184,-0.0015438397186352606,0.015596096764983277,0.001652775755493609,-0.008725993664286795,-0.002610744215582616,0.026090868862559548,-0.001884962167663663,0.013347440472944545,-0.002442674457410742,-0.007891918155490176,-0.019419516027107602,-0.0027920436789480394,0.0012890264176859288,-0.00490556592273032,0.023187199540386266,0.0034376326988109634,0.009409352666154731,-0.0023949809299689054,-0.0025582696061691515,-0.010482749139385107,0.006046776612053764,-0.016441260897546616,-0.010281631740763669,-0.010501421597168865,-0.010053262796562688,0.011552114309740812,0.005695792567455634,-0.01403331718503152,-0.008630958111422777,-0.012480017980308889,0.012846275263557892,0.0015561876358979399,0.009852933076106211,-0.01967677646458347,-0.0014173621038601238,0.0005299885276365511,-0.0026786761969960888,-0.0012910946342986872,-0.025122084526886267,-0.006675382382525817,-0.003113875262412606,0.0037682117070856145,-0.003894744576348851,-0.0026070929416208907,0.004705134395049238,0.004025863433182739,-0.020218382852152647,-0.03217321052558962,-0.02152201547268761
ZCP4_0008,0.006811574080573637,-0.0025958873367925364,0.008069801683961183,0.00926428351250697,0.009451417779901331,-0.0072839791639145515,-0.032066955076975,-0.010471311252104017,-0.013097675692705844,-0.01036184594191093,-0.006328558782263487,-0.032027965527992766,-0.003919079611708433,-0.021727661751245998,0.008003040979200066,0.009852666192752843,-0.0012214465120352503,-0.004800009086383887,-0.00832518627123173,0.006588906913735841,-0.0071079045171255455,-0.028792202635305315,0.0047544005603204105,0.01659751968145657,-0.0062892672971825506,0.0061985314404752745,-0.005837105698164377,0.008082183655570188,0.009286375885133811,0.021098342498723985,-0.009833122232751798,0.032589491818251305,-0.010072229053348387,0.0061140004986698845,-0.00651998024299975,-0.017376659091876353,0.00195919348869995,0.0009388008207285477,-0.007581892467855505,0.004390712675960895,0.0008189045542817026,-0.00043514909105835976,0.02333076586816639,0.0143002054307526,-0.03392783853963285,-0.011264802698854062,0.009113577017616638,0.0001990031229896277,-0.006658118826903615,0.014105616248194262,0.0008980816020234608,0.013128028495456984,0.011855350204652792,0.00990672279734774,-0.0041006582319694,-0.007583033229529506,0.006945321561016914,0.003376990665773745,-0.0017956886570564008,-0.0029986046367013845,-0.010391557447939926,-0.0071545473114552754,0.006005530187200384,0.023698444326280974,0.005226806740680911,-0.008794938402354704,0.028449520070970537,0.011577617154296362,0.012407047716324775,0.007637547292848441,-0.007092609985623031,0.0003242037285638502,-0.01277823851425202,-0.008073338624101149,-0.016605564664575218,0.025620810574901932,-0.0181923569449444,0.011516954138961671,0.005802499838151708,0.008615278809679789,-0.0025323619661977133,0.005474997560169323,-0.006176233417344775,-0.004953918108215976,-0.024418555985333594,-0.002909978227161974,0.004581044170307653,-0.0020843432315971557,0.0016516440876300255,-0.015636264623323008,0.01018707746497257,0.001801597278750921,0.029137013137777862,0.0005981303700471705,-0.04606933598968972,0.001711146484212298,0.014313755213330951,-0.00819100948490235,-0.00040745096463239497,0.0032676105234421484
ZCP4_0009,-0.008868153293034902,-0.018939431672361756,0.025050065530681356,-0.004404387699842267,0.015107473240520157,-0.006727692655127918,-0.01664205015022614,-0.010339534378634207,0.0088073139765599,0.021923961061358414,-0.003398332776801424,-0.01111248652667161,-0.007444718773696655,-0.00786274933563949,0.008178690184107468,0.0010131415849856731,-0.0018877830483152976,-0.0020027204264413184,-0.008224556572100734,0.00204707448537051,-0.0003351483024120368,-0.012474355394372066,0.01909624937324528,0.004956251388086641,0.0011854713532921278,-0.010768198161204445,-0.01816406693603527,0.009377964735438683,-0.022317626571156386,0.008875745503729748,-0.009009981601570797,0.01520050530392882,0.00872756064956607,0.006245892867326441,0.023222258618561163,0.0018886353392967604,-0.006487897920551456,-0.008691930373187759,-5.7422415177760884e-05,0.0026096547237022035,-0.002188453131460889,-0.005416931890439826,0.015487613680059709,0.007376200502259164,-0.02595117815702405,-0.025960458494287554,0.006515505013334668,-0.0012303954110164297,-0.007097597319471563,-0.007832837619428469,0.008552192445208008,-0.0051376766569871165,0.012313987577547546,-0.011603191342729993,0.005500563478163661,-0.003535651520666157,0.01625687340977128,0.006912919804296849,0.00895259868661708,0.008658956960781507,0.00044041836391228197,0.02728467195801024,-0.0033428478353589135,0.03478850381321069,0.002128877849060108,0.007099973863547186,0.0066307530092673365,-0.003098408383575931,0.004430381364242196,-0.003928597485553863,0.016203710121048473,-0.0061236417174226725,-0.01835228871996332,-0.0064115648930421175,-0.00666764666954631,0.010049288372897806,-0.015673005513079964,0.0010121325411074217,0.0036136869786070978,-0.005073254848353092,-0.011216480099497515,0.008892138785898654,-0.00875034963905737,0.013986280272105031,-0.0015582679918724335,-0.019026402470910527,0.02282278090060022,0.00856142366389697,0.00891483502608528,-0.009519095059912825,-0.007466531288405263,0.00010186161227173675,0.02603216212644753,-0.009243943742894792,-0.031107809366537096,0.0035043644697716567,0.01315813726008205,-0.002523367812979723,-0.015688897079891042,-0.017195508886706956
ZCP4_0010,-0.011103903691721772,-0.02218319813177611,0.01367971613707131,0.0045843254774273305,0.006974103539231264,-0.007778920942285883,-0.028032095900352803,0.005134813887390278,0.008527086151395077,0.004064731540036515,0.009021910474846129,7.733441897353954e-05,-0.003878917811020857,0.00663805894306994,0.013327148751391096,0.028154656027814886,-0.001827877739161177,-0.012010575524826754,0.003126897291899359,-0.0009175021844071707,-0.008532480414429876,-0.026231998797870755,0.011485793275194747,-0.009291087538517755,-0.010540675541257469,0.009725381960243862,-0.013597123464357607,-0.0020894828693820127,-0.02561902826111757,0.01145200558660298,-0.0069488486459186065,0.01893306514183677,-0.003172662853986494,0.0016916102678058743,-0.008446685135623237,-0.01674739603866418,0.001132825798432168,0.003597597937123949,-0.006347492915640478,-0.005310893610521583,0.01878349935019787,0.006424051092797658,0.0006628388351789284,0.027728409864477697,-0.028066902935170505,-0.01123149396336389,0.018441364412457584,0.01115440232432686,0.0006359577804962695,-0.02232391792556166,-0.007834794679800208,-0.01645457271121576,0.021626079760449918,0.0075043871442841605,0.016043671309445104,0.0011193166900088578,0.0201784273294591,0.024431063430866273,0.030681870380560475,0.019590620957902087,-0.011246745914564807,0.001606229661079369,0.014106536259927931,0.019711934269580903,0.01053294320639642,-0.00871402800421805,-0.008145894892567078,-0.00652237523414623,0.0008717029854678968,0.00816272888819933,0.010965485252863758,-0.004293379529634061,-0.012771711640769833,-0.005550061275113464,0.01099786041555803,0.01424898632920769,-0.005622820549573722,0.010481329122761507,-0.027971772552451465,-0.009959856802291455,0.014963037462731948,-0.002304317945844325,0.006731138921652675,-0.003263525449138184,-0.022070704231673694,-0.007478323852947388,0.008451571608994114,0.025273352284098053,0.015064776961730787,0.013819687797974989,0.007310507161457345,0.014502816674731873,1.7300097249146277e-05,-0.026626001003468184,-0.025720743645661594,-0.0021648226532083787,0.014611960093366403,0.01585367416498297,-0.0003393775723389905,-0.005739946389550624
