Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
ZMO1_ZMO0001,0.016980437014920538,0.03478622208621793,-0.058425181707637844,0.03235356860559653,0.0041490565978758,0.008040180660579663,-0.01062878414279885,-0.004505484429167558,-0.015570968200463681,-0.011481063658592772,-0.030672013935350722,0.020722965788023417,0.024301748712231782,0.02040987997130306,-0.004498697939327198,0.020712868483469444,-0.009162947777970587,0.1213048581073232,0.003617263032843952,-0.031097880008751147,-0.031119138329012,0.03238355714109859,-0.023497790308665514,-0.028490495461605116,0.09700803219092344,-0.0036900288616461873,-0.05521364256049015,0.04464536272019887,0.0017838415990318196,0.0010155431102430892,-0.023525848215815885,0.008849954128654632,0.036748879431485325,0.1094811394868534,0.047382563900245096,-0.0036165908526765104,-0.0060319401706928465,-0.05698849293174515,-0.011413069152648538,0.05607871315456473,0.011287104186889017,0.038139894308007856,0.002437089834140553
ZMO1_ZMO0002,0.002098791196086085,0.03505485860306697,0.01020476983897461,0.009731918800697622,0.02613832602988442,0.006266529394525732,-0.01115477527534508,-0.013743101597849068,0.0026247577949050824,-0.025841794014376744,-0.01302932806308502,-0.014535507175450121,0.024188022147689347,0.01694371291595013,0.005359490603743437,0.004581241265893333,0.013666903907419745,0.02460895916024377,-0.017454362585614742,-0.021872267083131613,0.013052100012332462,0.0005890339009184972,0.0034825921880109116,-0.0011777425823441539,0.020691218708466703,0.0032138761375674592,-0.020897453311421513,0.04610497476224825,-0.006740649843370343,-0.004561922932125822,0.0002461258523974589,0.004887823886308463,0.006372901145788758,0.08272407295722183,0.03165668522201596,0.027961070850623045,-0.0166189190762419,-0.026663936280423756,-0.014809690002876595,-0.004111880663822835,0.020981511545604865,0.0762610546582519,-0.03357147363208311
ZMO1_ZMO0003,-0.0018094266690776026,0.017048797638849058,-0.0010089821666061421,-0.011045556722000447,-0.013631140668893675,-0.00280050649158103,0.013734745612940155,0.013850876455190965,0.030323538955981475,-0.0065416665898830224,0.02340884957552545,-0.02495014961279665,-0.0009282510153980068,-0.0119046377909942,0.022796163953367584,-0.0417334433363231,-0.01634347555976589,0.1964411591079168,0.031960592151353516,0.023510701560109454,0.021765527410754885,-0.031070782906653677,-0.010994513765471385,0.019561610721226492,-0.04409738953653135,-0.00048270125392481025,-0.007506732434780222,-0.011182315590477554,2.4807825062749785e-05,0.0008977858871480626,0.015233527259020453,0.00271549088692627,0.10827212811128956,0.0066948938108414196,-0.005813113773432144,-0.0022436395793663903,0.07366470525397338,0.04235702848101031,-0.007408858095413084,-0.020749543113984137,0.018483853284578192,0.021874923542267073,-0.01166517026062188
ZMO1_ZMO0004,0.0015397558617915345,0.003701808428779227,-0.0007292577337169445,0.0013234299165738564,-0.007195348178468012,-0.0027528730728934607,-0.0008073914692072355,0.022212895445912376,0.003883548799095051,0.0036118961578602187,0.011546541149634335,-0.012393754197746418,0.008190583089609885,-0.007112309318846336,0.026747101968969133,-0.0023438408453719437,0.0014496056668729053,0.2344100179283067,0.03337269898422066,0.016230742893369343,-2.1008323732751092e-05,-0.03847433719270189,-0.007316606198676525,0.014313187157238703,-0.04129335713439085,0.002989421790604123,-0.0014787686839449437,0.0010217521187331079,0.01288513398840784,-0.0020019655435350673,0.013853727743442013,-0.006764292877282258,0.10617913766213308,-0.004520114404170733,-0.003760674744021632,-0.03501306620093966,0.0008795232307359792,0.026536250217280035,-0.0055150173399927185,-0.015327179893863483,-0.016913207212749255,0.0007813865790607236,0.015033568581611216
ZMO1_ZMO0005,-0.002240219751719284,-0.01421483581551165,-0.0018705877514809967,-0.0022091848355324543,0.01566084381042089,-0.005544416233433549,-0.010738605767315564,0.02314300001722211,-0.008269424175577932,0.004973534560500959,0.004860917065667198,-0.0037275449881214525,0.006703948900008851,-0.002064482231380216,0.021496568380454002,0.004545679482169715,-0.009267825831498521,0.26178617075571986,0.01321128509827925,0.005316490832071781,-0.01997507712986495,-0.004196455845772881,0.01622293974938987,-0.002194118750338477,-0.040416903296311084,0.0031974582239527667,-0.005051957597902503,0.025073716316430517,0.00793103762141049,-0.010894072841249594,-0.004650091255577971,-0.005190119356301725,0.07243551564239989,-0.015646295149058423,-0.0042173300824892394,-0.04760149825252289,-0.015498668359308174,0.004747822019995552,-0.008451291294551562,0.0067182782815432005,-0.02843476794740633,-0.0296284975432255,0.008531780365248967
ZMO1_ZMO0006,0.003759492656569407,-0.01382176783283084,-0.00816228637862905,0.0033094281038722594,0.013475798202508162,-0.00751181829589906,-0.0004658727165768442,0.002788766216405292,-0.0009084195833569345,-0.003813427526869142,-0.031828497127980776,0.0010927497862053964,-0.00628242706742311,-0.005064911293463682,0.002853171587176735,-0.0017178833956801671,-0.0007443037913051901,0.2502737039867709,0.007012323584614284,-0.006712264480845383,-0.04437211302439366,0.04647299726827898,0.0013832135506903853,-0.02082650152574047,-0.024404103044677793,-0.011140852914526652,-0.00964740733245421,0.020961451354997877,0.00653857160928475,-0.021788717448635593,-0.03516040962207117,0.00097859586179958,0.01713866496992362,-0.0211252391173833,-0.011489372109115537,-0.021409890582127365,0.0038112557513675233,-0.017680530175753783,0.006251335547217805,-0.007387777786761123,0.004567370903632775,-0.030256754387155204,-0.018935157296636036
ZMO1_ZMO0007,-0.018977630497197546,-0.017203802316463006,-0.006235030439253744,-0.01166099034316051,-0.009775986391673758,-0.0016442538560257603,0.038913187261969746,-0.0037146982157396763,-0.005917720034943063,0.0015188499221914765,0.015599657480719616,-0.029320732658208132,0.028372108507911536,-0.004817173200666733,-0.0004610642466807747,-0.012049364140745738,-0.021514158848067358,0.1400817793817593,0.024498775440020302,0.004881135848595742,0.02672738709009351,-0.05606003005744258,-0.010496709127774555,0.02767167167386823,-0.027811075815001935,-0.0028300664993143984,0.006840491760376212,-0.0026974353303670525,0.020185712608268108,0.015506622374260858,0.03389843984921307,-0.00843249026585965,0.06322305702109675,0.04277513321517903,0.005025279889249948,-0.01030759707559292,0.019715204596113856,0.009643693712535869,0.004096451358385864,-0.002829916531026601,0.0027418566294714532,0.00924443695415882,0.0042923022407278695
ZMO1_ZMO0008,-0.015931424654975837,-0.02762764451449794,-0.016485062667048765,0.0017678386096820853,-0.003475648137059856,-0.004181207983802647,0.02653593537480873,0.0029266592857252935,0.014006545881753561,0.001587355844972099,-0.0026459723259034274,-0.02388635133798849,0.027436230174355574,-0.004736819201664724,-0.0006576040587850453,-0.02452811455758389,-0.005544046321715347,0.16176939339271298,0.025794866601558733,0.0033568580706440795,0.008940498537758816,-0.03352622637426026,0.0066583049130133085,0.023436987773445845,-0.008537392619464594,-0.0059429678156702834,0.0053725313330644595,-0.009135126350244537,0.01880606002213344,0.006715752888631499,0.03920024237113851,-0.005093966746705976,0.0533074686429514,0.034506005080740615,0.002050433878793109,-0.0036814257503994265,0.015932798329304807,0.01640635313548348,0.0009053780755944148,-0.006329403344874921,-0.012249526052766932,0.0056954288659798865,-0.00031774623195988976
ZMO1_ZMO0009,-0.0038007687142636326,-0.043607504071741375,-0.00685131630808266,0.006539931452519575,0.019124172845259205,0.0005133945687674112,0.012853368312896199,-0.013940843705772822,-0.0018214067060242226,-0.018792231880137407,-0.011814680078344464,-0.0029379433469183184,0.03302596476562508,-0.004181337055034972,-0.02528098526835232,-0.01453268788119791,-0.0022468296361600124,0.17947313847141694,0.016203279508730666,-0.016351222071206657,0.006212702057166125,-0.0023508794090906253,0.005089337421095588,-0.0032576319487855544,-0.0035158384024367483,-0.04324230632908412,0.0028461403425879247,0.009945354798815961,0.012295027422156064,-0.0003830616002272286,0.0016685128635439187,0.0018148036916214103,0.024946801423144822,0.002094953547208486,0.011750187277756915,0.00955124376583065,-0.009728770866787697,0.003804374184125545,-0.003452907238614353,0.0003579187990812634,-0.01048591985092385,-0.013963545931995822,-0.009066300806863808
ZMO1_ZMO0010,0.016858372722249965,-0.039403666478113566,-0.003477428532435128,0.01442133238993958,-0.02099922759744166,-0.011939315678890873,-0.03139869290331495,-0.04750163849275231,-0.005428645130012272,0.0016015521948373151,-0.002407848498852556,0.0037375637031341518,-0.011218462227175199,-0.0053084066072534835,0.01122873588501578,0.003135942731035621,-0.018704189144378033,-0.002620446846238373,0.030907470352298343,-0.0143701264156506,-0.017260463435461993,-0.02639577707987047,-0.0019455802791824134,-0.008684154483064617,0.008106196886635114,-0.010961774435212393,0.012224966481505539,0.007553723219769548,0.029106030697721212,0.012797981226248244,0.05033663028236705,0.04985002767832488,0.005627953397637701,0.0160583543376017,0.022809850502405915,-0.004092164303640966,0.009834871350620993,-0.016330242499804276,-0.018813050195965363,-0.03039146189543214,-0.016748569475104013,-0.002823087486057812,-0.006163911590976615
