Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
ZMO1_ZMO0001,0.0168453429818978,-0.05028518524732546,0.004723777172332716,-0.004504458453328851,0.013597256877676262,-0.021755796262550538,-0.0013803071710808338,-0.019989692001471288,0.01664388582451879,-0.020721119854474206,-0.013493316965897183,0.003008952309428592,0.0037506344572697347,-0.019343275557766222,-0.01570413476635298,0.08465399438456016,0.04259603273055844,0.0033216344272606435,0.00505486372958418,0.03823501613472318,-0.022564448302443293,0.039410785676209,0.017427913317396803,0.05871631146515192,0.003341296097772406,0.004036198480871024,-0.010081842799422699,0.01955098924155,0.022328577161783176,0.010107952717200379,0.00637981221740999,-0.0004141717002606249,0.017638676112149552,0.004511700123324056,-0.003529156429915456,-0.00013933252866599787,0.00977486212832831,0.011388050591549653,0.03687456524015873,0.060305478983940126,0.008836425801474992,-0.03410611445663847,0.06730332853182991,-0.020659752521595347,0.0013039763772048731,-0.03081336822164666,0.015048434446861509,0.02340412621470631,-0.015541378754780791,0.03405259440932861,-0.015819535076017473,0.039416352678356255,0.021628326889114844,0.02300923234686622,0.015816749784802624,-0.013531126210522399,0.016964891000320455,-0.005243969729283406,0.0021564382728019647,-0.0035488991611618208,0.03388811513551988,0.14940417558579458,-0.004529845415337823,-0.005052281186316438,-0.003644961345744221,0.023628846635702416,0.05955113359176232,-0.017026411357187562,-0.13610978387703196,-0.017321615287475143,-0.01995451446265963,-0.027248764283987325,0.0007720044700947721,0.02071906128203581,-0.01413575402695048,-0.0028691029857093923,0.010582868385319022,-0.004834164050624259,-0.0013019998729931152
ZMO1_ZMO0002,0.01623216509006202,-0.021917518581851286,0.007055279755270306,-0.00706689823213451,0.006365229798577652,0.03773518111703088,0.02371867093185263,-0.017665012342909497,0.018306958241664964,-0.019974046779745656,-0.016900628319165518,-0.031947117128610654,-0.011771079953541309,-0.004166706879977384,0.005832065678394375,0.02289197455549455,0.026302991489925813,-0.0016671438702611594,-0.009557089348186163,0.06488520229493643,-0.0023318562909747393,-0.00345995243321496,0.0010147139840263333,-0.017389118045548012,0.0254993802813751,0.05373223203052582,0.0014923608656289993,-0.04339617446832919,0.02702827206523814,0.002573254747057579,0.004261204791925514,0.002457436230570347,0.01839833522162012,-0.010014167764588236,0.015444785695477893,-0.01406562186304937,-0.03639274744482521,0.024281699773816088,0.013742908952392729,0.02351454540388242,-0.01711831869093978,-0.017085174688655853,0.014660218490626138,-0.005778013223261704,-0.04425408564456917,-0.012929164879230064,0.019302873752416783,-0.03864740642533183,-0.0013273923070854577,0.02028965005953394,-0.0007956256598394958,0.001179656746419254,-0.0053079269306456,0.005077145961984506,-0.0867121987491473,0.013884024982632996,0.010411621168460427,0.004530754612947651,0.011200622363197903,0.053681826283425126,0.02608816325691354,0.0179321230227707,-0.029312336580886427,-0.004673907523155131,-0.006375041116519543,0.048740714962272114,0.05487547221430097,0.007572635901957114,-0.030377657664525753,0.003210972316972857,0.012096980586686014,0.011975383074024916,-0.009903558941950134,0.0016893179048032907,-0.0011805385105966306,0.029626990657741815,0.00660967999992403,-0.02685019617812752,-0.02723491384086404
ZMO1_ZMO0003,-0.03772834448088817,-0.0046811313829622225,0.042835870987485175,-0.004160310076402087,-0.0014985205829983082,0.0003410115652456668,0.008940403136205147,0.022710115316479672,-0.005208240357297691,-0.0088834729080757,-0.014085013530507614,0.022562780798402116,-0.006868778752412158,0.000262874172400805,-0.010856351750855869,-0.007234262517670654,-0.016721147171072974,0.013987445935828732,-0.018002383835264722,0.001737216029530537,0.008206916054758647,-0.0070570087797703265,-0.001158087486758428,-0.026172550197877172,-0.0030094871659170973,-0.004364638179029982,-0.03889147726688533,-0.01900801001323739,0.01215610019497271,0.03929237092945884,-0.007410747195734691,0.006761332143546671,-0.0016468050018793993,0.022094875519718758,0.009727925852816297,-0.0027294333722915325,0.005380373633908368,-0.001010334270161257,0.005961090836098249,-0.051156628943749644,-0.0054184951962063105,-0.00805686398825385,0.0045115881685951174,0.002993520159377945,0.020306709138216226,-0.007988739959539292,0.0025044364887572496,0.01132699504130872,0.009583958982906432,0.002775141202002167,-0.0001980069759180348,-0.0024983477294727397,-0.002784719146300797,-0.0033335010551865133,0.0017476805841223242,-0.012068129883060082,-0.0028780493410394295,0.03610339355255069,-0.009008211269221708,-0.0019592602806108106,-0.0011178348046159538,0.012598321647972635,0.0005854953529789992,-0.025592091397753026,-0.05124569768433362,-0.000450910297357255,0.35994541015975123,-0.011457965860227192,0.0635779546332154,0.00472044149651063,0.0033608946923648856,-0.0025262395172172447,-0.005822472873486593,0.016165457686651216,-0.0007905347580891335,-0.009934843911767176,0.0047558845690381085,-0.0006847613692457957,-0.003231200357520718
ZMO1_ZMO0004,-0.0021423652402670747,-0.0011056055706571443,0.0071326992323725675,-0.010926586502622246,-0.0037983217765364314,-0.004058579567389945,-0.017027155460614857,-0.002652978799073402,0.001985927797658669,-0.010155195786955227,-0.0029202021912611716,-0.0207158782519556,-0.001021815310343936,-0.0039361745671508365,0.005719881328859814,-0.01168057406046321,0.0020451003960333023,0.022928182993212372,-0.006115898254056336,-0.002066726549738645,0.002938512846554542,-0.02289014264627532,-0.013664178811296869,-0.004959940332793692,-0.0009224014604244706,-0.029710168832875677,0.003795004289915524,-0.008507220347711087,-0.002187971221680754,0.001792701033801345,-0.0010594321983354524,0.0031152590231568367,0.003566248259763984,0.025632690059852917,-0.0036942734566068835,-0.01672626304601384,0.023651891145946916,-0.00017259845684138646,9.14314564614647e-05,-0.020490820834634542,-0.006625863861674835,0.005398999572906798,0.0009814060969105466,-0.0054488000431998,-0.0015183919723889996,0.009354579738349732,-0.006232733949743524,0.011364109828276611,0.012222678106331403,0.009908150557210869,1.7404415255993347e-05,0.002144310132670384,-0.011205501019984361,-0.010499994184821837,-0.0014879184340979264,0.026123252397156932,-0.024541050148441265,-0.009169352305460956,0.004730035002492701,0.0008883143996339204,0.00498365218572547,0.12365328699671939,-0.02345490404685382,-0.01873252396807517,-0.01729026825952299,0.007250722956755706,0.3439737825122841,-0.00491281072335273,0.0034354316783418255,0.009226439878899945,0.009745534897718332,-0.0013609613259006582,0.0013388125697439378,0.009065455673416462,0.019265037590607055,0.026110571386954086,-0.006534999756053165,0.010144558391494213,0.01944548770249762
ZMO1_ZMO0005,0.0034058486737283803,0.005623513770165841,0.004888874729435094,-0.0014661558934497296,-0.014199590809414835,0.002202557393890756,-0.014335436255048782,0.009007675954017162,-0.011287592248095052,-0.017803789104229556,0.001770391043962722,-0.022511583348777595,0.004061842186184034,-0.011106433968857103,0.036623246977796994,-0.0041810872286634215,0.012522653283028552,0.012070819185662248,0.0029524026665606793,0.0006490330681792576,0.003939923112648309,-0.04490367580452971,-0.004732105720383049,-0.011449797146921547,-0.007099906410855732,-0.0023630927798466653,0.01188102442834627,-0.005964936979934969,0.0009814540688050351,-0.019719591097733784,-0.021353622148410887,0.003616858026401383,0.007643094076555087,0.0053527847956546,0.0005708858693151786,0.00012155010994766993,-0.009645902365602916,-0.002366043822127015,0.01876300983053562,0.0002217436158641406,-0.018022611027606668,0.001542789711963261,-0.012352571334616265,-0.011485560833225909,0.007774845596049333,0.01874802506001419,-7.120809928379397e-05,0.018335503768160757,0.0015625802661959978,0.009662434680399117,0.0028047732568918294,-0.021671438169518213,-0.004019493431947613,-0.005237244721391229,0.009707927253322708,0.007887693268123894,-0.010465023001625273,-0.005230580491986988,0.005577254675440249,-0.0008678500347180844,0.007394494409506168,0.23658126978702326,-0.025986110049324388,0.0007456891274811699,0.015352766430349036,0.026804630693264813,0.24343328098687023,0.02391447543123091,-0.024765751764476946,-0.016478420633764177,0.019130855666921052,-0.008422671779977072,-0.000757004599914471,1.4308570323607775e-05,0.01657095568417327,0.020564629990802958,-0.006971390112581826,0.026222615009266845,0.010371085077196118
ZMO1_ZMO0006,0.007794492668191322,0.010435229466504766,-0.010861441906215921,0.0034253757566553183,0.01803212435807139,0.020951471809048765,-0.0023778525567742367,-0.002872335704744554,-0.014808818779168634,-0.005343292879625819,0.0005176371782567346,-0.0027737145069300514,0.0014795649069204821,0.03222187696970324,0.013958859566656705,-0.009192417794525882,-0.021864137612062913,0.013547602922595986,0.0012313733751241655,0.020815627185840326,-0.005302866926361753,-0.014838255387271284,0.004318055832577851,0.006227783631943214,-0.004946597107083972,-0.005792091560526241,0.018926822591203905,0.0027365512403696164,0.007489577100750982,-0.028205420055908526,-0.05145273390378696,0.026168162501517534,-0.0010698891554063164,0.011973972236415175,0.04028249830209396,-0.014408426929420255,-0.01379827737091292,-0.005568078384075676,-0.007758289635096019,-0.007447618529271333,-0.002020408946411882,-0.011354314393127864,-0.01266160029378263,-0.01633594557666108,0.005657977722234314,0.025956871404750427,-0.004480894148355107,0.03318436672383514,-0.008048750872760815,-0.0023266276078867543,-0.008752370466818303,0.00257053153969138,-0.01862971434277017,0.03286534275749303,0.013359657692221336,0.0007398547665188618,0.006451601283718347,0.02662069079843576,-0.006466054157834787,-0.010619257514784671,-0.020876737947017252,0.34473880669770535,0.010888750638523207,0.0015363131557255215,-0.0004160314182770453,-0.006135653628399789,0.001886050568584672,0.01776414919740182,-0.020820146398906773,-0.008389191024396869,0.0033756204800529286,-0.009042568715447867,-0.003239608504487365,-0.015865763222829687,0.0034995810272007103,0.006068941738875878,0.023489426860821113,0.03393919058597181,0.01823095883596549
ZMO1_ZMO0007,0.01102909403326574,-0.0009730695017254187,-0.01963194264441291,-0.003532269705351715,0.0041559765755119354,0.007243751620715869,0.011443453317690365,-0.0023873097821050836,0.015843069131914224,0.0303343998162092,0.016531905029964458,0.016464057223631076,0.005700286331721704,-0.015360755624828956,-0.008522997004627528,0.015049259427164513,0.009116709585021806,-0.007930022692425511,-0.004203136562777271,0.023259376031619112,-0.00315364361517354,0.01952493279672393,0.009685571684370268,0.003188853530619407,0.005539512112288801,0.00151438862328026,-0.017591915938708867,0.01670093900698554,-0.00044852783726848257,0.004998607579082003,0.019828234209584187,0.010821698972147074,-0.007398491096187269,-0.007090474020297201,-0.009809553785475501,-0.004599126198850524,-0.0020125129911162947,0.008452443817507971,-0.02447772690977759,-0.015280984017986608,0.008096710039321683,-0.0045063084271542335,-0.0037845289460275793,0.024483646638145073,-0.009968616034518584,0.020005942116442507,0.0008396428273885784,-0.020249933533342795,-0.008924288314867364,-0.007793379663905941,-0.006234377186606792,0.0027948393771150687,0.025954418135342935,0.009192639296331528,0.003538089922228773,0.008247491954316103,-0.012603060565723552,-0.009843414804599713,-0.019316282964978948,0.004998001428581058,-0.020685926037813978,0.008839215676651574,0.016431772375648617,0.014851900820725078,0.009619686779948408,-0.021386046347007383,0.33935545495637015,-0.0002790890139028969,-0.024499869455414835,0.013654369286006121,-0.016447979722299486,0.0005181479197753254,0.004431420829393185,-0.018874311598520675,-0.02289844031818352,0.001778266653016472,-0.0029536812988701536,-0.014087385291439337,-0.0015918659348877653
ZMO1_ZMO0008,-0.005830462001444829,-0.0011917112603601855,-0.018000461167102893,-0.010913663164931487,-0.01094376006973631,-0.015403064020704524,0.006913037505750821,-0.028497744300570296,0.011504503323887279,0.02309920751867259,0.016632360659201442,0.017307708948010654,0.002877861614808643,0.007263828691304583,-0.007913370183556827,0.026262787173332365,4.746514554286573e-05,-0.003834716003026174,-0.009810570535819147,0.0054612413855390715,-0.014663462951603829,0.001516394434196174,-0.007984021731185117,0.005645448740076471,0.0035458176872651195,-0.0026676266381090094,0.007100106180482043,0.02969723374707827,-0.012931739602600233,0.0061992528290830025,0.008886560376257418,0.01443991017008476,-0.0027429019195370982,0.005689014329661347,-0.008741038525018069,-0.001891843982263899,-0.0127505463455192,0.002304735545804204,-0.016270834325726506,0.004279391393520988,0.021913421091852063,-0.008304354453141856,-0.00674231566573429,0.010025431305846029,0.004947920523302661,0.010853160844537555,0.0038499877759445057,-0.001167263062055547,0.01116327227885711,-0.019609103714034095,-0.0037551821746909997,-0.0036305599627443463,0.005916761796929768,0.02505246021454569,0.011391416074507294,-0.0009093522840775731,-0.019296994159665726,0.004895030305552603,-0.0050353684573159595,0.013256517782270931,-0.033597400565750855,0.05605962218995659,0.019614440054457297,0.004824530469409756,0.03224539781252657,-0.008387631410715394,0.29398681272046606,0.011914040100367888,-0.008712007715297287,0.010916757119909163,-0.0190437338458217,0.003847767812141671,0.026208923823811237,-0.031095030857484874,0.005693920706021758,0.005433325995599423,0.005008469321368434,0.006716617157897399,-0.018524592517936873
ZMO1_ZMO0009,-0.00035979787686334476,0.013669325145843042,0.0071408232149716925,-0.01046486660402012,-0.004753926480168274,-0.005594287997986568,0.029975489891309475,-0.011415123571722622,0.03084830533833034,0.021345191582167217,-0.00022011015393523333,0.02217567147734265,0.0031226273296638203,-0.0029477496493875792,0.0032518131640380046,0.02856184784073111,0.007577610654697924,-0.023262121359314034,-0.0007007838749425418,-0.0007052999454584924,-0.022658021745417523,0.010420170730917087,0.010804951412672695,0.0007665883434577851,0.0027432382385161307,0.0077162270918590455,0.01357430051780384,0.04245993999737505,-0.006267084212011788,-0.012675409081949763,0.00014679871212649342,0.012502491954506097,-0.0067124088283212775,-0.014433647387214121,-0.031984487958795826,0.015279234619981118,-0.004455540579384562,-0.01209178039880948,-0.031736068846938206,0.001396030263918437,0.0029827159963474433,0.0002547862421864475,0.014442864715414049,0.0002713119810361894,0.007859038277889054,-0.007393312673498194,0.023680501067452227,-0.0008193152853670232,-0.004012630144962061,-0.023484950898032524,-0.004883849647300794,-0.001944543340529854,0.0014257748223952997,0.05481150357564715,0.0039238007376792335,-0.023255837022702064,-0.005833329181502922,-0.011705322252338448,-0.009514024124978511,0.027636905958375323,-0.0367144182021888,0.15973900852824238,0.019701516460854086,0.015815240267434257,0.03893279515144126,-0.011622463652738243,0.1533536532214243,0.03399191355616532,-0.010502849112248688,2.9927332574545008e-05,-0.008591916864715153,-0.007225426280879895,0.005868750053314635,-0.060719106140327835,-0.0041661052533397075,-0.018365177292120678,0.006086633828761302,0.02640289065747041,-0.0141332184160295
ZMO1_ZMO0010,0.0104896611322277,-0.013430914822653277,0.05359106346936752,-0.00695583212890508,0.0422560990785319,0.058591357419631396,-0.024049136745799955,-0.0017599464399476138,-0.0012203983411062356,0.0005949024557838211,-0.014917943457026274,-0.011979711494840393,0.006701569515175471,0.018590368824266495,-0.008214172371476655,0.033427323979744274,0.00021929717478611017,0.024393862484045813,0.015100970391853192,0.006165936836195899,0.00382469825649114,0.009667028959822964,-0.00799184592283044,0.03720091715921996,-0.012389258405480894,0.01817220714189044,-0.009473222642863459,0.009080897944111797,0.015936640653727647,-0.012328377908037138,-0.018598135067795996,0.017825280787013082,-0.020671361162712284,-0.014137383010813164,-0.011253575908839183,-0.005355527670621243,0.015383833558877538,-0.009520397400888081,-0.019441758587798365,-0.022332191495663588,0.028971393197682112,0.004600107056168443,-0.007576248108256733,-0.013283011233440365,-0.05583121320690484,0.03690086986643378,0.0018192979583331224,0.012933487514567127,-0.04236994360964134,-0.019151820945691164,-0.021595699199791374,-0.007490220898494051,0.011324840095058297,-0.00970583731874639,-0.0041721528383590525,0.01681677932264709,0.00943794054682331,-0.0020764430069111785,-0.018738128617634676,-0.03107443483298644,0.06237990464833542,-0.038655832184909075,-0.0423184499546479,0.008636179905605225,0.0020834277527269044,-0.018726175806484568,0.0174096652370188,0.002375863394939113,0.01192250779977533,0.012653763955001951,-0.00791882919193741,-0.025363466114869282,-0.019837092987118055,-0.033192211918700275,-0.013256608168996317,-0.012607369965259433,-0.06419437667197399,-0.004576800344051077,0.014041562904418171
