Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
ZCP4_0001,-0.010408165349602812,-0.004393308422549906,0.030351028021165516,0.006490886262137145,-0.0037663990364011084,0.003831778227688944,-0.015463056643090752,0.011915476490104975,-0.007049441776191742,0.0028825095439704677,-0.01026367389610322,-0.005373390247489164,0.00944450680565898,0.014934043892948895,-0.003027055229280579,-0.00370344002474188,-0.007604898326300043,-0.021200081624837018,0.004384811313364626,-0.012340741810559601,-0.017695236231652936,-0.0012930823689561361,-0.014854929277683705,0.006189636027446715,0.00433000304722405,-0.010121161606164285,-0.008487252403895904,0.0196921138381755,0.009063429025203186,-0.02519665758291605,0.008835258190841013,0.011594224549536613,0.024287642001627363,-0.016522280216904696,-0.0060282879120088576,-0.00939495858558977,-0.044874155275735475,0.005316184736496294,-0.003976817014192134,-0.009703204518300671,-0.003938176360923967,0.01601983279953444,-0.007459325046543049,-0.00876935205447565,0.0013516664306974875,0.0009561841000809663,-0.0015057938810031043,0.009058952820428887,-0.01965446224670159,-0.004213893719051453,-0.014895041975059564,-0.01722449366951976,-0.0009935940174519277,0.002107276396102662,-0.020189595925021824,-0.018514719028823366,-0.019617207953896827
ZCP4_0002,-0.0013954764181326141,-0.01897665222858774,0.009938828261628133,0.0014602875143693405,-0.008915225092752317,0.029264129436862765,-0.01548144434998818,-0.0051476400119266396,-0.011770385123810057,0.0020724292283020615,-0.014746928931572409,-0.01636374974354772,0.004168664339074199,-0.004556393332523686,-0.010878334069370223,0.005593709161951241,0.0006178040104720669,-0.015952697501844935,0.0020962402388911496,-0.005990823386990146,-0.005182294793404517,0.0045702460948643326,-0.011237565627391796,-0.0011343605567644493,0.0050139990145732245,-0.011097034716319872,-0.019115526634405227,-0.0021161987809405177,0.014314336276721013,-0.02134319247405061,0.011139112747293786,0.008446826159794855,0.010645335161337484,0.010274004250652368,0.005924253597301606,-0.020145258417631172,-0.0005037979809436727,-0.00585522110926849,-0.001412859273479939,0.012161975248972496,0.006623135688404265,0.004306318701781708,-0.015964799796113666,-0.00010834418580245623,-0.009359415274589236,0.006035061894096848,0.010002043223807206,0.012242094029145927,0.006619217037113018,0.026787144189455797,-0.008765673295509287,-0.00013357470539696953,0.0013312551768632237,-0.00014927193031667905,-0.011552411197406909,-0.02194734958133849,-0.0014890183317813402
ZCP4_0003,-0.0008930429592694259,-0.014562756241668058,-0.0032092882788498276,0.01037766126635351,0.005286672178357694,0.005076081075568746,0.000571335758486749,0.01402428929923349,0.002280484000825191,0.016620814161955457,0.02665483481518774,0.029527577069933867,-0.0006241394805705888,0.01041429862475843,-0.010336309803878957,-0.018506111386939472,0.0018199491549857568,0.04492336400004477,-0.022954654471813975,-0.0422277125175048,-0.0010903006259847315,0.001407888998683531,0.01107865086266192,-0.011365811654683491,-0.014351738587942501,0.012427509188636441,0.003148620108774285,0.004710637621719375,-0.010096295766936767,-0.03017591977490726,0.012681136600931786,-0.003907874673526492,-0.01945696467588458,-0.007605037215908073,-0.023383252621856088,0.005574485370634213,-0.02164523191170079,-0.020525141439814154,-0.0007929463271973453,0.0007618385551911022,-0.027897183843462788,-0.01865794617170049,0.011800221056326915,-0.008984605274226313,0.008374573504071786,-0.0011263747172893773,0.0617542636009746,0.00242858844562469,0.023588180877921517,-0.014790687839618738,-0.007753777843783938,-0.018845379816619424,0.0021408936866106863,-0.017574440182002878,-0.018509102400633345,0.057060411263327164,-0.002897338533135199
ZCP4_0004,0.007374379926221558,0.021500029940094215,-0.02363265256067222,0.025167248541391192,-0.009209183911682713,-0.024099053303109713,-0.0008380254673387817,0.014345972936111874,0.008570520851908014,-0.0032340331807020587,0.023576188101332128,0.01662989093254383,0.002485607532936661,-0.005451821887369233,-0.017189525206956414,-0.0018438569357312905,0.0012020402276417897,-0.018949828776568464,0.03556829000285323,0.014645888221293674,0.0024658440429959857,-1.1753711770209274e-05,-0.0754267092148806,-0.007736247921045404,0.0020090589553296003,-0.006224502530612842,0.020572477851725526,-0.008030042272584576,-0.02180310765469663,-0.004142337844407789,-0.008961142379046556,0.009504267345824354,-0.005711343906356132,-0.026829006183082867,0.005658181773032971,0.013962042069468359,0.03376731953440464,-0.00952809564853136,0.004629151311905314,0.009543342803361022,-0.0016985841592935943,0.004935803761668064,-0.0023078352241876128,-0.0017888886350231246,-0.005950161824630484,0.02121572204350136,0.003288867564203829,-0.002782111628097168,-0.01874615874738706,0.0069582506665883965,0.005293191285646615,-0.0033594109339509476,-0.006382454149792097,0.013160815568494575,0.007633716328047094,0.0031081813390399764,0.009419933705008219
ZCP4_0005,-0.0033359642046600726,0.005298079095194028,0.005877825658010376,0.017422743076662566,-0.0002785345154857959,-0.02564644365152703,0.0355292525498797,0.013463821924505546,0.010855447839148318,0.0030001795193638297,-0.003282368925596928,0.010099552456066294,-0.01627442899106829,-0.033412312507627794,0.014256124079878257,-0.0012486373031761252,0.00022258759330843185,-0.01601681158013657,0.023467261749763633,-0.0034223252583978764,0.011102455511124818,-0.009633967509668823,-0.015298353732353935,0.012692481418360407,-0.005505206041358283,-0.007080011359841384,0.0024039654493199533,-0.009625972462843883,0.000611749766779889,-0.01977853118285391,0.009258092480549499,-0.021879349063848703,-0.01637582087186574,-0.014778438708354814,0.0049949576540376985,0.01654401768680366,-0.013523655492514594,0.023963101716639887,-0.005948608600761063,0.01097045647981658,-0.008221842815991257,-0.003126548822297086,0.022746407067007597,0.013360427716241411,0.0053122748306891985,0.024462325999419315,-0.007569225249623784,0.09294180232974464,0.0025765799237078978,-0.02212687560230804,0.016171867811683546,0.002785543718658552,-0.02276669785021176,-0.009993350569687904,0.0032581780252693955,-0.0018609547369307223,-0.02746907819972302
ZCP4_0006,0.005039232403772816,-0.006671623967373752,0.017479029903794355,0.007464143475179064,0.005107756558494189,-0.01063321753574734,0.02941577762727567,-0.007752494116288596,-0.004533755519178693,-0.004546273029966273,-0.0003933851243927035,-0.0103726226367653,-0.009718793777271867,0.010702821182001346,0.013559485277136653,-0.014308848820985928,0.00515450693325521,-0.014604758358829715,-0.0010012866233569512,0.011199811238270633,-0.0013026200833462195,0.004468784085011659,0.018764124584552202,-0.0019700609199230943,-0.0024713171894008056,-0.011756595305800803,-0.006492783004174396,0.0046193366259887295,0.006088140168466284,-0.015504437550820902,-0.00046504320516323585,-0.013063205787595247,0.0057439569286145695,-0.007234845151546549,-0.005409773143691263,0.007116734552930805,-0.01901385192555914,-0.017119286372062656,-0.004593916979928403,-0.0048462236831799815,-0.015387133375489104,0.015355421199993004,-0.009548522788588977,-0.04891161582280096,-0.003085006508071039,-0.009870229510694313,-0.009331959396393787,-0.004642524177852583,0.0011920118041770286,0.00015459333340406305,0.028798712230682994,0.0011177148079564408,-0.011866111727846332,0.004132765667672437,0.0013878692091540685,-0.004173784533794715,-0.03870610067958414
ZCP4_0007,0.0054164462987921266,-0.008166286268559586,0.0031248604985017656,-0.0025324461001994167,0.004258330887509881,0.006576685075597369,0.022873681616970364,-0.003481802149567604,0.004622946529715306,-0.010150300594405677,0.00039732077774565856,-0.009505941588873565,0.009438285624935865,0.026698156762801396,0.006075415456056817,-0.003939309714475703,0.005114183170842828,-0.010845211334357719,0.0084122709067293,0.028949840237369597,0.010051058212795925,-0.010892334989601519,0.012696186164372444,-0.02217158579934654,-0.005905480761416047,-0.012617000713538714,0.0003413344634417809,0.01596160042400534,-0.003982188301048936,0.0023865642140303246,-0.0049344765324669925,0.009720006631149603,-0.004029004897113594,-0.006118608728528594,-0.002340220204059203,0.004899667195979424,-0.014116909363827774,-0.011965864346246607,-0.009852696811036359,-0.016736492161743093,-0.004116569092472598,0.0450257773513617,0.010436935850717059,-0.02527625262753682,0.004829808121514563,-0.026152666333260226,-0.010811136074946086,-0.00685585852732934,-0.01435883779961596,0.009755838079173235,0.01027102071866402,-0.006113415253746173,0.009864660279120379,-0.005814486388924638,0.01770339581726265,0.0022719740742925447,0.015663629417454257
ZCP4_0008,0.007110630581246846,-0.007287986528872686,0.030987891837800693,-0.010221810141498852,-0.006525324561151136,-0.01095372444700306,0.020794072065872346,0.0014224714821150695,-0.0008037754999475373,-0.013146202067312205,0.002415126981027286,-0.012707593162642366,-0.019333250455166526,-0.003914337851783724,0.005739551906721496,-0.0135578034722071,0.006219335764086305,0.01856823519749675,0.006157658495809896,0.003473237206131651,-0.005052930630363219,-0.009063852131751331,0.0018859556444948513,0.0003343853281687142,-0.00875265119118287,-0.00811204592605369,-0.014832680602985118,0.000970637066971645,0.0053827680726530455,0.012249423180659384,0.0067476150239193355,-0.005915065429740226,0.004196252703828249,-0.0069362808793586,-0.0006578888420619962,-0.007386505135901204,-0.014762299422592808,-0.021155843047081423,0.0006728574776991459,-0.01494994841931198,0.0007939959780276182,-0.024628131107470315,-0.002615159513636026,-0.004585883179348031,0.00322823001554601,8.306353505338532e-05,0.0058531958193713774,-0.01704410681560064,-0.00038146462870874043,-0.021887231819803482,0.010634040569766304,0.009392484096110354,-0.012852212907573088,0.0008853960869138822,-0.011927184749198108,-0.0006554637027709612,0.0022586481454578526
ZCP4_0009,0.007861554030726341,0.0037532408058705453,0.016818811085219473,-0.004192236901192929,0.006807273236126136,-0.0025568969163851938,0.007421153948754136,-0.0076645915045999045,0.0030877522477484004,0.0010368756844460834,0.009084926924011721,-0.015805873259868507,-0.009163685778876595,-0.006020643909350897,0.005578474622116821,-0.014310641083274045,0.015613353083840945,0.011853769938517849,0.004780850028594772,0.006229246542482047,-0.002724038038373216,-0.00627948035348799,0.004506990348779068,0.008302682127998546,-0.0035633225148054017,-0.024987582857306127,0.010373895510474703,-8.228853364885827e-06,0.01161343352645585,-0.01330709017178601,0.011566325316897736,0.008622028823956195,0.004726328225298806,-0.009837842102566474,-0.006144775372995384,-0.019589332339467542,-0.022773804914566737,-0.01310688672051452,0.007944007960701138,4.536005369977647e-05,0.0010810425608774774,-0.01648727222990534,-0.0035822514434484818,0.0019853617112400466,-0.007030393976443228,-0.004101772174862264,-0.011003746377267655,0.0013952554931336647,0.0021766629142881337,-0.0121527106062165,0.006815259760633439,-0.0017360149181159354,0.0014543555350611203,0.004157774899415609,-0.008151990890510987,0.003919454619681475,-0.04015780274171677
ZCP4_0010,-0.002996222711125616,-0.006223731729280536,0.02483665795351347,-0.011615598773156401,-0.0023663775092214213,-0.011979368272231264,0.018511585704328808,0.003737565952430831,-0.006959864289667375,-0.013730843402165077,0.004993224908487844,-0.009542850252419258,-0.008483290054153249,-0.016558341112414304,-0.00014911517413619546,0.0023417501074067776,0.006122340036982147,0.017042330587527712,-0.008330131578685403,0.012218248748206302,-0.0036931033975962776,0.0005190761619526967,0.006663083405464893,0.0055868007016891645,-0.0009643220962596486,-0.013560490912624987,-0.009116202554734418,-0.01803917988417641,-0.008352471205404062,-0.011912886300631765,0.027391001863513852,-0.005616582552838015,-0.0028004313291613596,-0.013717002698653316,-0.0037617072337939603,0.006915385664038399,-0.006476907208434447,-0.03173140335885858,0.005039852332491787,-0.031082329401717287,0.005457017187530767,-0.02250354059495949,-0.01538352182970229,0.00814564895032338,-0.007303460309181444,-0.000619929081070131,-0.008092273668992999,0.001644682941413954,-0.022779034826917458,-0.023005629927889827,0.0029200398969535515,0.010877472034238299,0.0065123256527506385,0.002943786642542154,-0.018321033956002375,-0.0026712701767690103,-0.014982186723593123
ZCP4_0011,-0.006896746771385518,-0.01756460843960791,0.02358625800505464,-0.01223386741814002,0.010739275135765801,0.008619825511149896,0.009333564631606665,-0.007963081938471218,-0.0058148226719711114,-0.011369951220999769,-0.024915937065035997,0.01896145855880143,0.011891895731051687,0.0038689365928088137,-0.020260899086296517,-0.01093614753810904,-0.008526012276169182,0.0053434507945031,-0.015341096696857718,0.0038144514775220895,-0.0014251286828802045,0.0006637593913470445,0.0173085097611961,0.006049604692660519,-0.013192902024809505,-0.0046865958519371285,0.005795368340547843,0.0010154969348000157,-0.0025939070796437065,-0.0076046690914085046,0.017780446416079614,-0.0016936072872597834,-0.015376523572928935,-0.00022471474111421163,0.012676613562245009,-0.017540333389977597,0.002125634329122167,-0.0224837839576412,0.0018646480628873791,-0.00406198284124138,0.005162776835719285,-0.019875393202135362,-0.012748241062140247,0.01481855205734613,-0.0032872116498648264,0.002066839319534168,0.002538569770203117,0.0008744410217859225,0.009090062569839241,0.023956198002084348,-0.015984846373947426,-0.0022452785193859347,-0.003979189406645579,-0.003878657310282764,0.017072148747024646,-0.0423773642177797,0.005308978782586211
ZCP4_0012,0.002900331837767004,0.01159146747281455,0.011817684604542992,-0.015701621603211428,0.14411588878565135,-0.008246185767787156,0.022405301555894003,0.0021577960454989033,-0.007524111452903729,-0.010371684438971717,-0.01045305881152563,0.02727774649236649,-0.011079963377530526,-0.005029936431210372,0.006450591429147387,-0.0062945101575477055,0.023757227506892905,0.0073032270743152005,0.17843130124775705,-0.0010449353077401353,0.06290868404985644,-0.010042345028604549,-0.025982716880612853,-0.026810400782533744,0.006489205345723017,0.011427322162056039,0.04641183087974582,0.02632564083822084,-0.004101045449210725,-0.019037961330196272,-0.06142899927811333,0.0001777908908645521,-0.07324964758765441,0.007404227127801475,-0.0057048509093674685,-0.006810582071772664,-0.0003687066571569985,-0.013381713816673246,0.00033260451829921937,-0.007193518248830937,-0.0011775606998534918,0.0008155491381162804,0.038677676880185426,0.002102173155853741,-0.0024290695333112383,-0.02910307432565529,0.0026177662872285093,0.0031834073516227436,-0.03631827586608873,0.09058674674817994,0.0025500715779342106,0.006782370028959576,0.011083984113684213,-0.014492969291706579,-0.02767335213048386,-0.024236407171471887,0.011483210790054241
ZCP4_0014,-0.0076316767661838225,-0.004768487584750979,-0.0054408333831884054,-0.013953173756622306,-0.007795531559874215,0.021001709453637347,0.0487592539974369,-0.01910518762700268,-0.017882852073744307,-0.03150564220401352,-0.018080112887423564,-0.03608304229604599,-0.013828004857930497,0.01553520676402857,-0.008944845571346921,0.01155262086191664,-0.017467435910037746,-0.0005745644362952594,0.010774136416443376,0.0015374535003776252,0.0025805398825696933,-0.011766833645970842,-0.01158608108145998,-0.00668597526924488,0.015050010175012438,0.03622208726366554,-0.04555838098155562,0.01563756080336133,-0.011528571666218335,-0.017437597177011887,0.022342975049478245,-0.003115790957707317,0.005595001856903606,0.015806592426612077,-0.0024131113467155993,0.004624961532473609,-0.027858228833351626,-0.01551972805033662,-0.002149073581368955,0.013399703839293313,0.001856131308769538,0.005087313993147659,0.0073787790462963455,-0.0044213378117996215,0.02892411191170131,-0.007118478254641839,0.0515767484929678,0.007514826967215236,-0.006196010877893763,-0.019602263079059355,0.0017166537934017192,-0.0005482896578743666,0.011705202849445961,-0.013190267612494627,0.006146064407763335,-0.003449801760255047,-0.019315289101353748
ZCP4_0015,0.011807360707741292,0.0029681219997145783,0.023129099230775847,-0.0033147348466597754,0.006646054039797179,-0.010530618156869223,0.02420527014455995,0.0018920670465602046,-0.016350287510303117,-0.008150347776162994,0.0006687058695458823,-0.01641564803301366,-0.021118966138536133,0.0073392330308518884,-0.016732102634152774,-0.013379929621472955,0.017491668391722174,0.021386466406681202,-0.018804548618741476,0.003640246357382903,0.01625295840423475,0.012785895505031335,-0.023931498666340114,0.032215864533856435,0.0030833738029604515,-0.007548443452110849,0.007588762167654075,0.03626208138901658,-0.052179970272638404,0.0013322488558492555,0.0010026372633315428,0.013668574312801014,-0.01717371653706648,0.014154091860446683,0.008564823923830286,-0.02873675188333046,-0.018040835039730523,-0.03429785346010117,0.004082185647987742,-0.013017650423254245,-0.014720261080650408,-0.01912937062188363,-0.007779377025483864,0.011160864752824634,0.01647345537057814,0.04264904934065877,-0.00014341817237768922,0.10362113546233918,-0.03123365865790629,0.0033289028541025247,-0.0005438506434657592,-0.019188972137495746,0.024788737035580273,0.0012539512974585664,-0.02987206982279528,0.018222796349700934,0.0029694378256018513
