Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
ZCP4_0001,-0.037325862959374456,-0.012346097868708949,-0.025811863036552002,-0.0071443395747079995,-0.0013116430596572,0.00391811564025625,0.028692807932002302,0.008542632908265301,0.008023462422560749,-0.0021433897406128,0.00513920639653775,0.003922478366826,-0.0043927457142481,0.0297499917511725,-0.009173220556216749,-0.0070537147847261,0.009305570789868801,0.00893413928119865,0.0053461963265441,-0.00749127181977495,-0.0016940994411477,-0.01676272229500315,-0.01732692070440235,-0.0031041748102110496,0.00697080626348025,-0.006962372981389801,-0.017083039944790948,0.0039421144040319,-0.0073165442699574005,0.0015796270406003,0.00063164915962785,-0.0132038237824398,-0.0062221543206040005,0.007766730297489151,-0.0084089208948243,-0.0084449257250486,0.023172679858449,-0.0014791553439156,0.0359500345820877,0.00414969920470555,-0.0087818249457065,0.0013758286687564998,0.0113692177446895,-0.00866350635764885,-0.0039028671743923504,-0.0054576711420977995,-0.006091310319216749,0.0195163643913321,-0.00776256435050335,-0.01671892737885905,-0.012711958848841898,-0.0084700761551802,0.0075307007413080995,-0.03179575738829715
ZCP4_0002,-0.01472188726081615,-0.02258827874948465,-0.01790694918004225,-0.0218612438827643,-0.00165422466756995,0.0071157764398791,0.019448943977247002,0.025714151284219347,0.0110767210846039,0.0023599411272004498,0.00214089625708355,0.0052876538071934005,-0.0091953858674853,0.006761338643342,-0.01399531108488345,0.0122719955224871,0.010075823597434,0.00247150823683825,-0.0006502131601068001,0.00646013447061275,0.00814446135362515,-0.012874681704630301,-0.0123079091987416,0.0102225954033158,0.01472594493444755,-0.011916970451709051,-0.01304819241280595,-0.0100306884330743,-0.00146325505400355,0.0054891317641254,-0.0015877275408826999,-0.0265056238800087,-0.0023423307276402,0.0070406628098966,0.00201832080174525,0.00801840169844405,-0.0015650701884902,-0.01661575174301875,0.00528520655669595,0.00625231833865125,0.0065532959321772,0.00151762039510425,-0.00499754055656615,-0.01294294281455615,0.0030519660937047503,-0.00229565527549775,-0.00602709651911775,-0.0007621081225232001,0.0043963894145202,-0.0182236677729692,-0.01187325833197045,0.0083169169017621,-0.016699908576926402,-0.02347974347414555
ZCP4_0003,0.0026796121424268,-0.01152662604392695,0.0441293675918183,-0.00177286713493395,-0.0056155005077423,-0.0008327022792996501,-0.0123481505299999,0.0238593520169668,-0.010632353554102351,0.00582939776525655,-0.02134955352746885,-0.008854216669137351,-0.02122127822232015,0.00511998456134735,0.00830937958741145,-0.0016228999022727501,0.0112820415837048,0.00439174302715355,0.0004908299466488,0.05789792828800375,-0.01680948164257435,-0.0016143915455195,0.016131693732147248,0.0018060929021036,-0.0357427512507116,0.0011707203037029,0.00670356782093325,-0.028543474675103347,0.01525232068654085,0.0048177379838823,0.01743064487963275,-0.00044278730061370004,0.0010133380749012002,0.01493998327247115,-0.0036237747807947003,-0.0095560931104254,-0.0036055799921164496,0.01726160880165535,0.0028914136703856,0.0019729254510308,-0.0129306216557156,-0.0149666613877988,-0.00209121426308945,0.01462326485048435,-0.02658158542513325,-0.0038923538187436,0.00763421470302915,-0.01238224081131215,0.0360314902032282,-0.014748619087715652,0.08095542763468261,0.0165365590541159,0.008129680297414999,-0.02737461354235475
ZCP4_0004,-0.022748145212327348,0.0242928407218118,-0.018717985678098598,0.02263369004992255,0.0090507830514196,-0.0043800895119967004,-0.0044884454596655,-0.0342396457786482,0.0278339154184733,-0.00316965106873835,0.00277959920844005,0.01004168083317925,-0.007602965930473099,-0.023159987027458702,-0.0014081151825153999,-0.028058493927360352,-0.018412714976996,0.00088971125065445,0.01758880609034835,-0.0003536668758477,-0.00010494351078989999,0.0082225540074979,0.030198717935221,-0.0051637989030432,0.00148762019945765,0.010357087584367049,-0.00980898009582995,0.00850661281601655,-0.07513101253201945,-0.0091129483237798,0.0041372506774298,-0.0139300747617092,-0.00037277283658805,0.0013888929211852501,0.0018403322474682998,0.02504734651615345,0.022793750439016748,0.01735025030320975,0.0030698179849198,0.027201848368615153,0.00608694286455325,-2.5205584013050092e-05,0.011635270700115299,-0.00263702039372325,-0.00969600346635535,0.01014038397323265,-0.00207798102544455,0.00010559909409539993,-0.01631601284336715,0.0011361036060657998,0.0179170081986018,0.0011806841042485499,-0.00503636875160445,0.0105950566552864
ZCP4_0005,-0.01520757815688075,0.0033572650044691997,-0.017266192919851653,0.0030861672791201995,-0.00439494293063135,-0.0038193292028210002,-0.0029309543148295,-0.01760750728750395,0.0257331058132116,-0.008829706984875351,0.0075694922026002,-0.0209248461118133,0.00768578355369655,0.0079036213428785,0.01604453488795155,-0.00943031565827035,0.0126401978125102,-0.01682013967435195,0.0005711052850498772,-0.013273991845542149,-0.007483821430041,0.00905248327858695,-0.00844704777365205,-0.0035789996272286,-0.02482025679135835,0.0082233964308407,0.0160468217976209,0.00046774732673522635,-0.0209137077898931,0.0132564016241088,-0.00040151893567705,0.03169317934997655,0.004698772903278799,0.00718594338152935,-0.0032511396462876,0.0197517357431983,-0.011547300278097,0.01319780620915445,-0.01792720672194605,0.01800303670021685,-0.00377573851803935,-0.005406106943176401,-0.03400177860479955,0.0241840572395327,-0.0070644606510639005,0.00156263060244005,-0.006380374105236401,-0.0043509600155399,-0.00949099385343265,0.0205850567973749,-0.0021941114141210997,0.018337929738329553,-0.0442439217426845,-0.02854144484889575
ZCP4_0006,-0.0045270069015046,-0.0037649515798836002,-0.01295555403573545,-0.00857465524584635,-0.0062475570538537,0.01677258915194755,-0.00317916164803495,-0.01384205197211405,-0.0022324389811697997,0.00325544910432485,0.0017871828870647556,-0.01739745820603025,-0.00938897285649315,0.012383896684636249,-0.0068718899922496,-0.008518697834119252,0.00507009220381635,0.0028343172098406998,-0.00550344047927815,-0.00887119751635645,-0.00529906487296955,-0.0106997523487628,-0.00467672795498175,0.0076503630498406,0.0179833571922407,-0.0069120810013514,-0.00218447933462415,-0.005974125536926901,0.026049443968719402,-0.0462309632922492,-0.0054965893746193005,0.0399263569184053,0.0052400474504925,0.003758926539376,-0.0107758118617893,-0.00639984215914975,0.006452673258678451,-0.0234371375229155,-0.00110114242709945,0.025959303437440802,-0.0085779960587371,-0.0032851633728886503,0.01789202079937035,-0.0071489324577646,-0.013945774224999749,0.0006541515537189,-0.01439031039727955,0.0252926798193938,-0.0018297179343323,0.0221529436539835,-0.014263801921347151,-0.00783043440523405,0.0197585971107325,-0.009492786196824199
ZCP4_0007,-0.01388247941399545,-0.008389401573707999,-0.0021507045666576503,-0.00554088428866275,-0.0102075183119569,0.01465307249132255,-0.0112350459959601,0.00828538897180115,0.01117429010269625,-0.010673565599948049,0.0018150598541048,0.0037194264689879497,0.00396136196191925,-0.00114349036830775,0.0031475109512460503,-0.0128893823716949,0.0017653102173142,-0.0004048182853885,0.00440505510895525,-0.00770939346372045,0.00240685903268065,0.0025389872845189504,-0.00107570960986495,0.00620273954826325,0.0081499746500685,0.00523823630063205,0.0238086977445962,0.0036314239612797,0.01982322624570125,-0.02549383015873145,-0.0106835107120289,0.022682553643265997,0.0037431774759197,-0.00022450066517375,-0.018016707711297403,-0.018838069950997252,0.005463865364843799,-0.0173810521419607,0.00970268713241265,0.00563633645458975,-0.01104698176586235,-0.005012146768287,0.01895538292419085,0.00540200864064055,-0.00208398403411095,0.0044425044660839005,-0.01511819383922015,0.0494223691817048,-0.00793994519277735,0.0174591188031339,-0.0033726422596467003,-0.0243736708866384,0.03027848439134075,-0.0012009677287065
ZCP4_0008,-0.009759984994687651,-0.006458274968476899,0.0127634826479337,-0.0049835234016143,0.00299979251600605,-0.00024104595131220008,0.0146571513037166,-0.0044322006452426,0.00121027460007335,-0.010750547288012152,-0.01709436783353345,-0.0073358148433447,0.0030975270105977,0.02539606019343295,-0.0069238277801301,-0.0043030808129504005,0.0065178902907307495,-0.018639380904913253,0.0051725400592954,0.00790247726918845,-0.012284180184574549,-0.00656276147828165,0.0089598300877133,0.0013205314408710465,-0.002619257823715729,-0.00185403628822875,-0.0056614071873537005,0.0023635953023882,-0.00226942414081085,-0.010853365377504101,-0.01331790845880655,0.02601495682911765,0.00685008849941715,-0.00234289766271575,0.01064402051698235,0.0013024578482471,0.0146753325887439,-0.0196870500727529,-0.0006123676903021297,-0.0026171327037980002,0.01122392021555925,-0.011377678659719,0.020799404713227353,-0.00906065805923115,0.0041169392498455505,0.00677144706039285,-0.008835318832658201,-0.02742077054593535,0.0100087107275717,0.00174909816050445,-0.0071390020051296,-0.015499426124941849,0.0034867312724687002,0.021819329989148553
ZCP4_0009,-0.015010698711687451,0.0007886282766631393,0.01457696116588825,0.02060755678740655,0.0053535131181479,0.00309014400214715,-0.0026021297912553498,-0.0032789351507213,-0.0089572676920148,-0.01224024553818035,-0.0077331337189257,0.0090571470243908,0.0010768767144494502,0.014462827725711,-0.00201503750195275,-0.00876839629464205,0.0042910025495834,-0.00399253920820605,0.0019995534698439158,-0.01000804187452995,-0.0079245373864778,-0.0104646663834843,0.018253600379679,-0.02173769081361565,-0.00040022982273544996,0.0063925833162009,0.0077879282985351996,-0.00943954001752505,-0.00268741472608595,-0.0073192004877453,0.0043222427133155494,0.0155152524972203,0.018989686632308503,-8.902272933504998e-05,-0.00311358354330575,-0.0067781806508701,0.01856063116743055,-0.01693801515329265,-4.4916366351150034e-05,0.0038458637872932997,-0.0010803660655389,-0.00405013382667215,-0.0007208895825760999,-0.0141984700998272,0.00472017643976725,0.009474743011708801,-0.029185414305581497,-0.01331504424818095,0.008040247709498299,-0.00662541557719485,-0.00608271368768735,-0.00040081879213245,0.004078094014077899,-0.0112468928512736
ZCP4_0010,-0.014883904760091299,-0.01297854955005015,0.01526570147545505,0.0045474206176595,0.00503374523731645,-0.009305024097357801,-0.0045385361114837,-0.0095349795020696,-0.024425047500316502,-0.00019838534477555,-0.0092069689210852,-0.0034767437905864,0.011100694010389,0.022381333584245253,-0.014379444978042,-0.01307477714355735,0.022745633679920302,-0.00716264091447885,0.00253668271930355,-0.0123675308831988,0.00414076560563365,-0.0178826933239095,0.0103412887164245,-0.016163575611425347,0.023768786367875952,-0.0062694114159722,-0.0081845352557421,0.0113361154489775,0.0049346476037707004,-0.015147627219012201,-0.01397896474281685,0.021559622751940948,0.0124306539102733,-0.0007057700039896999,0.01328684423538935,-0.00483829655351615,0.02732994841462335,-0.0089874961281156,0.0192587748246597,-0.015270399516319401,0.0015468261896997,-0.00115259906466695,0.022280557497688952,-0.0081328545582208,0.00875450112303835,-0.00143312085157685,-0.01319886992060135,-0.0228034620834998,-0.0261079228782745,0.0085017705177926,-0.0162136162065935,-0.0333945206451053,-0.0098824050579916,-0.0192666489559551
