Sample	Top over-represented sequence	Sum of remaining over-represented sequences
SRX6922025	0.13401026186714307	0.0
SRX6922026	0.0	0.0
SRX6922027	0.0	0.0
SRX6922028	0.13595123518006455	0.10545965974616742
SRX6922029	0.1372020898272525	0.1286481847838765
SRX7101023	0.0	0.0
SRX7101024	0.0	0.0
SRX7101025	0.0	0.0
SRX7101026	0.16132037690876794	0.0
SRX7101027	0.15194016546887812	0.42951962198549054
SRX7101028	0.4279696962118591	1.058253100732649
SRX7101029	0.1614996549790118	0.1022436810507586
SRX7101030	0.11177939868826962	0.0
SRX7101031	0.1126725962731099	0.0
SRX7101032	0.1826418727938635	0.752659113523017
SRX7101033	0.1400817531154545	0.33406430431618583
SRX7101034	0.13345867088974592	0.0
SRX7101035	0.2805361070339629	0.6160606298904728
SRX7101036	0.0	0.0
SRX7101037	0.0	0.0
SRX7101038	0.0	0.0
SRX7101039	0.0	0.0
SRX7101040	0.0	0.0
SRX7101041	0.0	0.0
SRX7551986	0.10199116007502948	0.0
SRX7551987	0.0	0.0
SRX7551988	0.20905885729667747	0.6895562803200467
SRX7551989	0.22111575142839532	0.5028497119038036
SRX7551990	0.10409797651781899	0.0
SRX7551991	0.0	0.0
SRX8694706	0.17081185238952518	0.0
SRX8694707	0.12514909139937638	0.0
SRX8694708	0.3193200023666871	2.6576114233315593
SRX8694709	0.2953444188248304	3.1451316958935323
SRX8694710	0.0	0.0
SRX8694711	0.11022591273485989	0.10977003717065391
SRX8694712	0.0	0.0
SRX8694713	0.0	0.0
SRX8694714	0.0	0.0
SRX8694715	0.10735094508541147	0.0
SRX8694716	0.1409738700657329	0.1058575478538599
SRX8694717	0.13724022062545788	0.11103101060010212
SRX8694718	0.29897395652146336	4.444982614269804
SRX8694719	0.22488014271917067	3.5513357730927284
SRX8694720	0.2812621716651638	3.9768064751924808
SRX8694721	0.27691381943685883	4.667243490608885
SRX8694722	0.33656818788903653	5.358613372269362
SRX8694723	0.29898502147539086	5.4770320073583445
SRX8694724	0.3028955764299154	5.016295990676489
SRX8694725	0.3317148893652863	5.596993315083087
SRX8694726	0.4451197739229849	9.083577386781425
SRX8694727	0.4131536973211916	7.345596229109577
SRX8694728	0.11097786051778985	0.0
SRX8694729	0.10367321602782818	0.10305934047921676
