Sample	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	featureCounts_mqc-generalstats-featurecounts-percent_assigned	FastQC_mqc-generalstats-fastqc-percent_duplicates	featureCounts_mqc-generalstats-featurecounts-Assigned	FastQC_mqc-generalstats-fastqc-total_sequences
SRX14570263	0.5013445879721667	50.0	150	148.66044182986016	27.27272727272727	11191508.0	92.95	80.18228585927673	84.77951350759346	19308143	12040155.0
SRX14570264	0.47002234343697824	50.0	150	148.7075740109459	27.27272727272727	11900707.0	93.62	80.96700282800985	85.22185600339549	20583527	12711059.0
SRX14570265	0.42997475939980445	49.0	150	148.8052185868335	27.27272727272727	12967166.0	94.06	78.01061660017238	84.70548524339713	21509315	13786146.0
SRX14570266	0.457197573490101	48.0	150	148.76112787966343	27.27272727272727	13308482.0	93.81	77.12405291828969	83.85261882258855	21881553	14185946.0
SRX14570267	0.46159671257799234	50.0	150	148.71559642021882	27.27272727272727	12869914.0	94.16	82.3358743842779	86.03982594964702	22507496	13668098.0
SRX14570268	0.4730898318489473	49.0	150	148.7740590385057	18.181818181818183	10411117.0	93.66	81.84839702968658	85.58441172291546	18196313	11115864.0
SRX14570269	0.5684192215157223	49.0	150	148.6914404151435	18.181818181818183	7789640.0	93.34	81.04605925085764	82.49378337679504	13527944	8345837.0
SRX14570270	0.46778363083599117	49.0	150	148.64992139363562	18.181818181818183	10147049.0	93.76	82.29874299114425	83.5615855927257	17814246	10822915.0
SRX14570271	0.542946464545086	49.0	150	148.61724337039368	18.181818181818183	8838196.0	93.48	79.99829494112628	82.64486792561087	15126428	9454219.0
SRX14570272	0.5720035572994651	50.0	150	148.58274900718177	18.181818181818183	9261203.0	92.11	79.14539210911298	83.65681069860143	15915282	10054459.0
SRX14570273	0.47924352031354106	50.0	150	148.68090451838	18.181818181818183	9276837.0	91.94	79.25188917850132	83.89917627937358	15993819	10090497.0
SRX14570274	0.495672234184731	49.0	150	148.64966156263074	18.181818181818183	10532338.0	93.0	79.87190345568315	84.39430465002853	18091443	11325286.0
SRX14570275	0.5583325050061437	49.0	150	148.59942810533283	18.181818181818183	10793916.0	93.55	80.61242929646227	84.21090799727918	18601784	11537789.0
SRX14570276	0.5516772705033944	49.0	150	148.60855006036002	18.181818181818183	9866933.0	92.98	80.68547597147763	83.55642690166785	17124942	10612159.0
SRX14570277	0.5273803154584963	49.0	150	148.57355733890944	27.27272727272727	13016828.0	93.11	80.22997997375042	85.65412699733164	22431744	13979652.0
SRX14953908	0.727595144412357	52.0	100	99.0395559910202	20.0	15258946.0	37.61	29.687718143235266	94.76584854323464	24092674	40576837.0
SRX14953909	1.1935803013292756	49.0	100	99.03273633895769	20.0	28403644.0	87.18	74.96728643431848	92.49047143815348	48851756	32582049.0
SRX14953910	0.6727434388311826	50.0	100	98.92426940866035	20.0	21126068.0	64.01	53.245941758490225	91.33835785845247	35145872	33003334.0
SRX14953911	0.8905171401206394	49.0	100	99.01200453589807	20.0	25724670.0	83.57	72.62501049750797	91.14522203248265	44709576	30781115.0
SRX14953912	0.8063678214088725	53.0	100	99.10481943806515	30.0	6718066.0	21.37	16.49127248992637	93.35275396656606	10369224	31438520.0
SRX14953913	0.7827706938178478	48.0	100	98.92364226480868	20.0	28269455.0	80.23	66.21199761313255	91.20508770680529	46661107	35236142.0
SRX14953914	0.6692732744284385	53.0	100	99.02653265906616	20.0	5307443.0	18.55	13.087599916325349	93.1072735718425	7488938	28610815.0
SRX14953915	0.7974440001416586	53.0	100	99.11707082818062	30.0	5890784.0	20.54	15.036912999778895	93.00498029750588	8623423	28674180.0
SRX14953916	0.9824972904360655	51.0	100	99.00758279088203	30.0	15095763.0	45.63	35.09134148809928	91.178007910211	23216920	33080696.0
SRX14953917	0.7291723655825035	49.0	100	98.94641448495696	20.0	27324686.0	82.06	70.37982790580104	91.3731068544761	46870374	33298159.0
SRX14953918	3.703361271890909	49.0	100	98.96986697448556	20.0	32151292.0	90.26	79.49977026716748	92.81234627188581	56638519	35621813.0
SRX14953919	0.9614355279022108	52.0	100	99.07182058424398	20.0	11608224.0	31.89	25.434952448451487	94.16372033208228	18517968	36402600.0
SRX14953920	0.7283248415663299	53.0	100	99.04046885911517	20.0	6983140.0	20.67	15.485086157841232	94.86562865423214	10462688	33783112.0
SRX14953921	1.070888321941482	51.0	100	99.09125655431504	30.0	15316389.0	43.51	35.569300786791956	93.54316485231095	25040447	35199521.0
SRX14953922	1.0526263759890357	53.0	100	99.0167532233285	20.0	6528245.0	17.47	12.568214837806382	95.32232910045907	9395645	37378598.0
SRX14953923	0.692598886101308	51.0	100	99.06154242836664	30.0	12218859.0	33.17	25.715040248637568	93.34690455961389	18946908	36840129.0
SRX14953924	0.7301211396265073	48.0	100	99.07113395481754	20.0	24758442.0	89.94	76.49904860742566	91.16039009650163	42116617	27527543.0
SRX14953925	1.3310241260548807	53.0	100	99.02180904797008	30.0	4122515.0	13.4	9.871539600632891	94.85329574494	6074290	30766680.0
SRX14953926	1.3026637334197289	50.0	100	99.01549691180169	30.0	14901201.0	54.98	43.91852951083826	91.17878445070843	23804789	27101077.0
SRX14953927	3.029131824088984	52.0	100	98.65467022248154	20.0	8912822.0	26.68	18.763312450166257	94.163610029841	12534292	33401064.0
SRX14953928	0.7054101618982254	53.0	100	98.98075840619667	40.0	5671068.0	15.41	9.732939034473045	92.67437689298545	7163477	36800174.0
SRX14953929	3.0090481625150205	52.0	100	98.95338896789778	30.0	8268004.0	26.99	15.401036475383023	91.37235539049625	9435376	30632276.0
SRX14953930	0.7761989721472036	49.0	100	99.02387440162914	30.0	22850866.0	72.15	51.556964829807725	90.18153412841005	32657853	31671621.0
SRX14953931	1.0932969616140071	53.0	100	98.94593964778961	20.0	2805214.0	12.47	7.763571212984652	93.84109101623957	3494130	22503368.0
SRX14953932	0.9294795807068024	54.0	100	99.06223124834824	20.0	1360545.0	5.67	3.331557565313665	95.33015956317003	1598456	23989620.0
SRX18804540	0.5351327754915306	49.0	150	148.63901770466532	18.181818181818183	10096437.0	95.37	84.09174330124378	84.48734486030241	17805653	10587040.0
SRX18804541	0.49208030820822896	49.0	150	148.7072164546402	18.181818181818183	10542668.0	94.74	83.51041795090867	83.95082979094985	18586887	11128484.0
SRX18804542	0.5144138278310907	49.0	150	148.67539309195317	18.181818181818183	8733297.0	95.47	84.8529707872027	84.95421200180871	15524893	9148114.0
SRX18804543	0.479908808900622	48.0	150	148.73113898536084	18.181818181818183	8850169.0	95.52	80.04681560122869	81.929182719121	14833477	9265501.0
SRX18804544	0.4468703803054388	48.0	150	148.80481870643723	18.181818181818183	12289229.0	94.62	78.15389836652206	83.55776727305856	20301724	12988299.0
SRX18804545	0.40917106279718907	48.0	150	148.83203994743795	18.181818181818183	11002860.0	94.61	76.4489777106545	81.77285429362378	17781546	11629682.0
SRX18804546	0.4965144215442937	49.0	150	148.71768258843557	18.181818181818183	8521394.0	95.89	78.64856741887847	82.41461376068203	13979053	8887036.0
SRX18804547	0.44131307194471964	49.0	150	148.79897925404578	18.181818181818183	9946392.0	95.33	85.20143113750532	86.25088617351219	17779729	10433938.0
SRX18804548	0.4511319774435139	48.0	150	148.80379458787826	18.181818181818183	9729150.0	91.43	79.42278645359794	78.5998250532783	16903172	10641261.0
SRX18804549	0.5137308276351847	49.0	150	148.66863877494606	18.181818181818183	8825750.0	92.66	83.47493611811694	81.74578248345719	15901977	9525001.0
SRX18804550	0.5817075294794877	49.0	150	148.59549100390848	18.181818181818183	8113595.0	92.84	76.27541603819549	76.154446240415	13332122	8739462.0
SRX18804551	0.4757995104039168	50.0	150	148.73426187615252	18.181818181818183	7609014.0	93.14	80.63216904978049	80.44348636788732	13173916	8169144.0
SRX18804552	1.0049248224473406	50.0	150	147.95507979598202	18.181818181818183	6984533.0	85.18	68.87699367995967	77.70913414041794	11295101	8199473.0
SRX18804553	0.7612878545902212	50.0	150	148.31990192512043	18.181818181818183	7910027.0	93.0	79.25327012283346	78.83043256684923	13481517	8505338.0
SRX18804554	0.9067648468512468	50.0	150	148.0840002976892	18.181818181818183	7314831.0	92.9	81.22043428079103	78.76819283885288	12790568	7873984.0
SRX19817112	3.7761603293034933	48.0	150	146.78995634508001	18.181818181818183	4361643.0	39.96	34.85512338355405	56.18704967056072	7608978	10915150.0
