Sample	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	featureCounts_mqc-generalstats-featurecounts-percent_assigned	FastQC_mqc-generalstats-fastqc-percent_duplicates	featureCounts_mqc-generalstats-featurecounts-Assigned	FastQC_mqc-generalstats-fastqc-total_sequences
SRX22720576	0.4646584417092944	49.0	100	99.26964976395854	20.0	17138572.0	94.98	84.0383200489817	77.46829919426852	30328233	18044288.0
SRX22720577	0.4898740805992549	49.0	100	99.26997245118127	20.0	17101242.0	94.57	83.26386866637904	78.91157394703362	30114100	18083534.0
SRX22720578	0.4836607174641331	49.0	100	99.22988213647824	20.0	17114242.0	94.9	84.26476598829576	79.20562262824015	30393177	18034333.0
SRX22720579	0.4640975614554747	49.0	100	99.22937444288354	20.0	17087824.0	94.44	83.65193113163288	77.80222206734231	30272441	18094287.0
SRX3316529	1.3816342698763182	47.0	100	98.97489968382449	20.0	32969799.0	96.44	78.2823622572322	90.88242786613607	53525811	34187657.0
SRX3316530	0.9055928818681925	48.0	100	98.60987014903598	20.0	26322732.0	96.54	85.67107378392119	90.66441182609762	46720045	27267106.0
SRX3316531	1.4776954096685373	48.0	100	98.7057940518487	20.0	26438096.0	96.54	84.23345307810374	90.64853910298308	46134514	27384912.0
SRX3316532	1.3851787824970234	48.0	100	98.78018335550804	20.0	29457384.0	94.18	82.75638474583104	90.64451316057135	51766795	31276617.0
SRX3316533	0.8482948625383407	48.0	100	98.66884519646209	20.0	29704742.0	95.8	83.25783222299886	91.17130661895978	51633800	31008374.0
SRX3316534	0.8223657151476013	48.0	100	98.7304645973303	20.0	25180491.0	94.24	82.24554091396735	90.48758958491848	43952652	26720386.0
SRX3316535	5.578398911534129	48.0	100	98.41545324740841	20.0	26616923.0	94.73	83.19321107825404	90.07941541424886	46749217	28096774.0
SRX3316536	1.460234084451442	47.0	100	98.75076875188111	20.0	25536855.0	94.27	70.4460903895023	88.22237272301109	38165422	27088389.0
SRX3316537	0.7695298419473152	46.0	100	98.71907245146673	20.0	26508160.0	95.99	80.0653109348741	89.49242365760131	44221016	27615590.0
SRX3316538	0.8881680444342229	49.0	100	98.94331753656269	20.0	25431776.0	94.81	83.60412375453784	91.35683390430664	44853079	26824681.0
SRX3316539	1.4643759850429132	48.0	100	98.97409565215453	20.0	23755201.0	96.29	84.81037519625812	91.05547422162127	41847059	24670955.0
SRX3316540	1.370922338163433	48.0	100	98.70789371431988	20.0	27761713.0	94.19	82.56188835673906	90.26105719234471	48671252	29475617.0
SRX3316541	0.7403697343231194	47.0	100	98.81673740585015	20.0	29134382.0	96.5	82.6308765978419	91.46413881914418	49895655	30191895.0
SRX3316542	0.8170470252623685	48.0	100	98.76679414607217	20.0	25874083.0	95.89	83.87788549178522	90.97673072652837	45265845	26983182.0
SRX3316543	1.7804571228133745	48.0	100	98.7159301237154	20.0	28966321.0	96.14	84.80414408567654	91.34404717003274	51102772	30129879.0
SRX3316544	3.2959284826292983	48.0	100	98.56514003836958	20.0	22791239.0	95.55	83.56116392981922	89.91626312168914	39861538	23851713.0
SRX3316545	0.8196230425770621	48.0	100	98.72500003780955	20.0	22124261.0	95.6	84.42999735765301	90.67931648420377	39078095	23142305.0
SRX3316546	0.8141243143061767	48.0	100	98.75984062387302	20.0	26467538.0	96.04	85.0734465248928	91.44762520611125	46891992	27559711.0
SRX3316547	1.275355516468202	48.0	100	98.82216049524789	20.0	20888067.0	96.34	85.41730903672787	90.66901228346852	37038276	21680779.0
SRX3316548	1.5764153199668438	48.0	100	98.97716564528966	20.0	22761904.0	96.54	85.80126971292127	91.61124765208267	40458161	23576668.0
SRX3316549	0.8066523896045319	48.0	100	98.95760144188445	20.0	22164830.0	96.87	85.822346630311	91.31596986169468	39273358	22880613.0
SRX3316550	1.3072046659561025	48.0	100	98.794966321764	20.0	26554442.0	96.31	85.62262654006835	91.3750516828493	47213640	27570773.0
SRX3316551	0.8562885087470655	48.0	100	98.76782080593333	20.0	28287987.0	96.63	83.89961888502093	91.02369295423605	49122606	29274630.0
SRX3316552	0.7486427308297089	47.0	100	98.81938803240479	20.0	25746363.0	96.44	83.83247164675002	91.66629369492689	44760965	26696675.0
SRX3316553	1.6709829722248362	47.0	100	98.69197454513481	20.0	23791203.0	95.56	83.90693635797675	90.58270248368446	41778393	24895673.0
SRX3316554	1.4211196195256126	47.0	100	98.81313470148493	20.0	24633828.0	96.08	82.30150892063602	91.27538536012275	42202441	25638923.0
SRX3316555	0.8079422343818924	48.0	100	98.77505409753611	20.0	21563795.0	95.69	82.0025389741451	89.38366644241638	36957393	22534298.0
SRX3316556	0.94204614094967	47.0	100	98.79875985063282	20.0	23086179.0	96.59	82.38991747720041	90.51021765946896	39385078	23901637.0
SRX3316557	1.4436996499883183	48.0	100	98.73428208070118	20.0	25314664.0	96.08	84.40463922289415	90.67154290752836	44478944	26348637.0
SRX3316558	3.2362569731734534	48.0	100	98.88488403889963	20.0	21430416.0	95.68	84.6069332226125	90.58571769316949	37901664	22398675.0
SRX3316559	0.5712935940421654	48.0	100	99.19072555000005	20.0	24561918.0	95.14	82.42510093432986	91.47661941638022	42557799	25816043.0
SRX3316560	1.4490946234852182	48.0	100	98.97425162415307	20.0	25087735.0	96.09	83.16151471902604	91.78759057272208	43426291	26109608.0
SRX3316561	0.7500644634914286	48.0	100	98.99695971880676	20.0	25431150.0	94.72	81.55083539949203	90.03569731279568	43793040	26850148.0
SRX3316625	1.436766241372656	48.0	100	98.99206429591861	20.0	23885907.0	95.59	84.41019502047905	92.02010445377759	42186036	24988709.0
SRX3316626	1.2656231152477093	48.0	100	98.96943414402962	20.0	22963577.0	94.16	82.4981280474201	89.91138359569408	40238688	24387637.0
SRX3316627	0.7662066887782545	48.0	100	99.00271708203731	20.0	24311813.0	95.94	84.27494492987883	91.78046249407934	42711250	25340420.0
SRX3316628	0.7522829774676824	48.0	100	98.79920317809426	20.0	24210257.0	95.61	83.33055452408772	90.75687262515231	42202921	25322597.0
SRX3316629	1.2160234439115198	48.0	100	98.84537042981367	20.0	22574666.0	96.23	84.84689789984806	90.65464502284922	39807446	23458398.0
SRX3316630	0.7475578427177361	48.0	100	99.00173164899715	20.0	28890536.0	95.59	83.54959094267308	91.79367818958245	50504675	30224370.0
SRX3316631	1.3777994011573245	48.0	100	98.98791224867621	20.0	27129634.0	96.47	84.8018579865421	91.8064334530089	47694590	28121194.0
SRX3316632	1.2522827563586554	48.0	100	98.99023464075056	20.0	22757942.0	96.17	85.06592399229184	91.54110391527796	40262185	23665284.0
SRX3316633	0.8008945100933534	48.0	100	98.95762632292667	20.0	22356348.0	94.39	82.94795432937096	89.98844451260481	39294304	23686120.0
SRX3316634	0.755836639484396	48.0	100	98.97740039727775	20.0	23631124.0	95.74	82.80696929084614	90.74187499566443	40879295	24683487.0
SRX3316735	1.0762299791919994	48.0	100	98.72817534289857	20.0	23353437.0	81.48	68.87710615360987	87.95118441201056	39483881	28662558.0
SRX3316736	0.8130093591492604	48.0	100	98.78100289635941	20.0	26671441.0	85.23	75.06923579437124	90.49638767333788	46983467	31293423.0
SRX3316737	1.2495333455988582	48.0	100	98.85288370076847	20.0	27255483.0	83.5	73.13981426311041	90.76835462223895	47749986	32642950.0
SRX3316738	1.1870799260731075	49.0	100	99.00456735531101	20.0	25223300.0	85.08	73.85892599033316	90.79879300753989	43794758	29647573.0
SRX3316739	0.8194689570709344	49.0	100	98.98049513326458	20.0	21296816.0	83.61	73.89404083437647	90.08594498294885	37643522	25471284.0
SRX3316740	2.3127843266279937	48.0	100	97.98743255787006	20.0	13750817.0	69.52	61.63822288006503	83.82199908151529	24384669	19780477.0
SRX3316741	2.643237429422092	48.0	100	98.07953745844532	20.0	33002530.0	86.57	69.50713410003175	91.6078299585598	52993429	38120856.0
SRX3316742	1.1603770598177088	48.0	100	98.85619498474995	20.0	25084872.0	85.48	75.22103391474432	89.84175145582678	44146951	29344818.0
SRX3316743	0.8107107301655474	48.0	100	98.73445193571452	20.0	24690126.0	84.41	74.06856190120811	89.49498051400236	43331716	29251085.0
SRX3316744	73.00838320306953	48.0	100	97.53067608296782	20.0	5039297.0	64.03	55.69495834836926	76.65767890450383	8766431	7870040.0
SRX3316745	8.130466617830892	48.0	100	97.57721180281867	20.0	15406042.0	67.08	57.660079090622	86.25062204920448	26485372	22966819.0
SRX3316746	26.928452935896953	49.0	100	97.269984262219	20.0	14602882.0	66.14	57.76146290303522	82.95072075728919	25507447	22079987.0
SRX3316747	1.0233339621855746	48.0	100	98.75889211523165	20.0	20942731.0	77.4	69.16932479917239	84.84020146773281	37431889	27058157.0
SRX3316748	0.8072223555379966	49.0	100	98.99774123384823	20.0	22448619.0	84.56	74.08989148754368	90.93905225573211	39339606	26548565.0
SRX3316749	0.7277872482655654	49.0	100	99.01773093390781	20.0	19341928.0	77.17	69.13030466584458	86.9247996509061	34654253	25064444.0
SRX3316750	0.8102585273613612	48.0	100	98.52450957771534	20.0	23206630.0	84.59	74.40590761556692	87.26151031928156	40825959	27434622.0
SRX3316751	0.5204231521614335	48.0	100	99.25976027349387	20.0	17865115.0	81.88	71.16144737173192	90.14929121121688	31052170	21818113.0
SRX3316752	1.2574876568787525	48.0	100	98.87189513966995	20.0	14768784.0	83.58	72.88444850002476	89.68639356738237	25759004	17671125.0
SRX3316753	0.7936432347082812	48.0	100	98.83509873225405	20.0	18852521.0	82.99	72.57333421553754	90.50818542259576	32971269	22715829.0
SRX3316754	0.7699301253218748	48.0	100	98.86283066448911	20.0	16861088.0	83.2	72.38754130777117	89.82106806750063	29338601	20264952.0
SRX3316755	1.751799179789975	48.0	100	98.66702439412809	20.0	21523573.0	82.71	72.48752309229015	90.07312903579717	37724931	26021672.0
SRX3316756	1.3437691018675706	48.0	100	98.8534419123	20.0	15940253.0	82.75	72.08778109206129	89.38826008177631	27771698	19262417.0
SRX3316757	0.773924542355556	48.0	100	98.88800788603658	20.0	17181639.0	82.99	72.0950767239523	90.18753280995388	29851575	20702922.0
SRX3316758	0.9672767388019405	49.0	100	98.86658227794057	20.0	21959151.0	83.71	73.08546603817575	90.94755720106303	38344395	26232572.0
SRX3411505	5.764510860971942	50.0	147	141.37563429299792	30.0	5146580.0	65.86	4.211445716446667	90.5524873924368	658166	7814015.0
SRX3411506	4.789190756312227	51.0	147	141.10535224329854	40.0	2875332.0	58.89	5.956510002121923	86.0930269127997	581637	4882364.0
SRX3411507	22.666136651894295	50.0	147	141.06819624493585	40.0	3391428.0	57.27	4.708074267747628	88.37575915947612	557602	5921763.0
SRX3411508	21.09703644695751	50.0	147	141.02967094871664	40.0	3295151.0	67.67	3.9526591516008347	79.83546338420896	384929	4869241.0
SRX3411509	5.268357660552186	51.0	147	139.01367009923956	40.0	3456861.0	64.09	4.202683220933009	78.20677849986953	453370	5393816.0
SRX3411510	35.449044432856006	51.0	147	139.85746380122112	30.0	1903786.0	34.46	3.0497548134113046	87.77282478615022	336984	5524772.0
SRX3411511	8.434693851462633	51.0	147	138.70955442635838	40.0	3138331.0	47.55	2.9802507997526124	89.50409814047264	393403	6600166.0
SRX3411512	6.030946594096546	51.0	147	139.3031477724325	40.0	2141005.0	51.33	2.9866235913560737	86.75589676363745	249162	4171299.0
SRX3411513	34.68110845267993	51.0	147	138.8086013553929	40.0	2646805.0	50.21	4.4230303349933475	87.07005530834358	466297	5271239.0
SRX3411514	23.709553733523904	47.0	147	143.51261059116868	30.0	1002826.0	22.39	14.433103267834952	77.87109741102965	1293047	4479449.0
SRX3411515	5.11862320625267	49.0	147	142.43402079418206	40.0	617463.0	14.98	8.62436322549583	81.14676520650687	710780	4120768.0
SRX3411516	7.058409373432211	44.0	147	140.59865338408545	30.0	1215753.0	21.31	9.651486490371099	84.41016282666247	1101257	5705116.0
SRX3411517	12.471447535542529	47.0	147	140.54049075467168	30.0	1167231.0	21.35	6.967493531050955	83.67531574055232	761702	5466112.0
SRX3411518	62.70625354497311	49.0	147	143.2158303854108	50.0	659462.0	21.87	15.093081379246293	61.66296171851286	910063	3014835.0
SRX3411519	6.834065165267789	47.0	147	139.75303201904515	40.0	457180.0	14.08	8.368957792446803	55.278996732544144	543413	3246599.0
SRX3411520	9.217538307941311	47.0	147	139.9695974795214	40.0	1067077.0	30.89	4.326514756343893	66.20560710820742	298926	3454582.0
SRX3411521	5.189632323307347	45.0	147	141.39147664897996	30.0	1415085.0	26.97	15.593181090476627	67.99217308629113	1636311	5246880.0
SRX3411522	5.9942594240371365	46.0	147	140.76126633864035	20.0	648432.0	16.04	9.397068545099001	57.463786220608846	759650	4041952.0
SRX3411523	7.668591041408127	47.0	147	138.8678964214212	30.0	626085.0	13.85	7.383150556755538	56.87247834044332	667706	4521823.0
SRX3411524	9.04819218799992	49.0	147	137.61954805234777	40.0	2189350.0	35.17	4.113042652746417	66.99315234944453	512104	6225367.0
SRX3411525	6.850122179798731	47.0	147	139.93581512102836	40.0	598024.0	13.77	5.799867306896312	60.791123837678754	503876	4343858.0
SRX3541437	0.5133589326079572	51.0	100	98.77760989718558	20.0	15219846.0	37.73	29.780738091683855	92.9517877147013	24027601	40340842.0
SRX3541438	0.45342237766082943	49.0	100	99.03991803100674	20.0	28332785.0	87.9	75.58455650803401	92.62793487951022	48724375	32231700.0
SRX3541439	0.4348729878120361	50.0	100	99.10842948628218	20.0	21060724.0	64.37	53.53724643366806	93.21503365484955	35033759	32719052.0
SRX3541440	0.4379212995913364	49.0	100	98.98621906970389	20.0	25661655.0	83.84	72.85178328285737	91.31024564808449	44594969	30606642.0
SRX3541441	0.5246617953484112	52.0	100	98.85562160983262	30.0	6701035.0	21.43	16.535753414231525	93.51197733090729	10341652	31270580.0
SRX3541442	0.45581014507982764	48.0	100	98.92093175758295	20.0	28184805.0	80.57	66.487698412982	91.30757294655193	46517819	34982275.0
SRX3541443	0.41315579800603097	52.0	100	98.78421487989876	20.0	5291425.0	18.65	13.157872103479406	93.22961355540626	7465739	28369857.0
SRX3541444	0.4563302581683905	53.0	100	99.14331563614098	30.0	5876401.0	20.6	15.078371085166228	93.15827603752759	8602056	28524487.0
SRX3541445	0.4953850036033056	51.0	100	98.8739678389976	30.0	15058540.0	45.85	35.25873616346476	91.27997636261208	23157909	32839959.0
SRX3541446	0.5108031631028209	51.0	100	98.81521516424264	30.0	12179719.0	33.31	25.82068133201262	91.87713301503868	18883191	36566020.0
SRX3541447	0.4143981848377663	53.0	100	98.66578536258012	40.0	4116297.0	13.47	9.923108504022588	93.67590444490025	6063806	30553964.0
SRX3541448	0.4222224414227077	49.0	100	99.06461436864913	30.0	14876918.0	55.37	44.21840381813447	91.21537397658176	23762490	26869457.0
SRX3541449	0.534949212574459	53.0	100	99.1101016704528	30.0	5653609.0	15.52	9.798118790084343	94.75822217382263	7140693	36439102.0
SRX3541450	0.42037679304155257	52.0	100	98.79232358674886	30.0	8249816.0	27.13	15.478937859312458	91.5477860827885	9413317	30406857.0
SRX3541451	0.46242167405514095	48.0	100	98.81256831627931	30.0	22813559.0	72.41	51.741053352752544	88.71744977544765	32601214	31504204.0
SRX3541452	0.5422128146534815	53.0	100	98.64275016287044	40.0	2800502.0	12.52	7.793396268490565	92.83218468845827	3487807	22376682.0
SRX3541453	0.466161435251643	54.0	100	99.07834099679899	30.0	1358230.0	5.7	3.3495143654136963	94.39571014577066	1595603	23818423.0
SRX5252024	1.8090746250437135	45.0	100	98.62664073226811	10.0	13589650.0	99.21	58.92315985397154	79.60716569404607	8071384	13698152.0
SRX5252025	1.7050555603257875	45.0	100	98.90864661898023	20.0	11960542.0	99.48	54.54141162642496	77.68541906478308	6557659	12023266.0
SRX5252026	0.8416345571332087	44.0	100	99.53459618633241	20.0	8912840.0	98.85	78.44678707554937	72.75706713152776	7073415	9016832.0
SRX5252027	1.8918147703118864	45.0	100	98.44419980402309	20.0	11113061.0	98.01	59.320319415374655	78.57258824330121	6726385	11339091.0
SRX5252028	1.4142156072877583	45.0	100	99.1062070350128	20.0	14973665.0	99.41	62.811812866436654	81.10523379093999	9460790	15062119.0
SRX5252029	2.0452410016863447	45.0	100	98.8328331858765	20.0	9883591.0	99.31	56.10777260799643	75.40193125400631	5583882	9952065.0
SRX5252030	1.6108937187932377	45.0	100	99.00083546792082	20.0	11338802.0	99.49	53.28566492524571	76.26517316150226	6073077	11397206.0
SRX5252031	1.7613642577446897	47.0	100	98.57186754721104	20.0	9649173.0	98.17	70.93896315268907	79.59855473586208	6972856	9829374.0
SRX5252032	1.4283841067912246	45.0	100	99.12539226177242	20.0	13623590.0	99.48	61.11244368943842	80.06031992766637	8369505	13695255.0
SRX5252033	1.7405233995525504	46.0	100	98.83617582179726	20.0	15595926.0	99.17	64.33626169575668	81.78576497200983	10117866	15726537.0
SRX5252034	3.6412244780561256	46.0	100	96.73047355367413	30.0	10268365.0	95.79	60.714788810573495	77.57191602178592	6508221	10719334.0
SRX5252035	1.7100926299164216	47.0	100	98.60517451445313	20.0	11980562.0	98.47	68.62154241855276	80.80479032810639	8348584	12166127.0
SRX5252036	1.5703163184928883	44.0	100	99.04017836969234	20.0	11008207.0	99.49	79.39225425815162	76.02359175962773	8784483	11064660.0
SRX5252037	1.9051572691017729	44.0	100	98.92910801726802	20.0	10362626.0	99.46	55.8415856788294	76.1804874862259	5818280	10419260.0
SRX5252038	4.2460082591990345	45.0	100	96.14876759994333	40.0	8642284.0	94.69	60.93967676157208	76.23527267114463	5561932	9126947.0
SRX5252039	1.9844080234577912	44.0	100	98.73070317858509	20.0	7526476.0	99.12	78.91765432241846	70.12795229521569	5992268	7593064.0
SRX5252040	1.2898272197961775	46.0	100	99.09425326046977	20.0	15068957.0	98.99	67.2245739065325	82.22666754307016	10233209	15222423.0
SRX5252041	1.5632837501045267	44.0	100	99.08840580040203	20.0	9612363.0	99.51	79.30952061032542	74.1556958586034	7661425	9660158.0
SRX5252042	1.5735784318651949	44.0	100	99.02752844914741	20.0	10434396.0	99.5	54.250727070321894	76.30788009613292	5689060	10486606.0
SRX5252043	5.983030986680881	44.0	100	94.49781676766558	40.0	8957160.0	92.35	51.83293470901765	75.99388964748132	5027592	9699609.0
SRX5252044	2.0874199977695	44.0	100	98.64847069037523	20.0	9631998.0	99.08	79.10350176621014	74.6625703711467	7689952	9721380.0
SRX5252045	1.407006877718282	45.0	100	99.12906477412929	20.0	12681578.0	99.49	55.1729502255777	78.53925104642201	7032923	12747049.0
SRX5252046	1.5863467774536948	44.0	100	99.09352429022417	20.0	8259324.0	99.55	78.81208207138441	72.42472749824779	6539055	8297021.0
SRX5252047	5.558277594366535	44.0	100	94.97489491844242	40.0	6667086.0	93.09	51.11670447703843	72.03053779033061	3661007	7162056.0
SRX5252048	2.134578513769767	44.0	100	98.73071015407825	20.0	10044373.0	99.17	78.6756803588363	74.71110009540637	7968505	10128295.0
SRX5252049	1.5064128016209297	45.0	100	99.07735034107307	20.0	11998983.0	99.44	79.54651386752037	76.92087253101667	9598111	12066036.0
SRX5252050	1.4030628824511286	44.0	100	99.18746190500995	20.0	9588313.0	99.49	78.51516235080824	74.36092490081045	7566580	9637094.0
SRX5252051	4.967474919500193	44.0	100	95.52144880583324	40.0	7762687.0	93.88	73.81340656935322	73.25433545597184	6103745	8269155.0
SRX5252052	1.4522546839985364	43.0	100	99.08606117244518	20.0	11034581.0	99.23	52.66131917214915	76.88012048235008	5855925	11119974.0
SRX5252053	1.2675696174345152	45.0	100	99.1481694919661	30.0	15264074.0	99.22	60.73001273984712	81.73130896496043	9343191	15384800.0
SRX5252054	1.5540410623801795	45.0	100	98.96185122972808	20.0	11135913.0	99.2	58.28216202820889	76.50421551911596	6542861	11226181.0
SRX5252055	1.395842954868089	44.0	100	99.06094636996434	20.0	13425894.0	99.22	59.578690354134736	80.62264478039619	8061648	13531093.0
SRX5252056	1.2272273275273546	46.0	100	99.17153415611506	20.0	15624837.0	99.11	63.07437386185823	82.15765573426921	9943506	15764732.0
SRX5252057	1.4986690006757468	45.0	100	98.89424301474155	20.0	13926329.0	98.99	61.918388540263216	80.43257332063378	8711134	14068735.0
SRX5252058	1.3110183426661153	46.0	100	99.04848692687422	20.0	15636071.0	98.99	72.38835502411966	84.3714665010346	11434487	15796031.0
SRX5252059	1.3621339245507393	48.0	100	98.98955661984331	20.0	15278446.0	98.8	75.5010633500827	85.60983439349025	11675381	15463863.0
SRX5252060	1.510034842321991	44.0	100	99.04372394884749	20.0	10839690.0	99.16	78.31096049729149	75.45256233564476	8560843	10931858.0
SRX5252061	1.2920570507178213	45.0	100	99.10318456302049	20.0	13176153.0	99.06	62.58069099540853	79.6659022817607	8324374	13301825.0
SRX5329169	0.6314136660210191	53.0	100	99.11697757593372	30.0	5890777.0	20.54	15.036831610988552	93.00403046578592	8623407	28674282.0
SRX5329170	0.8902543305370143	49.0	100	99.08948314983012	20.0	25724646.0	83.57	72.62473627167853	92.39856026238365	44709535	30781203.0
SRX5329171	0.7291686220424312	49.0	100	99.06759627052492	20.0	27324686.0	82.06	70.37974997926314	92.60216013963122	46870377	33298198.0
SRX5329172	0.7827684884398752	49.0	100	99.06229570036936	20.0	28269452.0	80.23	66.21180253191629	92.27057368348343	46661094	35236236.0
SRX5329173	1.3307919053307802	53.0	100	99.02181496890606	30.0	4122515.0	13.4	9.871515899429657	94.85336620169672	6074292	30766764.0
SRX5329174	4.32417892998432	49.0	100	98.96987204399807	20.0	32151288.0	90.26	79.49950187990926	92.8123474885812	56638517	35621932.0
SRX5329175	0.6727380343932392	50.0	100	99.08576739710118	30.0	21126064.0	64.01	53.24580804743994	93.07848824714452	35145870	33003415.0
SRX5329176	0.7283152374724169	53.0	100	99.04047778784688	20.0	6983139.0	20.67	15.485039233263755	94.86554092655376	10462682	33783195.0
SRX5329177	1.1934406353846545	49.0	100	99.03273645926004	20.0	28403643.0	87.18	74.96721357462668	92.49053045942364	48851758	32582082.0
SRX5329178	1.002389827115634	53.0	100	99.02640105140327	20.0	5307443.0	18.55	13.087551299493978	93.10694573071842	7488934	28610906.0
SRX5329179	0.6583170805347107	53.0	100	99.10478213526787	30.0	6718061.0	21.37	16.49120780232894	93.35163108577076	10369214	31438613.0
SRX5329180	0.9955232627975362	51.0	100	98.97936138731173	30.0	12218855.0	33.17	25.71500620111145	91.6990715208015	18946904	36840170.0
SRX5329181	0.7761874637276469	48.0	100	98.79312149657825	30.0	22850869.0	72.15	51.55680233924813	88.60336917433557	32657847	31671715.0
SRX5329182	0.7301169382438032	48.0	100	98.86660170888705	30.0	24758431.0	89.94	76.49880171278132	89.88836642715137	42116605	27527624.0
SRX5329183	1.0858783477443898	48.0	100	98.88790811326189	20.0	29688233.0	77.93	59.94829718593465	90.57257152131001	45676261	38096379.0
SRX5329184	1.0440762584375822	52.0	100	98.95997221275255	30.0	15258946.0	37.61	29.687681561180383	92.82181319139436	24092674	40576887.0
SRX5329185	0.8292449278050624	53.0	100	98.91624624562839	40.0	2805214.0	12.47	7.763539900778695	92.744874491414	3494126	22503433.0
SRX5329186	0.6860092241242217	53.0	100	99.04160362222271	30.0	1360545.0	5.67	3.331539507179959	94.25375935425568	1598452	23989690.0
SRX5329187	1.3024675657665739	49.0	100	98.84900419144684	40.0	14901203.0	54.98	43.918422555092974	89.96452263900277	23804789	27101143.0
SRX5329188	0.9822234393382127	51.0	100	98.98187646994222	30.0	15095751.0	45.63	35.09119804725441	93.1206568271004	23216903	33080807.0
SRX5329189	2.608708949342056	52.0	100	99.03839349832958	30.0	8267999.0	26.99	15.400975778109787	92.98441776723953	9435369	30632374.0
SRX5329190	1.0475048982223323	53.0	100	98.9808080495171	40.0	5671067.0	15.41	9.732924150996922	92.67437008100052	7163475	36800220.0
SRX5329191	0.7492401146059634	53.0	100	98.96736368772744	30.0	6528245.0	17.47	12.568196366475709	93.33507701278029	9395642	37378641.0
SRX5329192	3.029113366183157	52.0	100	98.47468553582453	40.0	8912819.0	26.68	18.763295594259137	91.76745467741581	12534295	33401102.0
SRX5329193	1.0707238439993423	51.0	100	98.96041081195334	30.0	15316384.0	43.51	35.56925001335244	91.57454452622451	25040439	35199560.0
SRX5329194	0.9612736907166134	52.0	100	99.01768585528801	20.0	11608218.0	31.89	25.43490103055684	92.54302040989076	18517956	36402650.0
SRX6700162	4.356176873159794	48.0	126	120.65768625734015	20.0	35398234.0	95.41	83.13557653681805	91.06184342679452	61689032	37101464.0
SRX6700163	6.943490822603512	49.0	126	121.31670124461765	20.0	32572429.0	95.98	82.53242021769375	91.03573146665538	56017804	33936848.0
SRX6700164	7.4378340553933455	48.0	126	119.73847443877554	20.0	39452192.0	95.3	82.4129698403439	91.76630595993942	68234509	41397919.0
SRX6700165	3.6591564683164863	49.0	126	121.55444670519888	20.0	40619062.0	96.05	80.93809430673201	91.1954818744497	68454596	42288243.0
SRX6700166	5.279267710072293	48.0	126	119.50268460422892	20.0	34412876.0	94.32	79.81915156923975	90.18706234437526	58241784	36483590.0
SRX6700168	6.23216974325355	47.0	122	118.84963998556407	20.0	38116464.0	95.97	81.88765381289402	91.4791139443563	65047579	39717574.0
SRX6700169	4.570477001045129	47.0	122	118.45489771343962	20.0	33557083.0	95.64	81.2882149008611	90.4856634461178	57042023	35086281.0
SRX6700170	6.801618964264698	47.0	126	120.2483912004686	20.0	39348271.0	96.01	81.72540573040013	91.01118079960497	66985338	40981955.0
SRX6700171	4.278876839879561	48.0	126	120.75024725492754	20.0	42227285.0	95.4	74.053448903235	89.28666994394978	65559582	44265043.0
SRX6700172	4.093445192568234	47.0	126	120.99082728624973	20.0	38393877.0	95.59	73.9390406270507	88.33235992181505	59396997	40166194.0
SRX6700173	6.279590417773752	47.0	126	121.23119781698229	20.0	33377965.0	95.43	72.08924943026807	87.03382794405968	50428646	34976537.0
SRX6700174	6.660009277227756	48.0	126	121.42599204166342	20.0	39128944.0	95.66	82.47230155621762	91.41695115159514	67467324	40903020.0
SRX6700175	4.210824440432123	48.0	126	120.8564320270437	20.0	34855058.0	95.61	82.94457392088725	90.574280846364	60475496	36455366.0
SRX6700176	4.788528138106773	47.0	126	120.09623610522425	20.0	39495790.0	95.93	82.29938493234965	91.36743813513063	67768966	41172219.0
SRX6700177	6.263906671393182	47.0	126	121.11009598662808	20.0	27856352.0	95.32	81.97530917001207	89.80192482450146	47915265	29225425.0
SRX6700178	6.740898732423968	47.0	122	118.41169371112196	20.0	27708114.0	94.91	82.72549048354469	89.90381953082891	48300995	29193538.0
SRX6700179	3.620302961429022	48.0	122	118.51173232486778	20.0	34422194.0	85.51	68.61784494588628	91.71910686651337	55247065	40257068.0
SRX6700180	6.740763017003356	49.0	122	118.21875119225523	20.0	37413300.0	77.96	57.63415701244233	92.9862163268162	55319605	47992031.0
SRX6700181	3.9856015420495527	47.0	122	118.69242009821666	20.0	32708630.0	96.96	83.79750079718808	91.62396330056094	56536828	33734197.0
SRX6700182	4.663894727117205	48.0	122	117.78666429219723	20.0	37042540.0	84.43	65.53179267708977	92.7238253583732	57500553	43872257.0
SRX6700183	6.5028077177653865	47.0	122	118.42744867151734	20.0	28948132.0	96.17	73.21875498436184	90.13983133942719	44078266	30100393.0
SRX6700184	6.625248878723824	47.0	122	118.50451310858567	20.0	38187663.0	95.47	72.29434917261031	90.49789490975462	57836811	40000921.0
SRX6700185	4.435032062752335	48.0	122	117.65687755709901	20.0	37051602.0	96.04	74.20189635420599	90.24404726255653	57253600	38579607.0
