	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_DrsuR_-O2_B	28.0	17.0	36.0	27.0	50.0	192.0	844.0	1293.0	1856.0	2563.0	4080.0	6779.0	10679.0	11776.0	17141.0	24136.0	34114.0	44965.0	54849.0	67260.0	79246.0	91831.0	95767.0	95799.0	104484.0	1137363.0	2205277.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_DrsuR_-O2_C	22.0	21.0	39.0	17.0	39.0	236.0	902.0	1541.0	2019.0	2962.0	4580.0	7915.0	12394.0	13497.0	20057.0	28047.0	39610.0	51971.0	63960.0	78086.0	91566.0	108171.0	112908.0	113238.0	122242.0	1323328.0	2593598.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_+O2_Ctrl_A	15.0	14.0	14.0	23.0	27.0	145.0	579.0	987.0	1433.0	2322.0	3828.0	6853.0	10631.0	11686.0	17560.0	24596.0	34489.0	45848.0	56576.0	69191.0	80424.0	95003.0	98562.0	96991.0	101484.0	1044181.0	2018789.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_+O2_Ctrl_B	7.0	12.0	9.0	13.0	28.0	141.0	663.0	1175.0	1766.0	2635.0	4106.0	7133.0	10972.0	11227.0	17038.0	23403.0	33007.0	43306.0	52440.0	63298.0	73484.0	86942.0	90415.0	89004.0	91844.0	901842.0	1741842.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_+O2_Ctrl_C	22.0	30.0	34.0	28.0	49.0	240.0	1052.0	1731.0	2414.0	3442.0	5495.0	9229.0	13926.0	14749.0	21539.0	29476.0	40726.0	52288.0	62385.0	75715.0	86208.0	100975.0	104923.0	102388.0	107148.0	1048026.0	2025045.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_+O2_Paraquat_A	17.0	17.0	34.0	24.0	47.0	247.0	1149.0	1783.0	2543.0	3605.0	5590.0	9052.0	13670.0	14099.0	20691.0	27301.0	36887.0	47225.0	56213.0	66537.0	75492.0	87417.0	92165.0	90699.0	94743.0	1086448.0	2119938.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_+O2_Paraquat_B	26.0	25.0	32.0	14.0	48.0	241.0	1241.0	1872.0	2519.0	3565.0	5451.0	8820.0	13466.0	13690.0	19163.0	25415.0	33617.0	41998.0	49125.0	57578.0	65278.0	75286.0	78492.0	78083.0	81925.0	880155.0	1723535.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_+O2_Paraquat_C	19.0	19.0	31.0	39.0	47.0	220.0	802.0	1383.0	2209.0	3197.0	5593.0	9871.0	14832.0	17092.0	26034.0	36194.0	51268.0	67440.0	81175.0	97435.0	112862.0	130799.0	136672.0	132823.0	137137.0	1275697.0	2467869.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_Ctrl_A	13.0	13.0	27.0	17.0	23.0	128.0	546.0	924.0	1427.0	2118.0	3662.0	6132.0	9954.0	11935.0	18140.0	25529.0	35756.0	47716.0	58775.0	71678.0	83871.0	97005.0	102946.0	104489.0	111822.0	1139854.0	2227930.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_Ctrl_B	34.0	31.0	29.0	24.0	27.0	142.0	497.0	854.0	1210.0	1965.0	2953.0	5206.0	8453.0	9596.0	14453.0	20125.0	27561.0	36387.0	44416.0	53134.0	62280.0	71864.0	76404.0	76938.0	82659.0	860163.0	1659546.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_Ctrl_C	18.0	22.0	23.0	25.0	35.0	140.0	622.0	974.0	1516.0	2339.0	3772.0	6389.0	10128.0	11864.0	17393.0	25165.0	34752.0	46428.0	56828.0	69781.0	82684.0	97145.0	102183.0	102797.0	110232.0	1130606.0	2194978.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_NoFe_A	19.0	33.0	66.0	43.0	46.0	276.0	1189.0	1827.0	2675.0	3723.0	5535.0	8985.0	13879.0	15634.0	22796.0	31685.0	42627.0	56635.0	67380.0	79643.0	89600.0	102709.0	108733.0	106964.0	112265.0	1174881.0	2089198.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_NoFe_B	25.0	46.0	81.0	40.0	44.0	301.0	1286.0	2149.0	3016.0	4115.0	6195.0	10159.0	15355.0	17108.0	25328.0	34173.0	46457.0	60944.0	72779.0	85693.0	96321.0	109792.0	116898.0	115054.0	121474.0	1435730.0	2579802.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_NoFe_C	20.0	45.0	50.0	37.0	51.0	231.0	1003.0	1676.0	2218.0	3218.0	4766.0	7963.0	11825.0	12588.0	18701.0	25416.0	34471.0	45441.0	54844.0	65267.0	74538.0	86619.0	92897.0	92054.0	98002.0	1300525.0	2352827.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_NoFe_DIP_A	39.0	30.0	45.0	33.0	64.0	192.0	937.0	1298.0	1843.0	2443.0	3724.0	6313.0	9772.0	10363.0	14749.0	19889.0	26929.0	34076.0	41055.0	49359.0	56417.0	65235.0	67355.0	67350.0	74262.0	906357.0	1757468.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_NoFe_DIP_B	16.0	21.0	23.0	33.0	26.0	163.0	778.0	1258.0	1892.0	2720.0	4486.0	7726.0	12408.0	14156.0	20924.0	29674.0	41866.0	55567.0	67376.0	82440.0	96648.0	111437.0	115769.0	115676.0	122934.0	1169854.0	2230763.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_NoFe_DIP_C	26.0	36.0	31.0	42.0	56.0	258.0	1141.0	1960.0	2909.0	4211.0	6407.0	10615.0	17479.0	18992.0	28048.0	39662.0	54974.0	72173.0	87144.0	105821.0	123567.0	144053.0	149521.0	148906.0	160599.0	1600562.0	3084460.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_Peroxide_A	6.0	42.0	57.0	33.0	31.0	212.0	863.0	1542.0	2083.0	3359.0	4846.0	8967.0	13747.0	15099.0	22721.0	31825.0	44344.0	60340.0	72313.0	84759.0	96515.0	111355.0	120085.0	115294.0	116540.0	1174553.0	2096916.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Kiley_B_WT_-O2_Peroxide_C	8.0	47.0	62.0	32.0	42.0	200.0	947.0	1473.0	2112.0	3076.0	4704.0	8574.0	13309.0	14302.0	21647.0	29884.0	42211.0	56907.0	66481.0	77801.0	88687.0	101496.0	110459.0	104883.0	106807.0	1068183.0	1894172.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341586	86.0	113.0	93.0	110.0	97.0	95.0	67.0	91.0	150.0	158.0	221.0	383.0	500.0	793.0	1122.0	1657.0	2379.0	3565.0	4602.0	6057.0	8010.0	9876.0	12949.0	17001.0	30107.0	3194396.0	5793747.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341587	33.0	37.0	57.0	43.0	42.0	55.0	52.0	57.0	73.0	106.0	119.0	243.0	445.0	665.0	1039.0	1550.0	2454.0	3435.0	4762.0	6675.0	8757.0	11070.0	14492.0	18948.0	32645.0	3122975.0	5674926.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341588	38.0	31.0	31.0	41.0	61.0	44.0	49.0	52.0	64.0	102.0	141.0	255.0	405.0	777.0	1388.0	2077.0	2954.0	4374.0	5546.0	7805.0	10044.0	12417.0	16237.0	21095.0	35968.0	2541612.0	4786591.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341589	140.0	132.0	130.0	109.0	119.0	127.0	123.0	112.0	145.0	174.0	248.0	315.0	542.0	888.0	1407.0	2118.0	3119.0	4472.0	5900.0	7990.0	10486.0	13381.0	17356.0	22651.0	34764.0	2539085.0	5555228.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341590	75.0	67.0	80.0	87.0	55.0	67.0	54.0	79.0	87.0	108.0	222.0	334.0	520.0	873.0	1253.0	1820.0	2678.0	3747.0	5097.0	6514.0	8331.0	10414.0	13313.0	17098.0	31845.0	4198601.0	8206477.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341591	100.0	125.0	114.0	131.0	98.0	95.0	75.0	93.0	106.0	131.0	217.0	300.0	428.0	683.0	1014.0	1399.0	2054.0	2981.0	3950.0	5345.0	6711.0	8647.0	11055.0	14742.0	29611.0	4290446.0	8215730.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341592	19.0	58.0	50.0	74.0	43.0	35.0	35.0	50.0	74.0	128.0	186.0	344.0	609.0	887.0	1449.0	2179.0	3243.0	4664.0	6231.0	8273.0	10904.0	13325.0	17319.0	22332.0	34402.0	2791673.0	5149201.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341593	43.0	60.0	78.0	69.0	57.0	54.0	35.0	77.0	109.0	155.0	225.0	413.0	654.0	1069.0	1721.0	2586.0	3839.0	5469.0	7062.0	9353.0	12008.0	15440.0	19385.0	24872.0	37490.0	2875208.0	5291112.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341594	51.0	51.0	82.0	74.0	55.0	63.0	39.0	72.0	148.0	169.0	280.0	490.0	802.0	1375.0	2122.0	3211.0	5020.0	6934.0	9220.0	12032.0	15441.0	19087.0	24961.0	31314.0	45539.0	3313989.0	6110906.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341595	32.0	58.0	57.0	63.0	58.0	43.0	44.0	57.0	111.0	113.0	200.0	339.0	596.0	1004.0	1621.0	2527.0	3641.0	5309.0	7196.0	9409.0	12291.0	15508.0	19985.0	25877.0	39737.0	3261979.0	5988838.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341596	40.0	73.0	99.0	67.0	58.0	50.0	28.0	62.0	120.0	117.0	189.0	327.0	505.0	875.0	1367.0	2110.0	3077.0	4476.0	6073.0	8159.0	10431.0	13364.0	17323.0	22732.0	35376.0	3155921.0	5828545.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX10341597	29.0	67.0	50.0	61.0	46.0	47.0	27.0	59.0	75.0	89.0	181.0	300.0	491.0	870.0	1435.0	2169.0	3397.0	4963.0	6761.0	8643.0	10959.0	13731.0	17473.0	22103.0	33086.0	2547253.0	4638117.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX11348531	26.0	38.0	45.0	54.0	61.0	81.0	86.0	97.0	140.0	206.0	209.0	347.0	574.0	889.0	1436.0	2324.0	3252.0	4712.0	6476.0	8458.0	11191.0	14546.0	18671.0	23846.0	37132.0	3615815.0	7134705.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX11348532	39.0	45.0	38.0	42.0	53.0	88.0	63.0	88.0	157.0	231.0	354.0	587.0	1056.0	1750.0	3134.0	4684.0	6735.0	9752.0	12906.0	17435.0	21925.0	28171.0	35518.0	44582.0	62986.0	4235577.0	8324748.0
	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
SRX1432806	703.0	1178.0	2306.0	4249.0	3330.0	2787.0	4513.0	2620.0	3090.0	3185.0	2458.0	3215.0	6670.0	6413.0	10172.0	7514.0	5685.0	6272.0	5767.0	5796.0	8205.0	9210.0	10148.0	11186.0	13308.0	18526.0	71826.0	255863.0	940994.0	3409206.0	9708887.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
SRX14563846	50.0	136.0	557.0	562.0	966.0	1478.0	2341.0	3227.0	5011.0	7709.0	11098.0	14208.0	21266.0	31258.0	44947.0	64304.0	90471.0	135121.0	188386.0	248799.0	327419.0	429924.0	521713.0	632545.0	742210.0	2545070.0	17000912.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
SRX14563847	48.0	166.0	608.0	773.0	1325.0	1817.0	3018.0	3483.0	5422.0	19082.0	23032.0	14084.0	19304.0	27053.0	36896.0	53002.0	73287.0	108906.0	147501.0	195847.0	258092.0	339644.0	409494.0	500083.0	593384.0	2301843.0	16304685.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
SRX14563848	2324.0	1858.0	2429.0	3234.0	5241.0	6920.0	9740.0	12442.0	27286.0	21131.0	28820.0	38322.0	52943.0	71883.0	96678.0	138166.0	182419.0	255746.0	334316.0	423669.0	521103.0	663291.0	768464.0	901385.0	1040455.0	2840757.0	15633181.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
SRX14563849	2512.0	2105.0	2205.0	2451.0	3208.0	3733.0	4764.0	6819.0	21243.0	11104.0	14054.0	17314.0	24292.0	34560.0	48199.0	69159.0	95700.0	141583.0	194684.0	259865.0	342528.0	446955.0	543751.0	669070.0	813723.0	2705921.0	16858200.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570260	116.0	418.0	934.0	461.0	456.0	534.0	620.0	642.0	817.0	1170.0	1266.0	1597.0	2356.0	2882.0	3799.0	5083.0	6608.0	9081.0	11353.0	14400.0	17631.0	21656.0	26577.0	33187.0	52362.0	4188465.0	7716836.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570261	82.0	327.0	766.0	326.0	361.0	409.0	459.0	528.0	598.0	751.0	865.0	1037.0	1384.0	1667.0	2128.0	2740.0	3552.0	4770.0	6001.0	7625.0	9771.0	11884.0	14770.0	18804.0	32256.0	3225745.0	6002424.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570262	101.0	375.0	873.0	378.0	384.0	477.0	490.0	542.0	565.0	850.0	873.0	1059.0	1486.0	1727.0	2343.0	3005.0	3871.0	5135.0	6342.0	8380.0	10306.0	12516.0	15489.0	19813.0	34668.0	3697574.0	6867795.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570263	114.0	308.0	602.0	365.0	340.0	369.0	495.0	497.0	642.0	802.0	974.0	1348.0	1672.0	2228.0	2705.0	3613.0	4686.0	6298.0	7652.0	9677.0	11830.0	14496.0	17964.0	22820.0	37383.0	4068271.0	7822004.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570264	88.0	276.0	557.0	286.0	330.0	407.0	411.0	429.0	583.0	717.0	769.0	1087.0	1316.0	1803.0	2372.0	3099.0	3959.0	5269.0	6773.0	8672.0	10586.0	12888.0	16421.0	21460.0	36275.0	4318108.0	8256118.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570265	95.0	220.0	411.0	253.0	245.0	205.0	269.0	304.0	377.0	591.0	579.0	773.0	973.0	1290.0	1684.0	2158.0	2759.0	3838.0	4663.0	5923.0	7487.0	8998.0	11479.0	15077.0	28814.0	4663257.0	9023424.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570266	106.0	313.0	682.0	310.0	273.0	358.0	345.0	445.0	457.0	820.0	746.0	946.0	1237.0	1603.0	2185.0	2735.0	3532.0	4566.0	5805.0	7341.0	9153.0	11027.0	13786.0	18238.0	34825.0	4823557.0	9240555.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570267	83.0	447.0	1004.0	343.0	279.0	350.0	411.0	441.0	551.0	868.0	920.0	1214.0	1826.0	2172.0	2765.0	3541.0	4671.0	6106.0	7257.0	9011.0	10939.0	13070.0	15879.0	20073.0	34423.0	4602044.0	8927410.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570268	199.0	166.0	156.0	138.0	171.0	155.0	202.0	265.0	327.0	511.0	679.0	882.0	1151.0	1590.0	2111.0	2893.0	3565.0	4851.0	5804.0	7101.0	8586.0	9946.0	12261.0	15444.0	31827.0	3615345.0	7389538.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570269	220.0	162.0	142.0	138.0	134.0	165.0	182.0	249.0	329.0	417.0	557.0	769.0	1047.0	1518.0	2043.0	2714.0	3374.0	4585.0	5674.0	7088.0	8938.0	10613.0	13365.0	16526.0	29728.0	2726533.0	5508627.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570270	83.0	366.0	874.0	436.0	440.0	525.0	613.0	638.0	776.0	1010.0	1016.0	1264.0	1569.0	1882.0	2178.0	2833.0	3517.0	4478.0	5722.0	7196.0	8552.0	10466.0	13084.0	17070.0	32448.0	3781306.0	6922573.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570271	77.0	312.0	766.0	360.0	335.0	391.0	461.0	493.0	561.0	826.0	894.0	1043.0	1366.0	1782.0	2216.0	2930.0	3467.0	4835.0	5858.0	7334.0	9035.0	10927.0	13431.0	17270.0	30388.0	3306905.0	6029956.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570272	81.0	278.0	525.0	302.0	363.0	386.0	540.0	586.0	761.0	936.0	1086.0	1431.0	1804.0	2275.0	2846.0	3808.0	4879.0	6313.0	7668.0	9079.0	11064.0	13274.0	16077.0	20371.0	34765.0	3470631.0	6442330.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570273	76.0	243.0	484.0	299.0	320.0	357.0	459.0	552.0	611.0	805.0	877.0	1142.0	1458.0	1836.0	2161.0	2928.0	3574.0	4575.0	5449.0	6453.0	7679.0	9074.0	10795.0	14295.0	26469.0	3480192.0	6507334.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570274	101.0	277.0	547.0	373.0	364.0	451.0	559.0	550.0	740.0	869.0	1086.0	1287.0	1740.0	2225.0	2740.0	3436.0	4545.0	6064.0	6905.0	8420.0	10244.0	11997.0	14833.0	18653.0	32793.0	3892799.0	7300688.0
	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SRX14570275	84.0	384.0	856.0	401.0	367.0	454.0	501.0	579.0	789.0	1032.0	1226.0	1512.0	1868.0	2466.0	3167.0	4121.0	5044.0	6886.0	8127.0	10010.0	11835.0	14186.0	17188.0	21774.0	36834.0	3999380.0	7386718.0
