Sample	>10	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>500	>1k	>100	>10k+	>5k	>50
SRX14570261	24.78269704323153										6.361773633638669	6.05085372382594	21.703542172214547	0.2778579533861434	0.32695238019082207	10.506108165517887
SRX14570262	24.413244133386165										6.690590409466787	6.67823476730273	22.34444115775244	0.39036297792622643	0.3422329682113751	10.678063935217667
SRX14570263	22.111111118611586										8.27539013713336	9.165007198311184	23.0931430417209	0.24827158943449448	0.7102691036496881	10.047233459103706
SRX14570264	22.22710171206141										8.34272930195518	9.202092514719663	23.35361190055565	0.24362479268422074	0.8244286543384799	10.003441482290242
SRX14570265	23.243073859113213										7.580516622205799	8.763594068375538	21.59700228906495	1.1651658274796484	0.8748205100532455	10.030608750367467
SRX14570266	23.22593645116319										6.841008418079395	8.125979558396143	21.4094691031476	1.6401382606942867	0.6836337096085127	10.089339830520675
SRX14570267	21.419615183879174										8.463182559590132	10.197084952161527	23.76117439767247	0.7171126452394905	0.9179194605352582	10.191541465218545
SRX14570268	25.30405042738163										5.5421042747626315	3.804720797893382	26.663349530887796	0.12656151562641366	0.13014298499451404	12.01473158385329
SRX14570269	30.28469298162097										3.0300417848580286	2.0134061267545666	19.49981655253003	0.0	0.23561524309719592	11.720726630439113
SRX14570270	24.60044653878293										6.54907954610742	6.835551726784773	21.7748070592595	0.22367379742268714	0.5432134852222441	10.615777769830256
SRX14570271	25.370414490063986										5.995692314262114	5.562092543976637	20.958952929761164	0.1264890308615116	0.6185053598170699	10.7794950589763
SRX14570272	22.893651816777403										7.249907419936016	7.802756266017886	22.89188088759905	0.2505517663760594	0.5735043388178229	9.967641795376736
SRX14570273	22.68966374892386										7.4850703314609826	7.849581433206361	23.11804724518813	0.23985520771783478	0.552905415786147	10.095533357587879
SRX14570274	22.727559811934455										7.403782316992609	7.992035527841736	23.273734876868183	0.27227725528259117	0.9566599302170393	10.128619004565595
SRX14570275	22.96947087794889										7.542127120822978	7.797151677337453	22.936012327590227	0.2695759300685874	0.720565242433723	9.993037709837079
SRX14570276	22.848435117835386										7.531653168316513	7.695650727318508	22.701762274329777	0.2807570206683534	0.6705320410361073	10.049949284510014
SRX14570277	21.502730395371525										8.549719439559638	10.286401114343315	23.545138947972486	0.5684569571633981	0.8250501425518808	9.85220926844039
SRX14953908	9.779712723809267										6.864733535251166	22.653169302740373	11.983093533869837	22.35413978916894	12.207446239161891	4.341877424767955
SRX14953909	18.443114623667668										11.138784503277227	17.247597144508717	25.138472034465455	2.413018065641141	2.5402952673220165	9.597430576496498
SRX14953910	14.871019902384106										10.60489041341343	21.80991815094286	20.33784714822864	5.070572588763048	5.441712299093501	7.251752607556485
SRX14953911	17.440597167132985										11.554127336523347	16.45937587972081	25.917845891760482	2.348137483197414	2.044346913139381	9.336360774120292
SRX14953912	7.505004875123353										5.385555432366977	24.6011935163203	7.966317775900429	24.51257910118528	15.59517874526131	2.8160324743998855
SRX14953913	17.08737751029621										10.158133678304605	16.684208199173924	23.928398950963107	4.6428522488545285	3.1794309367831084	8.885888593277027
SRX14953914	6.905968164632205										5.602804986443156	26.75997854073039	6.673721855565056	23.40778457408656	16.586360430178434	2.248866192332287
SRX14953915	6.99412878096669										5.680077736274121	25.59030640732628	7.142660757451479	24.11089177402765	15.962448296683887	2.5384350340913993
SRX14953916	11.426359893542864										7.567936981078202	23.840446230708643	13.413302070105928	13.613986731423816	10.131863600099834	5.040905261414164
SRX14953917	18.088576666239007										11.118647889637348	16.7456027215492	24.989031994323113	2.642669904476105	2.347450191001682	9.298236062375906
SRX14953918	18.097197466508437										10.830503881368864	18.048027938458155	24.57394237925078	3.1486436397941047	2.940101998972535	9.328914202694694
SRX14953919	9.56324576608373										6.372022289743287	22.80060847108529	10.801513112292968	23.374903919275066	12.517600342593893	3.901860301708932
SRX14953920	7.540362272468566										5.011898958336687	23.231546772087043	7.3177584192746075	30.765089306745548	13.84629343558689	2.8890987027372215
SRX14953921	11.250066336196284										7.370124033824263	22.858385347196926	14.212485585484004	16.594483353593734	10.683411782011849	5.205067934980559
SRX14953922	6.662951745461363										4.365722298737177	22.30807841727343	6.22185255206818	34.77772027451492	14.559340437623366	2.435088800538539
SRX14953923	10.374845336661453										5.752102641850735	22.080745040314945	10.240808070906729	23.817149773284314	11.395523077391083	4.133455322296948
SRX14953924	19.71903618290491										9.387161278864848	15.115407235676209	23.70053458648371	2.9065217892330875	2.9708195690053714	9.91985903173227
SRX14953925	6.096030744433351										4.609230362784858	24.213724564676745	5.783936735296511	32.48847447912474	15.567513216854287	2.0345872610155786
SRX14953926	14.54071945146936										8.421360874536388	21.73791374576482	16.503395675896357	8.71076371337719	7.480466409343977	6.37675283967399
SRX14953927	8.51882819468726										5.677780108900655	23.25254817611655	8.514974884734992	27.524191431699034	12.603231835785822	3.2362909464170224
SRX14953928	6.450676434385848										4.355507805644229	22.98905851776409	4.692411799753233	31.593623015054995	15.887933582840628	1.6525327342670835
SRX14953929	7.477444617976574										6.091991587558901	28.104717195142726	6.97241479321108	19.96148122784145	13.978399762825456	2.3655967034958025
SRX14953930	19.061444285732367										8.11939221368517	17.291702140011274	17.95791693960457	5.468014487453164	5.195378667498194	7.852629872404925
SRX14953931	5.081489020170283										5.809211524987298	27.683882304636242	6.0198285038636685	28.012347686910676	15.083771695414555	1.6546459699252662
SRX14953932	3.8872395469261023										5.36395765563737	28.27868655053883	4.6388527741851835	32.15753493658602	16.62369785125636	1.1273741423593877
SRX18804540	24.5803752525054										6.949863554065293	5.467300592271082	23.498653859776198	0.1398784157472865	0.9181551788580418	10.642381900004182
SRX18804541	24.494446918779232										6.988020816846964	5.354136228377831	23.248258329330163	0.2673654050183976	0.946331920527028	10.337617085573925
SRX18804542	23.40179044427633										7.651103804428147	6.081888923413262	24.73356467330282	0.23051643599267332	0.5975625215182525	10.581772634109333
SRX18804543	22.289212249141										7.223209122998813	5.834567566838189	21.521366171210573	0.16645384935136592	1.0285985386812266	9.541609202389042
SRX18804544	22.110785651435997										7.575427679420824	8.145677061197905	21.273845367963652	1.143079337384509	1.0083081654270225	9.192244475491927
SRX18804545	23.301862241984743										6.467219714074861	6.082679511664401	20.134856791789886	1.2372777396257175	0.7797060412612726	9.176562924269788
SRX18804546	26.16075566216342										5.02662939122076	5.0983331791136886	19.366168276654932	0.5104124592011009	1.181862774292323	10.191710109327214
SRX18804547	18.994802779692034										8.802650792611786	12.147391190942322	23.842123793268964	1.2135979979811444	1.9025739175912413	9.275238289698907
SRX18804548	23.92699072181849										5.557140640286274	5.661931178906182	18.83298981893906	1.0031037075973948	1.4187907431805145	9.259516177000515
SRX18804549	20.279779465420027										6.728420803973151	3.3945470157360838	29.54546802818357	0.1432454732764499	0.19971373516364374	11.18279777323431
SRX18804550	19.28340734419165										5.82461607819828	4.450889025336794	19.703799356645053	0.2651656169302461	0.22500627000525716	8.154016482338708
SRX18804551	19.88602091013077										7.595182189718037	5.693028706506522	23.186886188996947	0.7008584648264559	0.5805064021279798	9.248584850904559
SRX18804552	19.47968592360757										5.425698507407054	4.203112821025406	18.83125651022527	0.0	0.2508000346151947	7.934512015592269
SRX18804553	20.33221895642566										6.184276343870381	5.114691900234892	21.168767015590543	0.2898799828758842	0.5657569643792333	8.833569197973823
SRX18804554	20.506029354550392										6.715041375825607	5.97877664563033	21.370093340575412	0.0	0.21553471057696819	9.092756315971782
SRX19817112	15.325398599427848										2.71067587684349	2.0906548835727947	10.582085478323451	0.0	0.23740638580023463	5.4119437147578555
SRX19817113	15.444389310867598										2.730584786734106	2.2970975079634592	10.516135230155141	0.0	0.29027508425033133	5.634056480811549
SRX19817114	13.795442856962293										3.4127153584205856	3.1247956162015966	11.444593232438102	0.0	0.4281554821748329	5.272072485973214
SRX19817115	11.90018068337161										2.483599933933174	2.011439637282151	7.945752053407877	0.0	0.10012396952588998	3.799736666192346
SRX19817116	15.733099540179648										2.5403956527280736	1.9742225289413626	9.624005177229781	0.0	0.10785991438816839	5.586019606304385
SRX19817117	13.630331514414303										3.5056117189910365	3.3894715159291877	10.78693924338131	0.0	0.285482093878777	4.884880161927092
SRX2036088	4.9799649337356335										3.5285649177176714	16.731644548240745	6.356009596796137	48.15142619948018	7.1446729056263685	2.4485026164413686
SRX2036089	5.048603361189584										3.7034824039760252	17.805499052698796	6.916201856747346	44.74145530018559	7.863919355182706	2.4374069224695893
SRX2036090	4.608744548807168										3.759221728358322	18.23316404317958	6.763252752410915	45.578178845251514	8.358708720841163	2.2972330753616137
SRX2036091	4.589902867450094										3.8658341248829373	15.917182422983592	6.212875566127267	50.68436457812472	6.303259954603961	2.193325365432304
SRX2036300	24.894836081361703										6.455069636055434	8.12769731314892	20.356239618753996	1.0528354508429396	1.7872983211579276	10.208760885198467
SRX2036303	25.170538212427296										6.255516785840555	7.3668229688167965	19.861086626121498	1.2604122978771808	1.8352293648266078	10.208421031027408
SRX2036305	23.434003726391975										7.335868540233066	10.316665574909603	20.82071524084317	1.5050696520152103	1.7762741620167863	9.848010923333913
SRX2036307	24.964784084823243										6.512731191689758	8.8003878347802	20.6868979222531	1.2228778517464063	1.7988069261218025	10.525231466437349
SRX2037533	15.210265520285041										8.872322490701226	16.718832213154943	20.917795947515817	7.612457825061771	4.5807754205430875	8.073282865097928
SRX2037535	15.168776001842883										8.740409140090206	16.72555412306615	21.121549242703495	7.324642816742324	4.625231560178709	8.048105666605384
SRX2037536	13.847841292797996										8.460511360920444	18.091096740633542	19.896642428148464	9.606184315615103	6.211621223455381	7.590588673794533
SRX2037537	12.704275773818862										8.557076090978219	19.119915107952327	19.466483130307573	11.955532046386319	6.735962176115982	7.1882410154194
SRX2037538	15.532595352397314										8.86176781763438	16.892198576450383	21.845541340346593	8.978707893829869	5.266626590273139	8.544277011098853
SRX2037540	15.81576707152505										8.452787291234705	15.666081898948967	20.91194145444295	9.242092912510905	4.686208206529466	8.323066501709947
SRX2037541	14.9738232186466										8.034818870114536	16.414338332812978	18.650509023002726	10.465742371064799	4.669015311569674	7.54338712868323
SRX2037542	14.956226706464271										8.186430077148955	16.928723146950134	19.32391500495359	10.766109672897665	4.765662950730287	7.826549012309619
SRX2037691	21.65365246584091										5.911364884812507	11.127673660756294	15.918561035287004	4.729189369123665	2.749583870806448	8.415066300880806
SRX2037693	18.14517987796985										6.611407588963498	20.15953029066038	13.792289415236404	4.203214429374767	5.425613414221933	6.922483847391801
SRX2037695	20.724755169542753										7.134142608168547	14.656188028887257	15.581214831486514	3.303408310513879	3.234504367398582	8.015600593619485
SRX2037697	21.041038866252226										6.839088487990594	14.297290483168773	16.000893301619655	3.5836468101114254	3.0754000455327297	8.235180367899282
SRX2037699	19.264251713838267										6.259669569499578	11.718276332558009	16.679299115852583	6.104067690502636	2.799106175078983	7.971618538806549
SRX2037713	19.938075341590952										6.263245984443608	10.963866681511332	16.466693384661664	6.8209694493466575	2.5581111411850723	7.916858859754952
SRX2037715	19.56623783657583										6.534842936354466	12.423859132799036	16.752059873323432	6.502432804270773	2.4370106983507798	7.869706343165772
SRX2037717	19.169944912728074										7.399733757013391	17.94743201662158	13.933141771775384	2.8235093299932297	3.5685581030221853	6.990170124744613
SRX2116174	11.537980395489082										5.7175778953174925	12.804563471710123	11.13659352474497	1.7565264796553612	1.560618158551425	4.297768211284031
SRX2116175	10.501231467262171										5.409738156230614	11.823047473752267	9.870465715902322	0.5192748412895742	1.7545595012161166	3.9392455294108952
SRX2116176	19.664575059529447										6.603501554389718	12.077550505217577	15.454384404061164	0.8367735990901382	0.8652629445500456	7.66952474098402
SRX21659709	17.017020311362725										7.878312716571114	15.654751039412446	18.771331149220494	8.522883491441366	4.6342407563472925	7.932332348831918
SRX21659710	19.524525206419586										8.50909832137214	11.57184197430775	23.473528830602895	3.5576233177878183	2.988446083508755	9.240793212995309
SRX21659711	14.939591272254434										9.779723861478892	17.179868090589615	21.149303678694135	11.60208105081346	4.2914298855110795	7.6460830499102475
SRX22720559	21.3190080458269										7.400406265648937	6.527579252669071	24.136039198687875	0.06909934512509464	0.20284681651662317	9.914168054373564
SRX22720560	21.145620824373218										7.277935652996232	6.023017964757901	23.34644748156478	0.06320964599838089	0.13380421404623283	9.424186794821335
SRX22720561	21.86887296059315										7.977072427654018	7.908061627619984	24.277931143857025	0.509715113963702	0.9027012368748378	9.737737522874006
SRX22720562	21.5463372415391										7.155122857056119	7.485491878149765	21.85027640809038	0.4799284050859393	0.7328476419481998	9.289396855509313
SRX22720563	21.18039109031755										8.086770508208616	7.203370747466016	25.61764348882745	0.45175172624889104	0.6893182031974088	9.997399928713966
SRX22720564	21.667707733866134										8.051937255685683	6.699581319774188	24.76767389518272	0.2558818731129126	0.6690297409780523	9.857802061353944
SRX22720565	22.375296248766155										7.0833843884426955	6.738083550689214	22.772354475486996	0.2323422057737775	0.3354549965413641	9.919174880336348
SRX22720566	22.427927681392557										6.749017552240125	6.0993425698615615	22.388232230835268	0.1461929409876157	0.41652150735823223	9.780351510226224
SRX22720567	20.58656524862895										7.558797537067045	7.5838386546580985	22.715178721887938	0.25783429457955254	0.54794762959757	9.28125509893266
SRX22720568	19.622324879843184										7.564580169863763	10.04623160703406	20.187245879837594	1.006893590823624	1.3957826071907797	8.884178242601834
SRX22720569	20.94863169178497										7.365815916147526	9.090740535358831	19.956017874531145	1.103955663087916	0.670797943058951	9.19950899245407
SRX22720570	20.917175320972998										7.5669430832201305	6.6148596474584265	23.336877857180564	0.21990676200437576	0.5695999557869846	9.240196560354557
SRX22720571	19.788160695245445										8.271053669207024	7.85856404474788	24.11526761196082	0.057425628228712305	0.5541315536312887	9.391531402778792
SRX22720572	22.65050147130824										7.153245626607983	7.65848947283112	22.227782222865773	0.7460199400484459	1.303697104654059	9.766389975169364
SRX22720574	23.66645621772945										6.137154982654637	5.281611627959575	22.11581634601969	0.05633126186410935	0.18057262253665063	10.339850584809755
SRX22720575	23.585980403835926										6.443648409738745	5.104564950758469	22.094465588033568	0.0	0.21961751066370505	10.347669510094526
SRX22720576	20.959417370203457										7.464621853423085	6.223146573259519	23.709096595146153	0.0	0.3418434215033278	9.796842895036157
SRX22720577	20.897728383232415										7.812767293127523	6.529922232845618	24.59474617228907	0.0	0.22667144722678859	9.930273655686678
SRX22720578	20.446943877961335										7.8714336340358555	10.05276106487291	20.80281723886458	0.368989762233022	0.8987245986617441	9.117238054806048
SRX22720579	19.437480808502873										7.904155876331857	10.205124283227619	20.304429978748335	0.4446385337056326	1.0902520302177487	8.805571308656369
SRX3316529	21.289985587974165										8.403097160177943	14.26693105303118	22.888958050870865	2.7492414209410545	2.962906342647156	10.374072850494322
SRX3316530	20.49356885014572										11.419565154488028	12.367608874591234	27.426127421302887	0.5926596718453547	1.484254297418649	10.109407308230562
SRX3316531	23.335710488037982										9.334603354622756	9.405316548761746	27.52489310574355	0.896715031954191	1.097731541638823	11.826387966892009
SRX3316532	18.334250667302758										10.646996004204032	16.55176659203423	24.594443097760536	1.802665777819935	2.8490578748378494	9.277244520672529
SRX3316533	20.948948393289598										9.558410004236501	14.150404695361724	24.33076802759206	2.581144593116854	2.609220155354423	10.42939573885119
SRX3316534	21.250775045204517										9.544251134515791	12.499528715173236	25.687974841045197	1.4770224082448016	2.1447803868817386	10.815429820737062
SRX3316535	22.167560280597577										9.706650241234515	11.224738006637951	26.170187574135344	1.4569135899679266	1.4605000038364695	10.697616634665524
SRX3316536	27.958894834116183										5.307965386903213	5.75680204516011	22.40438826385268	2.1999218283033457	1.340438063787085	12.257596880813516
SRX3316537	21.439574493637696										9.193183419883285	13.376506946213516	22.729651702399327	1.7427286317502975	2.6947188605024883	9.730840541057422
SRX3316538	20.50869165047132										9.885058554352629	13.96315924585351	24.93493977054035	1.8848403760056205	2.388869099456205	10.565514595818184
SRX3316539	20.878714787513466										9.137393064156148	14.404048249343	24.193407568029443	2.459390010524047	2.161879289466041	10.415266081561166
SRX3316540	18.715921015126938										10.602365301031751	15.75510104532862	24.63760661736756	1.5626536372109048	2.6723289253663953	9.48325093852023
SRX3316541	17.593601544600126										10.986401728809152	17.549787354476745	24.090239207893827	2.8167888269604298	3.1318683360852306	8.857473927849856
SRX3316542	22.16469091217471										10.026642283961342	12.149753583555203	26.130278185315976	0.9197254286905793	1.9014778029262793	10.608694663193678
SRX3316543	20.044932868944542										11.480839239349093	13.613046097837914	27.19081504681895	0.8962175964168336	1.607534968079532	10.151373145561582
SRX3316544	22.576053583872934										9.714861907357323	9.67215743033365	26.96505284680092	1.254471974163071	1.2595373297513592	10.702113560675029
SRX3316545	24.568219493496223										8.339087824597815	8.948494993083221	27.199251488064295	0.6670080086591506	1.0125351673112337	12.210348013856038
SRX3316546	22.11995637004952										10.33766042609213	12.43197760946148	26.885816015146098	0.740708034776562	1.248090722415487	11.052280308206393
SRX3316547	23.88556542997413										8.40948076556329	8.336030805782261	28.156505646448238	0.8471702149327947	1.0382408063728228	12.342529801215877
SRX3316548	17.103029349513392										10.52933032030145	19.53087838111397	22.507905394002453	2.5239412699684993	3.9431183725432737	8.513874882804636
SRX3316549	19.363322256986123										9.873317851974807	16.498478680186775	23.427417806664817	2.592324770639309	2.682283582321201	9.511307518159482
SRX3316550	20.754874272673984										10.411659198434744	13.219685575795529	26.483941873641303	1.6060896851598532	1.972873398788182	10.361930326015438
SRX3316551	21.788297108176025										9.089649212693791	12.278950638230821	25.23961984791585	1.9291671190895834	2.5493026360668485	10.882135758587413
SRX3316552	19.85141276958964										9.304509425289039	12.96195124468941	26.535599510048595	2.805626255277444	2.861195886746721	10.923809733560512
SRX3316553	23.782199631892862										8.578806957439298	9.45196779229883	26.812421100523487	1.1435216581544851	1.4152627044547452	12.145540035494703
SRX3316554	19.57936499508551										9.138464460086333	13.638099690256514	25.97577698826303	2.7732339393891547	2.869896216703154	10.766844829105064
SRX3316555	24.392408918263694										7.189178159758231	7.889776727290151	26.13959694831266	1.5068467248873139	1.3177815560919182	12.351284663826997
SRX3316556	18.956879678238117										10.452259073783774	15.047210270957024	23.95674797468925	2.297503111256436	2.9321508889228407	9.297810368665646
SRX3316557	23.0271070226503										9.481193126518253	10.66922635760079	26.486855551230708	0.8321568036061093	1.3699500369495585	11.30627088344969
SRX3316558	21.30211230867943										9.546511098987397	12.855193553168299	24.664019064100454	2.049290926389534	1.7746680136054687	10.405442812272051
SRX3316559	21.56330495549181										9.666417670799454	13.116672285301892	25.340152594878912	1.8665317383544007	1.961988977106427	10.968897833506707
SRX3316560	18.251755630643615										10.111928674143801	14.849104425682338	25.53486750496623	3.280236826493823	2.670791761080943	10.15869584271692
SRX3316561	21.47446843831522										8.784611623126084	10.946137736684815	26.001826965844344	2.162304416742388	1.7433921416425153	11.229395200736496
SRX3316625	16.684853825980372										9.989784158149895	19.384724700209485	22.108569020748202	3.939964714112872	4.834331840998018	8.459935787021713
SRX3316626	21.934857225500664										9.009696343086947	12.813782032835183	23.880204463659247	1.6897408158344804	1.76506324482169	10.67840630816356
SRX3316627	17.061197676306055										9.626877116251588	18.607345728962006	21.09266623386347	4.805141045705073	5.3105074051633885	8.358009148549597
SRX3316628	23.594240168927612										9.502222793786059	9.91926586928406	26.429477799338596	1.0799099523959028	1.141178945655235	11.364895722777812
SRX3316629	24.164214295439844										9.29342465292816	10.070742095716415	25.943469765121698	0.540744103803517	1.2405838295686886	11.334090039115836
SRX3316630	19.803899718893707										10.193262779581644	15.31618388184916	25.15676957510437	1.9337603501065843	2.4937750276233945	10.444906185648861
