Sample	>10	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>500	>1k	>100	>10k+	>5k	>50
SRX10341595	23.87366284587069										6.517078587380727	5.793332426924572	21.90060819627233	0.27366442205916836	0.2289777919853201	9.651330705056395
SRX10341596	24.71950499440262										5.691882402655255	5.382185353226399	20.3621384741027	0.29999893394023314	0.30508168121439094	9.664988171701719
SRX10341597	24.990842724072426										5.211638124303991	4.159288118434916	20.00542632267779	0.15416270499042645	0.189760931482361	9.594614771379772
SRX11348531	21.95035961198525										6.644231960418846	8.274170551125334	21.286614714953245	1.7248287399812823	0.536321494520911	9.416574945577675
SRX11348532	23.70016429683773										6.263523255158397	7.772911952258002	20.73749219739767	1.6324306403945288	0.7484911090694846	10.053218922148051
SRX1432806	9.965380954764127										9.851109741138607	28.05571046344198	17.542398037917984	4.668205965755227	10.547181209433203	5.650817993558841
SRX14563846	12.182952050881944										9.442669649240951	20.85401003440582	21.362836873836937	11.13480580677422	6.910689985720139	7.348031675541942
SRX14563847	13.241228326028123										9.58025640744641	20.443287146504613	21.752099191392794	8.643631248367209	7.09856548274482	7.66979861032919
SRX14563848	18.597690848771855										10.26301547370364	14.367427129447693	23.47219207871212	2.0125909526401675	2.5169713968631506	8.882811936050688
SRX14563849	18.231330734930644										10.520221499489761	14.568279825850947	25.26993968545789	1.011286119728826	2.210020709352635	9.35431983311559
SRX14570260	23.844764557091228										7.259130541407778	7.858675980669676	22.615563602866896	0.35243929934815876	0.3694749380314006	10.425530652928721
