Sample	Unassigned_Unmapped	Unassigned_MultiMapping	percent_assigned	Unassigned_MappingQuality	Unassigned_NonSplit	Assigned	Total	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_rRNA	Unassigned_Ambiguity	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_Secondary	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_NoFeatures
SRX3316751	7905996	0	71.16144737173192	0	0	31052170	43636226	0	0	61171	21484	0	0	0	0	2081096	2514309
SRX3316752	5804682	0	72.88444850002476	0	0	25759004	35342250	0	0	31155	17040	0	0	0	0	1696459	2033910
SRX3316753	7726616	0	72.57333421553754	0	0	32971269	45431658	0	0	50160	22948	0	0	0	0	2148335	2512330
SRX3316754	6807728	0	72.38754130777117	0	0	29338601	40529904	0	0	85457	20001	0	0	0	0	1905212	2372905
SRX3316755	8996198	0	72.48752309229015	0	0	37724931	52043344	0	0	32527	24129	0	0	0	0	2358133	2907426
SRX3316756	6644328	0	72.08778109206129	0	0	27771698	38524834	0	0	33759	19068	0	0	0	0	1816709	2239272
SRX3316757	7042566	0	72.0950767239523	0	0	29851575	41405844	0	0	46506	19829	0	0	0	0	1963755	2481613
SRX3316758	8546842	0	73.08546603817575	0	0	38344395	52465144	0	0	30576	23982	0	0	0	0	2412634	3106715
SRX3411505	5334870	0	4.211445716446667	0	0	658166	15628030	0	0	9472886	487	0	0	0	0	58838	102783
SRX3411506	4014064	0	5.956510002121923	0	0	581637	9764728	0	0	5018503	301	0	0	0	0	44691	105532
SRX3411507	5060670	0	4.708074267747628	0	0	557602	11843526	0	0	6131995	221	0	0	0	0	39909	53129
SRX3411508	3148180	0	3.9526591516008347	0	0	384929	9738482	0	0	6118853	236	0	0	0	0	30229	56055
SRX3411509	3873910	0	4.202683220933009	0	0	453370	10787632	0	0	6371184	410	0	0	0	0	33326	55432
SRX3411510	7241972	0	3.0497548134113046	0	0	336984	11049544	0	0	3407740	205	0	0	0	0	23999	38644
SRX3411511	6923670	0	2.9802507997526124	0	0	393403	13200332	0	0	5798931	236	0	0	0	0	29091	55001
SRX3411512	4060588	0	2.9866235913560737	0	0	249162	8342598	0	0	3979959	128	0	0	0	0	18364	34397
SRX3411513	5248868	0	4.4230303349933475	0	0	466297	10542478	0	0	4749202	276	0	0	0	0	32796	45039
SRX3411514	6953246	0	14.433103267834952	0	0	1293047	8958898	0	0	410034	3599	0	0	0	0	129443	169529
SRX3411515	7006610	0	8.62436322549583	0	0	710780	8241536	0	0	354074	1938	0	0	0	0	77859	90275
SRX3411516	8978726	0	9.651486490371099	0	0	1101257	11410232	0	0	458354	1496	0	0	0	0	95105	775294
SRX3411517	8597762	0	6.967493531050955	0	0	761702	10932224	0	0	1315211	865	0	0	0	0	65252	191432
SRX3411518	4710746	0	15.093081379246293	0	0	910063	6029670	0	0	154915	2784	0	0	0	0	104035	147127
SRX3411519	5578838	0	8.368957792446803	0	0	543413	6493198	0	0	216613	1309	0	0	0	0	65841	87184
SRX3411520	4775010	0	4.326514756343893	0	0	298926	6909164	0	0	1552409	255	0	0	0	0	28370	254194
SRX3411521	7663590	0	15.593181090476627	0	0	1636311	10493760	0	0	850394	3904	0	0	0	0	155660	183901
SRX3411522	6787040	0	9.397068545099001	0	0	759650	8083904	0	0	331860	1227	0	0	0	0	115079	89048
SRX3411523	7791476	0	7.383150556755538	0	0	667706	9043646	0	0	436215	1792	0	0	0	0	75456	71001
SRX3411524	8072034	0	4.113042652746417	0	0	512104	12450734	0	0	3760237	421	0	0	0	0	41595	64343
SRX3411525	7491668	0	5.799867306896312	0	0	503876	8687716	0	0	593169	692	0	0	0	0	50078	48233
SRX3541437	50241992	0	29.780738091683855	0	0	24027601	80681684	0	0	3230815	15365	0	0	0	0	1208620	1957291
SRX3541438	7797830	0	75.58455650803401	0	0	48724375	64463400	0	0	1123329	35820	0	0	0	0	2544740	4237306
SRX3541439	23316656	0	53.53724643366806	0	0	35033759	65438104	0	0	2698484	23713	0	0	0	0	1721507	2643985
SRX3541440	9889974	0	72.85178328285737	0	0	44594969	61213284	0	0	1191166	32041	0	0	0	0	2138698	3366436
SRX3541441	49139090	0	16.535753414231525	0	0	10341652	62541160	0	0	1638388	7074	0	0	0	0	527432	887524
SRX3541442	13594940	0	66.487698412982	0	0	46517819	69964550	0	0	1534311	28488	0	0	0	0	2265972	6023020
SRX3541443	46156864	0	13.157872103479406	0	0	7465739	56739714	0	0	1665660	4342	0	0	0	0	352166	1094943
SRX3541444	45296172	0	15.078371085166228	0	0	8602056	57048974	0	0	1606384	5411	0	0	0	0	407018	1131933
SRX3541445	35562838	0	35.25873616346476	0	0	23157909	65679918	0	0	2903686	14104	0	0	0	0	1134152	2907229
SRX3541446	48772602	0	25.82068133201262	0	0	18883191	73132040	0	0	1827277	12565	0	0	0	0	993748	2642657
SRX3541447	52875334	0	9.923108504022588	0	0	6063806	61107928	0	0	1064982	3694	0	0	0	0	319211	780901
SRX3541448	23985078	0	44.21840381813447	0	0	23762490	53738914	0	0	1271715	14326	0	0	0	0	1251786	3453519
SRX3541449	61570986	0	9.798118790084343	0	0	7140693	72878204	0	0	2072791	5300	0	0	0	0	305427	1783007
SRX3541450	44314082	0	15.478937859312458	0	0	9413317	60813714	0	0	4025863	6522	0	0	0	0	368125	2685805
SRX3541451	17381290	0	51.741053352752544	0	0	32601214	63008408	0	0	2507784	22774	0	0	0	0	1384814	9110532
SRX3541452	39152360	0	7.793396268490565	0	0	3487807	44753364	0	0	1059321	2485	0	0	0	0	154183	897208
SRX3541453	44920386	0	3.3495143654136963	0	0	1595603	47636846	0	0	621498	1306	0	0	0	0	65098	432955
SRX5252024	108502	0	58.92315985397154	0	0	8071384	13698152	0	0	105703	6628	0	0	0	0	664076	4741859
SRX5252025	62724	0	54.54141162642496	0	0	6557659	12023266	0	0	23748	6045	0	0	0	0	566363	4806727
SRX5252026	103992	0	78.44678707554937	0	0	7073415	9016832	0	0	18876	9641	0	0	0	0	589747	1221161
SRX5252027	226030	0	59.320319415374655	0	0	6726385	11339091	0	0	27447	5331	0	0	0	0	544637	3809261
SRX5252028	88454	0	62.811812866436654	0	0	9460790	15062119	0	0	56019	7560	0	0	0	0	721806	4727490
SRX5252029	68474	0	56.10777260799643	0	0	5583882	9952065	0	0	86976	4819	0	0	0	0	469812	3738102
SRX5252030	58404	0	53.28566492524571	0	0	6073077	11397206	0	0	23914	5560	0	0	0	0	508236	4728015
SRX5252031	180201	0	70.93896315268907	0	0	6972856	9829374	0	0	32640	4568	0	0	0	0	496441	2142668
SRX5252032	71665	0	61.11244368943842	0	0	8369505	13695255	0	0	47642	6941	0	0	0	0	668547	4530955
SRX5252033	130611	0	64.33626169575668	0	0	10117866	15726537	0	0	46256	7684	0	0	0	0	749895	4674225
SRX5252034	450969	0	60.714788810573495	0	0	6508221	10719334	0	0	38502	5021	0	0	0	0	498967	3217654
SRX5252035	185565	0	68.62154241855276	0	0	8348584	12166127	0	0	27279	5654	0	0	0	0	573021	3026024
SRX5252036	56453	0	79.39225425815162	0	0	8784483	11064660	0	0	22776	11466	0	0	0	0	736835	1452647
SRX5252037	56634	0	55.8415856788294	0	0	5818280	10419260	0	0	35654	5252	0	0	0	0	481312	4022128
SRX5252038	484663	0	60.93967676157208	0	0	5561932	9126947	0	0	20256	4591	0	0	0	0	412011	2643494
SRX5252039	66588	0	78.91765432241846	0	0	5992268	7593064	0	0	26303	7953	0	0	0	0	506083	993869
SRX5252040	153466	0	67.2245739065325	0	0	10233209	15222423	0	0	224190	8072	0	0	0	0	769005	3834481
SRX5252041	47795	0	79.30952061032542	0	0	7661425	9660158	0	0	21680	10288	0	0	0	0	637062	1281908
SRX5252042	52210	0	54.250727070321894	0	0	5689060	10486606	0	0	20788	5282	0	0	0	0	472380	4246886
SRX5252043	742449	0	51.83293470901765	0	0	5027592	9699609	0	0	15160	4569	0	0	0	0	419224	3490615
SRX5252044	89382	0	79.10350176621014	0	0	7689952	9721380	0	0	32650	10066	0	0	0	0	636874	1262456
SRX5252045	65471	0	55.1729502255777	0	0	7032923	12747049	0	0	23336	6371	0	0	0	0	608258	5010690
SRX5252046	37697	0	78.81208207138441	0	0	6539055	8297021	0	0	17692	8943	0	0	0	0	554740	1138894
SRX5252047	494970	0	51.11670447703843	0	0	3661007	7162056	0	0	13340	3321	0	0	0	0	310727	2678691
SRX5252048	83922	0	78.6756803588363	0	0	7968505	10128295	0	0	28105	10402	0	0	0	0	672519	1364842
SRX5252049	67053	0	79.54651386752037	0	0	9598111	12066036	0	0	33488	13106	0	0	0	0	771756	1582522
SRX5252050	48781	0	78.51516235080824	0	0	7566580	9637094	0	0	28938	10378	0	0	0	0	638773	1343644
SRX5252051	506468	0	73.81340656935322	0	0	6103745	8269155	0	0	21923	8120	0	0	0	0	514448	1114451
SRX5252052	85393	0	52.66131917214915	0	0	5855925	11119974	0	0	24623	5598	0	0	0	0	510326	4638109
SRX5252053	120726	0	60.73001273984712	0	0	9343191	15384800	0	0	49052	7696	0	0	0	0	785889	5078246
SRX5252054	90268	0	58.28216202820889	0	0	6542861	11226181	0	0	65833	5473	0	0	0	0	561298	3960448
SRX5252055	105199	0	59.578690354134736	0	0	8061648	13531093	0	0	23610	6653	0	0	0	0	735132	4598851
SRX5252056	139895	0	63.07437386185823	0	0	9943506	15764732	0	0	41256	7653	0	0	0	0	787437	4844985
SRX5252057	142406	0	61.918388540263216	0	0	8711134	14068735	0	0	42218	6730	0	0	0	0	723342	4442905
SRX5252058	159960	0	72.38835502411966	0	0	11434487	15796031	0	0	40465	8290	0	0	0	0	914013	3238816
SRX5252059	185417	0	75.5010633500827	0	0	11675381	15463863	0	0	58214	8234	0	0	0	0	743549	2793068
SRX5252060	92168	0	78.31096049729149	0	0	8560843	10931858	0	0	33146	10886	0	0	0	0	729012	1505803
SRX5252061	125672	0	62.58069099540853	0	0	8324374	13301825	0	0	67585	6601	0	0	0	0	664607	4112986
SRX5329169	45567010	0	15.036831610988552	0	0	8623407	57348564	0	0	1610161	5421	0	0	0	0	408044	1134521
SRX5329170	10113114	0	72.62473627167853	0	0	44709535	61562406	0	0	1193916	31126	0	0	0	0	2136572	3378143
SRX5329171	11947024	0	70.37974997926314	0	0	46870377	66596396	0	0	1260656	30674	0	0	0	0	2423334	4064331
SRX5329172	13933568	0	66.21180253191629	0	0	46661094	70472472	0	0	1538792	29013	0	0	0	0	2259161	6050844
SRX5329173	53288498	0	9.871515899429657	0	0	6074292	61533528	0	0	1066115	3747	0	0	0	0	317679	783197
SRX5329174	6941288	0	79.49950187990926	0	0	56638517	71243864	0	0	144404	38027	0	0	0	0	2865279	4616349
SRX5329175	23754702	0	53.24580804743994	0	0	35145870	66006830	0	0	2706232	23380	0	0	0	0	1721381	2655265
SRX5329176	53600112	0	15.485039233263755	0	0	10462682	67566390	0	0	1784472	5928	0	0	0	0	519386	1193810
SRX5329177	8356878	0	74.96721357462668	0	0	48851758	65164164	0	0	1126049	35226	0	0	0	0	2542950	4251303
SRX5329178	46606926	0	13.087551299493978	0	0	7488934	57221812	0	0	1670256	4502	0	0	0	0	351492	1099702
SRX5329179	49441104	0	16.49120780232894	0	0	10369214	62877226	0	0	1642401	6872	0	0	0	0	526786	890849
SRX5329180	49242630	0	25.71500620111145	0	0	18946904	73680340	0	0	1832785	12690	0	0	0	0	989219	2656112
SRX5329181	17641692	0	51.55680233924813	0	0	32657847	63343430	0	0	2511129	23152	0	0	0	0	1377150	9132460
SRX5329182	5538386	0	76.49880171278132	0	0	42116605	55055248	0	0	507578	26118	0	0	0	0	2031901	4834660
SRX5329183	16816292	0	59.94829718593465	0	0	45676261	76192758	0	0	2083271	32512	0	0	0	0	2042219	9542203
SRX5329184	50635882	0	29.687681561180383	0	0	24092674	81153774	0	0	3238586	15144	0	0	0	0	1206829	1964659
SRX5329185	39396438	0	7.763539900778695	0	0	3494126	45006866	0	0	1060920	2583	0	0	0	0	153186	899613
SRX5329186	45258290	0	3.331539507179959	0	0	1598452	47979380	0	0	622488	1302	0	0	0	0	65215	433633
SRX5329187	24399880	0	43.918422555092974	0	0	23804789	54202286	0	0	1273223	14490	0	0	0	0	1244443	3465461
SRX5329188	35970112	0	35.09119804725441	0	0	23216903	66161614	0	0	2910500	14344	0	0	0	0	1130814	2918941
SRX5329189	44728750	0	15.400975778109787	0	0	9435369	61264748	0	0	4033999	6655	0	0	0	0	366871	2693104
SRX5329190	62258306	0	9.732924150996922	0	0	7163475	73600440	0	0	2078981	5457	0	0	0	0	303934	1790287
SRX5329191	61700792	0	12.568196366475709	0	0	9395642	74757282	0	0	1867285	5788	0	0	0	0	449975	1337800
SRX5329192	48976566	0	18.763295594259137	0	0	12534295	66802204	0	0	2838153	7034	0	0	0	0	633755	1812401
SRX5329193	39766352	0	35.56925001335244	0	0	25040439	70399120	0	0	1768831	14358	0	0	0	0	1224994	2584146
SRX5329194	49588864	0	25.43490103055684	0	0	18517956	72805300	0	0	2214896	12874	0	0	0	0	948889	1521821
SRX6700162	3406460	0	83.13557653681805	0	0	61689032	74202928	0	0	364932	41859	0	0	0	0	3869962	4830683
SRX6700163	2728838	0	82.53242021769375	0	0	56017804	67873696	0	0	135590	39602	0	0	0	0	3729355	5222507
SRX6700164	3891454	0	82.4129698403439	0	0	68234509	82795838	0	0	654175	44659	0	0	0	0	4372601	5598440
SRX6700165	3338362	0	80.93809430673201	0	0	68454596	84576486	0	0	155512	44050	0	0	0	0	4112318	8471648
SRX6700166	4141428	0	79.81915156923975	0	0	58241784	72967180	0	0	620232	34566	0	0	0	0	3628822	6300348
SRX6700168	3202220	0	81.88765381289402	0	0	65047579	79435148	0	0	336629	42162	0	0	0	0	3908146	6898412
SRX6700169	3058396	0	81.2882149008611	0	0	57042023	70172562	0	0	643296	34238	0	0	0	0	3343311	6051298
SRX6700170	3267368	0	81.72540573040013	0	0	66985338	81963910	0	0	269256	42363	0	0	0	0	3867803	7531782
SRX6700171	4075516	0	74.053448903235	0	0	65559582	88530086	0	0	740651	52421	0	0	0	0	2944063	15157853
SRX6700172	3544634	0	73.9390406270507	0	0	59396997	80332388	0	0	346724	51217	0	0	0	0	2916707	14076109
SRX6700173	3197144	0	72.08924943026807	0	0	50428646	69953074	0	0	568473	42779	0	0	0	0	2432713	13283319
SRX6700174	3548152	0	82.47230155621762	0	0	67467324	81806040	0	0	711289	48787	0	0	0	0	4511310	5519178
SRX6700175	3200616	0	82.94457392088725	0	0	60475496	72910732	0	0	523015	42306	0	0	0	0	3908453	4760846
SRX6700176	3352858	0	82.29938493234965	0	0	67768966	82344438	0	0	232937	49493	0	0	0	0	4961043	5979141
SRX6700177	2738146	0	81.97530917001207	0	0	47915265	58450850	0	0	158857	29920	0	0	0	0	3127787	4480875
SRX6700178	2970848	0	82.72549048354469	0	0	48300995	58387076	0	0	174929	30918	0	0	0	0	2962729	3946657
SRX6700179	11669748	0	68.61784494588628	0	0	55247065	80514136	0	0	5610600	32322	0	0	0	0	3352799	4601602
SRX6700180	21157462	0	57.63415701244233	0	0	55319605	95984062	0	0	11445156	30742	0	0	0	0	3089184	4941913
SRX6700181	2051134	0	83.79750079718808	0	0	56536828	67468394	0	0	319532	32821	0	0	0	0	3318897	5209182
SRX6700182	13659434	0	65.53179267708977	0	0	57500553	87744514	0	0	8300555	29611	0	0	0	0	3100329	5154032
SRX6700183	2304522	0	73.21875498436184	0	0	44078266	60200786	0	0	673231	33744	0	0	0	0	1881718	11229305
SRX6700184	3626516	0	72.29434917261031	0	0	57836811	80001842	0	0	1909503	47612	0	0	0	0	2648613	13932787
SRX6700185	3056010	0	74.20189635420599	0	0	57253600	77159214	0	0	1382665	43233	0	0	0	0	2320507	13103199
SRX6922015	2427200	0	76.50168091781137	0	0	14462756	18905148	0	0	8090	12445	0	0	0	0	916181	1078476
SRX6922016	1492164	0	77.97746526531235	0	0	9070476	11632176	0	0	4029	7612	0	0	0	0	518679	539216
SRX6922017	1872692	0	80.41973038215679	0	0	17246743	21445910	0	0	4904	15433	0	0	0	0	1062874	1243264
SRX6922018	1130642	0	81.75053838348467	0	0	13237039	16191990	0	0	5406	11843	0	0	0	0	821333	985727
SRX6922019	2355050	0	78.74114242884004	0	0	22815635	28975494	0	0	6680	13510	0	0	0	0	1364206	2420413
SRX6922020	1604996	0	76.81623865297055	0	0	13610696	17718514	0	0	4826	9008	0	0	0	0	843834	1645154
SRX6922021	1920292	0	77.24584340905996	0	0	16925139	21910744	0	0	6900	11163	0	0	0	0	1044425	2002825
SRX6922023	1406078	0	81.76729415516691	0	0	14511626	17747470	0	0	6288	12794	0	0	0	0	862772	947912
SRX6922024	1302216	0	82.0787130395662	0	0	15704698	19133704	0	0	7956	13670	0	0	0	0	975218	1129946
SRX6922025	1346758	0	81.51930601934914	0	0	15346355	18825424	0	0	7988	13625	0	0	0	0	973691	1137007
SRX6922026	2310378	0	79.31268082514788	0	0	18919672	23854536	0	0	11428	18422	0	0	0	0	1174247	1420389
SRX6922027	2290368	0	79.46631362824192	0	0	19020019	23934694	0	0	10228	18723	0	0	0	0	1165557	1429799
SRX6922028	1886598	0	79.67720422694613	0	0	15861451	19907138	0	0	6439	15203	0	0	0	0	980950	1156497
SRX6922029	1342648	0	81.5801843164894	0	0	15373944	18845194	0	0	9445	13492	0	0	0	0	967223	1138442
SRX7101023	5323250	0	79.82214415748642	0	0	61165316	76627002	0	0	2462914	46218	0	0	0	0	3532548	4096756
SRX7101024	1254858	0	86.1705613386804	0	0	60582158	70304936	0	0	742286	46006	0	0	0	0	3512263	4167365
SRX7101025	1232112	0	86.11007542663	0	0	62191080	72222768	0	0	903645	47370	0	0	0	0	3604570	4243991
SRX7101026	1271018	0	87.2335215383477	0	0	55597451	63734044	0	0	999268	27746	0	0	0	0	2912555	2926006
SRX7101027	1340272	0	87.88948291728241	0	0	63057772	71746664	0	0	910047	30354	0	0	0	0	3281156	3127063
SRX7101028	1591478	0	88.21379294071704	0	0	67442571	76453544	0	0	619807	32939	0	0	0	0	3315306	3451443
SRX7101029	1962386	0	85.6286150632443	0	0	69920818	81655902	0	0	385401	51390	0	0	0	0	3911594	5424313
SRX7101030	1691310	0	86.15022173539057	0	0	62318591	72337122	0	0	361453	43041	0	0	0	0	3511264	4411463
SRX7101031	1985392	0	85.2709700100292	0	0	59590676	69883896	0	0	390090	42268	0	0	0	0	3386899	4488571
SRX7101032	2135118	0	83.23311023900115	0	0	63612704	76427162	0	0	563744	35640	0	0	0	0	3620654	6459302
SRX7101033	2410444	0	84.60011893998325	0	0	63952976	75594428	0	0	321947	29022	0	0	0	0	3967613	4912426
SRX7101034	4765110	0	79.92614314637187	0	0	64122414	80227084	0	0	2341222	29757	0	0	0	0	3924367	5044214
SRX7101035	10076612	0	61.73054621875197	0	0	42154006	68287110	0	0	542014	34641	0	0	0	0	2855067	12624770
SRX7101036	9838433	0	38.6180824520264	0	0	30566091	79149686	0	0	562382	24028	0	0	0	0	2024321	36134431
SRX7101037	11170552	0	38.16543391339393	0	0	27206699	71286230	0	0	82917	22087	0	0	0	0	1655420	31148555
SRX7101038	8029365	0	40.36362908730984	0	0	32214415	79810502	0	0	173734	26313	0	0	0	0	2055534	37311141
SRX7101039	9518792	0	39.573855749175216	0	0	32020682	80913728	0	0	193755	19358	0	0	0	0	1854938	37306203
SRX7101040	8498145	0	40.1104081563814	0	0	33283512	82979739	0	0	205614	20712	0	0	0	0	1973500	38998256
SRX7101041	9444515	0	38.07953889363977	0	0	26510459	69618645	0	0	861887	16022	0	0	0	0	1509753	31276009
SRX7551986	979324	0	81.5880113959979	0	0	11018536	13505092	0	0	7681	11292	0	0	0	0	647341	840918
SRX7551987	938602	0	82.03811415360254	0	0	10529610	12835022	0	0	12685	10882	0	0	0	0	636045	707198
SRX7551988	507886	0	81.92665291559425	0	0	6981791	8522002	0	0	62357	6434	0	0	0	0	421604	541930
SRX7551989	709464	0	81.87198732594278	0	0	9484033	11583978	0	0	38311	9161	0	0	0	0	582274	760735
SRX7551990	725964	0	82.32500134788216	0	0	9925061	12055950	0	0	30751	9370	0	0	0	0	576213	788591
SRX7551991	580922	0	82.93613844041583	0	0	8739588	10537732	0	0	12043	8208	0	0	0	0	539973	656998
SRX8694706	306500	0	86.11812963371537	0	0	6596554	7659890	0	0	34520	3486	0	0	0	0	244426	474404
SRX8694707	386484	0	86.29000244376661	0	0	7577579	8781526	0	0	31854	4349	0	0	0	0	275928	505332
SRX8694708	353384	0	85.81409809918019	0	0	7512899	8754854	0	0	55385	4321	0	0	0	0	293615	535250
SRX8694709	271676	0	86.90505399327762	0	0	7374490	8485686	0	0	66200	3943	0	0	0	0	275221	494156
SRX8694710	363540	0	87.3614853958103	0	0	9287092	10630648	0	0	70425	5625	0	0	0	0	424252	479714
SRX8694711	244094	0	87.05937227374416	0	0	7256928	8335608	0	0	112559	4526	0	0	0	0	326602	390899
SRX8694712	484722	0	86.89004669188161	0	0	8613101	9912644	0	0	37503	6316	0	0	0	0	383245	387757
SRX8694713	319630	0	87.6916729804785	0	0	6784710	7737006	0	0	42754	5384	0	0	0	0	273591	310937
SRX8694714	319450	0	87.51044199440719	0	0	7318381	8362866	0	0	37566	5445	0	0	0	0	319308	362716
SRX8694715	349736	0	85.8512334303207	0	0	7610183	8864384	0	0	59966	5510	0	0	0	0	369360	469629
SRX8694716	322714	0	84.88295608716017	0	0	7009862	8258268	0	0	167626	4830	0	0	0	0	338665	414571
SRX8694717	411714	0	85.50252377139032	0	0	8475477	9912546	0	0	95150	6083	0	0	0	0	412415	511707
SRX8694718	358632	0	87.75786445026304	0	0	7472103	8514454	0	0	40973	5353	0	0	0	0	284429	352964
SRX8694719	357726	0	82.22600225193716	0	0	6817792	8291528	0	0	387303	4942	0	0	0	0	328018	395747
SRX8694720	288162	0	87.46091728336437	0	0	6556875	7496920	0	0	72754	4665	0	0	0	0	280615	293849
SRX8694721	325304	0	86.13009104619765	0	0	7191146	8349168	0	0	51568	4260	0	0	0	0	356410	420480
SRX8694722	399578	0	86.90760816932915	0	0	8166369	9396610	0	0	48464	4729	0	0	0	0	371905	405565
SRX8694723	284540	0	89.27807976759601	0	0	7685466	8608458	0	0	21339	5586	0	0	0	0	277189	334338
SRX8694724	355230	0	87.55321835441913	0	0	7384755	8434590	0	0	43588	4978	0	0	0	0	291827	354212
SRX8694725	338336	0	87.79025622854672	0	0	7700424	8771388	0	0	103887	5130	0	0	0	0	290079	333532
SRX8694726	377208	0	89.53269320067861	0	0	9347514	10440336	0	0	51394	6254	0	0	0	0	306930	351036
SRX8694727	370138	0	89.41351719410099	0	0	9662157	10806148	0	0	48296	6787	0	0	0	0	312498	406272
SRX8694728	331988	0	89.67039747129971	0	0	9400302	10483172	0	0	53952	6616	0	0	0	0	317417	372897
SRX8694729	696222	0	89.99207462749513	0	0	22575878	25086518	0	0	83497	15046	0	0	0	0	743734	972141
