Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
ZMO1_ZMO0001,0.016697073466435935,0.026365711956498537,0.023116831617914342,0.02581114998718834,0.0038382771106100205,0.02102145782336406,-0.017586120742560527,-0.014942003569553256,0.11596632760780044,-0.04780194446614138,0.012006701102008343,-0.007708374007903777,0.03114674916270304,-0.0009660120599627474,-0.04581143596846306,0.005046766795273238,0.00714072223007223,-0.008939500388029133,0.028103444550776582,0.016708592498287853,0.014068937708517578,0.009223650066767078,0.01333483329127021,-0.002813873284095427,0.004229635318477699,0.029021833582477858,0.006889482243502474,0.045135751628014587,0.0307062765652227,-0.15105925447284524,0.03489632642310305,0.02000262726806029,0.021633748113303534,-0.02450737318734028,-0.0068309512489755884,0.01700090361853934,0.01327097746386688,-0.02607446980794336,-0.013085925955982644,0.08596778214582029,-0.014716458451365943,0.013523179637485006,0.06912014063643519,0.0028480620673532646,-0.02676264150054985,-0.03627139491751665,0.005070801570361886,0.19081302048410242,0.007616837762851597,-0.026965205779309876,0.02810122175512458,0.01652764994669653,-0.04373521292978545,0.02732780186493242,0.005545617042527465,-0.04636865272292428
ZMO1_ZMO0002,0.0001020129694706836,0.01842837286262096,0.027085293646866862,0.02240957776288623,0.009410959123283609,0.02956012341681026,0.01595769695390735,-0.006814419371499811,0.018279974462946248,-0.004092789016818953,0.011729499837319832,0.01754941816928102,0.020126947708572082,0.017265457203055067,-0.02414611656901208,0.015122242513257474,2.0499236858782704e-05,3.5706296737028836e-05,0.019601443361220636,0.03360000461012325,-0.014772260356550427,-0.008776173082627427,-0.019789260327093713,-0.0008242325746822915,-0.05226778709392962,0.030987874873677955,0.055828176840119086,0.015202577155253392,0.00224949283759918,-0.021595026387779392,0.03616063922682279,0.03009135102804179,0.01043397829676781,-0.008629472490631715,0.03047085638795939,-0.010790116926310062,-0.009848572054798884,-0.021889485405203583,-0.027472313428551606,0.03884793004331653,-0.012641885733138826,-0.026490013962619425,0.07159724560395539,0.008135038442790123,-0.002851543143515761,0.006118397671121637,-0.01069146451335173,0.12225191728329689,0.015050099781422752,-0.01630320200580674,-0.018090233919429398,0.005748171440086074,0.0032855143135448457,0.024857777473219468,0.03742669593635169,-0.025836168623474074
ZMO1_ZMO0003,0.005536868704790144,0.0025918946906609945,-0.01264529697137246,-0.010479059176612824,-0.01427436752034724,-0.010399732028452876,0.02020139699639771,-0.010910706283193046,0.10105582174817436,0.004234795981569246,0.015533831210945679,-0.002906138943669231,-0.013293485332319804,0.016364536718929144,0.010154898321324478,0.01033169780593414,0.004806797830475145,-0.0022682378759241884,0.0007575924603523034,0.3449931256520806,0.020312202342790263,-0.04780389061240707,-0.016256242003094494,0.001992705115571558,-0.022027921480832394,0.002417725190472066,-0.018831207012251366,-0.0006812671696999608,-0.005160603049383601,0.018035011253448398,-0.007144753462513195,-0.009404343607104014,0.007205559718602896,0.004245201405625922,-0.0072704969920527876,0.0008005025230912283,-0.009784850876679683,0.014829434191589842,0.004620598140116554,-0.023143658271514125,0.019036925166573453,-0.006482922096449338,0.003786427792495088,0.004723840165240404,-0.006549267628882921,-0.004324154344201329,-0.035275048858977955,-0.004091616071812096,-0.021078115697581383,0.024200933117521476,0.008729537667538615,-0.03618322196317165,-0.004390971084757299,0.017762478790956594,0.033666421568746135,-0.0005403594881397233
ZMO1_ZMO0004,0.003108476239910867,0.004287657487239491,0.0010712101502040904,0.02426336365887405,0.004591262288516209,0.0007727867152554167,-0.004575941351339909,-0.025454064760973113,0.15973131681154207,0.007959424260654817,0.006415133024589834,0.011032212426558954,-0.007099791677102262,-0.010522573430294044,-0.003911938508787743,-0.001269446447768029,0.005676597406298846,0.006035565612912453,-0.003359306228221333,0.2915072889503786,0.02249253655082715,-0.00790347109043534,-0.00837624021856623,-0.003321742883878262,-0.004942614675748927,-0.010843401796375255,-0.011057633313598297,0.009607778960749496,-0.0016616935395403227,-0.03135558727320948,-0.011084332054747887,0.0073084093537284485,0.0037576254981604973,-0.0034417122104157183,-0.011041456990578522,0.010318888349067749,-0.02268380896212869,-0.001672979902500237,-0.009347110268669277,-0.022593499716413057,-0.0035394841898345785,0.006417889759190901,-0.0010287231482890916,-0.0028037630386014466,-0.0039680370154283814,-0.007637301767944583,-0.007249973668749621,-0.008978280314183119,0.015545054683130837,0.0017232061344601213,0.02924506388866378,-0.014575843003427316,-0.001706866669573451,0.0044741779176821215,-0.007364236293834081,0.008965770898570792
ZMO1_ZMO0005,-0.0121212322377071,0.002029705328057482,-0.007394339153284999,0.017466050068762933,0.014371894789581867,-0.001201161804828827,-0.00408941274002526,0.0028982081268354495,0.2136408341162022,0.003197255679162006,-0.01510677139080694,0.0399042414869189,0.004647017601048483,-0.01105268035575686,-0.0031444817309950264,-0.006441542319910152,0.0016642706450183703,0.006494258283248145,-0.007919024821271662,0.2125737144825085,-0.002363314484882382,0.0006035338575265594,0.0016263452209519511,-0.0025600665947269883,0.00012550525118304483,-0.02070916595566512,-0.002638102993756509,0.007891273847422182,0.0031558618138733895,-0.07464560126287284,-0.013068777184477657,0.025884558796451015,0.0016451306446869643,-0.0023906045169290596,-0.007723388319088295,-0.006148752980125114,0.003372934083393796,0.013967277215686972,-0.02149369536664825,-0.023750600714302267,-0.001584421386788031,0.017891730227015557,0.010243887777057661,0.0004682876856095192,-0.0046349706549076355,-0.017879859119331168,0.005551148698709528,-0.022754872584037716,0.021351046773230378,-0.014911910590219254,0.010942605965789875,0.01588148004456659,-0.0012210974240935157,-0.015790834015710225,-0.006207234661285078,2.1958849991961468e-05
ZMO1_ZMO0006,-0.02979986982381669,-0.009845455148395757,-0.008043138291047115,0.018342493378147896,-0.0018706765368329853,-0.0018805612678369473,-0.011332830477590723,0.02129464846231702,0.2644101889927397,-0.009659999798474365,-0.04488321355918357,0.004604880692361377,-0.014471883987940703,0.006852862344740121,-0.0018441294576397131,-0.010536037205720867,-0.0037897973896853852,-0.0018837249258851839,0.007838818607839736,0.016087569221541354,0.0052404282620345695,-0.0021931034735000188,0.005582252568254703,-0.005419919300533404,-0.014975156624844554,0.003988148958934925,0.003730417862104596,0.007459763673922731,-0.0035774348541042704,-0.11143676781744588,-0.01162571046244841,0.01948178028674257,0.0026050016914284865,-0.004292952411016679,0.017149657314814087,0.0098022367755527,0.019127020778665085,-0.01815586167871132,-0.00529004536501846,-0.030050518038950546,0.00011231138811625471,-0.00547632846818785,-0.01846653955028223,0.0018627416349842882,0.02155519463098506,-0.014283413422808415,-0.010262814249147056,-0.025359827394647726,-0.006984304533106947,0.004798677102715772,-0.005339414173573894,0.015347501927962102,0.00910681645395338,-0.01334333962152917,0.019982497661157537,0.013171160330221749
ZMO1_ZMO0007,0.014784176662133905,0.0002086127117038524,0.02922094660058496,0.039945623038130956,0.014266651945146246,0.004859746824534426,0.002024143961792024,-0.0383294637370825,0.06948517976143384,-0.005488807362005962,0.029266225417856034,-0.004640179197167995,-0.019887203906947388,0.006612071770848329,0.01534971931796501,0.009135282286117485,-0.025751629847859857,-0.01044095463047957,-0.005030267906944943,0.24992897673683548,0.00638262167567897,0.010729661129327165,-0.025538201472015097,-0.012232577569723133,0.003422307469832301,0.010157402185854588,0.011191193466340694,-0.0022077996725413094,0.011930569359824787,0.007708856009958479,0.002345072947230941,0.0022819379523252924,-0.01607522807440696,-0.013412038904394331,-0.012283073936656395,0.02180805733712151,-0.0320305569862723,-0.012216131739685764,0.025290523735726926,-0.01163852324502323,-0.008201077362056617,-0.009297715436209237,-0.011838494410848695,-0.005032324881938988,0.00028042749892115025,0.011905240635066087,0.010197266380227093,0.043536243388738426,0.0010452274788702752,-0.012853697852213998,-0.003806995056615014,0.008786178538247787,-0.0013704422741022554,-0.02810410833911902,-0.0034009381874941917,0.00698606786683429
ZMO1_ZMO0008,0.004456133163665852,-0.0005556470225426928,0.029069633161430995,0.03844196115708538,0.024186834156283723,-0.01831645334350036,0.004802465270432598,-0.011625351127473895,0.10130684326522103,-0.014625556599044376,0.020527839684956337,-0.00048620341015701875,-0.03724287954408338,-0.008039352711050551,0.000935067179780103,0.020323222005395245,-0.002570161491731331,-0.008117508997779922,-0.00016193079214245557,0.21683210364783448,0.010771714167232398,0.017090540222460322,-0.016781769018083093,-0.018484558374064305,0.021096947845158136,0.0020910708438537113,-0.006086948056574355,-0.0173858567682247,-0.004593970134369201,-0.0013739487180925043,-0.0016193278593394772,-0.0005256070746083797,-0.011114417161505758,-0.007203577785774863,-0.013128081467528195,0.01437187113377962,-0.015498664135489306,-0.022919274096773832,0.022842856943456433,-0.00016698683544352303,-0.013573333042972683,0.0032553365966734283,-0.009444279295187605,-0.0016871960273019617,-0.013654167591426054,0.009166424841105487,0.0036763531837733453,0.036451703864638176,-0.003742153171439131,0.01496321543070325,0.006411286795724319,-0.0019904598077571858,0.0019328664061370757,-0.04089205333986607,-0.002078687310695346,0.009118923841876828
ZMO1_ZMO0009,-0.005088430942357188,-0.003067265276489819,0.04083728871396251,0.03187496000804433,0.012607487676650346,-0.03972560275749123,0.004832115903032654,0.004332311405369607,0.16015509389714233,-0.01643475353500315,0.012250739141244414,0.015191335109478283,-0.029163831491329173,-0.004273690925957585,-0.012381249677952693,0.009643732684186628,-0.01988790781902325,-0.025073188474996264,-0.0021327111978205688,0.09657586728356816,-0.007222192996615033,0.022438894613845406,-0.006688112912229054,-0.015011451215966783,0.005829272313829533,-0.013485372648750306,0.006903935232278461,-0.022372066533744003,-0.023402407056768416,-0.03903534068835659,0.011776889918938691,0.018085039205443507,-0.0002302738299222121,-0.01751415946891242,0.00748750573734424,0.017195986344537933,0.007153508349989223,0.00304943959105235,0.011772617326881757,0.0011586719836727015,-0.0153683933844212,0.001129419215977571,-0.006436266499700009,0.005165817754859026,-0.0033585572362143097,0.00042911642770152264,-0.004649103560563777,0.007517311562810149,-0.004328121027228056,0.0074043774744913015,-0.0026225986619581774,0.02326793055893244,0.02205642861834081,-0.05846748812076084,-0.01873175940935115,0.012743614900408934
ZMO1_ZMO0010,0.021672837126895366,-0.012887276850357735,-0.007855181597120078,0.02367344728431015,0.01145598765461801,-0.0032781533566707964,-0.015955825944541688,0.004554618402463857,-0.00410017567407451,0.0022247741540945575,0.0033582250829542254,-0.017496806955474103,0.06363554657943389,-0.00422960974456121,-0.00970810010767401,0.013306655104547252,-0.026259613788285004,-0.03329404111870189,0.011168575247607272,-0.021610667628044346,0.028859233439677674,-0.004745727208797152,0.010285108549835088,-0.008512920095154008,0.006469712278745569,-0.013508004242990802,0.04876149296467519,-0.01990216549593835,0.0371558808112559,0.01751475111741882,0.028130441317653108,0.019542100375985416,0.013716357984653984,-0.022024491728889803,-0.035877548860496974,0.010382981774007498,-0.005316160563999447,-0.004560948237415051,-0.02703608857190749,-0.009110738853852067,0.013371398916944164,0.009763925293661727,-0.03904828887016002,0.056637565232147344,0.0008734431301269361,-0.015303242658959664,-0.002563227301767453,0.007941778933018444,0.00012474856170215646,0.0001708267693350956,-0.02987315722332673,-0.00625660906071079,-0.024112743358608187,-0.04051698410537916,-0.015347326567979568,0.006255175096778403
