Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
ZCP4_0001,0.05047718552915776,-0.02237011775014501,0.0043010530304509655,0.0011167158124169604,0.002557878563231199,0.006887816081791811,-0.004574763544510674,0.007133643507338233,-0.02569094733389293,-0.014605436907420912,-0.00014424185379153864,-0.024260756155129327,-0.01104900436468039,0.010604768474409547,0.022921973801935367,0.020453453034403237,0.011752967821939013,-0.0031960434158708976,0.0062556868008740016,0.0058111551562868725
ZCP4_0002,0.04029498998897505,-0.03279442687806189,0.008061472694580733,-0.0128790104365865,0.004176101464827099,0.012971190282732907,0.0010935382072957821,-0.020852059348068903,-0.009174529902485065,-0.018079126365369316,-0.0011807368148936995,-0.01921528969870766,-0.008790739347354042,-0.013654402764852726,-0.010383937581882337,0.0017604068908852325,-0.00226985796769346,-0.028425063497277765,-0.008204373218117738,-0.0035194406172799108
ZCP4_0003,-0.043776072444766966,-0.0008934144476495883,0.02688447644535514,0.01994574157784625,-0.02158402726379972,-0.006427222186410658,-0.003167092423137808,0.00962534942872884,0.006414030568606944,-0.017991775322543868,0.003173757684064903,-0.008816299471422016,0.011204337094800036,-0.04317430336675549,-0.014416715324469745,-0.03129922278067788,0.01263328526974837,0.06329464335677298,-0.014890255848392724,0.009914830732088245
ZCP4_0004,-0.04707019973222312,0.014710950629251391,-0.013719741366494535,0.011669627798464111,-0.02220548177805866,0.005978323337206182,-0.008992826623305266,0.026084784679061307,-0.01522833326313193,0.006082440795022463,-0.004930320928277791,-0.004288009632522669,-0.03687521371383271,0.001177256655626565,-0.009865069429363655,-0.0022700932001061625,0.013448774604259849,-0.034723996121402076,0.019354217740281888,0.0021707562243855937
ZCP4_0005,-0.02272523457145024,-0.03601518208055829,-0.009476048911587959,-0.010028252185567308,0.0020218582967144634,-0.007917724653182766,-0.004685649343549363,0.0288216545944186,0.009943612921769571,-0.004355197961491758,0.0028561728383485834,-0.014298311419031321,-0.014752736182183136,0.08007364103274514,-0.04523022493717699,-0.007520246629271965,-0.027990971062836448,0.02046753033663387,-0.020348927095836543,-0.008322140383507658
ZCP4_0006,-0.01604291180323259,0.03491988008269589,-0.028090200324949792,-0.011290301894227686,-0.000531140777283387,0.012147549704962573,-0.011193734027071653,-0.016605561062218346,-0.005252949161066368,-0.02358719963096754,0.001035470844120222,0.005659138808752829,0.017895588977034537,-0.015655934812402975,-0.021816103482698666,0.015324514357431516,-0.001475632693313948,0.02570033928969499,0.005975929708402427,-0.017098100640216076
ZCP4_0007,-0.02537618321063813,0.03789814396803603,-0.03958449634501401,-0.0019486410161686028,-0.02572470403178411,0.012249283350024568,0.0014532079989835105,0.002228372722213555,-0.003545212015070436,-0.0045476239125412255,0.0018359849565656274,0.020050283167634294,0.00821227908329506,-0.0177713338176485,-0.015206872019764535,0.018384062568840474,-0.010261635508724025,0.026776829552850986,0.010936757203920589,-0.009354414292641774
ZCP4_0008,-0.03370802149181435,0.03780816987328589,-0.01330489382973915,0.004703493647337852,0.013106374079716336,0.004715490998114703,0.0021527605372371316,-0.003083920776351497,-0.014711899329395404,0.004167422459258439,-0.002861300249327024,-0.005930054115673879,-0.005071045071004931,-0.012529052430344436,-0.0035298915894699866,-0.035664843686355106,-0.0023950786559709023,0.013652349164521254,-0.010884016478500725,-0.0022041621099223377
ZCP4_0009,-0.02683539825108919,0.024591125976422743,0.004274713231168044,0.0004532988529911781,-0.0012365061500281538,0.009644641312654108,0.0058426383403209926,0.01730406208623179,-0.025076933723997608,-0.0156762683890669,-0.0002876232799762626,-0.00671727895024222,0.0031287370993701327,-0.006003427666356013,0.00017874391065496255,-0.020857377863858884,0.004803210591621322,0.004053656744518163,0.0061362328303208894,0.0020889856819545343
ZCP4_0010,-0.002292002163949709,-0.001331595515132605,-0.01696025831595934,0.007852696925953858,0.007221335198908777,0.0050126404239886025,-0.0027305110846765233,0.005189544433567892,-0.018459789460801845,-0.005678206681213514,0.0035487281587896933,-0.011545884558405443,-0.0001922591423464737,-0.004591371249854611,-0.026178066937586623,-0.03743568750408822,-0.005612275398155553,-0.00032396133409350904,-0.0016878209453253285,-0.009238127443614326
ZCP4_0011,-0.017744203040678988,-0.017726932027905602,-0.009594417684016263,-0.0024222673322428045,0.02941026637766518,0.005153851945825358,0.0014321286482757028,-0.04590235986527496,-0.0013302697448209048,0.0030269571967277476,0.0033090102823287474,0.0016343555429726552,7.679614830226435e-05,-0.0081859779782931,0.00747468698080522,-0.03653259247714059,-0.008250243909810474,-0.03595656885366173,0.031181172768343694,-0.01840039633729822
ZCP4_0012,-0.006478145485737376,0.07305976873608278,-0.018302771131276634,-0.07279153426999908,-0.010606051318440533,-0.020966612185612913,-0.026437778427270717,0.036213706374136574,0.03845886823089145,0.0021785136299540104,-0.004382098251597628,0.004269407027383128,-0.039610590197887034,-0.016825864217722412,0.04529928923902465,0.019738399735203693,-0.08744361018803995,-0.037904119908570975,0.049711226289919204,0.014340838178056398
ZCP4_0014,0.008742870304546804,0.0034922509328051015,-0.01442913075882448,-0.0057595385236591775,-0.03499735010463753,-0.001714279614207491,0.0007709415297746075,-0.050630737489325936,0.05694720932806115,-0.006404633291393252,0.001234977499096019,-0.0012798632608670769,-0.010009021501165364,0.019266013374791904,-0.017965767003701234,-0.018970778425540003,-0.0012424380586343918,0.021770922088963796,0.016853142257577974,-0.0013118243493945312
ZCP4_0015,0.02705902676158971,0.011542781444638495,-0.019156227229145947,-0.020017690209715926,-0.01885870539024275,0.0014597694656992195,0.017255788244498867,0.025804181145922457,-0.01394254896196148,0.01492752665839166,-0.004424108897201513,-0.014466307089753778,0.012404789543972873,0.06639638093337212,-0.043006929585953896,-0.054418488610712926,0.020345270044766373,0.013506965716756629,-0.02427226079930098,0.02215403648610347
ZCP4_0016,0.007060848870736211,0.02438655405795072,-0.023677902369544254,0.004314635069332835,-0.033152383281646644,0.006744102857138498,-0.005866935345872659,0.007082170025437025,0.01054530059627092,0.015543187370933666,-0.0063166415260376895,0.01656257263847953,-0.005280930605438054,0.010171860106764422,0.012749292002241086,-0.008304081294286367,0.03903432606020231,0.019720700143344497,0.01271918275584933,0.00485833641023813
ZCP4_0017,0.00588000547785503,-0.01062552943463968,-0.03480930874560636,-0.029161515624244343,0.03634719158198206,-0.0014089306773169118,0.025791046837808255,0.02187279877115868,0.02287857578378471,0.01981486664328957,-0.020151911746012836,0.03859314728638267,0.004254137215769979,-0.002065423038178945,-0.0358611555165944,0.028911325722567743,-0.019977290762537243,0.007487082693573433,0.004934105711715451,0.004119893963515426
