Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
ZCP4_0001,0.03280720274147038,0.0043158431538281306,0.0016612260992439516,-0.0024002026810727717,-1.5378831983329372e-05,-0.003700758249398804,-0.006087796636125379,0.00998202824615105,-0.002138937290458255,-0.03467934264394747,0.023333889883434173,0.009794870662440974,-0.004198936378092935,0.009212543227335758,-0.006513660803472872,-0.034579818445294286,0.0293702510829273,0.001777988486718507,-0.01083374606249455,-0.005057270321180795,-0.0056085939877568575,-0.019452845181776878,-0.003677694830609794,-0.01162939639575588,0.028608308232535802,0.028715724365104885,0.0007552378170494981,0.003808709760644499,0.014476295252399813,0.025113661738903358,-0.00037444511267920033,0.019933155935012735,0.02832790062073954,-0.04497627349813727,0.022647459513053636,0.009649323241682321,-0.006726254796749197,-0.017806333228997568,-0.00434626676366948,-0.007352604401404075,-0.005518154987015439,-0.02039444784416769,-0.017043124332453755,0.01439048324841048,0.0056213622255241015,0.0014998009765615841,-0.0035550260971305013,0.023865028063853842,-0.016666443785409817,-0.004606434678587051,-0.005310435504189555,0.02387596562458782,-0.009033226355075186,-0.038381757417533593,0.008101715466161195,0.0072362752216052414,0.00943276540677545,0.011085442005445905,-0.007619138394148252,0.04581871620784943,-0.02723637821703494,0.004515116603754324,0.016647664991257284,0.012562209920768,-0.004897234341385202,-0.011143737476898476,0.0023177201793856904,-0.011871847548115346,0.003707600489052044,-0.014658036410498267,-0.029991990374978447,0.05268005408163018,-0.00979518477675715,-0.013620012330713405,-0.011254711714833278,0.00013267331573203409,-0.01776564051502977,-0.008355599407295721,-0.027109589124571405,-0.001264371072747638
ZCP4_0002,0.03535045181800347,-0.014740561308461868,-0.022324077499692917,-0.0005198660041034371,0.004740321646069367,-0.005853852778346859,-0.0008927212809159944,-0.007949779348613396,-0.0028150655111396977,-0.010457670176592675,-0.004674595437490248,-0.010534293544793018,-0.003992019611766543,-0.010120573221295726,0.011680505007167242,-0.00013199027702747237,0.007098493671395006,0.01106613840751433,-0.015076763967978649,-0.014776871730125908,0.012918193533369505,-0.006744950502656128,-0.02123234156774167,-0.006082664269179275,0.024662811739109974,-0.0147047430895204,-0.007975231043107189,0.002603519884919166,-0.013562412383410268,0.015914989265237493,0.0042127195460461096,0.025014269746283173,0.02084665933693354,-0.005310971752337092,0.01479642124167617,-0.01274480472234966,-0.008480925720168772,-0.006671631089095607,0.03529903955747301,-0.011804590978873822,0.006876496395707324,-0.01778629321636318,0.0036931344731582876,0.03246482339141768,0.03195520472075171,0.0043208031524146285,-0.009860427668966741,0.008849498431776681,0.009704510909015576,-0.00191057916286882,0.006924081220325418,-0.000498351031653862,0.014309302550759467,-0.0017519135254360028,0.010572584931441878,0.011515970520764349,-0.008374023937908343,0.001206114554471496,-0.008176883971270638,-0.0002087689819364174,-0.004363670929185291,-0.008649676509328599,0.039238524731681254,0.01375436556843674,-0.010002562185901622,-0.012595678977604968,-0.0024950886359582907,0.00124604885105393,0.002277135002362282,0.011442669559128168,0.01581339136202577,0.027023277313406355,-0.00941384265925332,-0.015439703423056342,-0.026325072825350963,0.008422161976891825,0.0012690116852424826,0.005526393183017154,-0.00208537451103689,-0.006039592701688613
ZCP4_0003,0.01716789016849605,-0.04193359501578845,-0.002509458537750562,0.0018838990677157094,-0.006264604811760286,-0.030803782214942003,0.006631331775170882,0.005855998652744401,0.0041888478677674975,0.0018783054961583195,-0.002096212208747006,0.02353182296942821,-0.012677576284950233,0.018679306411057667,0.006887496626513016,0.002646587154725835,0.017144542803461487,-0.001685615793836268,0.00358533662868488,-0.00016979020679287748,0.04608484888504155,0.03223857577050198,0.01982868757242521,0.013907442303881672,-0.008736400551597127,-0.035155950521623125,0.005009167131703121,0.005966349937397858,0.00804487648825361,-0.011847952795031586,-0.014815231828784987,-0.007612439472812975,-0.056331308953538994,-0.019140075500320375,-0.026489229416341235,-0.015345783406773443,0.03412107724710215,-0.016327194307272107,-0.03875900175090634,0.009350092439089608,0.007161494960226784,0.048508438110459476,-0.026896957551643702,0.007752801227481995,-0.02473728277024059,-0.005214685166833884,0.0074135715672813615,-0.010200222498805065,0.002936949255195366,-0.00567645562474558,-0.019693151621077463,-0.024501137700842047,-0.0075325675721026955,0.0015510442636462105,0.016535905403275236,0.018697064640142383,0.008391786976870458,-0.004368876972404194,-0.005137879093699097,0.003595748920767366,-0.020848443314829924,0.005910598355364793,0.017186830478748638,-0.06601087642932774,0.006614187706028209,-0.0004084246678169902,-0.0002819776335714272,-0.0135657574574965,-0.005604334315955542,-0.0011129998667662386,-0.008627652473866196,-0.0026590469537256015,-0.036673369781471,0.010114114685306565,0.023593389347179458,0.03547615862114119,0.009191929528904661,-0.006061565443777506,0.00791527713445863,0.0035012879172009737
ZCP4_0004,0.004202654782491759,-0.00667017903729192,-0.0008754954572585344,-0.011181662632165489,0.006374023681067565,-0.005338273582302409,-0.0005323223832318629,0.007061288531259025,-0.011276294143335234,-0.0014403162757653382,-0.005838241895232367,0.009445237514676337,0.007855166628112418,-0.0006285610743429765,-0.02625805186045503,0.026240345877782022,-0.01239744296877162,-0.0036279690705911215,-0.0072743217907266875,0.004412412917257767,-0.004144009660032717,0.011464431982765625,-0.013491520894620117,0.013119839465338616,-0.04356983727127259,0.02402463289753206,-0.004138106245408137,-0.039688648275766986,-0.00285158326491956,0.07454712929192427,0.03884608324123098,0.014375709916923027,0.02630301884552514,-0.0012919150610837746,-0.0036792676087406932,-0.0036473899874668488,0.010025209595643727,0.009161550479370223,-0.006416837086422159,0.03223746147141264,-0.003006962964535789,0.015619900573851308,0.028963356014122435,0.002246405262998581,-0.0313827561117565,-0.008058105733434278,0.013528618666611513,0.005298777147950683,-0.008799524298032761,-0.0047820271423066,-0.010749418193522844,-0.015812081793260296,0.023563091021180666,-0.004913133247629011,-0.01747965228717718,-0.005738965454709404,-0.046105082566683116,-0.052111906870788365,-0.004462935589013045,0.02917944201376852,-0.01682570875068104,-0.011007654185194417,-0.038195933504695224,-0.011825733571949982,-0.0005578955401170996,-0.004906394514635705,-0.007293934652813716,0.005949501443974875,-0.0015939344316154395,0.0016277019250439165,0.005755398121805665,0.000363676469136159,0.016428322428360367,0.01586358010678401,-0.0032562505323618937,0.03970992880303655,0.04306718506654569,0.000300748915553168,0.01700624742585506,0.000807067951004453
ZCP4_0005,0.02377657373474788,0.007106360161360394,0.006534698995361651,-0.030594176182240217,0.003906581442389801,0.02467976116034428,-0.01010211736583975,-0.0014172807446676539,-0.00510574610414259,0.02626202105253831,-0.061960985460000756,0.03550249951398787,0.0005940103371425004,0.008986485739699797,-0.004179119737102981,0.010239060933379965,0.025258014584784737,-0.007433431732519617,0.0025424427332200704,0.0002511904126871606,0.009561503716573237,0.04417194966148075,-0.020458152927641627,0.005552317076568499,-0.026378777679590928,-0.014368241838831848,0.015878435881031768,-0.008701633425426087,0.0016325003456030144,0.016482390846696483,0.010884878156595792,-0.02278776833855986,0.009789700583940516,0.03634389895629523,-0.01070062443222057,-0.00748723044038882,0.016879323630349104,0.0053381483221123915,-0.04731353498449498,0.020031344646432355,0.008016725277332545,-0.013117532019761943,0.004609499027854069,-0.03740453438093495,0.01857808641509426,0.0024871908478459707,-0.07971469295271887,-0.02023389925728948,0.001100737500042367,0.0006785177751719076,0.09609218958229909,0.004594207262012418,-0.02500519262183922,-0.02161944786919817,-0.013899230557464073,0.005450160444592185,0.012315394311443226,0.007617241558666641,0.013651930817219889,0.047463570335358175,0.0024096056626407908,0.01811657516958536,-0.00215481384165892,0.004328329923559615,0.0036758482561506673,-0.00409761974408443,-0.0008533765679898302,7.737200242478523e-05,-0.0020991505892839386,-0.02117547956424544,0.0058440016358014615,-0.015222078681079271,0.008056369314016251,0.025809019766952462,-0.002672172039844073,-0.0024843817162668036,0.02094259722088697,-0.010099901083727204,-0.005301978690775259,0.032289043418549684
ZCP4_0006,-0.00041142347122061045,0.016412537890998686,0.02976851657062748,-0.023071946807895746,0.0148692992509435,0.010514413577180004,0.0011184352248239087,0.006917662648324463,-0.0005563025180775512,-0.029025433314033094,0.01291369388016877,0.014325769664040287,-0.025820563654282563,0.012672663280321409,-0.008130570555764879,0.004478513659668315,0.019074576066382784,0.006965102162057856,-0.003091863863114798,-0.012351852092362163,0.01786543885473755,0.001575941278335595,-0.00286705130948867,-0.01667834332637198,-0.0057633194448105645,0.008247410340718013,-0.012974243878785194,0.005234314120996409,0.038934446660020036,-0.029921305727907604,-0.02234959509155162,-0.013174114304388845,-0.00617763020549732,0.029434227472296567,-0.011313757838648183,-0.008274157849669865,0.008604537237631134,0.015339234481065316,0.007671086865251862,0.014814084430456327,-0.0031289802298038816,-0.01335088843763323,-0.027175137941166314,0.020240717695253103,-0.015808752388830394,0.017926138043958397,0.011906406495078466,0.037857632528756,-0.009210620659328015,-0.007887884931269478,-0.002827542539620728,-0.01857811182865205,-0.007420827857005724,0.010710547952039835,-0.005520188362190095,-0.0072177686152618435,-0.02084555047810483,-0.0021190546733740635,-0.021836496974840438,0.016094936068633083,-8.83766975781422e-05,-0.012051714935885187,-0.01740385312867677,-0.015788795470090537,0.009843533303577044,0.03638588895784955,-0.001655314117814708,0.0033372263700683804,-0.004048250738015208,0.015701785680776518,-0.027065651443820653,0.006134671802711917,-1.576929917429873e-05,-0.02569918698317339,-0.007631594175207967,0.0074324703739624305,0.010291484689935614,-0.011055132914987886,-0.013304821247784636,0.01681856983942635
ZCP4_0007,-0.0009423864108319691,0.009318081948410125,0.02304513395792094,-0.0217437177880694,0.007868850629926757,0.0023329808733014087,-0.0066219210072937336,-0.00881599698734399,-0.009009264759399135,-0.04472900297960061,0.013011687249745026,0.01497983484346585,-0.004702043796092348,0.0014797801341459448,-0.013721608291880957,0.003938709199820804,-0.03681336489507342,0.0005869587918620831,0.0028606907749124722,-0.008451015145163915,0.006546773633016843,-0.01857150128264664,-0.007964601708039473,-0.024200579752106488,-0.015856934215704978,0.010287367844653159,-0.03524697202051777,-0.013669865618628773,0.017303578764203343,-0.024362732102611428,-0.014496625562881756,-0.013375912943962367,0.002818456076973324,0.021358779451469884,-0.00440203856792859,-0.024084720448766885,-0.0020400624214933615,0.01359827429953945,-0.011003122338353741,0.016107089436448556,-0.0032380272638484857,-0.0012082678765368059,-0.029638379106554775,-0.0034278481244825938,-0.030732920674656408,0.011671876242056341,0.026745454677653702,0.017365244223840927,-0.001915872601271143,-0.007054939984293707,-0.005940945579367866,-0.007075111610026266,0.012258055851716253,-0.0006682488467464175,0.008612266478474004,0.004267528295435349,-0.04645842715575135,-0.021462497241243047,5.9312508867884195e-05,0.007115339602302765,-0.014838769986687234,-0.010438340737807235,-0.00521314375897774,-0.02243494953995298,0.009710494904541362,0.016780730897343048,-0.0012514850889899763,0.012140568430862593,-0.006727304899807466,0.0039030643795576157,-0.033002916063040844,0.007391110052584201,-0.008902906820508604,-0.015265447800315387,0.016546835595293914,-0.013165722892956266,0.0009270095880628128,0.0037981789312267634,0.005586332786927485,0.004124669903717687
ZCP4_0008,-0.01803249054045425,-0.008885924262779791,0.03506391641982236,-0.021580848966837617,0.0052478296626381525,0.019829590787972775,-0.011437104784536113,0.005319517671054021,-0.005033857366662554,-0.008625514994454256,-0.002295202213105938,0.010615052207631984,0.023182347051583112,0.005845477851889828,-0.008062933978276378,0.0018742943283022164,-0.016205156475827612,0.0008725212712035477,-0.007329187166051977,-0.015153812943303719,-0.007374706940337856,-0.003471307166991843,0.01967520036784938,0.0029405229193829423,-0.007805842938809281,0.00984452567039527,0.005670093721790323,-0.0009896491289729317,0.0006549749994262041,0.005098338120754702,-0.00224169500901396,-0.01497123265590883,-0.015198058797955138,-0.020126652047372157,-0.02923951406791704,-0.03014998284404588,0.020927756674604944,0.00528824573915275,-0.020818954345539865,-0.013707378197523584,0.0018465197565648225,-0.0031913142841602515,0.0034984873568071097,0.004463627148329807,-0.02952218044387588,0.005956184434761515,-0.0009604005238082365,0.007672819551255131,-0.006135790187505999,-0.010255904555227999,-0.01644737690705827,-0.007570786765724216,-0.007802579708219068,0.00881276765793746,-0.013998014060280332,0.017278723693563834,-0.003674042995982448,-0.0033508516899872186,-0.0364222189697283,0.011689195713828881,-0.0002218583869820637,-0.0011074767511125329,0.0007431479985898926,0.008277257732552773,0.010498398738639983,0.02604980820013348,-0.00712944954889128,0.005513570029161027,-0.0012688557607698561,0.02427238322518184,0.006357380574314786,-0.02658470093456761,-0.012229026866772096,0.01590726696676903,-0.002188149502902536,0.006894931934339973,-0.00959108537129259,-0.0054182132860595665,-0.026312648871179706,-0.011816475503465037
ZCP4_0009,0.008275965089663322,0.00838230965841332,0.012396405180487513,-0.024267964494072633,0.02634426579684694,0.00588210080731523,-0.0032202845685177298,0.0055607764995193425,-0.0014203610935301346,-0.007058533876129858,0.019594353136165296,-0.001098549093057094,0.008534584522816014,0.004966579265913207,-0.01223284854138841,-0.01099672858960905,0.027456938866260293,-0.0036703339418945667,0.0012692335286473844,0.01548226874894229,-0.007443319508069996,0.009285864343310546,0.003197026990898198,-0.0005571581445762905,-0.019712132170148756,0.012955172872660611,0.009324689958719028,0.005733119254694924,0.015739713679928595,0.003319017195780978,-0.005694546152248006,-0.009667012217951371,-0.02267006059279294,-0.0035659664363759877,-0.022868111170560965,0.004514582476028001,0.00902325608127931,0.010697744898671943,-0.008240058423124903,0.0014972204719638149,0.0021244162336982765,-0.005045739380709152,-0.006534043250907111,0.0050641847850410706,-0.023094411482989213,-0.0004913993503620727,0.014020908202561685,0.016401208283652532,-0.028104747765947794,-0.012497065106435513,-0.0019282355957969313,-0.006971029706436915,-0.01727347164651327,0.004689737424991157,0.014587616161161422,0.014241462088587002,-0.005459632601055538,-0.008332062339785073,-0.027006488998158003,-0.01803474387258348,-0.004749314361691922,0.009055071806739822,-0.003225185244155779,0.00040629171909142836,0.006580682719273892,0.016134189353528568,-0.006056978990024551,-0.005493585011987213,0.005366914462188645,0.018372718033183324,0.005843732048446529,-0.001523943673759327,-0.011828278184904908,0.00397942738937955,0.0036239385346509747,0.021307958246685646,-0.014634273821614436,0.012151841132231302,-0.017027493756487416,-0.0072230596260794595
ZCP4_0010,0.00984453590064139,0.01181080968960787,0.015897749939488337,-0.003235650434543942,0.011184731560286192,-0.01306818491603559,0.003414738629037353,0.009610752118794018,0.0075262376654224574,-0.020489119799906495,0.00902254636583279,0.005675011475239994,0.005517240171484628,-0.005812722616944446,-0.013248243999173587,0.0027754680951494943,-0.0028149026196133357,0.0022227817806615337,-0.008920981013549533,0.0063358279619413135,-0.008061110729713524,0.012691687619438492,0.009841540166521015,0.027753111828096977,-0.025300459944773826,0.027053272434690086,0.014843508446911643,0.019227703692796676,0.023549604678336215,-0.010879844957324658,0.0006175988997784935,0.016894345957423527,-0.010073010394519763,-0.0013152566758818166,-0.022934538895527445,0.00039525600798222954,-0.00706823351485315,-0.00906043894013302,0.002272489529562137,0.006222883375537014,0.021390723408837648,-0.00022866219951654318,-0.001871980438717039,0.0012156212813414279,0.01272654565229963,-0.013962400792210313,0.009918682437617832,0.023719222086301023,-0.022770767043236315,-0.0008627125396537512,-0.005466891701071659,0.011038526866540964,-0.015305660380911502,0.001265647586561159,-0.010271583502774115,0.033369198622668315,-0.017871458181352162,-0.015011224812962916,-0.012675562813821858,0.013115088335918559,0.007791956056355489,0.007623338912524983,0.0076854175319817,0.015855346104821335,0.00744947547109508,0.02013483668616804,0.0031595519536808643,0.007071890073723072,0.004594421570507403,0.02217453625015488,0.010733283054442162,-0.0024751806076866007,-0.015359636946742194,0.009527490281548617,-0.00015444595526780888,0.003858280230711851,-0.02405519889252809,-0.011711425899327128,-0.024594427383984943,-0.010810265390919862
