Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
ZCP4_0001,-0.006979545830858251,0.0005107023288786917,0.015316398345998452,-0.01541335908121424,-0.01056723220793956,-0.00046537462867259587,0.006963717291966,-0.008627247401969698,-0.025003337964545617,-0.011816188962848055,-0.02604665326857091,-0.00782897859786182,0.029497314497869947,-0.030686390923041335,-0.001169072183391173,-0.0005493855697299142,0.029419542421379768,0.002399857505466734,0.0036993266682473825,0.006025238504662261,0.008370897459762022,-0.01693341763205964,0.0007603894602799261,0.008105833869728733,-0.011984951043527122,0.0035989635198482705,0.006837825565860983,0.0012560633166680225,-0.000494394918887505,0.01739370077144359,-0.03527739563437364,-0.004787251300065097,-0.014463668100261126,-0.011015720495042456,-0.004687400258536365,-0.021645733579440333,-0.008075507055575769,-0.0068654470697795105,0.00018688408574212857,-0.011378458722164309,0.0013918004322981984,0.02256236842577097,-0.03379583078233444,-0.00016203658850874914,-0.015399087632377035,0.02574016611880706,0.036545373358406144
ZCP4_0002,-0.01055179416802257,-9.218169273855551e-05,0.0010717843022359692,-0.01996018787200856,-0.004156415618825096,0.010786609695090738,0.006240577013203408,-0.013814120905550661,-0.01768345960690463,-0.002274418302140527,-0.013412112301361322,-0.007614622161463998,0.004068251099613493,-0.028343622578623696,-0.0017468207271004981,0.0131817125025408,-0.012650602124740442,0.0015434693918797216,0.004887803323410774,0.011162839873495133,-0.004376093922413506,0.009121043004591298,0.010475396963378052,-0.004959151448522176,-0.0008570098107036918,0.0031978293437430936,-0.00382701911968452,0.009282422254289765,0.0014923924131774078,-0.01493108872244035,-0.009162079360412245,0.002589529016452737,0.005328828015617876,-0.0174650257440479,-0.009906743564084749,0.00033443637385095016,-0.00014078870746335548,-0.007271381664919964,-0.004684580519884879,-0.0007196941216719655,0.0055220601546118525,0.020344575509857018,-0.0166682406132718,0.017547434072816375,-0.00043289153835946906,-0.014676991693174277,0.0158101206236964
ZCP4_0003,-0.02760298129735508,-0.010140409734798522,-0.0006747872029122067,-0.006167569103551845,-0.025164431973240437,-0.03065237398779118,-0.00010105295589684201,0.0240075619383644,0.05030215366556158,0.01190506719345789,0.05738918181306693,0.003649373194187863,-0.009431025785287931,-0.01233254331612026,1.8764051859968812e-05,0.0029264723511410445,0.005090600099067257,-0.0035739538082226094,0.006694424963487999,0.019688128879240246,0.007797669753893031,-0.007917148369642697,0.04226845177898983,0.0015441386834549454,-0.0011474904202735748,0.01865164155906134,0.0186638300068264,-0.015259100180304346,0.0021117196053518066,0.0020556764361833635,-0.010649700655144825,-0.025852277489887658,0.013005492621424452,0.016872613114297563,-0.0022289613418585894,-0.001046392431167707,0.0025270422389196685,0.0006566465809260134,0.012568868404962956,-0.008537191161439776,-0.006700187368242352,0.01338694897935522,0.0180420663742891,0.014275479954287332,-0.024695363924786152,0.012444456579412984,-0.008002809581884141
ZCP4_0004,0.01840278043386633,0.00976881358445361,0.0029402686937543693,0.01644565051511531,0.0017206226463624052,-0.001464053545838965,0.0037070419544662082,-0.002350907794205232,-0.025125742560255203,-0.07316409098502726,0.0035369983262831316,-0.007256824078016906,-0.020997178336746476,-0.007222054203815483,0.009946626200995939,-0.02826572032391255,-0.019289566999844784,0.016054516846006478,0.004222550154791513,-0.004849227920768082,0.0354575422125442,-0.011676737601280898,-0.0011659900284592,0.002917690454269776,-0.005523268731470037,0.0011198690279589168,-0.013469193738106379,-0.009050263168979734,-0.0064810248277287095,0.008174487334754035,-0.024893502782370704,0.027379452579554472,-0.021528453526547937,0.010325152003398704,0.006108749784501478,-0.004545058504132173,0.0005576973079964415,0.0016279308559941524,0.020549592085889412,-0.01436001632241314,0.007120636112568302,-0.03129367122965439,0.0094173189939899,-0.017669826390321663,0.03970337028420857,-0.006088863190963779,-0.011581771954838612
ZCP4_0005,0.006549496177611522,0.0003567361512435561,-0.011381943422657468,0.005189572083248905,-0.0034754312227398896,-0.005668799248884332,-0.0004927850450892436,0.029037041104174086,-0.015561586310933124,-0.02586302506794199,-0.012381227465472508,-0.006135021509246262,0.002622479924340161,-0.010436718535175362,0.0011184557829011742,-0.0035574400810467082,-0.02864860538862474,-0.0004800673818125934,-0.007661189853311133,0.01176452188168279,-0.0035790050210173577,-0.019779914213534387,-0.01383809620790515,-0.004006750983027247,0.0021633956179047,0.013871630622525746,-0.02144148143705939,0.09078043754643059,0.0008049589488573986,0.006836438540548307,-0.014729129990914911,0.025406123027190766,0.002883587774413819,0.03641045103640074,0.0053869630389738795,-0.007434104018811021,0.0038088570030742957,-0.0050640919055653984,-0.004391173943340659,-0.013496425346616657,-0.0020268573302993287,-0.01641427107520452,0.03651162060815951,0.005559814784236956,-0.019665277832875392,0.004555296155677734,-0.010808944240626625
ZCP4_0006,0.0012702638717665851,-0.00512986558139176,0.002357730253874098,-0.004090027387818166,0.01421693236347251,-0.007037017505208987,-0.005091321146904368,0.012580910568087494,0.002207409352209601,0.022563099399625326,-0.009551293583412468,-0.012710598178821189,0.012907746359716726,0.000510255322460035,0.003861544460246233,-0.011676375161809516,0.013584176087251775,-0.014501167702563275,0.003803814791958323,-0.014983221394061046,0.03747685896633391,-0.015333934052303842,-0.01441378008054093,0.0002687370338534733,-0.006109796157828322,0.010567531778409753,0.005761404471013925,-0.009155473771800642,-0.008709321416092623,-0.02240438769683987,0.007153420091980008,-0.025189213738531935,-0.006481477609993053,0.009426363512975714,-0.0067260344263320275,0.0023604432435454696,-0.01088567375820203,-0.0023038687650741257,-0.007942677002618663,-0.02632720164333266,-0.008036162744489065,-0.01098657711363747,-0.001306623364757437,-0.0015451840822063927,-0.004539260632690669,-0.014366913868160067,-0.0017093681440078646
ZCP4_0007,-0.005130429105547069,-0.00935986245424076,-0.014086792878787788,0.0003537924451472612,0.009268078940689374,0.0004694804721178506,-0.007286798171317069,0.006060135926413271,-0.008959267247461683,0.019817379313556673,-0.0045840791068826655,-0.01127754195125361,-0.00587287746457907,0.00776571606556917,0.004602203564625968,-0.010779874756874237,0.018848285570728308,-0.013071848912122534,0.0044825791374869615,-0.030889566303629035,0.027687077857142937,-0.019353969816329798,-0.005552192380353106,-0.0067708704019605595,-0.016273201045825986,-0.00031654563741974784,-0.001070616238934757,-0.012667231663271767,-0.009691003045288813,-0.009727106036786136,-0.009168732539950831,-0.02416423878480373,-0.014222658694545358,0.007987231469985924,-0.00062299676010832,-0.01028240483852173,-0.004405083866728399,0.0029056641553851154,0.006411608706830782,-0.006701985800480514,-0.006455997904046772,0.005167906522899582,0.00260297105324187,4.775829320079998e-05,0.015498491999939223,6.05453821058177e-05,-0.006315057364745858
ZCP4_0008,-0.010333879263561234,0.00024066324529152573,-0.011277644244215559,-0.01064457106866932,0.007641205360739484,-0.0014726632952265378,-0.007498531970610868,-0.0003948619027984625,0.011513289417747418,-0.005620182288228912,-0.004547109057244421,-0.007154854428876503,0.028679112755154276,0.012397356146954804,0.00874579426764984,-0.008056208897381782,-0.011710207439990242,-0.007739890622898833,0.006190557318815423,-0.00531856650269892,-0.0024044193181954466,-0.00046030200288597753,0.00822132063532144,-0.001736859902948113,0.01109153786614872,-0.0013634383109230202,-0.00951228493353074,-0.007990671428892836,-0.003799309762691891,-0.021342473168246636,-0.005132800174571324,-0.011116624130325981,-0.0017312966128356767,-0.0025478577684286594,-0.002433113032596464,-0.012388949369997451,-0.0055025692312366805,-0.007697356230620665,0.007122413623653577,-0.028712858799938235,-0.004320525956709071,-0.0024484424029770037,-0.002949721051683046,0.008308345375166771,0.003361924669826205,-0.013987932344802577,0.0037212987200755843
ZCP4_0009,-0.01795936976225482,0.0038300903956558154,0.00778453181663186,0.013361319741272167,0.011666777472985942,-0.0020926286855002087,-0.006429656197871016,-0.007891919512026646,0.020083976653174455,-0.005864020294676065,-0.0027948258115850777,-0.02497091455017079,0.02116720085193954,-0.003724791000581507,0.008073681853817129,-0.012291235600257746,0.0010976260243167365,0.003212631064505061,0.009782994174528084,0.010100787821055144,0.002454457314284072,-0.002071710648800266,-0.011383158446164422,-0.000760752416702382,0.009031315559529678,0.003337165318997843,0.009737546646931314,0.000686879669567426,0.0027169711272929755,-0.015847492509841802,-0.0017270130891719675,-0.01207743797597532,-0.007759498664353037,-0.014800022800062977,0.0025624272796990785,-0.0048645488980676175,0.003736285984961037,-0.004695295283756566,0.00030673511238975786,-0.013980659418241921,-0.014192324341543374,-0.001912039330521486,-0.0007973017502654042,0.006170287488928936,0.008803775556334366,-0.004144653853309203,-0.0016652518803717037
ZCP4_0010,-0.016112970869928384,0.006517296077294901,-0.002670404136226506,0.0064017576004651335,-0.0034700249987652376,0.012802632056352375,-0.00785625778814525,-0.011473056100653458,0.014100611205562373,0.006327056978608024,-0.01123413600371172,-0.012164292232332608,0.028240916639678086,-0.015698132624391424,0.0020602883756965593,-0.01178941017137463,-0.005741652883206096,-0.007817804385258913,0.0028320691006125734,-0.018904521303258776,0.009070449433972493,0.014537124015037699,-0.018631601361347224,0.000938570201353195,0.014193796641295003,-0.00019490667310064427,-0.0034529749304043635,-0.008672281577637898,-0.005708732037304929,-0.014063962302288926,0.004018736753332743,-0.0014427063005537047,-0.021207773456504913,0.007927541344351818,-0.0030928570737972436,-0.00817523593109669,0.009742135368159138,-0.008763042436604175,-0.01976054958178165,-0.010852774745146251,-0.013952625131262787,0.014532107633723612,-0.023712755049266388,0.015589846199857333,0.0008330308627052636,-0.003304565553539548,-0.002813975356666767
