Geneid,SRX6700162,SRX6700163,SRX6700164,SRX6700165,SRX6700166,SRX6700168,SRX6700169,SRX6700170,SRX6700171,SRX6700172,SRX6700173,SRX6700174,SRX6700175,SRX6700176,SRX6700177,SRX6700178,SRX6700179,SRX6700180,SRX6700181,SRX6700182,SRX6700183,SRX6700184,SRX6700185
ZMO2_RS00105,8.312765861123488,7.381669025293048,8.397471793886515,7.725871890546069,8.879558324106247,8.349689741549966,8.261533834202446,8.415110844641694,7.580230802282707,7.1436370187793425,7.329625610437223,7.9840357714272585,8.070633420672477,8.145809055928972,8.541021334066695,8.494713266780519,8.767702768000921,8.152100425646484,7.996841817390995,8.216322235882416,7.331990387479891,7.128208675665698,7.229973578454421
ZMO2_RS00110,9.38121228642603,8.609459936753646,9.549201325851302,9.280986426039004,10.18466724066576,9.32384600854759,9.053437741009912,9.331382102704154,8.52050114839717,8.302334755305068,8.312867960971186,9.149484042207508,9.099734832672716,9.41094419894291,9.849392233607318,9.724662261276475,9.815522752718373,8.772689202996393,8.786470003874452,8.745760318074835,8.176112204862456,8.081855328242368,8.006968699256953
ZMO2_RS00115,4.84266058723257,3.6129248017039814,4.684621103917377,4.744205305099354,5.722848012269469,5.395588799562042,5.049746773883419,5.349189694954248,5.847062086891933,6.063385680918102,6.040264304121353,4.273720890386278,4.845580911927193,4.955145965033221,4.8060466922460225,4.942467493069213,4.99283826620624,4.574734820179919,4.778257668075249,4.568177212178145,7.646195550152239,7.734533818489488,7.489340051273889
ZMO2_RS00120,4.420010162748782,5.446110704132378,4.360121672863879,5.530917552312269,4.471495280149277,3.8724181241871314,3.58549478413825,3.506075087995167,4.5243814026385065,4.695314916656271,4.327338199712823,4.856326521225981,4.495149485926004,4.490371557386231,4.194765591380247,4.111273326664967,3.761589923782035,3.0281776347815477,3.0735121001507326,2.809763169950381,4.4663486452180186,4.632256562206969,4.477530990805539
ZMO2_RS00125,5.116449063461224,4.587005318390081,4.990029215238127,4.111880761016943,4.596281682935255,4.041923636387161,3.980673424671352,4.0565838071739115,4.226006284718409,4.311049573210201,4.357976755231842,4.825785275909283,5.1515370018178235,5.063595815728172,4.080573515972639,4.124359430051787,3.838539569221595,3.4743920373742836,3.407724097310989,3.2466918218676044,4.045539510473034,4.4656771174024685,4.249268638465443
ZMO2_RS00130,8.088147325180545,8.49692932498274,7.997342042275358,7.395963048749816,6.718245173367845,6.4015704041489085,5.828900576014547,6.1958336302969945,6.508826935243622,6.041583520764561,5.990016841522551,8.04863659892677,7.922281016038039,7.711142596911534,6.89082954864832,7.009892282602636,6.777223635540044,5.693189433522148,5.6417990172875205,5.684643312822104,6.16597138184771,6.122809481845819,6.254256587449737
ZMO2_RS00135,5.153545954061519,5.306430113171274,5.298480538718283,4.618767036733751,4.907073783623624,4.454746444089897,4.176259068468143,4.332878809108274,4.072596436854334,4.21197799796553,3.983734662642487,5.320186444066147,5.3624672301459855,5.30795722119751,5.069999307085865,5.014468799104821,5.147653003555265,4.2245782453941185,4.1056600692599705,4.096725074613385,4.739514481548268,4.9934643443836375,4.931689141552318
ZMO2_RS00140,6.085863318899018,4.755631166036126,6.07431071496368,6.346601821632143,7.829026018276537,7.478976164645859,7.4868587615015425,7.476949941879395,7.630930236967998,7.862111536378448,7.924256608669349,5.758961014591843,6.27649583035992,6.536784922664072,7.251179544982494,7.160720272946541,7.290764096902846,7.020886939031466,7.153462452346348,7.192480752705839,8.83930489750329,8.90731271048848,8.815359356145335
ZMO2_RS00145,7.301820822193456,6.183165298866084,7.34975062449702,6.621233306722032,7.726745535992567,7.388348862460185,7.121803978027244,7.298069734109327,7.450547111131203,7.599902625208244,7.635726372880771,7.239211649364188,7.373337573532354,7.843174262119254,7.6193790493294316,7.59432157837361,7.701974449100883,7.114788742424079,7.115342041498889,7.044430195612477,8.464800278009468,8.56734439108542,8.42512520084738
ZMO2_RS00150,6.910301559552089,6.302160901473702,7.184469001870238,6.057104273428147,6.788329313276744,5.779307332380049,5.590195995842912,5.813887249261249,6.2991964163575505,6.1934345206517465,6.484758637680632,6.816568357435803,7.077230384335152,7.249054267315144,6.672632979775917,6.723100739238385,6.743831765655988,5.133694576170918,5.044166376376638,5.190610924419821,6.214387873165123,6.310422318076821,6.170433274381893
ZMO2_RS00155,6.6351639515799,6.098963595862114,6.566003608856985,6.317554681720119,6.8490097721142265,6.975974644571646,7.106199904681014,7.150015281173135,8.486708685063652,8.600701210953579,8.631060050231548,6.297347644894997,6.541501014052413,6.727469720331294,6.390870396174268,6.717533500884701,6.403124088561516,6.419463791063054,6.374304073402971,6.256239014742807,8.059274850729707,8.289693101682898,8.024535638669933
ZMO2_RS00160,8.106495049904177,7.737535585323134,8.201129956097779,8.365863471562998,8.091452183384137,7.548413086263358,6.681809475167509,7.517947399528529,7.681714980145528,7.238339820432222,7.301178804218094,7.866029572171212,7.905747023370442,8.049727349212635,8.27178653909448,8.294271623986214,8.298766824966613,6.973359494870711,7.261198370489583,6.959143749109465,8.045640477894556,8.116497308840536,8.078170471888452
ZMO2_RS00165,7.666605835782136,7.857009376562404,7.7013758369091745,9.17343057380469,8.244413201756823,8.065222788317731,8.617275489439539,8.143282646636028,8.766981606092692,9.258611737091591,8.625443607085561,7.6493945616072025,7.491072211676223,6.979246917698653,8.10522434113774,8.180154754424562,8.33026834391918,8.998472643973813,8.367356423648557,8.982682523165424,8.494451422415445,8.3432483581432,8.89748289303247
ZMO2_RS00170,8.850831802151186,8.692761334258678,8.86756226021346,9.989521978457804,9.460827520109975,9.728913507110564,9.806015202772887,9.590948041199589,9.750762040613319,10.222001357924404,9.673724124713464,8.82824608721823,8.651036189999129,8.720021080835963,9.650113417491772,9.43993927232207,9.737572677747302,10.187255005754116,9.742769183840334,10.218742189784768,9.753201080132069,9.610926410077743,9.949697291766922
ZMO2_RS00175,10.442346466940231,9.571423028377216,10.55165771794098,11.070243866884931,11.439487272480855,11.321108433704257,11.312799612771308,11.214562259495363,10.573013271395263,10.512292466269976,10.268468472846406,10.069685600427427,9.987464704846028,10.268229798087424,11.497033061059009,11.249961031103124,11.593776884266118,11.8355115909165,11.542321597498699,11.909555632448003,11.158715706940534,10.872725305425602,11.03866989429629
ZMO2_RS00180,8.064750057328736,7.868549890260758,8.11198296218836,8.729795981106129,8.944561491506239,7.805468876763569,7.997557793415505,7.938793099333706,7.43585500596222,7.693911955913453,7.388384881424591,8.004128231841417,7.9508260320264545,7.939996262887098,8.448107318968427,8.442858538585662,8.525612777121482,7.646966823193153,7.459997441319486,7.659776236003717,6.966240522746211,6.796031815966112,7.0669343818817225
ZMO2_RS00185,6.140215352967837,6.459356771898448,6.005029228695582,6.984089648254996,5.869602485812135,5.569275555325044,5.095054985635492,5.539829271798313,6.564026631131963,6.262866409197233,6.501365228303197,6.415296600207743,6.167314301166165,6.133043991837301,6.177500224473917,6.208615465020176,6.038951298888358,4.912269790512368,4.938902904385901,4.970628467453645,5.56646551927792,5.35979536979394,5.716946036302472
ZMO2_RS00190,6.624580152279886,6.8513952900620305,6.56330336315021,7.324217630762356,6.501281128278079,5.768183059535928,5.550806717718491,5.977127279402307,7.118188871441471,6.5732528498694105,6.870004761533219,6.588127571160508,6.623757249634636,5.919369616225424,6.30846647853585,6.623702463160164,6.579972134478038,5.5030667776685975,5.310060777684764,5.63330819708388,6.107026944865783,6.024178822248412,6.415150805943308
ZMO2_RS00195,6.059081792672286,5.879731657355913,5.885020882738068,6.5066913728912885,6.562360521928252,5.903480015443475,5.786930818559161,6.081336339745643,6.440549934113607,6.304798086205497,6.499924781450779,5.939398472297035,5.997899189338019,5.812503359049407,6.263159104195818,6.37496181114471,6.315195542566907,5.339482030431405,5.259264125721734,5.187763714635099,5.6439389992467195,5.531068431861678,5.780219947653217
ZMO2_RS00200,4.622271585085263,3.394929211572792,4.616633849741083,4.695868240001143,5.836197617079174,5.908696429918428,5.7556635203757605,6.003683740678512,7.225178072629499,7.549220925594876,7.520456444704141,4.311745196889316,4.623092082206848,4.8545548548707815,5.314510610920061,5.346306076756824,5.367028155004812,5.321517552993719,5.406413653619586,5.1941271506744116,8.385491659851944,8.500139963552789,8.384854114493088
ZMO2_RS00205,1.8855458869317627,1.826543684628291,1.7892070013824808,3.5561240126589007,2.8016548818218037,3.199360568822207,3.0171721457207497,3.257810858836078,4.443230695088366,4.4330732777805455,4.77809976705687,1.7011645072506425,1.5848785503856204,1.7848539082433874,2.2409191230168357,1.9395221509728153,1.9271311632785098,2.3979301191351423,2.310276295872525,2.2907986291583757,3.3128710538986534,3.511068216088238,3.4163252940003512
ZMO2_RS00210,4.429603896710808,4.815346168357399,4.274618735225801,5.350929462135669,4.522865130793339,4.398204340661245,4.078049416131751,4.308532896664392,6.573594625027931,6.541183000210813,6.754803945698628,4.594792878177186,4.4439258885603765,4.391441794304912,4.496679770290964,4.383300415316981,4.326419645719868,3.599414430256109,3.553845102870133,3.4453584434902265,6.234964629715046,6.478924314979141,6.098789794459559
ZMO2_RS00215,3.8918948372216793,4.698861111229853,3.8234180670679536,5.362866111213634,4.118424558605065,3.9204632713070726,3.5698005657208594,3.826647041082637,5.404167396164761,5.629178829897699,5.349789070942319,4.436641293203402,4.124229881893677,3.975793101900803,4.050114904884608,3.975025584542612,3.71047918346374,3.1360484973974674,3.2164302938293337,2.9242721697141376,4.944264200861217,4.88422887190093,5.062671028480058
ZMO2_RS00220,4.018846842369748,3.9126998981438144,4.026568472614842,4.154942498007374,3.9347225456677246,3.74780571599892,3.4870798292000607,3.7790150052856286,4.1587493071243475,4.216864477849374,4.240389884344597,4.102777355007396,4.072611691482495,4.072010364860391,3.659929829120558,3.9991575264596855,3.7801911779178927,3.165220847519402,3.315558342708848,3.2351661399475438,4.462077771687956,4.750213350547038,5.0231908775754865
ZMO2_RS00225,5.581858711852113,5.7273496965655335,5.728606972599099,6.616738442371262,6.136210970324795,5.793952822017958,5.4895416044896646,5.728939613399565,5.653118944390331,5.506107693070895,5.652930191382055,5.639884208428058,5.709059451756315,5.866109198398575,6.22901372905803,5.961616318476372,5.996547321963467,5.110823359120967,5.163519790755649,5.198464767776752,4.81208764447973,4.777205875850519,4.648885657206066
ZMO2_RS00230,10.561065167493375,5.483651786102272,7.860267751619909,6.4347220124662,4.914990286934444,5.228368307707969,4.747315065500735,4.977358414549186,6.203352298640952,5.979562377053252,6.1200229298448106,5.602965371695737,4.684842999557749,4.483263190296443,4.738071526017264,4.905157356222516,4.574843687253875,4.380667139564273,4.18371702167321,4.199543925567885,5.246721693280939,4.879760009902162,4.9375440552308625
ZMO2_RS00235,8.359865018744955,7.834862636114923,8.432699184688545,7.848038510744524,8.08476155416453,8.27836156584304,8.090255768335593,8.189091228035362,8.295696457107846,8.106832187658616,8.28340526561017,8.088959702817558,8.271141381469409,8.083326017735423,8.03056101794556,8.248679793401818,8.184034854458464,8.232870142184604,8.215263918802329,8.237385820560222,8.034726660969095,7.986329037572759,8.177586706292132
ZMO2_RS00240,7.863723382931577,5.826850398241999,7.823815573346439,6.361501459506025,8.073074187759872,8.113224699021771,7.746689574343362,8.016683441059481,7.310312970962571,6.897754122408622,7.49678325403514,7.268554092111521,7.835236374488748,8.116768857930397,8.041710537148191,8.139399204366816,8.316102731816216,7.874615925318944,8.228505820550504,8.06877463728334,7.481874855393079,7.812563225737417,7.5138991815380365
ZMO2_RS00250,5.115895318035327,4.958211970257339,5.093269186434658,6.6791654175615225,6.480526514827747,6.4037741222482705,6.38470536562013,6.415215190314399,7.263153928977145,7.173407793289796,7.179623709834172,5.122881600506763,5.057069673126553,5.048010382206369,6.259342099938596,6.21444667987602,6.310424144618232,6.315103575821727,6.2547106981845,6.289678959676508,7.287174958551372,7.460478839415226,7.366510324829231
ZMO2_RS00255,7.09593646247465,7.351664843567377,6.977816609900579,7.576786644179347,6.590927689322756,6.333473757643661,5.738684128769883,5.9184434639621895,6.093377963490027,5.96330138601009,6.085268744075298,7.234722589343668,7.178208726874697,7.290632170264918,6.8359794639225635,6.932150504042545,6.490193216209815,5.403645222224412,5.654132115373569,5.290219492702493,5.6579245043115245,5.6790145609121785,5.490283724521531
ZMO2_RS00260,6.1464383435361025,5.933206569136738,6.050350236225471,5.303446045001743,5.263539790217169,5.23413183772219,4.888107774821986,5.242415577812779,6.147863499054852,5.968344356669216,6.154115856544356,6.576230162776911,6.467518606570771,6.403956695770946,5.755580599427203,5.857735876898145,5.921337167406178,4.963181749536009,4.85398234348868,4.91656531401001,5.769406632887656,5.508025349967033,5.759912383341989
ZMO2_RS00265,7.6811868394101666,6.870452530184497,7.66774519116578,7.0876154918076235,7.456413706964809,7.093038327038195,6.450787958938816,6.835833830864824,6.876039865289461,6.469168650365764,6.651305472936847,7.705549565115173,7.842094819669697,7.952572471710385,7.904634918322067,7.9863362007599115,8.008056067574374,6.657611674916911,6.634850982967324,6.528452137016171,6.660487013844018,6.486677150434685,6.5755988202177775
ZMO2_RS00270,5.204838063944529,4.9428956681925955,5.247971450896242,5.38577916882438,5.195969185472295,5.014173233695644,5.048883522402905,5.266140031028356,7.233217581780682,7.6039591595841625,7.366090860226894,5.175075469234291,5.244528374115139,5.203949215978931,4.755824969014188,4.98316445283222,4.784987641904624,4.565404774682727,4.384000433917322,4.4476934299446045,6.811246542783837,6.81107437975675,7.064529613925995
ZMO2_RS00280,6.1979770125762395,5.964808706791153,6.029085346908709,6.949744926025936,6.498699492851814,5.796167072224986,5.586966985227752,5.747909397176624,6.113250205331953,6.583321902148266,5.958322676333647,6.511026934011296,6.4377970961302475,6.6025179290216665,7.058050379160977,6.8195813638011185,6.6725709794697075,5.812012642934501,5.690008125866741,5.632300258149727,6.612032035149571,6.520420460417409,6.7700001180194755
ZMO2_RS00285,4.472415127860482,4.116551790585965,4.474198206557891,5.174548708216206,5.392124295742201,5.7488399849385,5.764852617386767,5.528068530847896,6.138885632514657,6.319200066379199,6.361213413047693,5.017862926965367,4.965935132713191,5.4828043233409325,5.8490850667768255,5.454424582956887,5.7570063490613945,5.968363207887649,5.832702749200634,5.762299684274814,6.154239319169952,6.381522654432475,6.1678049942027755
ZMO2_RS00290,7.371285658061383,7.2032964975318645,7.497439736896886,8.371707572325478,7.81613986591031,7.540677683528916,6.694750561051016,7.340472305977892,7.277718012443765,7.106343143415453,7.215293132485784,7.450727976023476,7.327924116883444,7.559580469741459,8.088816136157805,8.05422240159752,7.949255699599834,6.722429862021746,6.898204432138293,6.7247928147254346,7.298524090652126,7.423701659577456,7.44635482380559
ZMO2_RS00295,7.692524581086074,7.901123154212798,7.563759627078482,8.734562784510665,8.184976327855919,8.076868040511838,8.298197528150562,8.400379691906865,10.162941320351138,10.05626074848651,10.482068322406823,7.842545336036746,7.686321304177235,7.543101498089051,7.95904298701073,7.9594232627037105,7.769636699335414,8.253656618549561,8.172662939441746,8.260559425541041,9.311470179182965,8.945269343579486,9.501250081972723
ZMO2_RS00300,8.246056388268835,8.079599968232188,8.2278176273991,8.904708789589318,8.89021431415184,9.26758359345745,9.753301400167503,9.77239427081087,10.772665906465754,10.66753317734317,11.044713267892895,8.186917486790554,8.304402136982516,7.9688283969974485,8.498368770271748,8.766529101886945,8.650715533635921,9.754050043511421,9.552429672058123,9.769610175998903,10.391833951204154,10.41733799916374,10.63809475424657
ZMO2_RS00305,7.560965432357476,6.988447591212242,7.504834065000051,7.544747806891404,8.184002675189719,8.808349882746873,8.962119302153253,8.966086491986845,8.99621071483183,8.87838144537978,9.39188432809475,7.610564540500853,7.6949384096907725,7.817824883768002,8.08022705391347,8.003406784129233,8.006684285202542,8.879355655328725,8.901204038052756,9.052354984685525,8.285487241773986,8.377318060107196,8.171084639699254
ZMO2_RS00310,8.127925399530211,7.972424134015167,8.14309238886988,8.698667843173462,8.80681212625722,7.69632457282147,7.818698258460494,7.95180126203381,8.705906696774534,8.692430847353116,8.921008258326934,8.076524197646336,8.136664169461246,7.855010658471849,8.338710081450992,8.523564072178763,8.53261515462539,7.454601216897746,7.31093556976305,7.4421929890767435,7.683441049894626,7.75733795379306,7.97316117927408
ZMO2_RS00315,7.482838064789897,7.35263727808862,7.503357379813838,7.20188532795865,7.23322127118818,6.099892645008008,5.959865321526801,6.212037195904421,7.030463343004511,6.659935843083717,7.102639101210842,7.332127155331984,7.595127104277189,7.116485881423986,6.791442571950168,7.203645455519643,7.041161366977446,5.6188697697799155,5.370646364420517,5.553478891387492,5.755854540173542,5.757699998273912,6.032150903816607
ZMO2_RS00320,7.5376412640476325,7.237373653632503,7.655080559208182,8.110692731871714,7.8892561107675645,7.399931170862215,7.3166893454139155,7.57007464457781,8.429839837080836,8.153198374288682,8.513554334295991,7.305320318948958,7.4895599526299454,7.269038792149462,7.5045142630369,7.7888150178000535,7.814613531873929,7.332767244965442,7.176830198944978,7.21159556015903,7.726107321311245,7.737432945642143,7.996201491118853
ZMO2_RS00325,7.605414113519109,6.756254759495783,7.657902014272232,7.2390680854571094,7.979417639897694,7.626102127692969,7.364721344524826,7.534482126545209,7.86204861838148,7.717783585115549,8.158624349079965,7.295449771596793,7.564815378525266,7.600488695546664,7.676613390206306,7.875795998060588,7.823960201142803,7.3350463906448065,7.345240404412399,7.2659661056064335,7.528876586493635,7.574348572105754,7.515563022842402
ZMO2_RS00330,6.054633553922814,5.740847141739285,6.187573135123927,5.88793212883116,6.720726597010113,6.200237361833133,6.355080239814056,6.355611322186085,7.321659012811415,7.301147738573857,7.616600245905606,5.633937749842031,5.944395470752867,5.805154969954529,6.111906767787041,6.157258816232553,6.227524693203597,6.134765678993293,5.929659631092308,6.044801079762811,6.546821266289022,6.679634084492165,6.654280385569305
ZMO2_RS00335,5.202317219274359,5.346034540602349,5.323890719546985,4.972345292600216,5.0729776127408135,4.622596804600953,4.745488033588213,4.821445231236127,6.102090679106232,5.7337022398158615,6.402680694099396,4.998578638668136,4.920697321321892,4.872668827913525,4.803933221457888,4.878041498670411,4.938592681299767,4.5999528186703795,4.479657130324136,4.678137057468549,5.390666645318151,5.265909077736717,5.45883479279443
ZMO2_RS00340,5.32131793726382,5.260133887489779,5.3388763984240475,4.7665766567592325,4.937038919037412,5.090969723487078,5.029965844396736,5.082195289916653,7.330778218398878,6.83281236916038,7.669528649676121,4.941948051900999,4.8712182898800265,4.962408598119306,4.885391415673519,4.900364307308634,4.700807993717215,4.9007554173968995,4.916719430324844,4.913528059235863,6.339359824574638,6.217152223163954,6.311463581810402
ZMO2_RS00345,5.65983825151608,5.519504640285293,5.705878632495622,5.841202204156304,5.942225034452806,5.996300480691013,6.010986161479164,6.207121730248083,8.322324717124623,8.011479460591492,8.40245586829214,5.130660063810812,5.1290219351782,5.042055576581166,5.5209023142443066,5.54131826140031,5.551186602977875,5.858923032300136,5.665689620184133,5.716519944357068,7.643844145275621,7.5656171177636935,7.776213335186807
ZMO2_RS00350,6.680298776806502,6.665499142233409,6.79606572656134,6.366170147985317,6.419555143048185,6.012472521912835,5.859685368747693,6.049349501468175,6.452083195466591,6.552572813159912,6.692558899125494,6.285437434004057,6.186182663195483,6.205171692616104,6.446005909907932,6.36489736257044,6.252100060580437,5.559222184929619,5.72510569783863,5.519045783550298,6.0589520635290635,6.190820028078585,6.0427278933702215
