Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
ZMO1_ZMO0001,0.016924109946310044,-0.004931987411168208,-0.01856082431266313,-0.01127682068914157,0.006680333778780211,-0.013508365293174599,0.04629644353032289,0.008652545890451254,0.046965914036988916,-0.007092086228614699,0.05542818288683124,-0.0011311694300820358,0.007217430580686603,-0.03584811885173841,-0.02943296701138146,0.006024529374386712,0.025234192488376682,-0.0010507917493723013,-0.0012097353280791632,0.033988175308208496,0.028559374522238414,0.00043426016552699923,0.0005084529737159584,-0.03902533426843033,0.0062598947753343985,0.015411005271622995,0.037032991019050374,-0.003634722445660882,0.01164730701187188,-0.029415427688572433,-0.14426732386617447,0.019413237640188243,0.0865696029976874,0.03297017048163361,-0.022191193300493964,0.0060535349064429755,-0.028442913443131455,-0.03226838538573194,0.02204088525213444,-0.024733432819217912,0.023351599364551886,-0.028993838328346577,0.06562995564812284,-0.00909110167560629,-0.030494515499385158,0.01796834620657036,-0.0019635065689777424,0.0016385401243222638,-0.003852022788271945,0.13037438115744912,0.004139343429987881,0.04712150692082764,0.0025222164582604572,0.15439066202600454,-0.028279972726495368,-0.024103064082056813,0.027272038076518144,-0.004273332082970249,0.019547210409229212,0.015515333904563456,0.020921981814258563,-0.005937057895101704,0.05476541616585627,-0.006814603082690803,-0.0022000915001069796,-0.05401695436724141,-0.022334499177854066,-0.016075159123257635,-0.017064134966585754,0.026020171510533954
ZMO1_ZMO0002,0.01674474622377858,-0.005254582986101158,-0.023045683803557582,-0.0008983943120741759,0.006763208065967614,-0.0016412636234121392,0.035997279887969226,0.014475733558264606,0.024465013565177163,-0.0007972314137676216,-0.0018051170268566373,0.01577124760098795,-0.05484907421759551,-0.009032110477843552,0.03304902333501345,-0.01682627626355482,0.04860777184016567,-0.0030213854410278095,0.0021391736200008942,-0.027718282889030735,0.037046591912511855,0.017039914328199606,-0.0073583386159220745,-0.04961811956721754,-0.02684284519279998,-0.015050053247826703,0.019046393143867406,-0.00572412186527982,0.015836572424602145,0.002106704746243338,-0.027858856973658676,0.029738513715659894,0.034175724242561836,0.020592006892170153,-0.010241511849985452,0.020482003095468555,-0.016922455583409268,-0.0030998052374330933,-0.018194512204535006,-0.007223139619628336,0.02192384984642539,0.002372398266956927,0.0650059621358132,0.014705444114517878,0.012041013619420395,0.03036470722631715,-0.04644279940344924,-0.01107393543632191,0.004071737813911693,0.01609382477729395,-0.005025599827854903,-0.0015701963258203694,0.013553783866632576,0.057661012841188235,-0.01906268877318422,-0.006409797926677568,0.010240155033748331,-0.038140181272589904,-0.00984695582867018,-0.001984453780307973,0.013996493198965518,0.006971498562034515,0.004053548515450632,0.04501668897509326,-0.009102050308097754,-0.018597711170266967,-0.048269421890168994,-0.06862111821455784,-0.02833631547273561,0.01009508286897599
ZMO1_ZMO0003,0.007257432687267325,0.029338385532596642,-0.0043900018690512235,-0.04043535633317951,-0.01069860677924356,0.0022772374823185567,-0.026695666014928475,-0.005889034131706088,0.0057327242281308,0.00022769147872810932,-0.01181400760153003,0.005017654226163261,-0.02950094896303338,-0.0020987466263684912,-0.003041017066860175,-0.003558238585599846,-0.04074947438970984,-0.011107995609959745,0.0015801715057905293,-0.024210364790790632,-0.005505959396618878,0.01885645840932474,-0.01277367616914284,0.010910589803673673,0.009625507158110754,-0.014386878568428815,-0.006697702222866024,-0.04804451697551077,-0.00343187940603905,-0.022328979691654427,0.09844586819104442,0.004979049778355499,-0.05516268008069085,0.00430142887644477,0.017233306303565555,0.018069407181235994,0.005880084000346687,-0.0015243058483463041,0.02247223435890155,0.00556186775458376,0.002545117052678791,0.01397809727966923,0.3483100193820373,-0.020865473533913475,-0.0017196167486017535,0.005882468546357231,0.02066815201556544,0.022203492435996418,-0.05132354329532543,0.040283970343840673,0.019866354106801723,-0.006577249588933836,-0.003002124280737819,-0.015493169883538648,0.005291258236797483,0.01833560683982276,0.0288973434224723,-0.00034240529622085,0.009134589176803145,-0.006356133587687101,-0.006717753858321509,-0.0026743100630652644,0.0051384039133578795,0.011424032966372776,0.005674461023666176,-0.014713564982153125,-0.0434374303473846,0.007252306432317857,0.0007302630455806705,0.007035945423877677
ZMO1_ZMO0004,0.0009437376988271415,-0.015182628450404544,0.011622800781705406,-0.003909387695126821,-0.01906598359011866,7.099876447706047e-05,0.005253416188196292,-0.0018366901506238931,0.01503427835266738,-0.013309033610896921,0.008292171549339932,0.0027981339276282225,-0.001502296026282513,0.009135019517307871,-0.005850123952107849,-0.02582236979207485,0.020819849179570533,-0.0037721174674946053,0.012129347177067984,-0.004155882301854944,-0.015781278120765886,0.016305303067524892,-0.001591824463233901,0.007401369186884153,0.026657210750816403,-0.0024319559136453095,0.010294900447475757,-0.014487572154388763,-0.002584445373121883,-0.013500891432658821,-0.00033416525287024653,0.001783925476896824,-0.03222042868812283,-0.015459286455301818,-0.013215045876547225,-0.013160140685349691,0.0017605284528502778,0.006675193401305093,-0.018703599977395503,-0.004355128992705398,0.008036845948985762,0.00223355740602342,0.32635861459186943,0.02010568385232032,0.00010649382075177576,-0.02071000078226124,0.00742364279768342,0.018783367911865766,-0.02117046957520258,0.14420949090180044,0.015204013094382768,-0.024483769516383966,-0.0047151071087003634,-0.022091458259661054,-0.01342093924590354,-0.0026961972418388853,-0.004884633263137571,-0.012881543223695474,0.016721180386089687,-0.00595009153234434,0.004837156476139173,0.00672399243290885,0.005780296235734907,-0.012453530177366912,-0.00375466906725071,0.004927237953961569,-0.009051626324476427,-0.0036830236283764773,0.008416492628115975,0.008583341870842072
ZMO1_ZMO0005,-0.002176305251173124,-0.0016640374174689513,0.01103187956149228,0.017331523557121285,-0.004674765023916993,0.0009818505542279203,0.01674187375781436,-0.012725979545598705,0.007729197271616893,-0.000419680668617792,0.02560756596502614,0.0010806264418355283,0.004374345511012422,0.007053243708692841,0.004044227435186185,-0.006399947698809964,0.016189752685467775,-0.00789204538628165,0.011531030725104337,0.0014427250922953525,-0.0004765627366598235,0.020989549822407336,0.0064309085749778595,0.01819943452661526,-5.263404160203919e-06,0.0004937649196275486,0.009920430145326465,0.012910779621352892,-0.02077744541187013,0.010200844040816675,-0.05534815501060422,0.003846390095355781,-0.008674464189827279,-0.011950521609259118,0.0049030214679248825,0.0006298189784001682,-0.0059453530840410706,0.04184520230734701,-0.02569753844751841,-0.006721002091883673,0.006698906552938336,0.001982078158329733,0.23801853573686277,0.001551428109930858,-0.00824423946940432,-0.015236762931203525,0.023423583147825604,-0.0029074710247276227,0.00246602117293261,0.24001579596893663,0.010279690807915397,-0.041586386187209286,0.0061060481720878685,-0.027151437036946047,-0.016344565166478232,-0.0010599729663451412,-0.024653725108034045,-0.01987214528682308,-0.011919486099974409,0.00041545646259349197,7.849941476724622e-06,0.023086883647099293,-0.012996814538512055,-0.004542314403268086,0.0005399058497616036,0.009998234938542423,0.018174779900906067,0.013764103919199291,0.022814018736986248,-0.0002987539464186712
ZMO1_ZMO0006,0.0025675452910246016,0.026884095042365073,0.02684798286304999,0.021825840265683745,0.014099266141758644,-0.005886843243226099,-0.018546135883317202,-0.009391384238451608,-0.0016946329111918964,-0.0026325025625841885,-0.011675656322736693,0.005526935652482216,-0.007434852082555664,-0.01415558296733323,0.0316628065305775,0.004067330668600325,0.0057775024517977575,0.016968289391834528,0.026119418871156375,-0.0017273374300798166,-0.005159080154366765,-0.0071605199519037726,0.0003390263538606471,0.01244845178503212,-0.01781210488579,0.0068807629860041354,-0.026837228420570566,-0.0012304483005566046,-0.05001000472003873,0.032012208014205984,-0.06282149851542776,0.006154834424225826,-0.007879582448318628,0.012340825376050572,0.003049696386949496,0.03277665216752067,0.027826663082589267,0.007350102969688556,-0.0039188311108534395,-0.01627317709393878,0.0023718990098546408,-0.006272363267552758,0.011283620979239043,0.004661981100980073,-0.01148574479196682,-0.006737286842907227,0.03712064987624718,0.006975877469198056,0.005146771548082169,0.3210098405099701,0.015627457433808143,-0.01878223490667276,0.0009047916999291521,-0.03290197199251849,-0.009494737850426099,0.010223020176754534,-0.027135967063816564,0.001767432588593645,-0.025935521922776872,-0.006682115027129959,-0.014283364547821059,0.0025837383701723168,-0.005654295345621624,0.004652539279384866,0.00033207259144186655,0.00696232301697924,0.031457537065337576,0.023392545658247398,0.022852254628151835,-0.013679510406661885
ZMO1_ZMO0007,-0.019336934436362304,-0.005329028108207142,0.01733724526315732,0.014914634520533952,-0.0037129422360060293,-0.00749723614728172,0.01395942558871498,0.013658624224986664,-0.001523094464693088,-0.005983593962494683,-0.021475996375940557,0.00843005928598046,0.009768766318050622,-0.007093356412739367,0.0028131890755202383,-0.014572916267559532,-0.004064223866810574,0.006298474490470656,0.020404078347537952,-0.004030424147054199,0.006909969681465009,-0.0146291025328241,0.00799810779403108,-0.004193186404083152,-0.004456154687850965,-0.008329815751520872,-0.0187752394597702,0.018942435473918093,0.02092793916118649,-0.0164860049881938,-0.0034275448254713517,-0.0036072184680865636,-0.023391138726906794,-0.0023508693084691033,-0.008619408460546691,-0.015166013520052202,-0.014299792018929499,-0.009873157407849963,0.03652109230592101,0.02011094610771183,-0.006004146923674439,-0.012650170887863982,0.3088898910676517,0.00998258151773629,0.0036762719056935484,-0.0025710894710333303,-0.027770860330143456,0.0019624268580440015,0.007491018375678568,0.03358733546703461,-0.00516003553155512,0.017097478013422176,0.003378213384291065,0.014651227939574437,0.025546506953780017,-0.013151688552287712,0.007777574479509603,0.02076050058765378,-0.00520365293243749,0.024264567330430992,-0.01413858805398297,-0.009066999518978405,-0.0014971932124286794,0.009798578850200567,-0.003247046070287429,0.011233203475569846,0.0031288907800643513,0.006322517966890445,-0.007938387343676414,-0.017829068708648473
ZMO1_ZMO0008,-0.019444190107412232,0.006980256219218193,0.013972833071384931,0.01747505552977572,-0.017943065885141194,-0.004047210099928905,-0.0012507696479413168,0.012613443540137062,-0.016539406316878138,-0.009014462814828365,-0.008034476858638557,0.003034568247796487,0.0197373826380663,-0.009557041066282199,-0.022936494792197552,-0.00607707101021275,0.009167249074238257,-0.004560406519274748,0.018787308988077504,-0.0012034374399098634,0.010525101296901868,-0.007950190375851752,0.004232747848076675,0.002833993950103131,-0.010738984974478092,-0.008668718538941538,-0.031207653786496873,0.04040957280004799,0.01846800823019364,0.002499799966948919,-0.003763399624332922,-0.014523578016656581,-0.0025169829751741585,-0.010009249762884469,-0.02653502697640153,-0.009723138554425378,0.009218719355824708,-0.007327217399673894,0.029754269341182867,0.009354250002549512,-0.0026339370587360462,0.005854806413524032,0.27171012742113076,0.009396735737220118,0.004842258423065394,-0.0016576542890402218,-0.014624112762908757,0.010666930206319713,0.0013566529676226468,0.07615394703922167,0.0014676879160393454,0.009948069632128145,0.0026933099811079246,0.025748105078545306,0.01878715051430661,-0.018748234391062695,0.013584740056106652,0.0189365299516639,-0.013848013617687817,0.0032952374716579834,-0.0014529407132942954,-0.010641112753768825,-0.002092960871921894,0.015452325634464423,0.016781341993695582,-0.006442039455272461,-0.0010528701037151081,0.0020550254982354887,0.0077706900088732175,-0.021806073583971707
ZMO1_ZMO0009,-0.0020849224242595467,-0.009039216721641112,-0.002544444197869458,0.045039010972910964,0.008899034279047298,-0.008140297124703792,-0.001776081944652941,0.0237484579302117,-0.02293523078797135,-0.004195941837005562,-0.027863044071718187,-0.010293873483562598,0.02640757768929811,-0.0035539994298408486,-0.010751530992017607,0.015611231855264985,-0.002860822779983225,-0.002302921008440409,0.008669545519934185,0.000449408463631,0.010043618509145865,-0.013413228555358628,0.005561037300337667,-0.00012110673550929194,0.0018652342316774445,0.00048765442024407084,-0.03397647970670867,0.04245645772419191,0.012894682562617592,0.01136972391675116,-0.033044422621647945,-0.00476883987538856,0.0024216735509838883,-0.015685013084293552,-0.005876189855286707,-0.024856061006603005,-0.002453957205826119,0.009276592726427543,0.024616346946086724,0.00580636293777521,-0.009928211163186798,-0.008897441194363117,0.14363069960170485,-0.003990681477237426,-0.0062360953996513846,0.027675999603894278,-0.003716766667419198,-0.006181123090966595,0.007890513735169635,0.16250654773973053,-0.01834194944974867,0.017860777245225123,0.01789106981452839,0.02821661331746173,0.02120962681687538,-0.020574169913390318,-0.0031770202427089177,0.01360409724049403,-0.03614640133311984,-0.0009108866206044334,-0.006764774393828955,0.0031115284675994935,-0.008404655780665758,0.03892827634062527,0.0031726342888064797,0.0071607955368846715,0.013833153952273133,-0.0022708594449809957,0.030317506199469647,-0.04291030660158168
ZMO1_ZMO0010,0.016437743322791368,-0.012738370661969815,0.02209223907829385,0.006084662409294661,-0.008022898641441553,-0.028292606192743708,-0.018261362461367222,-0.005759534012242924,-0.01956152983627104,0.00037207586939778345,-0.025198070022141177,-0.00916354391983172,0.009207775402666436,0.006842166090939182,0.07360495448175419,-0.0008251049197016333,-0.01662996473564111,0.015089081756688782,0.037648939616345904,0.061424379304449196,0.018951405170321522,-0.033125759009474995,0.016867270796488264,-0.03420443000671463,0.01193119186094237,0.0051057977150265445,0.06879653647346687,0.009120422592971574,-0.007635052733569525,-0.007567567561097412,0.01491469051195001,0.02812708393024477,-0.028813621598887368,0.019189109604811835,-0.01078039467086123,-0.0012599278819467475,0.008766728397826898,0.0007077534677514875,-0.015770620686087023,-0.021691543854750205,-0.026358024160879942,-0.025224464925375913,0.015611472450184022,0.017317387026492114,-0.021462346103750904,-0.03816831341416228,0.006821130771197603,-0.006746436309541373,-0.00356666262036633,-0.02738304884893533,0.03515539033548897,0.0241475253339604,0.009785884322374823,0.022915717520802136,0.017159399833135743,0.0023877708287021577,0.006819153589548777,-0.040477899550967,-0.013550284283070512,0.038234574755628,0.0029990488263409573,0.0025193321840033876,-0.02220800144247333,-0.014599660421227794,-0.0018457148375876208,-0.006528865641397805,0.0441704406675626,-0.009605706653167973,-0.015060156668492978,-0.030811915517630652
